代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11027330.000000000000
真實報酬,1027330.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8334.280561675912
風險,197777.542317764690
起點值,0.042139670986
找到最佳解世代,1801
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,4
1216(2)[4],2412(24)[2],2454(26)[8],4904(45)[1],
FS( 52 ),2644400.000000000000,2594850.000000000500,2425300.000000000000,2537000.000000000000,10201550.000000000000
FS( 53 ),2595950.000000000000,2599750.000000000500,2393600.000000000000,2576220.000000000000,10165520.000000000000
FS( 54 ),2585499.999999999500,2617950.000000000500,2528500.000000000500,2639120.000000000000,10371070.000000000000
FS( 55 ),2628249.999999999500,2617950.000000000500,2643500.000000000500,2639120.000000000000,10528820.000000000000
FS( 56 ),2656749.999999999500,2605000.000000000000,2631600.000000000000,2562160.000000000000,10455510.000000000000
FS( 57 ),2663400.000000000000,2599750.000000000500,2766500.000000000000,2556240.000000000000,10585890.000000000000
FS( 58 ),2663400.000000000000,2579450.000000000500,2865700.000000000000,2556240.000000000000,10664790.000000000000
FS( 59 ),2592150.000000000000,2566500.000000000500,2937100.000000000000,2525900.000000000000,10621650.000000000000
FS( 60 ),2440150.000000000500,2545850.000000000500,2746699.999999999500,2504440.000000000000,10237140.000000000000
FS( 61 ),2440150.000000000500,2566500.000000000500,2603800.000000000000,2614700.000000000500,10225150.000000002000
FS( 62 ),2595950.000000000000,2599750.000000000500,2770500.000000000500,2614700.000000000500,10580900.000000000000
FS( 63 ),2553200.000000000000,2617950.000000000500,2818100.000000000000,2617660.000000000000,10606910.000000000000
FS( 64 ),2582650.000000000500,2630900.000000000900,2782400.000000000500,2573259.999999999500,10569210.000000002000
FS( 65 ),2595950.000000000000,2643850.000000000000,2853800.000000000000,2537000.000000000000,10630600.000000000000
FS( 66 ),2460100.000000000000,2643850.000000000000,2754600.000000000000,2592500.000000000000,10451050.000000000000
FS( 67 ),2391700.000000000000,2656450.000000000500,2770500.000000000500,2650220.000000000000,10468870.000000000000
FS( 68 ),2398350.000000000000,2617950.000000000500,2782400.000000000500,2625800.000000000000,10424500.000000000000
FS( 69 ),2488600.000000000000,2656450.000000000500,2794300.000000000000,2581400.000000000000,10520750.000000000000
FS( 70 ),2537050.000000000000,2605000.000000000000,2639500.000000000000,2597680.000000000000,10379230.000000000000
FS( 71 ),2566500.000000000000,2581900.000000000500,2714900.000000000000,2581400.000000000000,10444700.000000000000
FS( 72 ),2566500.000000000000,2579450.000000000500,2786300.000000000000,2565120.000000000000,10497370.000000000000
FS( 73 ),2585499.999999999500,2576650.000000000500,2841900.000000000500,2539960.000000000000,10544010.000000000000
FS( 74 ),2504750.000000000000,2566500.000000000500,2845800.000000000000,2567340.000000000000,10484390.000000000000
FS( 75 ),2598800.000000000000,2587150.000000000900,2841900.000000000500,2581400.000000000000,10609250.000000002000
FS( 76 ),2595950.000000000000,2579450.000000000500,2865700.000000000000,2606560.000000000000,10647660.000000000000
FS( 77 ),2608300.000000000000,2592050.000000000900,2778400.000000000000,2648000.000000000000,10626750.000000000000
FS( 78 ),2559850.000000000000,2589600.000000000500,2766500.000000000000,2617660.000000000000,10533610.000000000000
FS( 79 ),2566500.000000000000,2597300.000000000500,2810100.000000000000,2681300.000000000000,10655200.000000000000
FS( 80 ),2640600.000000000000,2630900.000000000900,2905400.000000000000,2697580.000000000000,10874480.000000000000
FS( 81 ),2660550.000000000000,2617950.000000000500,2865700.000000000000,2702759.999999999500,10846960.000000000000
FS( 82 ),2695700.000000000000,2617950.000000000500,2857700.000000000000,2727920.000000000000,10899270.000000000000
FS( 83 ),2721350.000000000000,2592050.000000000900,2770500.000000000500,2727920.000000000000,10811820.000000002000
FS( 84 ),2744150.000000000500,2594850.000000000500,2746699.999999999500,2711640.000000000500,10797340.000000000000
FS( 85 ),2718500.000000000000,2617950.000000000500,2699100.000000000000,2755300.000000000000,10790850.000000000000
FS( 86 ),2692850.000000000000,2605000.000000000000,2711000.000000000500,2830040.000000000000,10838890.000000000000
FS( 87 ),2666250.000000000000,2617950.000000000500,2762500.000000000500,2896640.000000000500,10943340.000000000000
FS( 88 ),2663400.000000000000,2605000.000000000000,2643500.000000000500,2995800.000000000000,10907700.000000000000
FS( 89 ),2705200.000000000000,2599750.000000000500,2722900.000000000000,2990620.000000000000,11018470.000000000000
FS( 90 ),2692850.000000000000,2602550.000000000500,2695100.000000000000,3067580.000000000000,11058080.000000000000
FS( 91 ),2666250.000000000000,2617950.000000000500,2691100.000000000000,3161560.000000000000,11136860.000000000000
FS( 92 ),2670050.000000000000,2617950.000000000500,2699100.000000000000,3073500.000000000000,11060600.000000000000
FS( 93 ),2585499.999999999500,2617950.000000000500,2631600.000000000000,3051300.000000000000,10886350.000000000000
FS( 94 ),2598800.000000000000,2617950.000000000500,2655400.000000000000,2979520.000000000000,10851670.000000000000
FS( 95 ),2621600.000000000000,2630900.000000000900,2722900.000000000000,3023920.000000000000,10999320.000000000000
FS( 96 ),2614950.000000000000,2643850.000000000000,2675200.000000000000,3078680.000000000000,11012680.000000000000
FS( 97 ),2543700.000000000000,2656450.000000000500,2603800.000000000000,3139359.999999999500,10943310.000000000000
FS( 98 ),2540850.000000000000,2695300.000000000500,2623700.000000000000,3266640.000000000500,11126490.000000000000
FS( 99 ),2527550.000000000000,2656450.000000000500,2619699.999999999500,3167480.000000000000,10971180.000000000000
FS( 100 ),2504750.000000000000,2605000.000000000000,2564200.000000000000,3062400.000000000000,10736350.000000000000
FS( 101 ),2540850.000000000000,2617950.000000000500,2468900.000000000000,3117900.000000000000,10745600.000000000000
FS( 102 ),2495250.000000000000,2605000.000000000000,2429300.000000000000,3117900.000000000000,10647450.000000000000
FS( 103 ),2527550.000000000000,2617950.000000000500,2346000.000000000500,3217060.000000000000,10708560.000000000000
FS( 104 ),2569350.000000000000,2592050.000000000900,2346000.000000000500,3205960.000000000000,10713360.000000002000
FS( 105 ),2663400.000000000000,2605000.000000000000,2405500.000000000000,3283660.000000000000,10957560.000000000000
FS( 106 ),2663400.000000000000,2594850.000000000500,2417400.000000000000,3239259.999999999500,10914910.000000000000
FS( 107 ),2679550.000000000000,2594850.000000000500,2393600.000000000000,3172660.000000000000,10840660.000000000000
FS( 108 ),2789750.000000000000,2643850.000000000000,2457000.000000000000,3239259.999999999500,11129860.000000000000
FS( 109 ),2750800.000000000000,2630900.000000000900,2468900.000000000000,3294759.999999999500,11145360.000000000000
FS( 110 ),2737500.000000000000,2617950.000000000500,2401500.000000000000,3294759.999999999500,11051710.000000000000
FS( 111 ),2750800.000000000000,2605000.000000000000,2254699.999999999500,3228160.000000000000,10838660.000000000000
FS( 112 ),2886650.000000000500,2643850.000000000000,2266600.000000000000,3277740.000000000000,11074840.000000000000
FS( 113 ),2893300.000000000000,2643850.000000000000,2215000.000000000000,3311040.000000000000,11063190.000000000000
FS( 114 ),2831550.000000000000,2630900.000000000900,2238800.000000000000,3311040.000000000000,11012290.000000000000
FS( 115 ),2873350.000000000000,2643850.000000000000,2246800.000000000000,3272560.000000000000,11036560.000000000000
FS( 116 ),2811600.000000000000,2630900.000000000900,2310200.000000000000,3283660.000000000000,11036360.000000000000
FS( 117 ),2746999.999999999500,2630900.000000000900,2298300.000000000000,3272560.000000000000,10948760.000000000000
FS( 118 ),2734650.000000000000,2605000.000000000000,2211100.000000000000,3261460.000000000000,10812210.000000000000
FS( 119 ),2705200.000000000000,2617950.000000000500,2199200.000000000000,3233340.000000000000,10755690.000000000000
FS( 120 ),2746999.999999999500,2617950.000000000500,2107900.000000000000,3051300.000000000000,10524150.000000000000
FS( 121 ),2805900.000000000000,2630900.000000000900,2167400.000000000000,3023920.000000000000,10628120.000000000000
FS( 122 ),2827750.000000000000,2643850.000000000000,2306300.000000000000,3111980.000000000000,10889880.000000000000
FS( 123 ),2827750.000000000000,2630900.000000000900,2302300.000000000000,3194859.999999999500,10955810.000000000000
FS( 124 ),2866700.000000000000,2617950.000000000500,2409400.000000000500,3172660.000000000000,11066710.000000000000
FS( 125 ),2863850.000000000000,2597300.000000000500,2405500.000000000000,3145280.000000000000,11011930.000000000000
FS( 126 ),2861000.000000000000,2617950.000000000500,2389600.000000000000,3156380.000000000000,11024930.000000000000
FS( 127 ),2861000.000000000000,2605000.000000000000,2361800.000000000000,3172660.000000000000,11000460.000000000000
FS( 128 ),2850550.000000000000,2617950.000000000500,2377700.000000000000,3183759.999999999500,11029960.000000000000
FS( 129 ),2877150.000000000000,2605000.000000000000,2377700.000000000000,3167480.000000000000,11027330.000000000000
