代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10852260.769000001000
真實報酬,852260.769000001250

夏普值報酬,0.076526076900
夏普值風險,0.027786123681
夏普值,2.754111288707

預期報酬,40328.738658591676
風險,58563.683363752854
起點值,0.688630501741
找到最佳解世代,4447
找到最佳解實驗#,5
找到最佳解次數,4

投資組合檔數,4
1476(7),2324(16),2382(21),2474(27),
Stock#,1476(7),2324(16),2382(21),2474(27),
張數,8,129,38,8,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,106834.592000000000,5460.339250000000,22294.293500000000,12860.869999999999,
FS( 1 ),2496594.592000000200,2496450.339250000200,2496474.293500000100,2496460.870000000100,9985980.094750002000
FS( 2 ),2580878.290000000000,2491849.167250000400,2478337.995500000200,2500922.264000000400,10051987.716750002000
FS( 3 ),2558099.534000000000,2479006.249750000400,2474933.129000000200,2547276.236000000000,10059315.148750000000
FS( 4 ),2573311.920000000400,2485427.708500000200,2463961.892500000500,2632258.518000000200,10154960.039000001000
FS( 5 ),2565745.550000000300,2485427.708500000200,2427643.316500000200,2748143.448000000300,10226960.023000002000
FS( 6 ),2577134.928000000300,2485427.708500000200,2485526.047000000300,2686338.152000000200,10234426.835500002000
FS( 7 ),2573311.920000000400,2454604.706500000300,2485526.047000000300,2748143.448000000300,10261586.121500002000
FS( 8 ),2535400.424000000100,2472584.791000000200,2557784.880500000000,2779046.096000000400,10344816.191500001000
FS( 9 ),2527754.408000000300,2472584.791000000200,2554380.014000000000,2763594.772000000300,10318313.985000001000
FS( 10 ),2596090.676000000400,2472584.791000000200,2543408.777500000300,2728869.115999999900,10340953.360500000000
FS( 11 ),2611223.416000000200,2491849.167250000400,2536220.726000000300,2802223.082000000400,10441516.391250001000
FS( 12 ),2611223.416000000200,2491849.167250000400,2510873.386500000000,2763594.772000000300,10377540.741750002000
FS( 13 ),2596090.676000000400,2485427.708500000200,2547191.962500000400,2809948.743999999900,10438659.091000002000
FS( 14 ),2573311.920000000400,2496986.334250000300,2669767.156500000500,2779046.096000000400,10519111.506750003000
FS( 15 ),2618869.432000000000,2485427.708500000200,2658795.919999999900,2856302.716000000000,10619395.776500000000
FS( 16 ),2641648.188000000100,2485427.708500000200,2651607.868500000300,2864028.378000000000,10642712.143000001000
FS( 17 ),2831364.960000000400,2472584.791000000200,2615667.611000000000,2840851.392000000000,10760468.754000001000
FS( 18 ),2816152.574000000000,2443046.080750000200,2622855.662500000100,2825400.068000000000,10707454.385250000000
FS( 19 ),2914833.968000000300,2454604.706500000300,2662579.105000000400,2887285.010000000200,10919302.789500002000
FS( 20 ),2876842.826000000400,2485427.708500000200,2641014.950500000300,2887285.010000000200,10890570.495000001000
FS( 21 ),2945179.094000000500,2467447.624000000800,2630043.714000000200,2829302.722000000100,10871973.154000003000
FS( 22 ),2937612.723999999900,2485427.708500000200,2644419.817000000300,2809948.743999999900,10877408.993500002000
FS( 23 ),2922400.338000000000,2485427.708500000200,2622855.662500000100,2821577.060000000100,10852260.769000001000
