代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10930871.726749999000
真實報酬,930871.726749999450

夏普值報酬,0.084387172675
夏普值風險,0.034202113980
夏普值,2.467308679356

預期報酬,58829.675223170707
風險,99527.554416473824
起點值,0.591089327655
找到最佳解世代,3245
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1303(4),1326(5),3008(41),6505(47),
Stock#,1303(4),1326(5),3008(41),6505(47),
張數,42,40,0,41,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,11318.675499999999,27281.389999999999,2500000.000000000000,10217.107999999535,
FS( 1 ),2496458.675499999900,2496481.390000000100,2500000.000000000000,2496457.108000000000,9989397.173500001400
FS( 2 ),2521840.241500000000,2535333.930000000200,2500000.000000000000,2496476.511249999500,10053650.682750000000
FS( 3 ),2539820.325999999900,2612988.780000000700,2500000.000000000000,2591991.976749999400,10244801.082750000000
FS( 4 ),2492570.336500000200,2655201.160000000100,2500000.000000000000,2646688.867249999700,10294460.363750000000
FS( 5 ),2514313.694500000200,2637679.040000000000,2500000.000000000000,2631994.180249999700,10283986.914750000000
FS( 6 ),2539820.325999999900,2641263.110000000300,2500000.000000000000,2668730.897749999500,10349814.333750000000
FS( 7 ),2593760.579500000000,2676307.349999999600,2500000.000000000000,2687099.256499999200,10457167.185999999000
FS( 8 ),2608395.532000000100,2648033.020000000000,2500000.000000000000,2657709.882499999400,10414138.434500000000
FS( 9 ),2619267.210999999700,2641263.110000000300,2500000.000000000000,2631994.180249999700,10392524.501250001000
FS( 10 ),2648118.974500000000,2715333.890000000100,2500000.000000000000,2723835.973999999900,10587288.838500001000
FS( 11 ),2658990.653500000000,2694227.700000000200,2500000.000000000000,2734448.803499999000,10587667.157000000000
FS( 12 ),2658990.653500000000,2718917.960000000900,2500000.000000000000,2756490.833999999800,10634399.447500002000
FS( 13 ),2712930.907000000100,2729271.939999999900,2500000.000000000000,2760164.505749999500,10702367.352750000000
FS( 14 ),2731329.132999999900,2715333.890000000100,2500000.000000000000,2815269.581999999500,10761932.605000000000
FS( 15 ),2785269.386500000000,2792988.740000000200,2500000.000000000000,2888334.831249999800,10966592.957750000000
FS( 16 ),2864716.271499999800,2832015.280000000700,2500000.000000000000,2925071.548749999100,11121803.100249998000
FS( 17 ),2835864.507999999900,2838785.189999999900,2500000.000000000000,2990789.454499999100,11165439.152500000000
FS( 18 ),2817884.423499999600,2860289.610000000300,2500000.000000000000,2994463.126249999300,11172637.159750000000
FS( 19 ),2789032.660000000100,2835201.120000000100,2500000.000000000000,3009157.813249999700,11133391.593249999000
FS( 20 ),2738437.538499999800,2789404.669999999900,2500000.000000000000,2903029.518249999700,10930871.726749999000
