代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11293051.050249999000
真實報酬,1293051.050249999400

夏普值報酬,0.120605105025
夏普值風險,0.041034812431
夏普值,2.939092392028

預期報酬,71900.803905313529
風險,120978.845578397040
起點值,0.594325425752
找到最佳解世代,3883
找到最佳解實驗#,1
找到最佳解次數,37

投資組合檔數,3
1101(0),2409(24),2885(34),
Stock#,1101(0),2409(24),2885(34),
張數,110,325,342,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,13208.555000000000,7099.862500000000,931.084499999533,
FS( 1 ),3328608.555000000200,3328599.862499999800,3328591.084499999900,9985800.502000000300
FS( 2 ),3414690.100000000600,3375378.981249999700,3330890.521499999300,10120960.602750000000
FS( 3 ),3445353.810000000100,3388321.456249999300,3487514.380499999000,10321190.646749999000
FS( 4 ),3358838.342500000300,3313902.224999999600,3426226.783499999400,10098968.351000000000
FS( 5 ),3460685.665000000000,3391557.075000000200,3426226.783499999400,10278470.523499999000
FS( 6 ),3561437.855000000000,3453033.831249999800,3473894.914499998600,10488367.600749997000
FS( 7 ),3530774.145000000000,3391557.075000000200,3473894.914499998600,10396227.134499999000
FS( 8 ),3551581.662500001000,3514510.587499999900,3473894.914499998600,10539988.164500000000
FS( 9 ),3555962.192500000400,3469211.924999999300,3487514.380499999000,10512689.498000000000
FS( 10 ),3576769.710000000000,3501568.112500000300,3623709.040499999200,10702047.862999998000
FS( 11 ),3601957.757500000800,3656877.812500000000,3674782.037999999200,10933618.607999999000
FS( 12 ),3611813.950000000200,3812187.512499999700,3688401.503999999300,11112403.966499999000
FS( 13 ),3582245.372500000500,3812187.512499999700,3657757.705499999200,11052191.590499999000
FS( 14 ),3601957.757500000800,3967497.212499999900,3688401.503999999300,11257857.473999999000
FS( 15 ),3536249.807500000600,3918962.931249999900,3640733.372999999700,11095947.111749999000
FS( 16 ),3597577.227499999600,3825129.987500000300,3623709.040499999200,11046417.255500000000
FS( 17 ),3560342.722500000100,3873664.268749999300,3739474.501499999800,11173482.492749998000
FS( 18 ),3592101.565000000400,3935141.024999999900,3722450.168999999300,11249693.759000000000
FS( 19 ),3597577.227499999600,4012795.875000000500,3722450.168999999300,11332824.271499999000
FS( 20 ),3575674.577500000100,4028973.968750000000,3688401.503999999300,11293051.050249999000
