代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11373465.572250001000
真實報酬,1373465.572250001100

夏普值報酬,0.128646557225
夏普值風險,0.037398011063
夏普值,3.439930455366

預期報酬,64686.471953186301
風險,126131.324126164500
起點值,0.512850177395
找到最佳解世代,3382
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,3
2311(15),2347(20),2354(22),
Stock#,2311(15),2347(20),2354(22),
張數,161,114,58,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,7169.962250000000,16913.827499999534,16232.858500000000,
FS( 1 ),3328599.962249999900,3328613.827500000100,3328612.858500000100,9985827.648250000600
FS( 2 ),3345960.149499999400,3321904.243499999900,3350333.887500000200,10018199.280499998000
FS( 3 ),3366797.534249999600,3548895.343500000000,3553013.046000000100,10468706.923750000000
FS( 4 ),3320314.137500000700,3562514.809499999000,3521831.637000000100,10404661.583999999000
FS( 5 ),3286653.746749999500,3449019.259499999200,3535112.607499999900,10270786.613750000000
FS( 6 ),3286653.746749999500,3545490.476999999500,3517212.168999999800,10349357.392749999000
FS( 7 ),3280242.243750000400,3548895.343500000000,3499311.730500000100,10328450.317749999000
FS( 8 ),3265816.361999999300,3671470.537499999600,3548971.011500000500,10486258.911000000000
FS( 9 ),3339548.646500000300,3693034.691999999800,3602672.327000000000,10635256.665500000000
FS( 10 ),3345960.149499999400,3645366.560999999300,3544351.543500000100,10535679.253999999000
FS( 11 ),3339548.646500000300,3702114.335999999700,3562251.981999999800,10603915.964499999000
FS( 12 ),3353974.528250000000,3959749.234499999800,3566871.450000000200,10880596.212749999000
FS( 13 ),3339548.646500000300,4120912.915499999700,3594010.824500000100,11054473.386500001000
FS( 14 ),3333137.143499999800,4086864.250499999600,3584771.888499999400,11004774.282499999000
FS( 15 ),3353974.528250000000,4226463.776999999800,3598052.859000000200,11178492.164250001000
FS( 16 ),3339548.646500000300,4165176.179999999700,3602672.327000000000,11107398.153500000000
FS( 17 ),3339548.646500000300,4086864.250499999600,3671964.347000000100,11098378.243999999000
FS( 18 ),3366797.534249999600,4064165.140499999300,3633276.302500000200,11064239.977249999000
FS( 19 ),3394046.421999999800,4051680.629999999400,3614220.997000000000,11059949.048999999000
FS( 20 ),3427706.812749999600,4047140.807999999700,3686400.184500000000,11161248.805249998000
FS( 21 ),3562348.375750000100,4134532.381499999700,3676583.815000000400,11373465.572250001000
