代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10288981.068000002000
真實報酬,288981.068000001830

夏普值報酬,0.020198106800
夏普值風險,0.008288053599
夏普值,2.437014500226

預期報酬,12252.996407550898
風險,18375.410496556407
起點值,0.666814839856
找到最佳解世代,3257
找到最佳解實驗#,21
找到最佳解次數,5

投資組合檔數,6
2357(20),2823(29),2887(37),3008(42),3045(43),5880(47),
Stock#,2357(20),2823(29),2887(37),3008(42),3045(43),5880(47),
張數,6,61,150,0,16,122,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,117301.297000000010,25871.194500000001,3799.787500000000,1666666.000000000000,21925.580000000002,8766.855500000000,
FS( 1 ),1664461.297000000000,1664331.194500000000,1664299.787500000100,1666666.000000000000,1664325.580000000100,1664306.855500000100,9988394.714500000700
FS( 2 ),1680075.286000000100,1694733.655499999900,1670392.337500000100,1666666.000000000000,1657057.960000000200,1669127.106000000100,10038056.345000001000
FS( 3 ),1682882.807499999900,1689267.948750000000,1662925.525000000100,1666666.000000000000,1664544.684000000100,1669127.106000000100,10035418.071250001000
FS( 4 ),1671652.721499999800,1719025.685499999700,1670392.337500000100,1666666.000000000000,1657057.960000000200,1669127.106000000100,10053925.810500000000
FS( 5 ),1677267.764499999800,1722062.189250000100,1670392.337500000100,1666666.000000000000,1672190.700000000000,1673985.512000000100,10082568.503249999000
FS( 6 ),1668845.200000000000,1727527.896000000200,1670392.337500000100,1666666.000000000000,1664544.684000000100,1669127.106000000100,10067107.223500000000
FS( 7 ),1677267.764499999800,1719025.685499999700,1662925.525000000100,1666666.000000000000,1664544.684000000100,1669127.106000000100,10059560.765000001000
FS( 8 ),1682882.807499999900,1700199.362250000000,1670392.337500000100,1666666.000000000000,1672190.700000000000,1663054.098499999800,10055389.305749999000
FS( 9 ),1688497.850499999700,1711130.775750000000,1677859.150000000400,1666666.000000000000,1679677.423999999900,1673985.512000000100,10097820.712250000000
FS( 10 ),1730610.673000000200,1727527.896000000200,1683832.600000000100,1666666.000000000000,1679677.423999999900,1673985.512000000100,10162304.105000000000
FS( 11 ),1724995.629999999900,1719025.685499999700,1683832.600000000100,1666666.000000000000,1687323.440000000200,1680058.519500000200,10161905.875000000000
FS( 12 ),1733418.194500000400,1700199.362250000000,1683832.600000000100,1666666.000000000000,1679677.423999999900,1684916.925500000400,10148714.506250001000
FS( 13 ),1727803.151500000200,1689267.948750000000,1697272.862500000000,1666666.000000000000,1687323.440000000200,1684916.925500000400,10153254.328250000000
FS( 14 ),1710958.022500000200,1711130.775750000000,1704739.675000000000,1666666.000000000000,1709942.904000000100,1680058.519500000200,10183499.896750001000
FS( 15 ),1738973.503000000000,1683802.242000000100,1712206.487500000000,1666666.000000000000,1717588.919999999900,1684916.925500000400,10204158.078000000000
FS( 16 ),1747396.067499999900,1683802.242000000100,1704739.675000000000,1666666.000000000000,1709942.904000000100,1684916.925500000400,10197467.814000001000
FS( 17 ),1750203.589000000200,1678336.535250000000,1704739.675000000000,1666666.000000000000,1709942.904000000100,1684916.925500000400,10194809.628750000000
FS( 18 ),1753011.110500000200,1681373.039000000100,1704739.675000000000,1666666.000000000000,1717588.919999999900,1684916.925500000400,10208299.670000000000
FS( 19 ),1781086.325499999800,1670441.625499999800,1697272.862500000000,1666666.000000000000,1740367.676000000000,1684916.925500000400,10240755.414999999000
FS( 20 ),1783893.847000000100,1664975.918749999700,1697272.862500000000,1666666.000000000000,1709942.904000000100,1701921.346499999800,10224676.878750000000
FS( 21 ),1783893.847000000100,1659510.211999999800,1712206.487500000000,1666666.000000000000,1709942.904000000100,1718925.767500000100,10251149.218000000000
FS( 22 ),1786701.368500000300,1657081.009000000100,1739087.012500000000,1666666.000000000000,1709942.904000000100,1714067.361499999900,10273549.655500000000
FS( 23 ),1800738.976000000000,1657081.009000000100,1746553.825000000200,1666666.000000000000,1709942.904000000100,1707994.354000000100,10288981.068000002000
