代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10404509.040750001000
真實報酬,404509.040750000630

夏普值報酬,0.031750904075
夏普值風險,0.025587045338
夏普值,1.240897636134

預期報酬,39362.662040303556
風險,128109.646815307280
起點值,0.307257595496
找到最佳解世代,3669
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,5
2303(13),2317(16),2325(18),2357(21),2382(22),
Stock#,2303(13),2317(16),2325(18),2357(21),2382(22),
張數,189,37,70,9,36,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,6994.007750000234,7674.976750000000,2157.125000000000,99465.592250000002,5281.571000000233,
FS( 1 ),1997164.007750000100,1997164.976749999900,1997157.125000000000,1997295.592250000000,1997161.571000000000,9985943.272749999500
FS( 2 ),1978949.321750000400,1963681.179249999800,2018992.960000000400,1988897.694500000000,1962183.791000000400,9912704.946500001500
FS( 3 ),2003410.599500000200,1954103.747750000100,1979966.419999999900,1978414.289750000000,2025980.237000000200,9941875.293999999800
FS( 4 ),2035398.424250000200,1954103.747750000100,1999479.689999999900,1988897.694500000000,2011285.550000000300,9989165.106499999800
FS( 5 ),2091847.526750000200,1966259.718499999700,2024568.179999999700,2058876.661250000100,2025980.237000000200,10167532.323500000000
FS( 6 ),2076794.432750000400,1990940.022750000200,2027355.789999999600,2051887.724750000300,2025980.237000000200,10172958.207250001000
FS( 7 ),2067386.249000000300,2008253.071999999900,2060807.109999999900,2034415.383500000000,2028847.493000000200,10199709.307500001000
FS( 8 ),2044806.608000000500,2022987.581999999900,2091470.820000000100,2121866.691500000200,2086551.020000000300,10367682.721500000000
FS( 9 ),2035398.424250000200,2035143.552750000000,2071957.550000000000,2128855.628000000000,2161458.083000000100,10432813.238000000000
FS( 10 ),2052333.155000000000,2059823.856999999800,2094258.429999999900,2111383.286750000000,2251059.833000000100,10568858.561750000000
FS( 11 ),2052333.155000000000,2074558.367000000100,2119346.920000000400,2107888.818500000500,2201958.074000000500,10556085.334500002000
FS( 12 ),2059859.702000000500,2072348.190499999800,2091470.820000000100,2100899.882000000200,2222028.866000000900,10546607.460500002000
FS( 13 ),2067386.249000000300,2106605.926249999600,2119346.920000000400,2114877.755000000400,2291559.824000000500,10699776.674250001000
FS( 14 ),2067386.249000000300,2089292.876999999900,2110984.090000000300,2107888.818500000500,2224896.122000000400,10600448.156500001000
FS( 15 ),2059859.702000000500,2081925.622000000200,2108196.480000000000,2142923.102750000100,2242458.065000000400,10635362.971750002000
FS( 16 ),2076794.432750000400,2074558.367000000100,2091470.820000000100,2142923.102750000100,2245325.321000000500,10631072.043500001000
FS( 17 ),2076794.432750000400,2101817.210500000500,2091470.820000000100,2121866.691500000200,2227763.378000000500,10619712.532750001000
FS( 18 ),1995884.052500000500,2099238.671249999700,2066382.330000000100,2072944.135999999900,2170059.851000000300,10404509.040750001000
