代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10785959.921999998000
真實報酬,785959.921999998390

夏普值報酬,0.069895992200
夏普值風險,0.020289395983
夏普值,3.444951848651

預期報酬,27588.813956455899
風險,80052.849367285671
起點值,0.344632504333
找到最佳解世代,3148
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2330(19),2912(40),3045(42),4904(45),
Stock#,2330(19),2912(40),3045(42),4904(45),
張數,22,12,31,49,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,84042.159000000000,106794.535000000000,52166.801249999997,34731.991999999998,
FS( 1 ),2496562.159000000000,2496594.535000000100,2496516.801250000000,2496491.992000000100,9986165.487250000200
FS( 2 ),2476030.565500000000,2497010.818000000000,2493724.887000000100,2481696.049999999800,9948462.320500001300
FS( 3 ),2545023.913000000200,2529745.324000000500,2517489.262249999700,2531942.720249999800,10124201.219500000000
FS( 4 ),2574811.517000000000,2540617.003000000000,2485700.552500000200,2519259.094750000200,10120388.167250000000
FS( 5 ),2555099.131999999800,2606086.014999999700,2514711.608000000500,2544626.345750000300,10220523.100750001000
FS( 6 ),2505599.143000000200,2562479.830000001000,2509464.927750000300,2544626.345750000300,10122170.246500002000
FS( 7 ),2555099.131999999800,2551488.682000000000,2527982.622750000100,2582189.390499999700,10216759.827250000000
FS( 8 ),2465955.346500000000,2551488.682000000000,2549277.972000000100,2582189.390499999700,10148911.390999999000
FS( 9 ),2476030.565500000000,2600590.441000000100,2570264.693000000000,2599263.501749999800,10246149.201250000000
FS( 10 ),2485886.757999999900,2518754.176000000000,2586313.362000000200,2658291.143500000200,10249245.439500000000
FS( 11 ),2485886.757999999900,2469652.416999999900,2591560.042249999900,2683170.562750000000,10230269.779999999000
FS( 12 ),2525311.527999999900,2469652.416999999900,2617793.443499999600,2683170.562750000000,10295927.951250000000
FS( 13 ),2574811.517000000000,2551488.682000000000,2612546.763249999800,2658291.143500000200,10397138.105750000000
FS( 14 ),2555099.131999999800,2567855.935000000100,2591560.042249999900,2628533.406750000100,10343048.515999999000
FS( 15 ),2634167.698499999900,2556984.256000000100,2575511.373249999700,2607556.641500000400,10374219.969249999000
FS( 16 ),2604380.094499999700,2540617.003000000000,2583535.707750000100,2586579.876250000200,10315112.681500001000
FS( 17 ),2564955.324500000100,2562479.830000001000,2596806.722500000600,2632923.892500000100,10357165.769500002000
FS( 18 ),2614236.287000000000,2562479.830000001000,2580758.053500000400,2683170.562750000000,10440644.733250001000
FS( 19 ),2614236.287000000000,2589718.762000000100,2575511.373249999700,2670486.937250000400,10449953.359500002000
FS( 20 ),2634167.698499999900,2644316.095000000200,2604831.056999999600,2763174.969750000200,10646489.820250001000
FS( 21 ),2624092.479499999900,2595214.336000000100,2662853.168000000100,2843179.376749999800,10725339.360250000000
FS( 22 ),2663736.276000000100,2595214.336000000100,2662853.168000000100,2864156.142000000000,10785959.921999998000
