代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10299671.197500002000
真實報酬,299671.197500001640

夏普值報酬,0.021267119750
夏普值風險,0.010018596074
夏普值,2.122764466397

預期報酬,17607.429068319878
風險,19247.192300027495
起點值,0.914805068389
找到最佳解世代,3201
找到最佳解實驗#,3
找到最佳解次數,39

投資組合檔數,8
1402(6),2303(12),2330(18),2357(20),2395(22),2409(24),2912(41),3008(42),
Stock#,1402(6),2303(12),2330(18),2357(20),2395(22),2409(24),2912(41),3008(42),
張數,51,82,5,5,5,102,4,0,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,16594.898750000233,5929.722500000000,145928.937500000000,13240.125000000000,180978.812500000000,8933.997500000000,232552.200000000010,1250000.000000000000,
FS( 1 ),1248244.898749999900,1248229.722499999900,1248428.937500000000,1248240.125000000000,1248478.812500000000,1248233.997500000100,1248552.200000000000,1250000.000000000000,9988408.693749999600
FS( 2 ),1237717.415000000300,1295796.692500000100,1253506.125000000000,1225352.687500000000,1246244.062500000000,1242750.095000000200,1238082.950000000000,1250000.000000000000,9989450.027499999900
FS( 3 ),1245333.563750000000,1287632.977499999800,1263461.875000000000,1245264.187500000000,1261177.687500000000,1263059.825000000000,1240074.100000000100,1250000.000000000000,10056004.216250001000
FS( 4 ),1252949.712500000400,1275387.405000000000,1263461.875000000000,1252731.000000000000,1251221.937500000000,1263059.825000000000,1244056.399999999900,1250000.000000000000,10052868.155000001000
FS( 5 ),1263104.577500000400,1295796.692500000100,1305773.812500000000,1242775.250000000000,1226332.562500000000,1247827.527499999900,1271932.500000000000,1250000.000000000000,10103542.922499999000
FS( 6 ),1255488.428750000000,1303960.407500000000,1328174.250000000000,1260197.812500000000,1196465.312500000000,1237672.662499999900,1267950.200000000000,1250000.000000000000,10099909.073749999000
FS( 7 ),1273259.442500000100,1308042.264999999700,1328174.250000000000,1262686.750000000000,1211398.937500000000,1247827.527499999900,1267950.200000000000,1250000.000000000000,10149339.372499999000
FS( 8 ),1275798.158750000200,1308042.264999999700,1330663.187500000000,1262686.750000000000,1213887.875000000000,1257982.392500000300,1269941.350000000100,1250000.000000000000,10169001.978750000000
FS( 9 ),1280875.591250000100,1303960.407500000000,1318218.500000000000,1265175.687500000000,1208910.000000000000,1252904.960000000000,1269941.350000000100,1250000.000000000000,10149986.496250000000
FS( 10 ),1280875.591250000100,1308042.264999999700,1328174.250000000000,1292554.000000000000,1184020.625000000000,1252904.960000000000,1277905.950000000000,1250000.000000000000,10174477.641249999000
FS( 11 ),1278336.875000000500,1283551.120000000100,1335641.062500000000,1290065.062500000000,1196465.312500000000,1283369.555000000200,1283879.399999999900,1250000.000000000000,10201308.387500001000
FS( 12 ),1275798.158750000200,1275387.405000000000,1328174.250000000000,1297531.875000000000,1193976.375000000000,1288446.987500000000,1297817.450000000000,1250000.000000000000,10207132.501250001000
FS( 13 ),1288491.740000000200,1279469.262499999700,1335641.062500000000,1282598.250000000000,1203932.125000000000,1263059.825000000000,1325693.550000000000,1250000.000000000000,10228885.814999999000
FS( 14 ),1303724.037500000300,1275387.405000000000,1330663.187500000000,1287576.125000000000,1223843.625000000000,1252904.960000000000,1321711.250000000000,1250000.000000000000,10245810.590000000000
FS( 15 ),1339266.065000000200,1271305.547499999900,1330663.187500000000,1290065.062500000000,1206421.062500000000,1273214.689999999900,1323702.399999999900,1250000.000000000000,10284638.015000001000
FS( 16 ),1324033.767500000100,1275387.405000000000,1320707.437500000000,1300020.812500000000,1203932.125000000000,1283369.555000000200,1321711.250000000000,1250000.000000000000,10279162.352500001000
FS( 17 ),1334188.632500000100,1267223.689999999700,1335641.062500000000,1312465.500000000000,1208910.000000000000,1263059.825000000000,1323702.399999999900,1250000.000000000000,10295191.109999999000
FS( 18 ),1329111.200000000400,1295796.692500000100,1355552.562500000000,1309976.562500000000,1216376.812500000000,1263059.825000000000,1311755.500000000000,1250000.000000000000,10331629.155000001000
FS( 19 ),1329111.200000000400,1271305.547499999900,1355552.562500000000,1312465.500000000000,1206421.062500000000,1263059.825000000000,1311755.500000000000,1250000.000000000000,10299671.197500002000
