代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10563140.444500001000
真實報酬,563140.444500001150

夏普值報酬,0.047614044450
夏普值風險,0.016019856005
夏普值,2.972189290215

預期報酬,21526.290993979608
風險,82885.048284293283
起點值,0.259712595210
找到最佳解世代,3282
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2227(11),2324(17),2325(18),3008(41),4904(45),9904(49),
Stock#,2227(11),2324(17),2325(18),3008(41),4904(45),9904(49),
張數,6,101,44,0,28,50,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,220107.587499999990,6894.190750000000,32821.084000000003,1666666.000000000000,45118.582999999999,5301.924999999999,
FS( 1 ),1664607.587499999900,1664304.190750000100,1664341.084000000000,1666666.000000000000,1664358.583000000100,1664301.925000000000,9988583.370250001500
FS( 2 ),1635277.627000000100,1665014.397500000000,1646170.283000000100,1666666.000000000000,1714618.212000000100,1701761.725000000100,10029512.244500000000
FS( 3 ),1690412.570499999900,1682108.420250000200,1698736.643000000400,1666666.000000000000,1712388.124000000100,1699272.787500000100,10149588.545250000000
FS( 4 ),1699551.948999999800,1711268.811999999700,1702679.119999999900,1666666.000000000000,1697892.551999999900,1708232.962500000100,10186295.395499999000
FS( 5 ),1704151.505499999700,1707246.689000000000,1707935.756000000300,1666666.000000000000,1666671.320000000100,1685832.525000000100,10138507.795500001000
FS( 6 ),1761616.094500000100,1670042.051250000000,1728086.194000000400,1666666.000000000000,1671410.257000000000,1712713.049999999800,10210537.646749999000
FS( 7 ),1793753.255499999700,1670042.051250000000,1735095.041999999900,1666666.000000000000,1678658.043000000300,1733122.337500000100,10277340.729249999000
FS( 8 ),1796082.901000000100,1678086.297250000300,1722391.505000000100,1666666.000000000000,1690644.766000000300,1674881.200000000000,10228756.669250000000
FS( 9 ),1754686.892499999600,1698196.912250000100,1722391.505000000100,1666666.000000000000,1678658.043000000300,1690312.612500000000,10210915.965250000000
FS( 10 ),1743217.868499999900,1690152.666249999800,1709687.968000000300,1666666.000000000000,1661932.383000000100,1726153.312500000000,10197814.198249999000
FS( 11 ),1731748.844500000100,1674064.174250000200,1696984.431000000300,1666666.000000000000,1654684.597000000300,1706241.812500000000,10130393.859250002000
FS( 12 ),1729419.198999999800,1686130.543249999600,1682528.682000000000,1666666.000000000000,1707649.187000000200,1706241.812500000000,10178639.423750000000
FS( 13 ),1704151.505499999700,1678086.297250000300,1660626.031999999900,1666666.000000000000,1690644.766000000300,1665921.025000000100,10066099.625750000000
FS( 14 ),1708751.061999999900,1678086.297250000300,1733342.830000000100,1666666.000000000000,1688414.678000000300,1672392.262500000000,10147657.129749998000
FS( 15 ),1694952.392499999800,1690152.666249999800,1740789.731000000400,1666666.000000000000,1702631.489000000300,1712713.049999999800,10207909.328749999000
FS( 16 ),1722549.731500000000,1806794.233249999800,1784156.977999999900,1666666.000000000000,1724374.847000000300,1708232.962500000100,10412778.752250001000
FS( 17 ),1724819.642499999800,1818860.602250000000,1785909.190000000200,1666666.000000000000,1726883.696000000200,1679361.287500000300,10402504.418250000000
FS( 18 ),1724819.642499999800,1856065.240000000200,1785909.190000000200,1666666.000000000000,1733852.721000000100,1690312.612500000000,10457629.406000001000
FS( 19 ),1715680.264000000000,1834949.094250000100,1777148.130000000100,1666666.000000000000,1738870.419000000000,1676872.350000000100,10410190.257250000000
FS( 20 ),1717950.174999999800,1852043.117000000300,1782404.766000000100,1666666.000000000000,1748348.293000000300,1690312.612500000000,10457728.963500001000
FS( 21 ),1711080.707499999800,1873159.262750000200,1784156.977999999900,1666666.000000000000,1745839.443999999900,1694792.700000000000,10475699.092249999000
FS( 22 ),1692682.481500000000,1893269.877750000200,1800802.992000000100,1666666.000000000000,1758104.928000000300,1726153.312500000000,10537683.591750000000
FS( 23 ),1683483.368499999900,1868131.609000000200,1775395.918000000300,1666666.000000000000,1760335.016000000300,1726153.312500000000,10480169.224000001000
FS( 24 ),1750087.335999999900,1848020.994000000200,1775395.918000000300,1666666.000000000000,1798804.034000000200,1724162.162500000100,10563140.444500001000
