代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10454100.064999999000
真實報酬,454100.064999999480

夏普值報酬,0.036710006500
夏普值風險,0.017767909305
夏普值,2.066084752567

預期報酬,23494.502487154110
風險,64034.749757333098
起點值,0.366902386223
找到最佳解世代,3562
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2311(14),2357(20),2891(39),2912(41),
Stock#,2311(14),2357(20),2891(39),2912(41),
張數,68,9,129,9,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,21272.840000000000,156665.500000000000,6752.177499999534,53018.012499999997,
FS( 1 ),2496472.839999999900,2496665.500000000000,2496452.177500000200,2496518.012500000200,9986108.530000001200
FS( 2 ),2532909.449999999700,2495271.174999999800,2504699.631249999200,2508105.962500000400,10040986.218750000000
FS( 3 ),2526139.540000000000,2517671.612499999800,2504699.631249999200,2517066.137500000200,10065576.921250001000
FS( 4 ),2512599.719999999300,2522151.700000000200,2504699.631249999200,2503625.875000000000,10043076.926250000000
FS( 5 ),2509214.764999999700,2504231.350000000100,2491856.713749999600,2521546.225000000100,10026849.053749999000
FS( 6 ),2532909.449999999700,2504231.350000000100,2498278.172499999900,2530506.400000000400,10065925.372500001000
FS( 7 ),2532909.449999999700,2517671.612499999800,2498278.172499999900,2561867.012500000200,10110726.247499999000
FS( 8 ),2536294.404999999800,2477350.825000000200,2498278.172499999900,2561867.012500000200,10073790.414999999000
FS( 9 ),2543064.314999999900,2602793.274999999900,2491856.713749999600,2575307.275000000400,10213021.578749999000
FS( 10 ),2587068.730000000000,2611753.450000000200,2498278.172499999900,2611147.975000000100,10308248.327499999000
FS( 11 ),2583683.774999999900,2607273.362499999800,2504699.631249999200,2579787.362500000300,10275444.131250000000
FS( 12 ),2546449.269999999100,2611753.450000000200,2491856.713749999600,2534986.487500000300,10185045.921249999000
FS( 13 ),2559989.089999999900,2638633.975000000100,2517542.548750000100,2633548.412500000100,10349714.026249999000
FS( 14 ),2529524.494999999200,2629673.799999999800,2511121.089999999900,2584267.450000000200,10254586.834999999000
FS( 15 ),2543064.314999999900,2629673.799999999800,2543228.383749999600,2606667.887500000200,10322634.386250000000
FS( 16 ),2580298.819999999400,2589353.012500000200,2613864.430000000200,2638028.500000000000,10421544.762499999000
FS( 17 ),2593838.639999999700,2602793.274999999900,2626707.347500000100,2615628.062500000000,10438967.324999999000
FS( 18 ),2627688.189999999900,2602793.274999999900,2601021.512499999300,2593227.625000000000,10424730.602499999000
FS( 19 ),2847710.264999999700,2589353.012500000200,2568914.218749999500,2584267.450000000200,10590244.946249999000
FS( 20 ),2692002.335000000400,2607273.362499999800,2588178.594999999700,2646988.675000000300,10534442.967499999000
FS( 21 ),2695387.290000000000,2566952.575000000200,2588178.594999999700,2620108.150000000400,10470626.609999999000
FS( 22 ),2651382.875000000000,2629673.799999999800,2575335.677499999800,2597707.712500000400,10454100.064999999000
