代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10616596.086999999000
真實報酬,616596.086999999360

夏普值報酬,0.052959608700
夏普值風險,0.023480780733
夏普值,2.255444965946

預期報酬,36089.609276200528
風險,78485.703893735044
起點值,0.459823986863
找到最佳解世代,2932
找到最佳解實驗#,1
找到最佳解次數,40

投資組合檔數,5
2324(16),2408(23),2823(29),2883(33),2885(35),
Stock#,2324(16),2408(23),2823(29),2883(33),2885(35),
張數,102,36,73,241,154,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,18380.209999999999,42414.410000000003,20343.003000000001,4089.875250000000,9026.900500000000,
FS( 1 ),1997180.210000000000,1997214.409999999900,1997183.003000000000,1997159.875250000000,1997166.900500000000,9985904.398749999700
FS( 2 ),1965067.830500000200,1970644.070000000100,2004424.420500000000,1995538.547750000400,2055829.543000000100,9991504.411750000000
FS( 3 ),1974207.209000000000,2013652.909999999900,2034221.980250000300,2014733.233750000400,2055829.543000000100,10092644.876000000000
FS( 4 ),1974207.209000000000,2013652.909999999900,2034221.980250000300,2017132.569500000200,2048163.615500000100,10087378.284250000000
FS( 5 ),1959990.398000000000,2010068.839999999600,2001517.341500000100,2002736.554999999900,2003701.235999999800,9978014.370500000200
FS( 6 ),1993501.452499999700,2024405.120000000100,2164313.765500000200,2045924.598499999800,1996035.308500000300,10224180.245000001000
FS( 7 ),2055446.129000000000,2056661.749999999800,2109079.264500000000,2060320.612999999900,2011367.163500000000,10292874.920000000000
FS( 8 ),2041229.318000000200,2060245.820000000100,2105445.415749999700,2045924.598499999800,2026699.018500000000,10279544.170750000000
FS( 9 ),2046306.750499999600,2070998.030000000000,2111986.343500000000,2050723.270000000000,2040497.688000000100,10320512.081999999000
FS( 10 ),2055446.129000000000,2074582.099999999900,2111986.343500000000,2093911.313499999900,2040497.688000000100,10376423.574000001000
FS( 11 ),2055446.129000000000,2142679.430000000200,2114893.422499999900,2110706.663750000300,2017499.905499999900,10441225.550750000000
FS( 12 ),2017873.128500000100,2239449.319999999800,2118527.271250000200,2125102.678250000300,2002168.050499999900,10503120.448500000000
FS( 13 ),2007718.263499999900,2214360.830000000500,2131609.126749999800,2216277.436749999900,2032831.760500000100,10602797.417500000000
FS( 14 ),1993501.452499999700,2221528.969999999700,2131609.126749999800,2204280.757999999900,2025165.833000000100,10576086.140249999000
FS( 15 ),2007718.263499999900,2311130.719999999700,2118527.271250000200,2168290.721749999600,2002168.050499999900,10607835.027000001000
FS( 16 ),2007718.263499999900,2372059.910000000100,2098904.488000000400,2161092.714500000200,2002168.050499999900,10641943.426500000000
FS( 17 ),2002640.831000000000,2336219.210000000000,2118527.271250000200,2185086.072000000200,1994502.123000000100,10636975.507250000000
FS( 18 ),1993501.452499999700,2293210.369999999600,2109079.264500000000,2180287.400500000000,1994502.123000000100,10570580.610499999000
FS( 19 ),2059508.075000000200,2332635.140000000100,2114893.422499999900,2192284.079250000000,2025165.833000000100,10724486.549750000000
FS( 20 ),2049353.210000000000,2314714.790000000000,2102538.336749999800,2175488.729000000300,1994502.123000000100,10636597.188749999000
FS( 21 ),2054430.642500000100,2278874.089999999900,2098904.488000000400,2189884.743499999900,1994502.123000000100,10616596.086999999000
