代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10761671.618500000000
真實報酬,761671.618499999870

夏普值報酬,0.067467161850
夏普值風險,0.030976404937
夏普值,2.178017816697

預期報酬,37314.259334123803
風險,140318.153298968680
起點值,0.265926100486
找到最佳解世代,3344
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1301(3),2105(9),2408(23),2890(38),
Stock#,1301(3),2105(9),2408(23),2890(38),
張數,26,41,38,278,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,60328.414999999535,32388.657500000001,49312.739999999532,2.573000000000,
FS( 1 ),2496528.415000000000,2496488.657500000200,2496512.740000000200,2496442.572999999900,9985972.385499998900
FS( 2 ),2506456.189999999500,2518239.875000000000,2470551.139999999700,2502002.017000000000,9997249.221999999100
FS( 3 ),2527164.149999999000,2522321.732500000400,2451635.214999999900,2507537.414000000300,10008658.511499999000
FS( 4 ),2529752.644999999600,2505994.302500000200,2432719.289999999600,2507537.414000000300,9976003.651499999700
FS( 5 ),2540106.624999999100,2510076.160000000600,2406236.994999999600,2507537.414000000300,9963957.194000000100
FS( 6 ),2571168.564999999500,2526403.590000000300,2489467.064999999900,2504769.715499999500,10091808.935499998000
FS( 7 ),2542695.119999999200,2542731.020000000000,2478117.509999999800,2510305.112499999800,10073848.762499999000
FS( 8 ),2540106.624999999100,2522321.732500000400,2621878.539999999600,2510305.112499999800,10194612.009999998000
FS( 9 ),2519398.664999999600,2514158.017499999600,2557564.394999999600,2507537.414000000300,10098658.491500000000
FS( 10 ),2509044.684999999600,2522321.732500000400,2648360.835000000000,2507537.414000000300,10187264.666500000000
FS( 11 ),2529752.644999999600,2505994.302500000200,2905617.414999999600,2504769.715499999500,10446134.077999998000
FS( 12 ),2545283.614999999800,2518239.875000000000,3068294.369999999600,2526911.303500000400,10658729.163500000000
FS( 13 ),2514221.674999999300,2534567.304999999700,2958582.005000000400,2529679.001999999900,10537049.987000000000
FS( 14 ),2496102.210000000000,2534567.304999999700,3094776.664999999600,2521375.906499999600,10646822.086500000000
FS( 15 ),2488336.724999999200,2550894.735000000800,3287719.099999999200,2513072.811000000200,10840023.370999999000
FS( 16 ),2467628.764999999700,2526403.590000000300,3227188.139999999700,2521375.906499999600,10742596.401500000000
FS( 17 ),2449509.299999999300,2510076.160000000600,3227188.139999999700,2521375.906499999600,10708149.506499998000
FS( 18 ),2462451.774999999000,2518239.875000000000,3094776.664999999600,2518608.207999999600,10594076.522999998000
FS( 19 ),2459863.279999999800,2501912.445000000300,3227188.139999999700,2515840.509499999700,10704804.374499999000
FS( 20 ),2428801.339999999400,2489666.872500000500,3295285.469999999700,2507537.414000000300,10721291.096500000000
FS( 21 ),2436566.824999999300,2510076.160000000600,3295285.469999999700,2513072.811000000200,10755001.265999999000
FS( 22 ),2436566.824999999300,2497830.587499999900,3314201.394999999600,2513072.811000000200,10761671.618500000000
