代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10840386.633250002000
真實報酬,840386.633250001820

夏普值報酬,0.075338663325
夏普值風險,0.027158997609
夏普值,2.773985417638

預期報酬,41697.405606312343
風險,74573.314613217663
起點值,0.559146469787
找到最佳解世代,3499
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2308(14),2317(16),2325(18),2382(22),2474(26),
Stock#,2308(14),2317(16),2325(18),2382(22),2474(26),
張數,11,29,58,29,8,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,10899.565250000000,18800.808500000232,17639.155499999768,28384.445749999999,150648.424000000000,
FS( 1 ),1997169.565250000000,1997180.808500000000,1997179.155500000100,1997194.445750000000,1997368.424000000100,9986092.399000000200
FS( 2 ),2017839.384750000000,2055986.196500000300,2029417.469500000100,2075963.636749999600,2024957.742000000100,10204164.429500001000
FS( 3 ),1993308.416750000100,1988426.477000000200,1981490.488999999800,2046803.244999999900,1960603.774000000200,9970632.401750000200
FS( 4 ),1988380.320499999900,2017298.152000000200,2002855.528500000000,2041895.060249999900,2014205.532000000100,10064634.593250001000
FS( 5 ),2052117.031999999900,2017298.152000000200,2019601.100000000100,2015333.119249999500,1967692.267999999700,10072041.671249999000
FS( 6 ),2052117.031999999900,1997954.129749999800,2058289.144500000200,2024860.772000000100,2021373.671999999800,10154594.750250001000
FS( 7 ),2047188.935749999900,2027114.521500000300,2079654.183999999700,2017642.853250000200,2089311.710000000000,10260912.204500001000
FS( 8 ),2032514.160250000000,2036642.174250000400,2027107.735499999700,2044493.510999999900,2193090.447999999900,10333848.028999999000
FS( 9 ),2047188.935749999900,2065513.849250000400,2036346.671499999900,2061527.799249999900,2203763.011999999600,10414340.267750001000
FS( 10 ),2047188.935749999900,2123545.916000001100,2087160.819500000200,2083470.272250000400,2221683.361999999700,10563049.305500001000
FS( 11 ),2047188.935749999900,2094674.241000000600,2077344.450000000000,2034677.141499999900,2218099.291999999900,10471984.060250001000
FS( 12 ),2047188.935749999900,2094674.241000000600,2094090.021499999600,2024860.772000000100,2178754.168000000100,10439568.138250001000
FS( 13 ),2047188.935749999900,2114018.263249999400,2103906.390999999800,2051711.429749999900,2246692.206000000200,10563517.225749999000
FS( 14 ),2047188.935749999900,2114018.263249999400,2098709.489500000100,2073653.902750000100,2243108.135999999900,10576678.727249999000
FS( 15 ),2047188.935749999900,2114018.263249999400,2146636.470000000200,2024860.772000000100,2261028.486000000500,10593732.927000001000
FS( 16 ),2047188.935749999900,2142889.938250000100,2185324.514500000000,2083470.272250000400,2264612.555999999900,10723486.216750000000
FS( 17 ),2042370.352750000100,2152417.591000000900,2168578.943000000000,2078562.087499999900,2271780.696000000000,10713709.670250002000
FS( 18 ),2042370.352750000100,2142889.938250000100,2173198.410999999800,2066435.984000000200,2300373.610000000300,10725268.296000000000
FS( 19 ),2061973.224500000000,2181577.982750000400,2161072.307500000100,2078562.087499999900,2350470.944000000100,10833656.546250001000
FS( 20 ),2071719.903750000100,2260686.372250000900,2108525.858999999700,2078562.087499999900,2346886.874000000300,10866381.096500000000
FS( 21 ),2071719.903750000100,2260686.372250000900,2106216.124999999500,2083470.272250000400,2318293.960000000400,10840386.633250002000
