代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10579025.339250000000
真實報酬,579025.339250000190

夏普值報酬,0.049202533925
夏普值風險,0.018033746445
夏普值,2.728358972760

預期報酬,24990.436005781714
風險,32683.039851868507
起點值,0.764630099252
找到最佳解世代,3113
找到最佳解實驗#,2
找到最佳解次數,29

投資組合檔數,8
1101(0),1476(7),2002(8),2227(11),2311(15),2354(19),2881(30),3008(41),
Stock#,1101(0),1476(7),2002(8),2227(11),2311(15),2354(19),2881(30),3008(41),
張數,38,3,57,6,35,17,32,0,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,12098.500500000000,210851.320249999870,17045.540000000001,163293.647000000000,12038.415000000001,35832.273000000234,21051.240000000002,1250000.000000000000,
FS( 1 ),1248238.500500000100,1248521.320250000100,1248245.540000000000,1248453.647000000100,1248238.415000000000,1248272.273000000000,1248251.240000000000,1250000.000000000000,9988220.935750000200
FS( 2 ),1260927.868999999900,1226845.563499999700,1262091.723500000300,1256614.200499999800,1281097.867499999900,1241383.996250000300,1236767.784000000000,1250000.000000000000,10015729.004249999000
FS( 3 ),1279087.157000000100,1218303.529999999800,1245634.868750000100,1248848.715499999900,1273083.488749999800,1247476.915250000100,1231989.024000000000,1250000.000000000000,9994423.699249999600
FS( 4 ),1264711.054000000000,1288043.558749999900,1245634.868750000100,1259182.784000000000,1284582.379999999900,1250692.622500000300,1235174.863999999800,1250000.000000000000,10078022.131999999000
FS( 5 ),1279087.157000000100,1255309.052749999800,1256416.946000000000,1274773.488500000000,1281097.867499999900,1247476.915250000100,1256519.992000000100,1250000.000000000000,10100681.419000000000
FS( 6 ),1282870.342000000200,1241092.241749999800,1262091.723500000300,1290364.193000000000,1268205.171250000100,1260001.248750000300,1293157.152000000000,1250000.000000000000,10147782.072250001000
FS( 7 ),1282870.342000000200,1225411.935499999700,1272873.800749999900,1287795.609499999800,1265069.110000000300,1266263.415500000400,1293157.152000000000,1250000.000000000000,10143441.365250001000
FS( 8 ),1284761.934500000200,1249604.408000000100,1275711.189500000100,1285167.291500000300,1269947.427500000000,1270833.104750000400,1303989.008000000100,1250000.000000000000,10190014.363750001000
FS( 9 ),1282870.342000000200,1312236.031249999800,1267766.500999999900,1282598.708000000100,1263675.304999999900,1264570.937999999800,1289971.312000000200,1250000.000000000000,10213689.137250001000
FS( 10 ),1282870.342000000200,1346374.298000000000,1267766.500999999900,1287795.609499999800,1265069.110000000300,1277095.271500000300,1294750.071999999900,1250000.000000000000,10271721.204000000000
FS( 11 ),1282870.342000000200,1315073.419999999700,1254147.035000000100,1290364.193000000000,1256706.280000000000,1345471.362500000300,1288696.975999999800,1250000.000000000000,10283329.608500000000
FS( 12 ),1277573.883000000400,1342103.281249999800,1264929.112249999800,1287795.609499999800,1266811.366250000000,1332947.029000000300,1291564.232000000100,1250000.000000000000,10313724.513250001000
FS( 13 ),1253739.817500000100,1334994.875749999700,1262091.723500000300,1287795.609499999800,1263326.853750000000,1332947.029000000300,1294750.071999999900,1250000.000000000000,10279645.980999999000
FS( 14 ),1286653.527000000000,1337832.264499999800,1272873.800749999900,1290364.193000000000,1265069.110000000300,1345471.362500000300,1299210.247999999900,1250000.000000000000,10347474.505750000000
FS( 15 ),1346427.850000000300,1305127.625749999700,1259254.334750000200,1290364.193000000000,1258448.536249999900,1351564.281500000300,1279458.040000000000,1250000.000000000000,10340644.861250002000
FS( 16 ),1377449.967000000200,1302260.369749999800,1256416.946000000000,1282598.708000000100,1263326.853750000000,1346994.592250000200,1264166.008000000100,1250000.000000000000,10343213.444750000000
FS( 17 ),1375558.374499999900,1303693.997749999600,1267766.500999999900,1282598.708000000100,1281794.769999999800,1343948.132750000300,1297617.328000000000,1250000.000000000000,10402977.811999999000
FS( 18 ),1375558.374499999900,1297989.352999999900,1256416.946000000000,1298189.412500000100,1286673.087500000100,1382705.867500000200,1289971.312000000200,1250000.000000000000,10437504.353000002000
FS( 19 ),1384638.018500000200,1303693.997749999600,1245634.868750000100,1298189.412500000100,1305141.003749999900,1418417.142750000300,1303989.008000000100,1250000.000000000000,10509703.452000000000
FS( 20 ),1377449.967000000200,1317910.808749999900,1251309.646250000000,1306432.773500000100,1305141.003749999900,1421463.602250000200,1303989.008000000100,1250000.000000000000,10533696.809500001000
FS( 21 ),1348319.442500000100,1357753.720249999800,1237690.180250000200,1292634.104000000300,1313503.833750000000,1429248.998750000300,1334254.487999999900,1250000.000000000000,10563404.767500002000
FS( 22 ),1328268.561999999900,1343536.909250000000,1245634.868750000100,1295381.891000000300,1320472.858750000100,1424679.309500000200,1381723.504000000200,1250000.000000000000,10589697.903250001000
FS( 23 ),1328268.561999999900,1354916.331499999900,1223503.236500000300,1292634.104000000300,1318730.602500000000,1418417.142750000300,1392555.359999999900,1250000.000000000000,10579025.339250000000
