代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10899204.653000001000
真實報酬,899204.653000000860

夏普值報酬,0.081220465300
夏普值風險,0.034656017332
夏普值,2.343617978976

預期報酬,48803.382267160327
風險,125090.105974246780
起點值,0.390145822382
找到最佳解世代,3421
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2105(8),2330(19),4904(45),4938(46),
Stock#,2105(8),2330(19),4904(45),4938(46),
張數,40,21,43,52,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,21673.410000000466,13631.967250000000,47229.775999999998,36374.328999999998,
FS( 1 ),2496473.410000000100,2496461.967250000200,2496509.776000000100,2496494.328999999900,9985939.482250001300
FS( 2 ),2506230.380000000800,2504291.812000000400,2485671.712000000300,2432802.999999999500,9928996.904000001000
FS( 3 ),2565168.420000000400,2504291.812000000400,2515210.422249999800,2428661.408000000300,10013332.062250001000
FS( 4 ),2537292.320000000800,2504291.812000000400,2522916.172750000400,2415201.233999999700,9979701.538750000300
FS( 5 ),2554814.440000000400,2485475.444500000200,2500655.115749999900,2446263.174000000100,9987208.174250001100
FS( 6 ),2554814.440000000400,2551541.801500000500,2511785.644250000400,2529612.712999999500,10147754.598750001000
FS( 7 ),2547646.300000000700,2542133.617750000200,2519063.297500000300,2700971.081999999900,10309814.297250001000
FS( 8 ),2509814.450000000700,2504291.812000000400,2507932.769000000300,2824183.444000000100,10346222.475000001000
FS( 9 ),2565168.420000000400,2542133.617750000200,2511785.644250000400,2828842.734999999900,10447930.416999999000
FS( 10 ),2530522.410000000600,2560949.985250000400,2519063.297500000300,2943254.213999999700,10553789.906750001000
FS( 11 ),2513000.290000000500,2523317.250250000000,2507932.769000000300,2943254.213999999700,10487504.523250001000
FS( 12 ),2495876.400000000800,2494883.628250000500,2519063.297500000300,2947395.805999999900,10457219.131750003000
FS( 13 ),2530522.410000000600,2579766.352750000100,2519063.297500000300,2996059.512000000100,10625411.572250001000
FS( 14 ),2530522.410000000600,2636424.526000000500,2533618.604000000300,3136355.941000000100,10836921.481000001000
FS( 15 ),2530522.410000000600,2627016.342250000200,2537471.479249999900,3290630.242999999800,10985640.474500000000
FS( 16 ),2530522.410000000600,2627016.342250000200,2530193.825999999900,3185019.646999999900,10872752.225250000000
FS( 17 ),2509814.450000000700,2636424.526000000500,2493377.462499999900,3211422.296000000100,10851038.734500002000
FS( 18 ),2464814.460000000400,2636424.526000000500,2456561.098999999900,3303572.717999999900,10861372.803000001000
FS( 19 ),2489106.490000000200,2655240.893500000200,2522916.172750000400,3255426.710999999700,10922690.267250000000
FS( 20 ),2502646.310000000500,2683674.515500000200,2519063.297500000300,3193820.529999999800,10899204.653000001000
