代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10407768.940750001000
真實報酬,407768.940750001000

夏普值報酬,0.032076894075
夏普值風險,0.017571770494
夏普值,1.825478774914

預期報酬,26428.247476720670
風險,83563.119068001266
起點值,0.316266886295
找到最佳解世代,3213
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2),2301(12),2887(36),
Stock#,1216(2),2301(12),2887(36),
張數,63,96,355,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,41308.540500000003,22381.608000000000,5798.010000000466,
FS( 1 ),3328648.540500000100,3328621.608000000000,3328598.009999999800,9985869.158500000800
FS( 2 ),3302185.028250000900,3433460.495999999800,3253811.668750000200,9989458.193000000000
FS( 3 ),3278978.174999999800,3403832.184000000400,3285620.289999999600,9968431.649000000200
FS( 4 ),3302185.028250000900,3369425.112000000200,3299757.455000000500,9971368.595250001200
FS( 5 ),3378704.922750000400,3386628.648000000500,3285620.289999999600,10050954.860750001000
FS( 6 ),3389994.743250000300,3365602.103999999800,3342168.950000000200,10097766.797249999000
FS( 7 ),3454597.605000000400,3378026.879999999900,3373977.571249999600,10206603.056250000000
FS( 8 ),3437035.662000000000,3442062.264000000000,3373977.571249999600,10253076.497250000000
FS( 9 ),3501638.523750000200,3416256.960000000000,3416389.066250000100,10334285.550000001000
FS( 10 ),3507283.433999999400,3445885.272000000300,3444663.396250000200,10397833.102250000000
FS( 11 ),3460242.515249999700,3467867.567999999500,3504746.347500000100,10432857.430749999000
FS( 12 ),3454597.605000000400,3424858.728000000600,3458800.561250000300,10338257.894250002000
FS( 13 ),3448952.694749999800,3407655.192000000300,3444663.396250000200,10301272.283000000000
FS( 14 ),3472159.548000000900,3450664.031999999700,3490609.182499999600,10413433.762499999000
FS( 15 ),3489721.490999999900,3433460.495999999800,3547157.842500000300,10470340.829500001000
FS( 16 ),3477804.458250000100,3416256.960000000000,3578966.463749999600,10473028.881999999000
FS( 17 ),3501638.523750000200,3310168.487999999400,3593103.628750000100,10404911.640500000000
FS( 18 ),3507283.433999999400,3374203.872000000400,3476472.017500000500,10357960.323500000000
FS( 19 ),3454597.605000000400,3374203.872000000400,3578966.463749999600,10407768.940750001000
