代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10523816.584000001000
真實報酬,523816.584000000730

夏普值報酬,0.043681658400
夏普值風險,0.015957915692
夏普值,2.737303495282

預期報酬,20803.210995847163
風險,64677.423772027454
起點值,0.321645634328
找到最佳解世代,3606
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2357(20),2412(25),2912(40),
Stock#,2357(20),2412(25),2912(40),
張數,14,37,17,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,65983.652499999531,13779.367249999999,124947.556500000010,
FS( 1 ),3328683.652499999900,3328609.367250000100,3328767.556499999900,9986061.576249999900
FS( 2 ),3308113.462999999100,3333832.833000000100,3306466.760999999900,9948414.057000000000
FS( 3 ),3339055.933999999900,3330517.568250000000,3370273.162750000100,10039847.664999999000
FS( 4 ),3388675.391999999500,3347462.254750000300,3250784.251250000200,9986922.898000000000
FS( 5 ),3494047.049999998900,3354092.784250000500,3266693.539750000000,10114834.374000000000
FS( 6 ),3481642.185499999200,3374352.735500000400,3202887.138000000700,10058883.059000000000
FS( 7 ),3463104.578999999400,3407873.745750000200,3226751.070750000000,10097730.395500001000
FS( 8 ),3469237.320999998600,3424818.432250000100,3314590.652999999900,10208647.406250000000
FS( 9 ),3469237.320999998600,3458339.442500000800,3258738.895499999600,10186316.658999998000
FS( 10 ),3506451.914499999500,3407873.745750000200,3314590.652999999900,10228917.313250000000
FS( 11 ),3419617.862999999400,3374352.735500000400,3410215.631750000600,10204187.230250001000
FS( 12 ),3419617.862999999400,3424818.432250000100,3474022.033499999900,10318459.328749999000
FS( 13 ),3332923.191999999300,3424818.432250000100,3489931.322000000200,10247673.946249999000
FS( 14 ),3320518.327499999200,3390929.059250000400,3426124.920250000400,10137573.307000000000
FS( 15 ),3376270.527499999400,3390929.059250000400,3474022.033499999900,10241222.620250000000
FS( 16 ),3432022.727499999600,3441394.756000000500,3489931.322000000200,10363349.805500001000
FS( 17 ),3363865.662999999200,3441394.756000000500,3466067.389250000000,10271328.808249999000
FS( 18 ),3376270.527499999400,3441394.756000000500,3569647.012250000100,10387313.295750000000
FS( 19 ),3357732.920999998700,3458339.442500000800,3633453.414000000800,10449526.777500000000
FS( 20 ),3394808.134000000100,3475284.129000000200,3625498.769750000000,10495592.032749999000
FS( 21 ),3432022.727499999600,3458339.442500000800,3633453.414000000800,10523816.584000001000
