代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10284933.594000001000
真實報酬,284933.594000000510

夏普值報酬,0.019793359400
夏普值風險,0.008492281941
夏普值,2.330746851957

預期報酬,13936.492620296156
風險,22710.350366286624
起點值,0.613662598574
找到最佳解世代,3761
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,6
2207(10),2330(18),2412(25),3008(42),3045(43),4904(45),
Stock#,2207(10),2330(18),2412(25),3008(42),3045(43),4904(45),
張數,4,8,16,0,15,23,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,308813.814000000010,143218.176000000010,90823.619999999995,1666666.000000000000,74850.891250000001,22586.520500000232,
FS( 1 ),1664733.814000000000,1664498.176000000000,1664423.620000000100,1666666.000000000000,1664400.891250000100,1664326.520500000100,9989053.021750001200
FS( 2 ),1658733.868000000000,1669315.182000000000,1665106.455999999800,1666666.000000000000,1678722.216250000100,1674464.472000000500,10013012.194250001000
FS( 3 ),1658733.868000000000,1669315.182000000000,1672752.472000000100,1666666.000000000000,1700077.300000000000,1689577.300500000100,10057126.122500001000
FS( 4 ),1656782.541000000200,1665492.173999999900,1665106.455999999800,1666666.000000000000,1671554.076250000200,1691867.123000000100,10017472.370250000000
FS( 5 ),1654871.037000000000,1704040.838000000000,1680239.196000000000,1666666.000000000000,1692909.160000000100,1687516.460250000200,10086246.691250000000
FS( 6 ),1656782.541000000200,1711766.500000000000,1687885.211999999800,1666666.000000000000,1671554.076250000200,1678815.134750000200,10073473.464000002000
FS( 7 ),1658733.868000000000,1727138.178000000100,1680239.196000000000,1666666.000000000000,1671554.076250000200,1700568.448500000200,10104903.766750000000
FS( 8 ),1660645.372000000000,1742589.502000000100,1680239.196000000000,1666666.000000000000,1692909.160000000100,1678815.134750000200,10121868.364750002000
FS( 9 ),1651008.206000000000,1730961.186000000000,1695531.228000000100,1666666.000000000000,1700077.300000000000,1680875.975000000300,10125123.895000000000
FS( 10 ),1652919.710000000000,1730961.186000000000,1703177.243999999900,1666666.000000000000,1692909.160000000100,1689577.300500000100,10136214.600500001000
FS( 11 ),1735871.019000000100,1719412.515999999800,1703177.243999999900,1666666.000000000000,1692909.160000000100,1683165.797500000100,10201205.736499999000
FS( 12 ),1730056.861000000000,1715589.507999999900,1703177.243999999900,1666666.000000000000,1685890.356249999700,1678815.134750000200,10180199.103999998000
FS( 13 ),1730056.861000000000,1711766.500000000000,1703177.243999999900,1666666.000000000000,1692909.160000000100,1689577.300500000100,10194157.065500000000
FS( 14 ),1724282.526000000100,1707863.845999999900,1695531.228000000100,1666666.000000000000,1685890.356249999700,1683165.797500000100,10163403.753749998000
FS( 15 ),1730056.861000000000,1723315.169999999900,1703177.243999999900,1666666.000000000000,1692909.160000000100,1678815.134750000200,10194943.569750000000
FS( 16 ),1720419.695000000100,1723315.169999999900,1703177.243999999900,1666666.000000000000,1685890.356249999700,1674464.472000000500,10173936.937250001000
FS( 17 ),1772508.179000000000,1727138.178000000100,1703177.243999999900,1666666.000000000000,1671554.076250000200,1683165.797500000100,10224213.474749999000
FS( 18 ),1789871.007000000000,1738686.848000000000,1718309.984000000200,1666666.000000000000,1671554.076250000200,1680875.975000000300,10265967.890249999000
FS( 19 ),1807194.011999999900,1738686.848000000000,1718309.984000000200,1666666.000000000000,1678722.216250000100,1678815.134750000200,10288398.195000000000
FS( 20 ),1830331.174999999800,1707863.845999999900,1725956.000000000000,1666666.000000000000,1664535.272500000200,1689577.300500000100,10284933.594000001000
