代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10784095.806750001000
真實報酬,784095.806750001390

夏普值報酬,0.069709580675
夏普值風險,0.030664955364
夏普值,2.273265356069

預期報酬,51430.262241467877
風險,98172.156111924298
起點值,0.523878299900
找到最佳解世代,3666
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2227(10),2301(11),2308(13),2886(35),2887(36),5880(46),
Stock#,2227(10),2301(11),2308(13),2886(35),2887(36),5880(46),
張數,7,60,11,83,173,145,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,152020.701750000010,26331.849999999999,32821.084000000003,12612.327500000232,1766.894750000000,4050.143750000000,
FS( 1 ),1664510.701750000000,1664331.850000000100,1664341.084000000000,1664312.327499999900,1664296.894750000000,1664300.143750000000,9986097.001749999800
FS( 2 ),1642695.149250000000,1670822.635000000500,1662268.730749999600,1678488.063499999900,1693109.439250000100,1687268.796249999900,10034656.814000001000
FS( 3 ),1654821.252750000000,1660070.425000000000,1667415.853500000000,1671051.118250000300,1693109.439250000100,1700261.050000000000,10046733.138750000000
FS( 4 ),1691129.872999999900,1726375.720000000200,1693041.953999999900,1664440.500249999800,1693109.439250000100,1717584.054999999900,10185685.541500000000
FS( 5 ),1682070.140500000200,1737127.930000000200,1713520.931750000000,1682619.699750000100,1713777.576249999900,1717584.054999999900,10246704.333250001000
FS( 6 ),1706322.347500000100,1729362.445000000300,1749441.277750000100,1667745.809250000200,1727556.334250000100,1711809.720000000000,10292241.933750002000
FS( 7 ),1757823.442249999600,1774760.665000000000,1744294.155000000000,1671051.118250000300,1749946.815999999900,1749342.897500000200,10447223.094000001000
FS( 8 ),1757823.442249999600,1822548.264999999900,1703336.199499999600,1682619.699750000100,1770614.953000000000,1766665.902499999900,10503612.461999999000
FS( 9 ),1776012.597500000100,1774760.665000000000,1713520.931750000000,1652871.918750000400,1743057.436999999900,1742124.978750000200,10402352.528750001000
FS( 10 ),1909260.355500000100,1801043.845000000200,1672562.976249999800,1685925.008750000000,1793005.434749999800,1749342.897500000200,10611144.517750001000
FS( 11 ),1897203.942249999600,1787902.254999999900,1718668.054500000100,1689230.317750000200,1799894.813750000000,1773883.821250000000,10666787.204500001000
FS( 12 ),1875948.416000000200,1817172.160000000100,1718668.054500000100,1693361.954000000100,1820562.950750000100,1773883.821250000000,10699601.356500000000
FS( 13 ),1882011.467750000100,1820158.885000000500,1713520.931750000000,1722283.407750000200,1827452.329750000000,1779658.156250000000,10745089.178250002000
FS( 14 ),1921386.459000000000,1780136.770000000000,1718668.054500000100,1696667.263000000000,1806784.192749999900,1779658.156250000000,10703304.895500001000
FS( 15 ),1951701.717750000100,1809406.675000000000,1703336.199499999600,1722283.407750000200,1813673.571750000100,1773883.821250000000,10774289.392999999000
FS( 16 ),1927449.510750000100,1833300.475000000100,1754478.887250000400,1747899.552500000200,1827452.329750000000,1779658.156250000000,10870242.911500001000
FS( 17 ),1951701.717750000100,1870335.865000000000,1764773.132750000100,1773515.697250000000,1856732.190500000000,1804199.080000000100,11021261.683250001000
FS( 18 ),1939575.614250000100,1870335.865000000000,1728962.299999999800,1773515.697250000000,1842953.432499999900,1809973.415000000000,10965320.324000001000
FS( 19 ),1933512.562499999800,1878698.695000000300,1775067.378250000100,1769384.061000000500,1842953.432499999900,1815747.750000000000,11015367.879250001000
FS( 20 ),1939575.614250000100,1873322.590000000100,1744294.155000000000,1751204.861500000100,1820562.950750000100,1779658.156250000000,10908622.327750001000
FS( 21 ),1879014.787000000000,1827924.370000000100,1733999.909500000100,1737157.298250000200,1820562.950750000100,1785432.491250000200,10784095.806750001000
