代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10721769.860250000000
真實報酬,721769.860249999910

夏普值報酬,0.063476986025
夏普值風險,0.023755971258
夏普值,2.672043392221

預期報酬,42388.613011498375
風險,121669.664958248020
起點值,0.348390973428
找到最佳解世代,3141
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,3
1476(7),2308(13),3481(44),
Stock#,1476(7),2308(13),3481(44),
張數,11,20,264,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,179214.777250000480,118157.895000000000,10124.166000000001,
FS( 1 ),3328844.777249999800,3328757.895000000000,3328604.166000000200,9986207.838250000000
FS( 2 ),3273183.116250000000,3333865.145000000000,3300778.301999999700,9907827.563249999700
FS( 3 ),3299356.783000000300,3285679.315000000900,3416424.294000000200,10001461.392000001000
FS( 4 ),3393209.638250000300,3314550.990000000200,3626689.734000000200,10334451.362250000000
FS( 5 ),3356741.725999999800,3304993.470000000200,3508415.424000000100,10170151.620000001000
FS( 6 ),3356741.725999999800,3353179.299999999800,3731822.454000000400,10441744.480000000000
FS( 7 ),3372402.120749999800,3324307.625000000000,3718680.864000000100,10415391.609749999000
FS( 8 ),3309760.541750000300,3314550.990000000200,3718680.864000000100,10342993.395750001000
FS( 9 ),3288843.511000000400,3314550.990000000200,3847468.446000000000,10450863.947000001000
FS( 10 ),3414126.669000000200,3314550.990000000200,3873751.625999999700,10602430.285000000000
FS( 11 ),3434934.186500000300,3314550.990000000200,3810671.994000000400,10560158.170500001000
FS( 12 ),3419273.791750000300,3324307.625000000000,3692397.684000000400,10435980.100750001000
FS( 13 ),3398466.274250000200,3362736.819999999800,3666114.504000000700,10427318.598250002000
FS( 14 ),3419273.791750000300,3382050.974999999200,3574123.374000000300,10375449.140750000000
FS( 15 ),3481915.370749999800,3420679.285000000600,3834326.856000000600,10736922.511750001000
FS( 16 ),3492319.129500000300,3459307.595000000200,3797530.404000000600,10749158.128500002000
FS( 17 ),3507979.524250000200,3420679.285000000600,3705539.274000000200,10634199.083250001000
FS( 18 ),3628006.046250001100,3401365.129999999400,3692397.684000000400,10721769.860250000000
