代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10587570.014249999000
真實報酬,587570.014249999080

夏普值報酬,0.050057001425
夏普值風險,0.024676291411
夏普值,2.028546372345

預期報酬,42295.983550809702
風險,106871.570981890560
起點值,0.395764590735
找到最佳解世代,3205
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1303(4),2408(23),2474(27),3008(41),
Stock#,1303(4),2408(23),2474(27),3008(41),
張數,44,69,11,0,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,5169.926000000466,14533.249749999999,184615.271750000010,2500000.000000000000,
FS( 1 ),2496449.926000000000,2496463.249750000000,2496705.271749999800,2500000.000000000000,9989618.447499999800
FS( 2 ),2493749.019000000800,2501967.431500000400,2461067.199500000100,2500000.000000000000,9956783.650000002200
FS( 3 ),2530983.524000000200,2535627.822250000200,2517028.470249999300,2500000.000000000000,10083639.816500001000
FS( 4 ),2555952.545000000400,2548679.810500000100,2542545.057499999600,2500000.000000000000,10147177.413000001000
FS( 5 ),2580483.513000000300,2572036.000000000000,2649429.989499999700,2500000.000000000000,10301949.502499999000
FS( 6 ),2568218.029000000600,2611878.911500000400,2745144.569999999800,2500000.000000000000,10425241.510500001000
FS( 7 ),2518718.040000001000,2605696.390749999800,2750401.206000000200,2500000.000000000000,10374815.636750001000
FS( 8 ),2518718.040000001000,2541810.342999999900,2665418.923999999600,2500000.000000000000,10225947.307000000000
FS( 9 ),2489806.542000000400,2605696.390749999800,2718532.850249999700,2500000.000000000000,10314035.783000000000
FS( 10 ),2481483.535000000600,2578905.467499999800,2723898.999499999900,2500000.000000000000,10284288.002000000000
FS( 11 ),2456514.514000000900,2608444.177750000300,2861995.207749999600,2500000.000000000000,10426953.899500001000
FS( 12 ),2506014.503000000500,2655843.503500000100,3053205.342249999800,2500000.000000000000,10715063.348749999000
FS( 13 ),2510395.032999999800,2648974.035999999800,2989468.630750000000,2500000.000000000000,10648837.699750001000
FS( 14 ),2522660.517000000500,2632487.313999999800,3010714.201249999900,2500000.000000000000,10665862.032250000000
FS( 15 ),2539306.531000000400,2652408.769750000000,2962856.910999999800,2500000.000000000000,10654572.211750001000
FS( 16 ),2572160.506000000100,2672330.225499999200,3021336.986499999600,2500000.000000000000,10765827.717999998000
FS( 17 ),2572160.506000000100,2712173.136999999600,2920365.770000000000,2500000.000000000000,10704699.412999999000
FS( 18 ),2584425.990000000700,2719042.604499999400,2936354.704500000000,2500000.000000000000,10739823.298999999000
FS( 19 ),2563837.499000000300,2635235.101000000300,2888497.414249999400,2500000.000000000000,10587570.014249999000
