代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10447526.510250002000
真實報酬,447526.510250002150

夏普值報酬,0.036052651025
夏普值風險,0.014529556441
夏普值,2.481331840523

預期報酬,21090.620934838429
風險,64999.670983463962
起點值,0.324472733719
找到最佳解世代,6271
找到最佳解實驗#,1
找到最佳解次數,41

投資組合檔數,5
2311(15),2317(16),2454(27),2498(29),2882(33),
Stock#,2311(15),2317(16),2454(27),2498(29),2882(33),
張數,83,40,5,13,56,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,17629.141249999768,6763.680000000233,289365.815000000240,137699.998750000000,19261.464000000000,
FS( 1 ),1997179.141250000100,1997163.679999999900,1997565.814999999900,1997349.998750000000,1997181.463999999900,9986440.099000001300
FS( 2 ),1981809.014499999600,1977603.950000000400,2107683.995000000100,2079071.248750000000,1977278.727999999900,10123446.936249999000
FS( 3 ),1975198.396500000000,1966851.740000000200,2097180.678750000400,1944081.234499999800,1943269.885999999900,9926581.935750000200
FS( 4 ),1995856.577749999900,1988356.159999999900,2105593.287500000600,2014876.572750000100,1972261.029999999800,10076943.628000000000
FS( 5 ),2005772.504749999600,1991143.769999999800,2095089.971250000200,2098355.536499999900,1963340.677999999800,10153702.460499998000
FS( 6 ),2033867.631249999600,1974816.340000000500,2088768.070000000300,2098355.536499999900,1949960.150000000100,10145767.727750001000
FS( 7 ),2040478.249250000100,2001497.750000000500,2080355.461250000200,2053445.148250000300,1956650.413999999900,10132427.022750001000
FS( 8 ),2061136.430500000000,1991143.769999999800,2034111.002500000200,2130582.299249999700,1963340.677999999800,10180314.180249998000
FS( 9 ),2061136.430500000000,1988356.159999999900,2023607.686249999800,2117639.824249999600,1949960.150000000100,10140700.251000000000
FS( 10 ),2033867.631249999600,2015037.570000000100,2015195.077500000100,2111298.011500000000,1952190.237999999900,10127588.528250001000
FS( 11 ),2103279.120249999700,2012249.960000000200,2015195.077500000100,2092013.723750000100,1974491.118000000000,10197228.999499999000
FS( 12 ),2141290.173750000100,2020214.560000000300,2029929.587500000600,2098355.536499999900,2026340.663999999900,10316130.521749999000
FS( 13 ),2130547.919499999800,2025789.780000000300,2103502.580000000100,2124111.061749999900,2033030.927999999800,10416982.269250000000
FS( 14 ),2071878.684750000000,2025789.780000000300,2050936.220000000200,2156208.399749999900,2033030.927999999800,10337844.012499999000
FS( 15 ),2005772.504749999600,2004285.359999999900,2034111.002500000200,2136924.111999999700,2019650.400000000100,10200743.379249999000
FS( 16 ),1999161.886750000100,1993533.150000000100,2071942.852500000300,2130582.299249999700,2057561.896000000200,10252782.084500000000
FS( 17 ),2016514.759000000100,2007072.969999999700,2088768.070000000300,2169150.874750000000,2102721.177999999800,10384227.851749999000
FS( 18 ),2005772.504749999600,2017825.180000000200,2103502.580000000100,2188435.162500000100,2091570.737999999900,10407106.165250000000
FS( 19 ),2040478.249250000100,2015037.570000000100,2090908.556250000600,2156208.399749999900,2102721.177999999800,10405353.953250000000
FS( 20 ),2078489.302749999800,2028179.159999999900,2118187.311249999800,2104826.774000000200,2111641.530000000700,10441324.078000002000
FS( 21 ),2054525.812499999500,2084329.590000000500,2122418.505000000400,2079071.248750000000,2107181.354000000300,10447526.510250002000
