代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10419880.226500001000
真實報酬,419880.226500000800

夏普值報酬,0.033288022650
夏普值風險,0.018917275300
夏普值,1.759662642869

預期報酬,22013.596173392674
風險,92665.360891377903
起點值,0.237560140722
找到最佳解世代,4405
找到最佳解實驗#,2
找到最佳解次數,28

投資組合檔數,3
2308(15),2317(17),2454(28),
Stock#,2308(15),2317(17),2454(28),
張數,52,60,13,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,1632.081999999999,46055.294999999998,198211.809500000000,
FS( 1 ),3328592.081999999900,3328655.294999999900,3328871.809500000000,9986120.186499999800
FS( 2 ),3309728.691999999300,3314129.790000000000,3433054.010999999900,10056913.492999999000
FS( 3 ),3330436.652000000200,3266342.189999999900,3412604.900500000500,10009384.742500000000
FS( 4 ),3313870.284000000000,3250213.874999999500,3361223.274749999400,9925308.433749999900
FS( 5 ),3292644.625000000000,3228112.110000000300,3422829.455750000200,9943587.190750001000
FS( 6 ),3359945.495000000100,3196452.824999999700,3458809.536249999900,10015208.856249999000
FS( 7 ),3372370.270999999700,3266342.189999999900,3402250.920500000000,10040964.381499998000
FS( 8 ),3531303.864000000500,3282470.504999999900,3381801.809999999600,10195577.179000001000
FS( 9 ),3531303.864000000500,3250213.874999999500,3309841.649000000200,10091360.388000000000
FS( 10 ),3560812.706999999900,3314129.790000000000,3315018.639000000000,10189962.136000000000
FS( 11 ),3636396.760999999500,3345789.074999999700,3340644.739499999700,10322831.575499998000
FS( 12 ),3623454.285999999800,3361917.390000000100,3417652.465750000000,10403025.141750000000
FS( 13 ),3648821.536999999500,3378045.705000000100,3371447.830000000100,10398316.072000001000
FS( 14 ),3699038.339999999900,3361917.390000000100,3350998.719499999700,10411955.449500000000
FS( 15 ),3665387.904999999800,3298001.474999999200,3320195.628999999700,10283586.009000000000
FS( 16 ),3820697.605000000000,3314129.790000000000,3304794.083750000200,10439622.478750000000
FS( 17 ),3795330.353999999800,3394174.020000000000,3279038.558499999800,10468543.932499999000
FS( 18 ),3770480.802000000100,3425833.304999999700,3238010.912749999700,10434326.019749999000
FS( 19 ),3644679.945000000300,3425833.304999999700,3238010.912749999700,10308525.162750000000
FS( 20 ),3749255.143000000200,3489749.219999999700,3227786.357499999900,10466791.720500000000
FS( 21 ),3728547.182999999700,3649240.335000000000,3140424.651249999600,10518213.169249998000
FS( 22 ),3644679.945000000300,3744815.535000000100,3012035.299249999700,10401531.779250000000
FS( 23 ),3623454.285999999800,3697027.935000000100,3099397.005500000000,10419880.226500001000
