代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11150522.170750000000
真實報酬,1150522.170749999600

夏普值報酬,0.106352217075
夏普值風險,0.035428483155
夏普值,3.001884574331

預期報酬,50676.080536846850
風險,147595.904547587470
起點值,0.343343405714
找到最佳解世代,3906
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2347(21),2412(27),3008(42),3673(47),
Stock#,2347(21),2412(27),3008(42),3673(47),
張數,54,37,5,8,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,19490.303500000002,44515.914250000002,81608.696249999994,212665.185999999990,
FS( 1 ),2496470.303499999900,2496505.914249999900,2496558.696250000000,2496745.186000000200,9986280.099999999600
FS( 2 ),2462930.026000000100,2477551.878000000000,2458892.460000000400,2332841.706000000200,9732216.070000000300
FS( 3 ),2477983.119999999600,2485655.858499999600,2557753.057499999600,2481142.558000000200,10002534.593999999000
FS( 4 ),2481746.393499999800,2504442.358749999700,2629683.351249999800,2637726.593999999600,10253598.697499998000
FS( 5 ),2496261.876999999900,2507389.260749999900,2616193.310000000100,2659629.243999999900,10279473.691750001000
FS( 6 ),2507551.697500000200,2491181.299749999800,2602703.268749999800,2684399.149999999400,10285835.415999999000
FS( 7 ),2603783.977000000000,2512914.702000000500,2656613.654999999800,2629443.410000000100,10402755.744000001000
FS( 8 ),2581741.946500000100,2499285.280249999800,2643173.392500000500,2623947.836000000100,10348148.455249999000
FS( 9 ),2603783.977000000000,2496338.378250000100,2638643.526249999200,2612956.688000000100,10351722.569499999000
FS( 10 ),2603783.977000000000,2493759.838999999200,2598223.181249999900,2615744.298000000400,10311511.295250000000
FS( 11 ),2644642.374999999500,2488234.397749999500,2670103.696250000000,2709089.410000000100,10512069.879000001000
FS( 12 ),2715069.350499999700,2504442.358749999700,2845374.675000000300,2744770.818000000000,10809657.202250000000
FS( 13 ),2692489.709499999900,2509967.800000000300,2818394.592499999800,2750266.392000000000,10771118.493999999000
FS( 14 ),2740874.654500000200,2526175.760999999900,2876834.844999999300,2838195.576000000400,10982080.836500000000
FS( 15 ),2733348.107499999500,2531701.202249999600,2800424.463749999200,2838195.576000000400,10903669.349499999000
FS( 16 ),2711306.077000000000,2521018.682500000100,2831884.633750000000,2816213.280000000300,10880422.673250001000
FS( 17 ),2703779.529999999800,2518071.780499999900,2773494.160000000100,2739275.243999999900,10734620.714499999000
FS( 18 ),2666684.405499999900,2539805.182749999200,2692603.691250000100,2783239.836000000100,10682333.115499999000
FS( 19 ),2685500.773000000000,2567064.026250000100,2831884.633750000000,2821708.854000000300,10906158.287000000000
FS( 20 ),2688726.436000000200,2561538.585000000000,2800424.463749999200,2919593.787999999700,10970283.272749998000
FS( 21 ),2707542.803499999900,2593954.506999999800,2858864.716250000100,2990160.144000000300,11150522.170750000000
