代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10789320.472999999000
真實報酬,789320.472999999300

夏普值報酬,0.070232047300
夏普值風險,0.023604442210
夏普值,2.975374155239

預期報酬,37446.321436100130
風險,56521.434138636068
起點值,0.662515415732
找到最佳解世代,3449
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1303(4),2353(21),2357(23),2382(24),3008(41),
Stock#,1303(4),2353(21),2357(23),2382(24),3008(41),
張數,36,133,9,37,2,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,17178.500000000000,8816.601250000000,176885.758999999990,48432.974249999999,5201.457000000000,
FS( 1 ),1997178.500000000000,1997166.601250000100,1997405.759000000100,1997222.974250000000,1997161.456999999900,9986135.291500000300
FS( 2 ),1976231.161999999800,2079732.070249999900,2069901.931250000100,1985652.676500000300,2016541.717999999900,10128059.558000000000
FS( 3 ),2024616.106999999800,2037360.398250000100,2024384.242250000100,1979758.872500000100,2025939.946000000000,10092059.566000002000
FS( 4 ),2033576.281999999900,2012202.218000000100,2027878.710500000300,1985652.676500000300,2035338.173999999900,10094648.061000001000
FS( 5 ),2021748.851000000000,2012202.218000000100,2038362.115250000000,2015490.059250000200,2129320.453999999900,10217123.697500000000
FS( 6 ),2078735.564000000200,2037360.398250000100,2041856.583499999700,2047905.981250000200,2082329.314000000000,10288187.841000000000
FS( 7 ),2090921.402000000000,2037360.398250000100,2034867.647000000300,2065955.756000000100,2148116.910000000100,10377222.113250002000
FS( 8 ),2114934.670999999600,2000285.185250000100,2006911.901000000100,2030224.569249999900,2204526.189500000300,10356882.515999999000
FS( 9 ),2075868.308000000200,2012202.218000000100,2006911.901000000100,2027277.667249999700,2157535.049499999700,10279795.143750001000
FS( 10 ),2112067.415000000500,2054573.890000000100,2017395.305750000100,2050852.883250000000,2119922.226000000300,10354811.720000001000
FS( 11 ),2093788.658000000300,2024119.250750000100,2031373.178750000200,2036118.373249999900,2091727.542000000400,10277127.002750002000
FS( 12 ),2081961.227000000200,2049277.431000000100,2118824.486750000200,2009227.892499999800,2166933.277499999900,10426224.314750001000
FS( 13 ),2066908.133000000100,2091649.103000000400,2073396.399500000100,2033171.471250000200,2195127.961499999700,10460253.068250000000
FS( 14 ),2090921.402000000000,2098269.676750000100,2073396.399500000100,2053799.785250000000,2157535.049499999700,10473922.313000001000
FS( 15 ),2066908.133000000100,2098269.676750000100,2094363.209000000000,2059693.589250000000,2242119.101499999900,10561353.709500000000
FS( 16 ),2060815.214000000400,2085028.529249999900,2045351.051750000100,2086584.070000000100,2279712.013499999900,10557490.878500000000
FS( 17 ),2060815.214000000400,2213467.659999999700,2041856.583499999700,2083637.168000000100,2270313.785499999800,10670090.410999998000
FS( 18 ),2081961.227000000200,2189633.594499999700,2031373.178750000200,2092477.874000000100,2251517.329500000000,10646963.203749999000
FS( 19 ),2090921.402000000000,2280997.512250000100,2045351.051750000100,2092477.874000000100,2260915.557499999600,10770663.397499999000
FS( 20 ),2112067.415000000500,2274376.938499999700,2052339.988249999900,2086584.070000000100,2260915.557499999600,10786283.969249999000
FS( 21 ),2112067.415000000500,2243922.299249999700,2076890.867750000000,2104265.482000000300,2317304.925499999900,10854450.989500001000
FS( 22 ),2093788.658000000300,2243922.299249999700,2052339.988249999900,2110159.285999999800,2289110.241499999500,10789320.472999999000
