代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11445241.395499999000
真實報酬,1445241.395499998700

夏普值報酬,0.135824139550
夏普值風險,0.043320158816
夏普值,3.135356454379

預期報酬,81594.229894635588
風險,87431.605812839945
起點值,0.933234945602
找到最佳解世代,3025
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1102(1),2324(15),2354(20),2498(27),2618(28),
Stock#,1102(1),2324(15),2354(20),2498(27),2618(28),
張數,90,105,25,2,115,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,20783.630000000001,6363.109999999767,30197.024999999769,160101.875999999990,14574.795000000000,
FS( 1 ),1997183.629999999900,1997163.110000000100,1997197.024999999900,1997381.875999999900,1997174.794999999900,9986100.436000000700
FS( 2 ),2018006.637500000000,1988353.820000000300,2023089.281249999500,2085524.014500000000,1979242.500000000000,10094216.253249999000
FS( 3 ),2012630.532499999700,1988353.820000000300,2040511.843749999800,2085524.014500000000,2115486.938749999700,10242507.149500001000
FS( 4 ),2056535.389999999900,2079299.596249999500,2031800.562499999800,2021349.249999999800,2171587.590000000300,10360572.388750000000
FS( 5 ),2065495.565000000200,2089753.133749999800,2057934.406249999800,2085524.014500000000,2226543.330000000100,10525250.449500000000
FS( 6 ),2018006.637500000000,2071982.120000000100,2023089.281249999500,2005300.581000000000,2221963.685000000500,10340342.304750001000
FS( 7 ),2015318.585000000000,2092889.195000000300,2083819.356249999700,2045422.253499999900,2315846.407499999700,10553295.797249999000
FS( 8 ),2126424.754999999900,2110660.208749999800,2109953.199999999700,2117621.352500000000,2281499.069999999800,10746158.586250000000
FS( 9 ),2082519.897500000000,2085571.718750000000,2092530.637499999700,2117621.352500000000,2213949.306249999900,10592192.912500000000
FS( 10 ),2123736.702499999700,2064664.643750000000,2231164.456249999800,2117621.352500000000,2213949.306249999900,10751136.461250000000
FS( 11 ),2106712.370000000100,2082435.657499999700,2248587.018749999800,2093548.348999999900,2281499.069999999800,10812782.465250000000
FS( 12 ),2179289.787500000100,2082435.657499999700,2395683.225000000100,2189820.451500000000,2260890.667500000000,11108119.789000001000
FS( 13 ),2179289.787500000100,2113796.270000000000,2352375.712499999900,2173771.782499999700,2273484.691250000100,11092718.243749999000
FS( 14 ),2138969.000000000000,2155610.419999999500,2352375.712499999900,2173771.782499999700,2367367.413749999800,11188094.328749999000
FS( 15 ),2147033.157499999700,2131567.283749999000,2352375.712499999900,2213893.455000000100,2473844.160000000100,11318713.768749999000
FS( 16 ),2147033.157499999700,2162927.896249999800,2387220.837499999900,2221917.789500000000,2461250.136250000000,11380349.817000000000
FS( 17 ),2212442.434999999600,2218331.645000000000,2369798.274999999900,2197844.786000000300,2436062.088750000100,11434479.229750000000
FS( 18 ),2224090.662500000100,2252828.318749999600,2361086.993749999900,2245990.793000000100,2307832.028750000500,11391828.796750000000
FS( 19 ),2270683.572499999800,2263281.856249999700,2404394.506250000100,2245990.793000000100,2260890.667500000000,11445241.395499999000
