代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10574833.200000001117587
真實報酬,574833.200000001117587

夏普值報酬,0.048783320000000
夏普值風險,0.022467524809761
夏普值,2.171281456816516

二次趨勢線,2461.515012277528513 x^2 + -19574.558553349841532 x + 10000000.000000000000000
二次加權預期報酬,50988.871798605985532
風險,58557.007755927261314
二次加權趨勢值,0.870756101663080
一次趨勢線,20095.904318936867639 x + 10000000.000000000000000
一次預期報酬,20095.904318936867639
一次風險,141148.486418281245278
一次趨勢值,0.142374210513207
找到最佳解世代,2304
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MMM[16](1),
Stock#,MMM[16](1),
張數,119260,
分配資金,10000000.000000000000000,
剩餘資金,49.000000000000000,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),10040548.400000000372529,10040548.400000000372529
FS( 3 ),10059630.000000000000000,10059630.000000000000000
FS( 4 ),9977340.599999999627471,9977340.599999999627471
FS( 5 ),9892666.000000000000000,9892666.000000000000000
FS( 6 ),9957066.399999998509884,9957066.399999998509884
FS( 7 ),9932021.800000000745058,9932021.800000000745058
FS( 8 ),10010733.400000000372529,10010733.400000000372529
FS( 9 ),10064400.400000000372529,10064400.400000000372529
FS( 10 ),10137149.000000000000000,10137149.000000000000000
FS( 11 ),9989266.600000001490116,9989266.600000001490116
FS( 12 ),10005963.000000000000000,10005963.000000000000000
FS( 13 ),10169349.199999999254942,10169349.199999999254942
FS( 14 ),10220631.000000000000000,10220631.000000000000000
FS( 15 ),10262372.000000000000000,10262372.000000000000000
FS( 16 ),10325579.799999998882413,10325579.799999998882413
FS( 17 ),10428143.400000000372529,10428143.400000000372529
FS( 18 ),10491351.199999999254942,10491351.199999999254942
FS( 19 ),10523551.399999998509884,10523551.399999998509884
FS( 20 ),10653544.799999998882413,10653544.799999998882413
FS( 21 ),10574833.200000001117587,10574833.200000001117587
