代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11663455.497249998000
真實報酬,1663455.497249998200

夏普值報酬,0.157645549725
夏普值風險,0.047577523852
夏普值,3.313445866078

預期報酬,27617.430123806462
風險,111086.319936418990
起點值,0.248612341642
找到最佳解世代,3327
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1101(0),2324(17),2347(20),2354(22),2886(36),2912(40),
Stock#,1101(0),2324(17),2347(20),2354(22),2886(36),2912(40),
張數,57,124,57,28,96,9,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,17589.409749999999,5181.753999999766,13022.911749999999,56614.942000000003,9267.567999999999,122498.692750000000,
FS( 1 ),1664319.409750000100,1664301.754000000000,1664312.911750000000,1664374.942000000000,1664307.568000000000,1664468.692749999900,9986089.278249999500
FS( 2 ),1594610.077000000000,1707575.180999999600,1652466.131500000100,1646388.925000000300,1656984.015999999800,1669383.304749999700,9927411.635250000300
FS( 3 ),1615039.276000000300,1796460.116999999900,1600825.656250000200,1622415.479000000100,1656984.015999999800,1677178.656999999900,9968907.201249999900
FS( 4 ),1625821.353249999900,1740907.031999999700,1561102.213750000100,1618234.064000000200,1685656.575999999900,1673236.179999999700,9904961.418999999800
FS( 5 ),1630361.175250000100,1735968.979999999700,1600825.656250000200,1642207.510000000000,1678966.311999999900,1696622.236750000200,9984955.870249999700
FS( 6 ),1619011.620249999900,1768066.317999999700,1592313.490000000000,1613773.888000000000,1668453.040000000000,1747247.225499999900,10008869.581750000000
FS( 7 ),1625821.353249999900,1764362.778999999600,1636009.276750000000,1624645.567000000000,1703815.864000000100,1747247.225499999900,10101906.065500000000
FS( 8 ),1654762.718500000000,1740907.031999999700,1602528.089500000200,1629105.743000000000,1750647.711999999800,1743394.350250000100,10121349.645250000000
FS( 9 ),1665544.795750000000,1759424.727000000000,1638279.187750000000,1681234.050000000300,1783143.279999999800,1790166.463749999900,10317796.504249999000
FS( 10 ),1694486.161000000300,1791522.064999999700,1650763.698249999900,1687924.314000000200,1789833.544000000000,1786223.986750000200,10400757.769000001000
FS( 11 ),1701295.894000000100,1786584.012999999800,1673462.808250000200,1703256.169000000200,1789833.544000000000,1821347.872749999600,10475784.300999999000
FS( 12 ),1705835.716000000000,1796460.116999999900,1660978.297749999900,1709667.671999999800,1783143.279999999800,1825200.747999999900,10481289.830749998000
FS( 13 ),1712077.971249999900,1801398.168999999500,1669490.464000000200,1701026.081000000200,1807992.832000000200,1782371.111499999900,10474360.628750000000
FS( 14 ),1716617.793250000300,1786584.012999999800,1681974.974500000000,1692105.729000000100,1800346.815999999900,1797961.815999999900,10475595.141750000000
FS( 15 ),1727967.348250000300,1768066.317999999700,1648493.787250000100,1670362.371000000000,1797479.560000000100,1817405.395749999900,10429778.780250000000
FS( 16 ),1736479.514500000000,1796460.116999999900,1671192.897249999900,1690154.402000000200,1800346.815999999900,1860235.032249999900,10554872.779000001000
FS( 17 ),1750098.980500000300,1861889.305999999600,1758584.470750000300,1718309.263000000000,1811815.840000000100,1848586.804749999700,10749288.664999999000
FS( 18 ),1723427.526249999900,1903862.747999999900,1739857.704999999800,1724999.527000000200,1811815.840000000100,1836938.577250000100,10740905.923500000000
FS( 19 ),1732507.170250000000,1885345.052999999600,1718293.550500000100,1718309.263000000000,1797479.560000000100,1762837.929999999700,10614776.526750000000
FS( 20 ),1730237.259250000100,1870530.896999999600,1698431.829249999700,1711897.760000000000,1800346.815999999900,1747247.225499999900,10558695.787000000000
FS( 21 ),1711510.493500000100,1875468.949000000000,1706943.995500000000,1705207.496000000000,1800346.815999999900,1743394.350250000100,10542876.100250000000
FS( 22 ),1748964.025000000400,1880407.000999999700,1689919.663000000200,1716079.175000000300,1832842.383999999600,1797961.815999999900,10666178.063999999000
FS( 23 ),1725697.437250000000,1945836.189999999700,1659275.864500000100,1679282.723000000200,1804169.824000000000,1864177.509249999900,10678443.548000000000
FS( 24 ),1742154.292000000100,1940898.137999999800,1661545.775500000200,1648619.013000000000,1826152.120000000100,1836938.577250000100,10656311.915750001000
FS( 25 ),1751233.936000000200,1935960.085999999900,1665518.119750000100,1666180.956000000200,1847178.663999999900,1836938.577250000100,10703014.339000002000
FS( 26 ),1739884.381000000100,1954477.780999999500,1779013.669750000100,1764026.067000000000,1851001.672000000000,1797961.815999999900,10886369.386750000000
FS( 27 ),1713780.404500000200,1917442.390999999600,1785823.402749999700,1748972.973000000200,1818506.103999999800,1762837.929999999700,10747367.205249999000
FS( 28 ),1737614.470000000000,1866827.357999999800,1729075.627749999800,1755384.476000000000,1807992.832000000200,1717768.249750000000,10614667.013499999000
FS( 29 ),1742154.292000000100,1891517.617999999800,1777311.236499999900,1746742.885000000000,1807992.832000000200,1785596.774500000300,10751319.638000000000
FS( 30 ),1721157.615250000000,1812508.785999999800,1779013.669750000100,1738101.294000000200,1797479.560000000100,1765615.584249999800,10613880.509250000000
FS( 31 ),1805144.322250000200,1784114.986999999700,1840301.266750000000,1762074.740000000000,1786010.535999999800,1813552.520499999900,10791202.372500001000
FS( 32 ),1830680.821000000000,1764362.778999999600,1851083.344000000000,1787999.513000000000,1756382.224000000200,1885323.522249999900,10875836.203250000000
FS( 33 ),1816493.877249999900,1852013.201999999800,1827249.278499999800,1759844.652000000200,1748736.207999999600,1813552.520499999900,10817893.738249999000
FS( 34 ),1821033.699250000300,1822384.889999999700,1855623.166000000000,1768486.243000000000,1733444.176000000000,1785596.774500000300,10786572.948750000000
FS( 35 ),1832950.731999999800,1822384.889999999700,1984440.615250000000,1770716.331000000200,1748736.207999999600,1801545.885999999700,10960778.662249999000
FS( 36 ),1826140.999000000300,1817446.837999999800,2065022.455750000000,1783818.098000000200,1737267.183999999700,1773590.139999999900,11003289.714750001000
FS( 37 ),1802874.411250000100,1852013.201999999800,2047998.123249999900,1779357.921999999800,1733444.176000000000,1781564.695750000000,10997256.530250000000
FS( 38 ),1835220.643000000200,1842137.097999999800,2117797.886500000000,1785769.425000000300,1730576.920000000200,1813552.520499999900,11125058.493000001000
