代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10788324.530499998000
真實報酬,788324.530499998480

夏普值報酬,0.070132453050
夏普值風險,0.022548450318
夏普值,3.110300355955

預期報酬,10315.890937851525
風險,98921.880817143145
起點值,0.104283206634
找到最佳解世代,4711
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,5
1101(0),1216(2),3008(42),3045(43),4904(46),
Stock#,1101(0),1216(2),3008(42),3045(43),4904(46),
張數,79,71,3,29,44,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,825.229750000000,24098.346750000001,486596.468750000000,66428.581500000000,5722.198000000233,
FS( 1 ),1997155.229749999900,1997188.346750000000,1997846.468750000000,1997248.581500000100,1997162.198000000100,9986600.824750000600
FS( 2 ),2000119.033249999900,2003301.446750000100,1921060.751750000100,1990725.720250000200,1988350.076000000100,9903557.028000000900
FS( 3 ),1991467.486499999900,1983509.415749999900,1918372.699249999800,1944531.040249999800,1962066.896000000200,9799947.537750000100
FS( 4 ),2005624.562999999800,1979268.266249999900,2018129.314250000100,1935869.537750000100,1929650.974000000400,9868542.655249999800
FS( 5 ),2005624.562999999800,1959476.235250000100,1988471.135000000200,1959255.594500000100,1919575.755000000400,9832403.282750001200
FS( 6 ),2026073.673500000000,1995526.006000000100,1961501.008250000200,1938179.271750000100,1968637.691000000300,9889917.650500001400
FS( 7 ),2026073.673500000000,1983509.415749999900,1942624.906250000000,1933848.520500000300,2050553.602000000400,9936610.118000000700
FS( 8 ),2046522.783999999800,1974320.258500000000,1991159.187500000000,1933848.520500000300,2034345.641000000300,9980196.391499999900
FS( 9 ),2081128.970999999900,2007542.596249999900,2031599.443999999900,1933848.520500000300,2037412.012000000300,10091531.543750001000
FS( 10 ),2069331.407250000200,2041471.792249999900,2023535.286499999900,1946552.057500000100,2047487.231000000600,10128377.774500001000
