代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12142699.867249999000
真實報酬,2142699.867249999200

夏普值報酬,0.205569986725
夏普值風險,0.064334228566
夏普值,3.195343929752

預期報酬,36898.730313762549
風險,266353.904960126670
起點值,0.138532717661
找到最佳解世代,3054
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2002(8),2412(25),3045(41),3231(42),
Stock#,2002(8),2412(25),3045(41),3231(42),
張數,180,55,79,157,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,3447.475000000000,6601.963749999533,17447.396499999999,4859.484250000466,
FS( 1 ),2496447.475000000100,2496451.963750000100,2496467.396499999800,2496449.484250000200,9985816.319500001100
FS( 2 ),2557097.350000000100,2477220.883750000000,2485497.732999999500,2479171.987500000300,9998987.954250000400
FS( 3 ),2589353.980000000000,2477220.883750000000,2525609.449749999700,2457289.249000000300,10049473.562500000000
FS( 4 ),2612650.435000000100,2533620.207499999600,2556283.115499999800,2463541.460000000400,10166095.218000000000
FS( 5 ),2557097.350000000100,2553880.158750000400,2549204.577249999600,2405708.508250000400,10065890.594250001000
FS( 6 ),2523048.685000000100,2529787.243749999400,2520890.424249999200,2411960.719250000500,9985687.072249999300
FS( 7 ),2578601.770000000500,2546214.231249999300,2564148.157999999800,2540131.044750000400,10229095.204000000000
FS( 8 ),2756013.234999999900,2529787.243749999400,2574372.713249999600,2502617.778750000500,10362790.970750000000
FS( 9 ),2883247.720000000200,2570307.146249999800,2574372.713249999600,2537004.939250000300,10564932.518749999000
FS( 10 ),2870703.475000000100,2546214.231249999300,2564148.157999999800,2572955.152500000300,10554021.016749999000
FS( 11 ),2944176.910000000100,2509527.292499999500,2564148.157999999800,2630788.104250000800,10648640.464749999000
FS( 12 ),3109044.129999999400,2529787.243749999400,2579091.738750000000,2726134.322000000600,10944057.434500000000
FS( 13 ),2893999.929999999200,2477220.883750000000,2546058.560250000100,2546383.255750000900,10463662.629750000000
FS( 14 ),2793645.970000000200,2489267.341250000100,2556283.115499999800,2499491.673250000900,10338688.100000001000
FS( 15 ),2899376.035000000100,2485434.377500000400,2574372.713249999600,2597963.996500000400,10557147.122250000000
FS( 16 ),2822318.529999999800,2452580.402499999900,2535834.004999999900,2674553.581250000300,10485286.518749999000
FS( 17 ),2788269.865000000200,2452580.402499999900,2543699.047499999900,2662049.159250000500,10446598.474250000000
FS( 18 ),2777517.654999999800,2420273.993749999400,2558642.628250000100,2683931.897750000900,10440366.174750000000
FS( 19 ),2700460.149999999900,2379754.091250000100,2541339.534749999600,2521374.411750000900,10142928.187750001000
FS( 20 ),2655659.274999999900,2383587.054999999200,2518530.911500000400,2476045.882000000700,10033823.123500001000
FS( 21 ),2650283.170000000400,2493100.304999999200,2558642.628250000100,2515122.200750000300,10217148.304000000000
FS( 22 ),2833070.740000000200,2562093.652499999900,2665607.206250000300,2687058.003250001000,10747829.602000002000
FS( 23 ),2976433.540000000000,2553880.158750000400,2711224.452749999700,2873061.280500001300,11114599.432000000000
FS( 24 ),2888623.825000000700,2509527.292499999500,2711224.452749999700,2838674.120000000600,10948049.690250000000
FS( 25 ),2944176.910000000100,2533620.207499999600,2737179.092999999400,3034055.713750000600,11249031.924249999000
FS( 26 ),3010482.205000000100,2550047.194999999800,2716729.982499999900,3007483.817000001200,11284743.199500002000
FS( 27 ),2981809.645000000900,2513360.256249999600,2691561.846500000000,3007483.817000001200,11194215.564750003000
FS( 28 ),3026610.520000000900,2497480.835000000000,2716729.982499999900,2963718.340000000300,11204539.677500000000
FS( 29 ),2931632.665000000000,2472840.353749999800,2726954.537749999700,2757395.377000000800,10888822.933499999000
FS( 30 ),2997937.960000000000,2481053.847499999700,2706505.427249999700,2751143.166000001100,10936640.400750000000
FS( 31 ),2965681.330000000100,2456960.932499999600,2634933.540500000100,2783967.273750000600,10841543.076749999000
FS( 32 ),2976433.540000000000,2465174.426249999600,2686056.316749999800,2824606.645250000500,10952270.928250000000
FS( 33 ),3058867.149999999900,2440533.944999999800,2737179.092999999400,2924642.021250000200,11161222.209249999000
FS( 34 ),3015858.309999999600,2489267.341250000100,2813470.005249999900,3071568.979750000900,11390164.636250000000
FS( 35 ),2981809.645000000900,2485434.377500000400,2863806.277249999300,3270076.679000000900,11601126.978750002000
FS( 36 ),2949553.015000000600,2465174.426249999600,2793020.894750000000,3199739.305250001100,11407487.641250001000
FS( 37 ),2954929.120000000100,2465174.426249999600,2762347.228999999800,3218495.938250000600,11400946.713500001000
FS( 38 ),2944176.910000000100,2481053.847499999700,2803245.450000000200,3148158.564500000800,11376634.772000002000
FS( 39 ),2997937.960000000000,2513360.256249999600,2914929.053499999900,3110645.298500000500,11536872.568250000000
FS( 40 ),3064243.254999999400,2521573.749999999500,2955827.274499999800,3270076.679000000900,11811720.958500000000
FS( 41 ),3180725.529999999800,2558260.688749999700,2914929.053499999900,3495156.275000000400,12149071.547250001000
FS( 42 ),3297207.804999999200,2566474.182499999600,2919648.078999999900,3495156.275000000400,12278486.341499999000
FS( 43 ),3236278.615000000200,2574687.676249999600,2909423.523750000200,3462332.167250000900,12182721.982250001000
FS( 44 ),3175349.425000000300,2594947.627500000400,2884255.387749999800,3309152.997750000600,11963705.438000001000
FS( 45 ),3186101.635000000200,2615207.578749999400,2914929.053499999900,3196613.199750001100,11912851.467000000000
FS( 46 ),3220150.300000000300,2598780.591250000100,2889760.917500000000,3205991.516250000800,11914683.325000001000
FS( 47 ),3130548.550000000300,2562093.652499999900,2833132.611499999600,3157536.881000001000,11683311.695000000000
FS( 48 ),2997937.960000000000,2566474.182499999600,2909423.523750000200,3034055.713750000600,11507891.380000001000
FS( 49 ),3087539.710000000000,2562093.652499999900,2945602.719249999600,3141906.353500001100,11737142.435250001000
FS( 50 ),3186101.635000000200,2582353.603749999800,2904704.498249999700,3184108.777750000400,11857268.514750000000
FS( 51 ),3169973.320000000800,2615207.578749999400,2909423.523750000200,2998105.500500000100,11692709.923000000000
FS( 52 ),3098291.920000000400,2643133.457499999600,2914929.053499999900,3205991.516250000800,11862345.947250001000
FS( 53 ),3119796.340000000300,2651346.951249999500,2899198.968499999500,3288833.312000000800,11959175.571750000000
FS( 54 ),3076787.499999999500,2586734.133750000000,2843357.166749999900,3487341.011250000900,11994219.811749998000
FS( 55 ),3048114.939999999900,2598780.591250000100,2797739.920249999500,3431071.112250000700,11875706.563749999000
FS( 56 ),3087539.710000000000,2615207.578749999400,2807964.475499999700,3398247.004500001200,11908958.768750001000
FS( 57 ),3087539.710000000000,2643133.457499999600,2818189.030749999900,3526417.330000001000,12075279.528250001000
FS( 58 ),3021234.415000000000,2643133.457499999600,2782796.339499999800,3487341.011250000900,11934505.223250000000
FS( 59 ),3087539.710000000000,2655727.481249999300,2838638.141249999900,3417003.637500000700,11998908.970000001000
FS( 60 ),3119796.340000000300,2659560.444999999800,2859087.251749999800,3398247.004500001200,12036691.041250002000
FS( 61 ),3125172.445000000800,2647513.987499998900,2823694.560499999700,3462332.167250000900,12058713.160250001000
FS( 62 ),3098291.920000000400,2643133.457499999600,2823694.560499999700,3462332.167250000900,12027452.105250001000
FS( 63 ),3119796.340000000300,2663940.974999999600,2863806.277249999300,3495156.275000000400,12142699.867249999000
