代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11620707.143500000000
真實報酬,1620707.143500000200

夏普值報酬,0.153370714350
夏普值風險,0.040143762887
夏普值,3.820536574508

預期報酬,23079.847401470099
風險,120663.179304554830
起點值,0.191274981602
找到最佳解世代,3722
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,4
2357(21),2912(40),3045(42),4904(45),
Stock#,2357(21),2912(40),3045(42),4904(45),
張數,10,12,31,49,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,49513.025000000001,106794.535000000000,52166.801249999997,34731.991999999998,
FS( 1 ),2496513.024999999900,2496594.535000000100,2496516.801250000000,2496491.992000000100,9986116.353250000600
FS( 2 ),2498129.737499999800,2497010.818000000000,2493724.887000000100,2481696.049999999800,9970561.492499999700
FS( 3 ),2552089.902499999900,2529745.324000000500,2517489.262249999700,2531942.720249999800,10131267.209000001000
FS( 4 ),2564534.589999999900,2540617.003000000000,2485700.552500000200,2519259.094750000200,10110111.240250001000
FS( 5 ),2539545.657500000700,2606086.014999999700,2514711.608000000500,2544626.345750000300,10204969.626250001000
FS( 6 ),2518837.697499999800,2562479.830000001000,2509464.927750000300,2544626.345750000300,10135408.801000001000
FS( 7 ),2572797.862499999800,2551488.682000000000,2527982.622750000100,2582189.390499999700,10234458.557750000000
FS( 8 ),2498129.737499999800,2551488.682000000000,2549277.972000000100,2582189.390499999700,10181085.782000000000
FS( 9 ),2556171.759999999800,2600590.441000000100,2570264.693000000000,2599263.501749999800,10326290.395749999000
FS( 10 ),2473140.804999999700,2518754.176000000000,2586313.362000000200,2658291.143500000200,10236499.486500001000
FS( 11 ),2485685.049999999800,2469652.416999999900,2591560.042249999900,2683170.562750000000,10230068.072000001000
FS( 12 ),2469058.947499999800,2469652.416999999900,2617793.443499999600,2683170.562750000000,10239675.370749999000
FS( 13 ),2473140.804999999700,2551488.682000000000,2612546.763249999800,2658291.143500000200,10295467.393750001000
FS( 14 ),2506393.009999999800,2567855.935000000100,2591560.042249999900,2628533.406750000100,10294342.394000001000
FS( 15 ),2502211.595000000700,2556984.256000000100,2575511.373249999700,2607556.641500000400,10242263.865750000000
FS( 16 ),2473140.804999999700,2540617.003000000000,2583535.707750000100,2586579.876250000200,10183873.392000001000
FS( 17 ),2477322.220000000700,2562479.830000001000,2596806.722500000600,2632923.892500000100,10269532.665000003000
FS( 18 ),2498129.737499999800,2562479.830000001000,2580758.053500000400,2683170.562750000000,10324538.183750002000
FS( 19 ),2514656.282500000700,2589718.762000000100,2575511.373249999700,2670486.937250000400,10350373.355000000000
FS( 20 ),2581061.134999999800,2644316.095000000200,2604831.056999999600,2763174.969750000200,10593383.256750001000
FS( 21 ),2572797.862499999800,2595214.336000000100,2662853.168000000100,2843179.376749999800,10674044.743249999000
FS( 22 ),2622576.612499999800,2595214.336000000100,2662853.168000000100,2864156.142000000000,10744800.258499999000
FS( 23 ),2639202.714999999900,2600590.441000000100,2652359.807500000100,2813421.640000000100,10705574.603499999000
FS( 24 ),2639202.714999999900,2595214.336000000100,2654828.833500000200,2813421.640000000100,10702667.524500001000
FS( 25 ),2610131.924999999800,2611581.589000000200,2641866.447000000200,2847082.030750000400,10710661.991750002000
FS( 26 ),2610131.924999999800,2644316.095000000200,2662853.168000000100,2855863.002250000400,10773164.190250000000
FS( 27 ),2589423.964999999900,2573351.509000000100,2623348.751999999900,2830495.751250000200,10616619.977250000000
FS( 28 ),2647465.987499999800,2584223.188000000500,2649582.153250000000,2843179.376749999800,10724450.705499999000
FS( 29 ),2705607.567499999900,2535121.429000000500,2644335.473000000200,2851472.516500000400,10736536.986000001000
FS( 30 ),2701426.152499999900,2551488.682000000000,2620571.097750000200,2838788.890999999800,10712274.823249999000
FS( 31 ),2680718.192499999900,2518754.176000000000,2654828.833500000200,2843179.376749999800,10697480.578749999000
FS( 32 ),2713870.839999999900,2518754.176000000000,2644335.473000000200,2851472.516500000400,10728433.005500000000
FS( 33 ),2730496.942499999900,2518754.176000000000,2620571.097750000200,2838788.890999999800,10708611.107250001000
FS( 34 ),2747123.044999999900,2562479.830000001000,2639088.792749999600,2851472.516500000400,10800164.184250001000
FS( 35 ),2788638.522500000000,2578847.083000000100,2657606.487749999900,2851472.516500000400,10876564.609749999000
FS( 36 ),2805165.067499999900,2649692.200000000200,2644335.473000000200,2868058.796000000100,10967251.536499999000
FS( 37 ),2825972.585000000000,2649692.200000000200,2644335.473000000200,2872449.281750000100,10992449.539750000000
FS( 38 ),2838417.272500000000,2720656.786000000300,2647113.127249999900,2864156.142000000000,11070343.327750001000
FS( 39 ),2805165.067499999900,2753391.291999999900,2631064.458250000100,2822202.611500000100,11011823.429250000000
FS( 40 ),2805165.067499999900,2704289.532999999800,2625817.777999999900,2780249.081000000200,10915521.459500000000
FS( 41 ),2830054.442499999900,2748015.187000000400,2644335.473000000200,2855863.002250000400,11078268.104750000000
FS( 42 ),2846680.544999999900,2737024.039000000300,2654828.833500000200,2851472.516500000400,11090005.934000000000
FS( 43 ),2855043.375000000000,2704289.532999999800,2649582.153250000000,2855863.002250000400,11064778.063500000000
FS( 44 ),2813527.897500000000,2633324.946999999700,2644335.473000000200,2956356.342749999800,11047544.660250001000
FS( 45 ),2962864.147500000000,2720656.786000000300,2697419.531999999700,2952453.688750000200,11333394.154250000000
FS( 46 ),2979490.250000000000,2693417.854000000300,2710381.918499999700,2927086.437750000000,11310376.460250000000
FS( 47 ),2942156.187500000000,2709785.106999999800,2670877.502500000400,2872449.281750000100,11195268.078749999000
FS( 48 ),2921448.227500000500,2671555.027000000200,2678901.836999999800,2880742.421500000600,11152647.513000002000
FS( 49 ),2888196.022500000000,2633324.946999999700,2697419.531999999700,2893426.046999999800,11112366.548500000000
FS( 50 ),2850861.960000000000,2622453.268000000200,2670877.502500000400,2914402.812250000400,11058595.542750001000
FS( 51 ),2896459.294999999900,2611581.589000000200,2657606.487749999900,2893426.046999999800,11059073.418749999000
FS( 52 ),2925530.085000000000,2611581.589000000200,2652359.807500000100,2864156.142000000000,11053627.623500001000
FS( 53 ),2875751.335000000000,2611581.589000000200,2631064.458250000100,2851472.516500000400,10969869.898750002000
FS( 54 ),2879932.750000000000,2573351.509000000100,2684148.517250000000,2944160.549000000100,11081593.325250000000
FS( 55 ),2821791.169999999900,2595214.336000000100,2636311.138499999900,2914402.812250000400,10967719.456750002000
FS( 56 ),2801083.210000000000,2693417.854000000300,2673346.528500000500,2910500.158250000300,11078347.750750002000
FS( 57 ),2838417.272500000000,2780749.693000000000,2723652.933249999800,2935379.577500000100,11278199.476250000000
FS( 58 ),2830054.442499999900,2780749.693000000000,2694641.877750000500,2973430.454000000400,11278876.467250001000
FS( 59 ),2871569.919999999900,2748015.187000000400,2710381.918499999700,2977820.939750000400,11307787.965250000000
FS( 60 ),2846680.544999999900,2748015.187000000400,2710381.918499999700,2990016.733500000100,11295094.384000000000
FS( 61 ),2850861.960000000000,2748015.187000000400,2723652.933249999800,2998797.705000000100,11321327.785250001000
FS( 62 ),2855043.375000000000,2780749.693000000000,2723652.933249999800,3015383.984499999800,11374829.985749999000
FS( 63 ),2842598.687500000000,2780749.693000000000,2697419.531999999700,3010993.498749999800,11331761.411249999000
FS( 64 ),2917266.812500000000,2818860.304000000500,2723652.933249999800,3032458.095750000300,11492238.145500001000
FS( 65 ),2896459.294999999900,2818860.304000000500,2776736.992250000100,3036360.749750000400,11528417.341000002000
FS( 66 ),2925530.085000000000,2775254.119000000400,2816241.408249999900,3103681.531249999500,11620707.143500000000
