代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12514776.727750000000
真實報酬,2514776.727749999600

夏普值報酬,0.242777672775
夏普值風險,0.062817624602
夏普值,3.864801865913

預期報酬,39278.670504113041
風險,108152.880160788190
起點值,0.363177295378
找到最佳解世代,3655
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1216(2),1303(4),1722(7),2412(24),2912(39),3045(40),
Stock#,1216(2),1303(4),1722(7),2412(24),2912(39),3045(40),
張數,84,45,26,32,22,36,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,11190.304000000000,20473.513749999765,12011.472500000000,22406.263999999999,58818.076999999765,4701.069999999767,
FS( 1 ),1664310.304000000000,1664323.513749999900,1664311.472499999900,1664326.264000000000,1664378.077000000000,1664301.070000000100,9985954.701249999900
FS( 2 ),1717207.624000000100,1673177.792499999700,1664506.680500000000,1677450.144000000100,1676328.779499999500,1704625.470999999900,10113300.491500001000
FS( 3 ),1754004.076000000100,1699162.299999999600,1672272.165499999900,1687644.831999999900,1667786.745999999800,1659107.781999999700,10139981.901499998000
FS( 4 ),1749822.660999999800,1760539.498750000000,1695568.620500000000,1702936.864000000100,1666034.533999999800,1659107.781999999700,10234013.960250000000
FS( 5 ),1728915.585999999900,1802652.321249999800,1691685.878000000000,1695290.848000000000,1683337.627499999900,1664483.886999999900,10266370.147750000000
FS( 6 ),1743132.397000000100,1802652.321249999800,1714723.483499999900,1702936.864000000100,1726923.900999999800,1667351.142999999700,10357724.109749999000
FS( 7 ),1740623.548000000000,1845213.152499999600,1718606.226000000000,1702936.864000000100,1752988.054499999400,1667351.142999999700,10427722.987999998000
FS( 8 ),1733097.001000000200,1835356.959999999300,1716794.279499999900,1702936.864000000100,1751235.842499999600,1661975.037999999900,10401399.984999999000
FS( 9 ),1726406.737000000200,1848797.222499999700,1712911.536999999800,1702936.864000000100,1731961.510499999900,1650864.420999999900,10373882.291999999000
FS( 10 ),1744804.963000000000,1915998.534999999700,1678225.704000000100,1713131.551999999900,1777299.995999999800,1653731.676999999700,10483196.426999999000
FS( 11 ),1744804.963000000000,1966175.514999999700,1678225.704000000100,1697839.520000000000,1796355.301499999800,1648355.571999999900,10531760.575500000000
FS( 12 ),1726406.737000000200,1989471.970000000000,1676154.908000000100,1700388.191999999800,1900611.915499999900,1667351.142999999700,10660388.865499999000
FS( 13 ),1735605.850000000300,1946015.121249999600,1658811.991499999800,1705485.536000000100,1857025.641999999500,1689213.969999999700,10592162.110750001000
FS( 14 ),1747313.812000000200,1952735.252499999900,1666577.476499999900,1710582.879999999900,1857025.641999999500,1694590.074999999700,10628829.137999998000
FS( 15 ),1743132.397000000100,1955871.313750000000,1674342.961500000000,1720777.568000000000,1857025.641999999500,1697457.330999999800,10648611.213250000000
FS( 16 ),1735605.850000000300,1932574.858749999700,1668389.423000000000,1718228.895999999900,1848483.608499999600,1694590.074999999700,10597876.711250000000
FS( 17 ),1744804.963000000000,1959455.383749999800,1764940.286499999900,1738618.271999999900,1839722.548500000000,1713585.645999999900,10761131.099749999000
FS( 18 ),1747313.812000000200,1955871.313750000000,1761057.543999999800,1733520.928000000100,1865786.701999999800,1730072.367999999800,10793626.667750001000
FS( 19 ),1744804.963000000000,1858653.414999999800,1793931.430500000000,1725874.911999999800,1865786.701999999800,1727205.112000000000,10716260.534499999000
FS( 20 ),1779928.848999999900,1889118.009999999500,1782283.203000000000,1725874.911999999800,1883089.795500000000,1727205.112000000000,10787503.881499998000
FS( 21 ),1800835.923999999900,1935710.919999999700,1741902.680999999900,1741166.943999999900,1891850.855499999600,1732939.623999999800,10844410.948499998000
FS( 22 ),1770729.736000000000,1912414.464999999600,1722488.968500000000,1751361.632000000000,1883089.795500000000,1727205.112000000000,10767293.708999999000
FS( 23 ),1786619.113000000100,1946015.121249999600,1761057.543999999800,1766653.663999999900,1883089.795500000000,1738315.728999999800,10881754.966750000000
FS( 24 ),1802508.490000000200,1962591.444999999600,1822922.574499999900,1774299.679999999900,1909153.949000000000,1721829.006999999500,10993309.145499999000
FS( 25 ),1828433.263000000000,1982751.838749999400,1822922.574499999900,1779397.024000000000,1920105.274000000200,1716452.901999999800,11050066.876249999000
FS( 26 ),1800835.923999999900,1966175.514999999700,1884787.605000000000,1776848.352000000000,1947045.533499999700,1716452.901999999800,11092149.831499998000
FS( 27 ),1837632.376000000200,1996192.101249999600,1874951.324000000000,1779397.024000000000,1956025.619999999900,1716452.901999999800,11160655.347250000000
FS( 28 ),1837632.376000000200,2029792.757499999600,1894365.036499999900,1764104.991999999900,2064005.684499999700,1713585.645999999900,11303490.492500000000
FS( 29 ),1837632.376000000200,2019936.564999999900,1911707.953000000000,1743715.616000000200,2117886.203499999800,1686346.713999999900,11317229.427500000000
FS( 30 ),1821742.999000000100,2036512.888749999700,1859679.203499999800,1746264.287999999900,2027866.312000000200,1670218.398999999700,11162288.090250000000
FS( 31 ),1828433.263000000000,2006496.302499999800,1837935.845500000100,1750405.879999999900,1982965.879499999600,1667351.142999999700,11073592.313499998000
FS( 32 ),1846831.489000000100,2036512.888749999700,1883234.508000000100,1755821.808000000000,1965005.706499999900,1691722.818999999700,11179133.219250001000
FS( 33 ),1862720.865999999900,2036512.888749999700,1887117.250499999800,1761237.736000000000,2064005.684499999700,1702833.435999999800,11314431.861749999000
FS( 34 ),1989835.882000000000,2033376.827499999700,1896953.531499999800,1780352.775999999800,2117886.203499999800,1699966.179999999900,11518375.400500000000
FS( 35 ),1953039.430000000200,2033376.827499999700,1961407.057000000000,1791184.632000000000,2117886.203499999800,1711076.797000000000,11567974.947000001000
FS( 36 ),1968928.807000000000,2049953.151249999400,1961407.057000000000,1782901.448000000100,2090945.943999999900,1718961.750999999700,11573102.158249998000
FS( 37 ),1948021.731999999800,2049953.151249999400,2000752.180999999900,1780352.775999999800,2081965.857499999900,1721829.006999999500,11582878.704749998000
FS( 38 ),1937986.335999999900,2086689.868749999700,2000752.180999999900,1780352.775999999800,2090945.943999999900,1727205.112000000000,11623936.217749998000
FS( 39 ),1935477.487000000200,2090273.938749999700,1990915.899999999900,1766653.663999999900,2180746.808999999000,1740824.577999999700,11704896.376749998000
FS( 40 ),1880282.809000000100,2036512.888749999700,1914555.297499999900,1758689.064000000000,2117886.203499999800,1727205.112000000000,11435135.374749999000
FS( 41 ),1836796.092999999900,2079969.737499999800,1914555.297499999900,1772069.591999999900,2045826.484999999900,1727205.112000000000,11376426.317000000000
FS( 42 ),1859375.733999999900,2083553.807499999600,1965289.799499999700,1774936.848000000000,2018886.225499999700,1727205.112000000000,11429251.526499998000
FS( 43 ),1940495.185000000100,2100130.131249999600,1961407.057000000000,1782901.448000000100,2090945.943999999900,1713585.645999999900,11589469.411249999000
FS( 44 ),1935477.487000000200,2093409.999999999800,1932157.063500000200,1796600.560000000100,2189726.895499999600,1721829.006999999500,11669205.013000000000
FS( 45 ),1963911.108999999900,2100130.131249999600,1961407.057000000000,1829096.128000000000,2135846.376499999300,1738315.728999999800,11728710.530749999000
FS( 46 ),1958057.128000000000,2130594.726249999800,1990915.899999999900,1829096.128000000000,2099926.030499999400,1735448.472999999800,11744042.385749998000
FS( 47 ),1945512.882999999700,2123874.594999999700,1941993.344499999900,1837060.728000000100,2162786.635999999500,1735448.472999999800,11746680.659499997000
FS( 48 ),1953039.430000000200,2137314.857499999900,1951570.776000000100,1845343.911999999800,2198706.981999999400,1732939.623999999800,11818919.581499999000
FS( 49 ),1950530.581000000000,2153891.181249999900,1924132.729000000100,1837060.728000000100,2207687.068499999600,1718961.750999999700,11792268.038750000000
FS( 50 ),1973946.505000000100,2164195.382499999800,1933969.010000000000,1847892.584000000000,2162786.635999999500,1724696.262999999800,11807490.380500000000
FS( 51 ),1955548.279000000100,2167331.443749999600,1941993.344499999900,1861591.696000000000,2171766.722499999700,1730072.367999999800,11828307.853749998000
FS( 52 ),1992344.731000000100,2197348.029999999800,1890999.993000000000,1858724.439999999900,2180746.808999999000,1738315.728999999800,11858483.731999999000
FS( 53 ),2036667.730000000000,2268133.412499999600,1908601.758999999800,1885804.079999999800,2306687.046499999200,1765554.660999999800,12171452.688999999000
FS( 54 ),2030813.749000000100,2257829.211249999700,1936039.805999999900,1891220.007999999900,2270766.700499999300,1749067.939000000000,12135741.413749997000
FS( 55 ),2036667.730000000000,2261413.281249999500,1951570.776000000100,1894087.264000000000,2297706.959999999500,1751935.194999999800,12193385.206249999000
FS( 56 ),2028304.900000000100,2264549.342499999800,1937851.752499999900,1877839.480000000000,2261786.613999999100,1746559.090000000100,12116895.178999998000
FS( 57 ),2041685.427999999800,2274853.543749999700,1936039.805999999900,1885804.079999999800,2324647.219499999200,1738315.728999999800,12201349.806249999000
FS( 58 ),2067610.201000000100,2288293.806249999900,1943805.290999999700,1888671.336000000100,2342607.392499999600,1751935.194999999800,12282927.221749999000
FS( 59 ),2067610.201000000100,2298149.998749999800,1933969.010000000000,1888671.336000000100,2378527.738499999500,1746559.090000000100,12313491.374249998000
FS( 60 ),2075136.747999999900,2301734.068749999600,1937851.752499999900,1888671.336000000100,2540388.321999999700,1735448.472999999800,12479234.700249998000
FS( 61 ),2082663.294999999700,2298149.998749999800,1957524.314499999600,1899503.191999999800,2495487.889499999600,1738315.728999999800,12471648.418749997000
FS( 62 ),2132003.991999999600,2311590.261250000000,1947688.033499999900,1918299.648000000000,2486507.802999999800,1743691.834000000000,12539785.571750000000
FS( 63 ),2132003.991999999600,2315174.331249999800,1953641.572000000200,1918299.648000000000,2477527.716499999600,1743691.834000000000,12540343.093750000000
FS( 64 ),2129495.142999999700,2295013.937499999500,1969431.391500000100,1918299.648000000000,2423647.197499999800,1751935.194999999800,12487826.512499999000
FS( 65 ),2116950.898000000000,2315174.331249999800,1924132.729000000100,1918299.648000000000,2477527.716499999600,1762687.405000000000,12514776.727750000000
