代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10493004.379999998956919
真實報酬,493004.379999998956919

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,22260.604385382044711
風險,139654.475522504741093
起點值,0.159397715698663
找到最佳解世代,2144
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
BA[2](1),
Stock#,BA[2](1),
張數,141262,
分配資金,10000000.000000000000000,
剩餘資金,63.019999999552965,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),9895466.119999999180436,9895466.119999999180436
FS( 3 ),9946320.439999999478459,9946320.439999999478459
FS( 4 ),10173752.259999999776483,10173752.259999999776483
FS( 5 ),9903941.839999999850988,9903941.839999999850988
FS( 6 ),10026839.779999999329448,10026839.779999999329448
FS( 7 ),10347504.519999999552965,10347504.519999999552965
FS( 8 ),10409659.799999998882413,10409659.799999998882413
FS( 9 ),10363043.339999999850988,10363043.339999999850988
FS( 10 ),10070631.000000000000000,10070631.000000000000000
FS( 11 ),10035315.500000000000000,10035315.500000000000000
FS( 12 ),9997174.759999999776483,9997174.759999999776483
FS( 13 ),10165276.539999999105930,10165276.539999999105930
FS( 14 ),10247208.500000000000000,10247208.500000000000000
FS( 15 ),10333378.320000000298023,10333378.320000000298023
FS( 16 ),10416722.899999998509884,10416722.899999998509884
FS( 17 ),10491591.759999999776483,10491591.759999999776483
FS( 18 ),10522669.399999998509884,10522669.399999998509884
FS( 19 ),10466164.599999999627471,10466164.599999999627471
FS( 20 ),10470402.460000000894070,10470402.460000000894070
FS( 21 ),10493004.379999998956919,10493004.379999998956919
