代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11309877.593000000000
真實報酬,1309877.593000000300

夏普值報酬,0.122287759300
夏普值風險,0.044782961550
夏普值,2.730676022032

預期報酬,12739.423933928772
風險,151928.797342742970
起點值,0.083851278735
找到最佳解世代,3178
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1303(4),2412(24),3045(41),3673(44),4904(45),
Stock#,1303(4),2412(24),3045(41),3673(44),4904(45),
張數,36,31,37,4,66,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,40251.332000000002,57255.528500000000,44357.174499999768,234647.953000000010,28414.488499999999,
FS( 1 ),1997211.331999999900,1997235.528500000000,1997217.174500000000,1997487.953000000000,1997194.488500000000,9986346.476500000800
FS( 2 ),1983175.679000000000,1980626.782500000000,1977156.523749999500,1987059.068000000000,1993082.193499999800,9921100.246749999000
FS( 3 ),1959162.409999999900,1972911.076249999900,1952107.856749999800,1953050.225999999800,1974683.967500000000,9811915.536499999500
FS( 4 ),1969914.620000000100,1975380.102249999800,1960580.199999999700,1963523.675000000000,1976655.205999999800,9846053.803249998000
FS( 5 ),1953786.304999999900,1975380.102249999800,1949160.954749999600,2044603.303000000100,1976655.205999999800,9899585.870999999300
FS( 6 ),1959162.409999999900,1975380.102249999800,1943635.513499999900,2026284.723000000000,1983883.080499999900,9888345.829250000400
FS( 7 ),1986042.934999999800,1975380.102249999800,1963158.739249999900,2115209.482000000300,1988482.636999999900,10028273.895500001000
FS( 8 ),1988551.784000000000,1975380.102249999800,1949160.954749999600,2107364.350999999800,1983883.080499999900,10004340.272499999000
FS( 9 ),1988551.784000000000,1975380.102249999800,1943635.513499999900,2081240.463000000000,1976655.205999999800,9965463.068749999600
FS( 10 ),1996436.737999999900,1975380.102249999800,1943635.513499999900,2034129.854000000100,2002281.306499999700,9951863.514249999100
FS( 11 ),2007188.947999999900,1975380.102249999800,1938110.072249999500,2086457.275999999800,2009509.180999999900,10016645.579499997000
FS( 12 ),2047688.938999999800,1975380.102249999800,1957633.297999999700,2041974.984999999900,2014108.737499999800,10036786.061749998000
FS( 13 ),2133348.212000000300,1975380.102249999800,1969052.543249999600,2034129.854000000100,2018708.293999999800,10130619.005500000000
FS( 14 ),2133348.212000000300,1975380.102249999800,1963158.739249999900,1981842.255000000100,2021336.612000000000,10075065.920499999000
FS( 15 ),2117219.897000000300,1975380.102249999800,1960580.199999999700,1989687.385999999900,2023307.850499999900,10066175.435750000000
FS( 16 ),2133348.212000000300,1975380.102249999800,1977156.523749999500,1929514.833000000100,2023307.850499999900,10038707.521500001000
FS( 17 ),2152343.782999999800,1982478.551999999900,1963158.739249999900,1942616.600000000100,2042363.155999999700,10082960.830249999000
FS( 18 ),2157719.887999999800,1971676.563249999900,1969052.543249999600,2036758.171999999800,2030535.724999999900,10165742.891500000000
FS( 19 ),2160228.736999999700,1971676.563249999900,1963158.739249999900,2039386.490000000000,2051562.268999999900,10186012.798500000000
FS( 20 ),2200728.727999999700,1982478.551999999900,1963158.739249999900,2091674.088999999900,2053533.507500000100,10291573.615749998000
FS( 21 ),2350901.260999999900,1954393.381250000100,1971631.082499999800,2065510.378000000000,2060761.381999999800,10403197.484749999000
FS( 22 ),2313268.526000000100,1963034.972250000100,1983050.327749999900,2065510.378000000000,2060761.381999999800,10385625.585999999000
FS( 23 ),2224741.997000000400,1941430.994750000100,1963158.739249999900,2062921.882999999900,1976655.205999999800,10168908.820000000000
FS( 24 ),2179224.308000000200,1928468.608249999800,1912693.042499999500,2062921.882999999900,1993082.193499999800,10076390.035249999000
FS( 25 ),2219365.891999999500,1945751.790249999800,1904589.061999999700,2112620.987000000200,1997681.750000000000,10180009.481249999000
FS( 26 ),2286388.001000000200,1930629.005999999800,1898695.257999999900,2130899.743999999900,1986511.398500000100,10233123.407500001000
FS( 27 ),2307892.421000000100,1943591.392500000100,1901642.159999999700,2128311.249000000300,2006880.862999999900,10288318.085500000000
FS( 28 ),2342657.899999999900,1934949.801500000100,1870699.688999999800,2102147.538000000200,1993082.193499999800,10243537.122000000000
FS( 29 ),2380290.635000000200,1950072.585750000100,1910114.503249999800,2164908.586000000100,1988482.636999999900,10393868.947000001000
FS( 30 ),2380290.635000000200,1950072.585750000100,1921165.385749999700,2209390.876999999900,2006880.862999999900,10467800.346500000000
FS( 31 ),2380290.635000000200,1945751.790249999800,1926690.826999999600,2170165.222000000100,1976655.205999999800,10399553.680250000000
FS( 32 ),2313268.526000000100,1950072.585750000100,1907167.601249999600,2136156.380000000400,1997681.750000000000,10304346.843000000000
FS( 33 ),2329396.840999999500,1954393.381250000100,1938110.072249999500,2266935.112000000200,2006880.862999999900,10495716.269499999000
FS( 34 ),2340149.051000000000,1958714.176750000100,1907167.601249999600,2374178.450999999900,2006880.862999999900,10587090.142999999000
FS( 35 ),2313268.526000000100,1969516.165499999900,1926690.826999999600,2413404.106000000600,2014108.737499999800,10636988.362000000000
FS( 36 ),2200728.727999999700,1952232.983499999900,1932584.630999999600,2421249.237000000200,2004909.624499999900,10511705.204000000000
FS( 37 ),2300007.466999999700,1971676.563249999900,1963158.739249999900,2423837.732000000300,2016737.055500000000,10675417.557000000000
FS( 38 ),2329396.840999999500,1978157.756499999900,1949160.954749999600,2405558.975000000100,2016737.055500000000,10679011.582750000000
FS( 39 ),2283879.152000000200,1967355.767749999900,1955054.758749999300,2374178.450999999900,2016737.055500000000,10597205.185000001000
FS( 40 ),2286388.001000000200,1978157.756499999900,1960580.199999999700,2327067.842000000200,2021336.612000000000,10573530.411499999000
FS( 41 ),2273126.941999999300,1963034.972250000100,1957633.297999999700,2314005.898000000000,2012137.499000000100,10519938.609250000000
FS( 42 ),2213989.786999999500,1958714.176750000100,1935163.170249999700,2324479.347000000100,2016737.055500000000,10449083.536499999000
FS( 43 ),2213989.786999999500,1963034.972250000100,1926690.826999999600,2321851.029000000100,2021336.612000000000,10446903.227249999000
FS( 44 ),2254131.371000000300,1965195.370000000100,1938110.072249999500,2285213.868999999900,2018708.293999999800,10461358.976250000000
FS( 45 ),2219365.891999999500,1958714.176750000100,1949160.954749999600,2144001.510999999900,1997681.750000000000,10268924.284499999000
FS( 46 ),2291764.105999999700,1960874.574500000100,1935163.170249999700,2183227.166000000200,2002281.306499999700,10373310.323249999000
FS( 47 ),2307892.421000000100,1947912.188000000100,1952107.856749999800,2115209.482000000300,2012137.499000000100,10335259.446750000000
FS( 48 ),2318644.631000000100,1943591.392500000100,1938110.072249999500,2204134.240999999900,2035135.281499999800,10439615.618249999000
FS( 49 ),2329396.840999999500,1950072.585750000100,1941056.974249999700,2157063.455000000100,2037763.599499999800,10415353.455499999000
FS( 50 ),2316135.782000000100,1965195.370000000100,1946582.415499999700,2251244.850000000100,2030535.724999999900,10509694.142500000000
FS( 51 ),2321153.480000000000,1978157.756499999900,1955054.758749999300,2274780.242999999800,2027907.406999999900,10557053.645249998000
FS( 52 ),2294631.361999999700,1982478.551999999900,1952107.856749999800,2243399.719000000000,2006880.862999999900,10479498.352750000000
FS( 53 ),2283879.152000000200,1978157.756499999900,1969052.543249999600,2248616.532000000100,2021336.612000000000,10501042.595749998000
