代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12550620.678749999000
真實報酬,2550620.678749999000

夏普值報酬,0.246362067875
夏普值風險,0.070493257756
夏普值,3.494831643709

預期報酬,23175.786912478135
風險,145754.761345956130
起點值,0.159005350484
找到最佳解世代,4967
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,4
2330(19),2353(21),2382(24),2474(28),
Stock#,2330(19),2353(21),2382(24),2474(28),
張數,27,166,47,15,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,5971.066000000000,14763.577499999999,20982.426749999533,64584.471250000002,
FS( 1 ),2496451.066000000100,2496463.577500000100,2496472.426750000100,2496534.471249999900,9985921.541500000300
FS( 2 ),2473603.261000000400,2599515.215500000400,2481775.021499999800,2485773.092499999800,10040666.590500001000
FS( 3 ),2497258.123000000100,2546630.271500000300,2474288.297499999900,2492343.887499999700,10010520.579499999000
FS( 4 ),2473603.261000000400,2515229.836000000100,2481775.021499999800,2499064.018749999800,9969672.137250000600
FS( 5 ),2449948.399000000200,2515229.836000000100,2519676.561749999400,2653328.364999999800,10138183.161750000000
FS( 6 ),2497258.123000000100,2546630.271500000300,2560853.543749999700,2646608.233750000100,10251350.172000000000
FS( 7 ),2473603.261000000400,2546630.271500000300,2583781.635999999900,2707089.415000000000,10311104.583500002000
FS( 8 ),2497258.123000000100,2500355.945500000400,2538393.371749999900,2707089.415000000000,10243096.855250001000
FS( 9 ),2449948.399000000200,2515229.836000000100,2534650.009749999700,2639888.102500000000,10139716.347250000000
FS( 10 ),2438120.968000000300,2568114.780000000300,2564596.905749999900,2599716.651249999200,10170549.305000000000
FS( 11 ),2426024.731749999800,2530103.726499999900,2545880.095749999900,2572836.126249999700,10074844.680250000000
FS( 12 ),2461775.830000000100,2561504.162000000000,2511721.917499999500,2599716.651249999200,10134718.560750000000
FS( 13 ),2402369.869750000100,2614389.106000000600,2542136.733749999700,2680208.890000000100,10239104.599500000000
FS( 14 ),2438120.968000000300,2622652.378500000100,2568340.267749999600,2660048.496249999900,10289162.110500000000
FS( 15 ),2426024.731749999800,2622652.378500000100,2575826.991750000000,2559545.199999999700,10184049.301999999000
FS( 16 ),2473603.261000000400,2606125.833500000200,2609985.169999999500,2633317.307499999200,10323031.571999999000
FS( 17 ),2449948.399000000200,2766433.319999999400,2606241.807999999700,2633317.307499999200,10455940.834499998000
FS( 18 ),2449948.399000000200,2736685.538999999900,2617471.893999999900,2559545.199999999700,10363651.032000000000
FS( 19 ),2473603.261000000400,2850718.699500000100,2617471.893999999900,2579556.257499999800,10521350.112000000000
FS( 20 ),2485430.692000000300,2842455.426999999700,2609985.169999999500,2619877.044999999900,10557748.333999999000
FS( 21 ),2520912.985000000300,2804444.373499999800,2632445.341999999700,2686929.021249999800,10644731.721750000000
FS( 22 ),2509085.554000000500,2804444.373499999800,2639932.065999999600,2660048.496249999900,10613510.489750000000
FS( 23 ),2485430.692000000300,2766433.319999999400,2609985.169999999500,2707089.415000000000,10568938.596999999000
FS( 24 ),2438120.968000000300,2728422.266500000400,2575826.991750000000,2680208.890000000100,10422579.116250001000
FS( 25 ),2438120.968000000300,2759822.702000000000,2659116.796249999700,2619877.044999999900,10476937.511250000000
