代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11651107.200500000000
真實報酬,1651107.200500000300

夏普值報酬,0.156410720050
夏普值風險,0.048183559564
夏普值,3.246142905732

預期報酬,15124.235393372850
風險,56231.620354811086
起點值,0.268963179399
找到最佳解世代,3678
找到最佳解實驗#,5
找到最佳解次數,3

投資組合檔數,12
1102(1),1216(2),2354(20),2382(22),2474(26),2887(36),2892(39),2912(40),3008(41),3045(42),4938(46),5880(47),
FS( 7 ),860550.224999999860,816004.976000000140,848368.471249999940,825669.889999999900,897046.402000000120,846443.406000000080,835382.886500000020,818648.549000000000,833333.000000000000,847862.131999999870,858916.980499999830,833523.745999999930,10121754.664249998000
FS( 8 ),866125.444999999830,836912.051000000090,843440.375000000000,824634.492000000090,873829.592999999990,852158.006500000130,842939.300749999940,813312.266999999990,833333.000000000000,862317.880999999940,863317.421999999900,836391.001999999860,10148714.835250001000
FS( 9 ),858320.136999999990,843602.314999999940,835973.562500000000,834988.471999999830,889918.085000000080,855423.492499999930,845000.141000000060,813312.266999999990,833333.000000000000,866260.358000000010,872636.003999999960,836391.001999999860,10185162.835999999000
FS( 10 ),867519.249999999880,855519.347749999960,848368.471249999940,825669.889999999900,893502.155000000030,861138.092999999990,851869.608499999970,795591.032000000010,833333.000000000000,868171.861999999730,869529.809999999940,841408.699999999950,10211625.219500000000
FS( 11 ),869749.337999999990,855519.347749999960,854640.593750000000,832917.675999999980,888126.050000000050,863587.207500000020,851869.608499999970,797383.067000000040,833333.000000000000,883583.363000000010,868494.412000000010,841408.699999999950,10240616.363499999000
FS( 12 ),868634.293999999760,838584.617000000090,853296.567500000000,837059.268000000040,880957.910000000030,863587.207500000020,845000.141000000060,783166.256000000050,833333.000000000000,886570.087999999990,865388.217999999880,836391.001999999860,10191972.569000000000
FS( 13 ),874209.513999999970,854683.064750000140,857029.973750000000,839130.064000000010,882749.945000000070,866852.693500000050,853930.448749999980,804471.560999999990,833333.000000000000,900070.084999999850,870565.207999999980,841408.699999999950,10278438.257750001000
FS( 14 ),869749.337999999990,852174.215749999970,855835.283749999940,831882.277999999820,893502.155000000030,852158.006500000130,851869.608499999970,799135.279000000100,833333.000000000000,893260.352000000070,887390.425499999900,838541.443999999780,10258835.386000000000
FS( 15 ),874209.513999999970,847783.729999999980,850907.187500000000,823599.093999999920,897046.402000000120,848892.520499999980,847060.981250000070,800927.314000000010,833333.000000000000,876893.099000000050,871600.606000000030,833523.745999999930,10205781.194250001000
FS( 16 ),880063.494999999880,855519.347749999960,849563.161250000000,836023.870000000000,911382.682000000030,846443.406000000080,842939.300749999940,800927.314000000010,833333.000000000000,877848.850999999910,875742.197999999860,830656.489999999990,10240447.115750002000
FS( 17 ),881178.538999999990,865554.743750000020,852101.877499999940,829811.481999999960,897046.402000000120,848892.520499999980,845000.141000000060,806223.773000000040,833333.000000000000,887525.839999999970,884284.231499999990,843559.141999999990,10274515.692249998000
FS( 18 ),875324.557999999960,854683.064750000140,847173.781250000000,824634.492000000090,906006.577000000050,839912.434000000010,842939.300749999940,795591.032000000010,833333.000000000000,871994.870000000000,886355.027499999850,833523.745999999930,10211475.883249998000
FS( 19 ),874209.513999999970,850292.578999999910,848368.471249999940,821528.297999999950,897046.402000000120,830932.347500000030,835382.886500000020,799135.279000000100,833333.000000000000,868171.861999999730,878848.391999999880,830656.489999999990,10167909.521249998000
FS( 20 ),874209.513999999970,855519.347749999960,852101.877499999940,874592.445500000030,889918.085000000080,837463.319500000100,838130.673500000030,806223.773000000040,833333.000000000000,871039.118000000020,896709.007499999950,830656.489999999990,10259900.651250001000
FS( 21 ),876439.601999999960,865554.743750000020,888091.913749999950,873557.047499999990,900630.472000000070,843177.920000000040,847060.981250000070,841666.243000000020,833333.000000000000,873906.373999999950,901109.448999999910,836391.001999999860,10380922.748249998000
FS( 22 ),884523.670999999970,860537.045750000050,894214.699999999950,866309.261500000020,909590.647000000000,843177.920000000040,851869.608499999970,831033.502000000090,833333.000000000000,877848.850999999910,898003.255000000000,836391.001999999860,10386836.463750001000
FS( 23 ),878948.450999999880,868899.875750000010,897948.106249999950,859061.475499999940,909590.647000000000,839912.434000000010,847060.981250000070,827489.255000000000,833333.000000000000,880716.106999999840,893602.813500000050,833523.745999999930,10370090.892250000000
FS( 24 ),883408.626999999860,865554.743750000020,878086.385000000010,876663.241499999890,904214.542000000020,834197.833499999950,842939.300749999940,838121.996000000040,833333.000000000000,886570.087999999990,890496.619499999910,828506.048000000070,10362096.425000001000
FS( 25 ),885638.715000000080,867227.309750000010,886897.223750000000,868380.057500000000,897046.402000000120,834197.833499999950,847060.981250000070,839914.031000000080,833333.000000000000,884539.114999999990,900074.051000000090,830656.489999999990,10374969.209750002000
FS( 26 ),878948.450999999880,873917.573749999980,903025.538749999950,913161.020999999950,897046.402000000120,828483.233000000010,842939.300749999940,845210.489999999990,833333.000000000000,886570.087999999990,905251.040999999850,828506.048000000070,10436396.187249999000
FS( 27 ),866125.444999999830,899215.134500000040,903025.538749999950,902807.040999999970,882749.945000000070,821952.260999999940,840191.513749999930,850546.772000000000,833333.000000000000,884539.114999999990,911463.429000000000,828506.048000000070,10424459.242999999000
FS( 28 ),868634.293999999760,899215.134500000040,899292.132499999950,897500.626249999970,884541.979999999980,825217.747000000090,838130.673500000030,852298.984000000050,833333.000000000000,891348.847999999770,924147.054499999850,830656.489999999990,10444320.964250002000
FS( 29 ),874209.513999999970,892524.870500000080,897948.106249999950,888182.044250000040,897046.402000000120,828483.233000000010,842939.300749999940,852298.984000000050,833333.000000000000,907716.100999999910,934759.883999999960,830656.489999999990,10480101.929750001000
FS( 30 ),863895.356999999960,883952.969750000160,890481.293749999950,876663.241499999890,897046.402000000120,828483.233000000010,838130.673500000030,868268.006999999980,833333.000000000000,915481.586000000130,943043.067999999850,825638.791999999900,10464421.623500001000
FS( 31 ),867519.249999999880,862209.611750000040,876891.694999999950,876663.241499999890,880957.910000000030,816237.660500000000,833322.046250000010,875356.501000000050,833333.000000000000,907716.100999999910,922076.258500000000,820621.093999999810,10372908.369500002000
FS( 32 ),858320.136999999990,858864.479750000060,884358.507499999950,867344.659499999830,873829.592999999990,813788.545999999970,833322.046250000010,866475.972000000070,833333.000000000000,893260.352000000070,922076.258500000000,828506.048000000070,10333483.599500000000
FS( 33 ),866125.444999999830,860537.045750000050,886897.223750000000,891288.238249999940,893502.155000000030,813788.545999999970,838130.673500000030,882444.995000000000,833333.000000000000,903893.092999999990,932689.087999999870,825638.791999999900,10428272.295249999000
FS( 34 ),880063.494999999880,863882.177750000150,888091.913749999950,905913.234999999870,900630.472000000070,810523.060000000060,838130.673500000030,916135.253000000030,833333.000000000000,904848.844999999970,943043.067999999850,828506.048000000070,10513105.241000000000
FS( 35 ),881178.538999999990,878935.271749999960,883163.817500000000,932963.007749999990,907798.612000000080,813788.545999999970,840191.513749999930,905502.512000000100,833333.000000000000,902937.340999999900,953655.897499999960,830656.489999999990,10564108.548249999000
FS( 36 ),881178.538999999990,883952.969750000160,881819.791250000010,965319.195249999990,904214.542000000020,816237.660500000000,833322.046250000010,901958.265000000010,833333.000000000000,921335.566999999920,938901.476000000020,825638.791999999900,10587215.843999999000
FS( 37 ),867519.249999999880,889179.738500000090,886897.223750000000,948623.402500000080,898838.437000000030,821952.260999999940,842939.300749999940,887781.277000000120,833333.000000000000,925158.574999999840,947184.660000000030,830656.489999999990,10580067.615499999000
FS( 38 ),874209.513999999970,905905.398500000130,897948.106249999950,907984.031000000080,898838.437000000030,821952.260999999940,847060.981250000070,901958.265000000010,833333.000000000000,928981.582999999980,981870.492999999900,838541.443999999780,10638587.514000000000
FS( 39 ),880063.494999999880,885625.535750000040,896753.416250000010,897500.626249999970,907798.612000000080,821952.260999999940,847060.981250000070,898414.018000000040,833333.000000000000,928981.582999999980,988341.730499999830,841408.699999999950,10627237.958999999000
FS( 40 ),880063.494999999880,877262.705750000200,900486.822500000010,926750.619749999840,920303.033999999990,819503.146500000030,849808.768250000080,891325.523999999980,833333.000000000000,918348.841999999950,999731.108499999970,838541.443999999780,10655462.510250000000
FS( 41 ),880063.494999999880,877262.705750000200,899292.132499999950,909019.429000000000,929263.209000000030,821952.260999999940,851869.608499999970,898414.018000000040,833333.000000000000,918348.841999999950,1004131.549999999900,841408.699999999950,10664362.950750001000
FS( 42 ),880063.494999999880,873917.573749999980,906609.608749999900,898665.448999999910,918510.999000000070,819503.146500000030,851869.608499999970,900166.229999999980,833333.000000000000,918348.841999999950,985235.536499999930,841408.699999999950,10627636.188999999000
FS( 43 ),881178.538999999990,872245.007749999990,925276.639999999900,886111.248249999950,916718.964000000040,834197.833499999950,849808.768250000080,905502.512000000100,833333.000000000000,924202.822999999860,975658.105000000100,843559.141999999990,10647796.582750000000
FS( 44 ),881178.538999999990,873917.573749999980,932743.452499999900,904877.837000000060,927471.174000000000,834197.833499999950,849808.768250000080,919679.500000000120,833333.000000000000,928981.582999999980,980835.094999999970,843559.141999999990,10710587.498000000000
FS( 45 ),898182.959999999850,882280.403749999940,929010.046249999900,918467.435749999950,918510.999000000070,843177.920000000040,849808.768250000080,926767.993999999950,833333.000000000000,934835.563999999900,989377.128499999880,846426.398000000040,10770182.617499998000
FS( 46 ),913236.054000000000,872245.007749999990,925276.639999999900,916267.215000000080,911382.682000000030,839912.434000000010,849808.768250000080,909046.758999999960,833333.000000000000,944512.552999999960,985235.536499999930,843559.141999999990,10743819.791499998000
FS( 47 ),889262.608000000010,877262.705750000200,939015.574999999950,901771.643000000040,907798.612000000080,837463.319500000100,851869.608499999970,912591.006000000050,833333.000000000000,938658.572000000160,967374.920999999970,841408.699999999950,10697814.270749999000
FS( 48 ),906267.028999999980,873917.573749999980,946333.051249999900,913161.020999999950,898838.437000000030,830932.347500000030,845000.141000000060,930312.241000000040,833333.000000000000,949291.312999999970,989377.128499999880,841408.699999999950,10758175.982999999000
FS( 49 ),905151.984999999870,875590.139750000090,946333.051249999900,907984.031000000080,941767.631000000050,828483.233000000010,840191.513749999930,926767.993999999950,833333.000000000000,948335.561000000100,995589.516500000030,838541.443999999780,10788073.100250000000
FS( 50 ),908497.116999999970,872245.007749999990,951410.483749999900,905913.234999999870,965024.263000000040,825217.747000000090,845000.141000000060,937400.735000000100,833333.000000000000,946424.056999999800,996624.914499999960,843559.141999999990,10830653.842999998000
FS( 51 ),909612.160999999960,872245.007749999990,948871.767500000190,909019.429000000000,957856.123000000020,828483.233000000010,845000.141000000060,928520.206000000120,833333.000000000000,948335.561000000100,987306.332499999900,846426.398000000040,10815013.359750001000
FS( 52 ),912121.009999999890,875590.139750000090,943943.671249999900,909019.429000000000,965024.263000000040,821952.260999999940,840191.513749999930,933856.488000000010,833333.000000000000,940570.075999999880,990412.526499999800,843559.141999999990,10809577.520250000000
FS( 53 ),912121.009999999890,878935.271749999960,952605.173750000190,914196.418999999880,986488.860000000100,821952.260999999940,838130.673500000030,926767.993999999950,833333.000000000000,934835.563999999900,994554.118499999980,843559.141999999990,10837483.487500001000
FS( 54 ),924665.255000000000,897542.568500000170,955143.889999999900,902807.040999999970,993657.000000000120,819503.146500000030,835382.886500000020,921431.712000000060,833333.000000000000,934835.563999999900,997660.312499999880,838541.443999999780,10854507.820000000000
FS( 55 ),924665.255000000000,889179.738500000090,956338.580000000190,896465.228249999930,1050882.650999999800,813788.545999999970,838130.673500000030,926767.993999999950,833333.000000000000,934835.563999999900,1016556.326000000000,838541.443999999780,10919489.000250001000
FS( 56 ),908497.116999999970,880607.837750000060,931548.762499999950,866309.261500000020,1027626.019000000000,819503.146500000030,831261.206000000010,923223.747000000090,833333.000000000000,927070.078999999910,991447.924499999960,833523.745999999930,10773955.846749999000
FS( 57 ),901806.853000000000,878935.271749999960,926471.330000000190,891288.238249999940,1090227.774999999900,825217.747000000090,835382.886500000020,919679.500000000120,833333.000000000000,941525.827999999980,990412.526499999800,830656.489999999990,10864941.446000000000
FS( 58 ),913236.054000000000,880607.837750000060,948871.767500000190,897500.626249999970,1088435.740000000000,828483.233000000010,840191.513749999930,930312.241000000040,833333.000000000000,946424.056999999800,997660.312499999880,836391.001999999860,10941451.384750001000
FS( 59 ),913236.054000000000,873917.573749999980,937671.548750000190,916267.215000000080,1020457.879000000100,816237.660500000000,828513.419000000110,935608.700000000070,833333.000000000000,948335.561000000100,990412.526499999800,825638.791999999900,10839633.929499999000
FS( 60 ),919926.317999999970,880607.837750000060,943943.671249999900,892323.636249999980,1029418.054000000100,825217.747000000090,838130.673500000030,942697.194000000020,833333.000000000000,945468.304999999930,997660.312499999880,833523.745999999930,10882254.495250000000
FS( 61 ),906267.028999999980,880607.837750000060,942599.644999999900,889217.442250000080,1075891.494999999900,828483.233000000010,838130.673500000030,933856.488000000010,833333.000000000000,939614.324000000020,996624.914499999960,830656.489999999990,10895286.572000001000
FS( 62 ),908497.116999999970,873917.573749999980,933938.142500000190,902807.040999999970,1065179.108000000000,839912.434000000010,840191.513749999930,926767.993999999950,833333.000000000000,934835.563999999900,1039852.781000000000,836391.001999999860,10935627.271000000000
FS( 63 ),899298.004000000070,872245.007749999990,931548.762499999950,895429.830249999880,1045506.546000000000,839912.434000000010,842939.300749999940,926767.993999999950,833333.000000000000,927070.078999999910,1058748.794500000100,836391.001999999860,10909194.754750002000
FS( 64 ),901806.853000000000,880607.837750000060,933938.142500000190,921573.629750000080,1036546.370999999900,843177.920000000040,847060.981250000070,935608.700000000070,833333.000000000000,947379.809000000120,1019921.369499999900,838541.443999999780,10939500.057750002000
FS( 65 ),905151.984999999870,878935.271749999960,931548.762499999950,917432.037749999900,1038338.406000000100,837463.319500000100,845000.141000000060,935608.700000000070,833333.000000000000,939614.324000000020,1069102.774500000100,838541.443999999780,10970074.166000001000
FS( 66 ),901806.853000000000,865554.743750000020,916615.137499999950,889217.442250000080,1027626.019000000000,839912.434000000010,840191.513749999930,939152.947000000040,833333.000000000000,928025.830999999890,1079715.604000000100,833523.745999999930,10894679.271250000000
FS( 67 ),915466.141999999880,868899.875750000010,915420.447500000010,885075.850249999900,1043714.510999999900,846443.406000000080,842939.300749999940,932064.452999999980,833333.000000000000,930893.086999999820,1098611.617500000200,830656.489999999990,10943522.180749999000
FS( 68 ),923550.210999999890,882280.403749999940,926471.330000000190,892323.636249999980,1047298.581000000000,843177.920000000040,842939.300749999940,939152.947000000040,833333.000000000000,931968.308000000080,1109224.447000000200,838541.443999999780,11010265.528749999000
FS( 69 ),913236.054000000000,883952.969750000160,885553.197500000010,884040.452249999970,1043714.510999999900,857872.607000000190,838130.673500000030,939152.947000000040,833333.000000000000,944512.552999999960,1123978.868500000100,838541.443999999780,10986023.277500000000
FS( 70 ),926895.342999999990,883952.969750000160,874352.978750000010,879898.860249999910,1050882.650999999800,861138.092999999990,845000.141000000060,939152.947000000040,833333.000000000000,944512.552999999960,1121908.072500000000,838541.443999999780,10999573.053250000000
FS( 71 ),919926.317999999970,882280.403749999940,861958.069999999950,892323.636249999980,1068763.177999999800,861138.092999999990,847060.981250000070,940944.981999999960,833333.000000000000,945468.304999999930,1165912.487500000000,841408.699999999950,11060522.154750001000
FS( 72 ),906267.028999999980,877262.705750000200,873158.288749999950,890252.840250000010,1063387.073000000100,854607.121000000040,845000.141000000060,940944.981999999960,833333.000000000000,953114.320999999880,1149087.270000000000,833523.745999999930,11019942.517749999000
FS( 73 ),897067.915999999970,880607.837750000060,863302.096249999940,892323.636249999980,1054466.720999999900,852158.006500000130,842939.300749999940,955121.970000000090,833333.000000000000,962791.309999999940,1121908.072500000000,836391.001999999860,10992414.868999999000
FS( 74 ),892607.740000000110,889179.738500000090,869424.882499999950,875627.843499999960,1075891.494999999900,854607.121000000040,847060.981250000070,960458.252000000090,833333.000000000000,973424.050999999860,1161770.895499999900,841408.699999999950,11074798.700250000000
FS( 75 ),891492.695999999880,890852.304500000090,873158.288749999950,885075.850249999900,1111692.372000000000,861138.092999999990,851869.608499999970,981723.734000000050,833333.000000000000,972468.299000000000,1163841.691500000000,841408.699999999950,11158058.637499999000
FS( 76 ),894837.827999999980,904232.832500000020,875697.005000000000,881969.656249999880,1115276.441999999800,861138.092999999990,851869.608499999970,990564.439999999940,833333.000000000000,961835.558000000080,1157629.303499999900,841408.699999999950,11169796.466750000000
FS( 77 ),898182.959999999850,902560.266499999910,878086.385000000010,872521.649500000060,1102732.196999999900,863587.207500000020,856678.235750000110,990564.439999999940,833333.000000000000,965778.034999999920,1163841.691500000000,843559.141999999990,11171429.209750000000
FS( 78 ),897067.915999999970,905905.398500000130,880625.101249999950,888182.044250000040,1102732.196999999900,872567.294000000110,863547.703250000020,995900.722000000070,833333.000000000000,964822.283000000050,1199562.922500000100,851444.095999999900,11255694.677749999000
FS( 79 ),895952.871999999970,910923.096500000100,878086.385000000010,876663.241499999890,1100940.162000000000,875832.779999999910,865608.543500000030,995900.722000000070,833333.000000000000,961835.558000000080,1250038.575000000000,848576.839999999970,11293695.775500000000
FS( 80 ),898182.959999999850,897542.568500000170,865691.476249999950,894394.432249999840,1068763.177999999800,887261.981000000150,870417.170750000050,1018918.416000000100,833333.000000000000,962791.309999999940,1247967.779000000100,846426.398000000040,11291694.669749999000
FS( 81 ),902921.897000000000,905905.398500000130,867035.502499999940,878863.462249999870,1097356.091999999900,884812.866500000000,872478.010999999940,979931.699000000020,833333.000000000000,966733.786999999780,1239425.745500000000,851444.095999999900,11280245.557250001000
FS( 82 ),893722.784000000100,890852.304500000090,865691.476249999950,879898.860249999910,1111692.372000000000,875832.779999999910,870417.170750000050,979931.699000000020,833333.000000000000,963747.061999999800,1218458.936000000200,848576.839999999970,11232159.284750002000
FS( 83 ),894837.827999999980,892524.870500000080,878086.385000000010,887146.646250000110,1118820.689000000000,881547.380499999970,868356.330500000040,969298.958000000100,833333.000000000000,954189.541999999900,1212246.548000000200,846426.398000000040,11236818.575750001000
FS( 84 ),906267.028999999980,894197.436500000070,874352.978750000010,888182.044250000040,1125988.828999999900,879098.266000000060,868356.330500000040,974635.239999999990,833333.000000000000,953114.320999999880,1227000.969500000100,848576.839999999970,11273107.284499999000
FS( 85 ),905151.984999999870,902560.266499999910,871963.598750000000,884040.452249999970,1129572.899000000000,884812.866500000000,868356.330500000040,983475.946000000110,833333.000000000000,957056.797999999840,1201633.718500000200,851444.095999999900,11273405.956999999000
FS( 86 ),917696.229999999980,904232.832500000020,878086.385000000010,910054.826999999930,1161749.882999999900,890527.466999999950,877286.638249999960,985267.981000000030,833333.000000000000,963747.061999999800,1224930.173500000300,854311.351999999960,11401227.831249999000
FS( 87 ),902921.897000000000,905905.398500000130,871963.598750000000,919502.833750000110,1161749.882999999900,899507.553500000040,875225.798000000070,972843.205000000070,833333.000000000000,962791.309999999940,1237354.949499999900,854311.351999999960,11397414.779000001000
FS( 88 ),914351.098000000000,910923.096500000100,876891.694999999950,922609.027750000010,1143869.355999999900,899507.553500000040,872478.010999999940,955121.970000000090,833333.000000000000,961835.558000000080,1210175.751999999900,854311.351999999960,11355411.469750000000
FS( 89 ),912121.009999999890,909250.530499999990,875697.005000000000,933998.405750000030,1142077.321000000000,908487.640000000010,875225.798000000070,958666.216999999950,833333.000000000000,960879.805999999870,1184808.501000000200,856461.793999999760,11351011.028250000000
FS( 90 ),908497.116999999970,904232.832500000020,873158.288749999950,921573.629750000080,1125988.828999999900,911753.126000000160,875225.798000000070,964002.499000000070,833333.000000000000,962791.309999999940,1184808.501000000200,859329.049999999930,11324697.981000001000
FS( 91 ),913236.054000000000,902560.266499999910,873158.288749999950,928821.415749999930,1122404.758999999800,923182.326999999930,875225.798000000070,958666.216999999950,833333.000000000000,962791.309999999940,1224930.173500000300,866497.189999999940,11384810.799499998000
FS( 92 ),918811.273999999980,905905.398500000130,879430.411250000000,944481.810499999910,1122404.758999999800,919916.841000000130,875225.798000000070,976387.452000000050,833333.000000000000,969601.042999999950,1216388.140000000100,866497.189999999940,11428387.117249999000
FS( 93 ),922435.166999999900,909250.530499999990,875697.005000000000,928821.415749999930,1134949.004000000000,917467.726500000110,877286.638249999960,969298.958000000100,833333.000000000000,978322.280000000030,1218458.936000000200,861479.491999999970,11426804.152999999000
FS( 94 ),919926.317999999970,905905.398500000130,879430.411250000000,923644.425749999940,1129572.899000000000,917467.726500000110,877286.638249999960,979931.699000000020,833333.000000000000,972468.299000000000,1220529.732000000100,861479.491999999970,11420980.039250001000
FS( 95 ),922435.166999999900,902560.266499999910,881819.791250000010,923644.425749999940,1104524.231999999800,911753.126000000160,882095.265500000100,974635.239999999990,833333.000000000000,971512.547000000140,1222600.528000000200,861479.491999999970,11392397.081000002000
FS( 96 ),929125.430999999870,904232.832500000020,884358.507499999950,942411.014499999930,1047298.581000000000,908487.640000000010,886903.892750000000,985267.981000000030,833333.000000000000,973424.050999999860,1205775.310500000100,864346.748000000020,11364968.989749998000
FS( 97 ),932470.562999999970,910923.096500000100,878086.385000000010,931927.609749999950,1086643.704999999800,914202.240500000070,888964.733000000010,981723.734000000050,833333.000000000000,967689.538999999870,1195421.330500000200,869364.445999999880,11390754.382250002000
FS( 98 ),936094.455999999890,915940.794499999960,910343.014999999900,946552.606499999880,1100940.162000000000,917467.726500000110,891025.573250000130,976387.452000000050,833333.000000000000,964822.283000000050,1180666.909000000000,874382.143999999850,11447960.121749999000
FS( 99 ),937209.500000000000,914268.228500000080,901681.512499999950,944481.810499999910,1093811.845000000000,911753.126000000160,898581.987500000050,981723.734000000050,833333.000000000000,961716.088999999920,1155558.507500000100,877249.399999999910,11411372.740499999000
FS( 100 ),940554.631999999980,915940.794499999960,905414.918749999950,960142.205249999880,1106316.267000000000,911753.126000000160,898581.987500000050,987020.193000000090,833333.000000000000,953472.728000000000,1227000.969500000100,879399.841999999950,11518934.663500000000
FS( 101 ),942784.719999999860,912595.662500000090,924081.949999999950,983050.386000000060,1093811.845000000000,917467.726500000110,898581.987500000050,987020.193000000090,833333.000000000000,947379.809000000120,1201633.718500000200,877249.399999999910,11518994.398000000000
FS( 102 ),940554.631999999980,927857.827250000090,940210.264999999900,969460.787250000050,1104524.231999999800,917467.726500000110,902703.668000000060,987020.193000000090,833333.000000000000,953472.728000000000,1205775.310500000100,879399.841999999950,11561784.211500000000
FS( 103 ),937209.500000000000,939565.789250000030,942599.644999999900,960142.205249999880,1115276.441999999800,911753.126000000160,895834.200500000040,987020.193000000090,833333.000000000000,942242.641999999990,1222600.528000000200,874382.143999999850,11561963.415000001000
FS( 104 ),946408.612999999900,952946.317250000080,931548.762499999950,961177.603249999930,1090227.774999999900,911753.126000000160,895834.200500000040,983475.946000000110,833333.000000000000,928981.582999999980,1227000.969500000100,877249.399999999910,11539941.296000002000
FS( 105 ),949753.744999999880,956291.449250000060,920348.543749999950,950694.198500000060,1124196.794000000000,914202.240500000070,888964.733000000010,985267.981000000030,833333.000000000000,939136.447999999860,1252109.371000000000,874382.143999999850,11588684.647999996000
FS( 106 ),950868.788999999870,963190.784000000100,922887.260000000010,974637.777249999930,1125988.828999999900,917467.726500000110,898581.987500000050,987020.193000000090,833333.000000000000,938180.695999999880,1281618.213999999900,877249.399999999910,11671028.656250000000
FS( 107 ),951983.832999999870,959636.581250000050,935282.168749999950,965319.195249999990,1115276.441999999800,935427.899499999940,900642.827750000050,985267.981000000030,833333.000000000000,941167.420999999970,1252109.371000000000,882267.098000000000,11657717.818499999000
FS( 108 ),955607.725999999910,973226.180000000050,937671.548750000190,964283.797249999950,1120612.723999999900,950122.586499999980,909573.135500000090,990564.439999999940,833333.000000000000,937105.474999999860,1281618.213999999900,892302.493999999830,11746025.320999999000
FS( 109 ),939439.587999999990,961309.147250000040,925276.639999999900,939304.820499999910,1109900.337000000100,928896.927499999990,905451.454999999960,983475.946000000110,833333.000000000000,938180.695999999880,1289901.398000000000,884417.539999999920,11638891.495250000000
FS( 110 ),939439.587999999990,954618.883250000070,931548.762499999950,946552.606499999880,1093811.845000000000,935427.899499999940,912320.922499999990,990564.439999999940,833333.000000000000,931968.308000000080,1277476.622000000000,889435.237999999900,11636502.115249999000
FS( 111 ),939439.587999999990,971553.614000000060,961266.676249999900,967389.991249999850,1115276.441999999800,950122.586499999980,919190.390000000010,981723.734000000050,833333.000000000000,928981.582999999980,1317339.445000000100,894452.935999999990,11780073.986000001000
FS( 112 ),942784.719999999860,951273.751249999970,943943.671249999900,954835.790499999890,1099148.127000000100,946857.100500000180,919190.390000000010,976387.452000000050,833333.000000000000,931968.308000000080,1289901.398000000000,892302.493999999830,11681930.202500001000
FS( 113 ),941669.675999999860,956291.449250000060,943943.671249999900,953800.392499999960,1090227.774999999900,946857.100500000180,928120.697750000170,987020.193000000090,833333.000000000000,935074.502000000090,1266863.792500000200,900187.448000000090,11683393.697750002000
FS( 114 ),934979.411999999890,959636.581250000050,943943.671249999900,946552.606499999880,1111692.372000000000,944407.985999999920,923999.017250000030,983475.946000000110,833333.000000000000,947379.809000000120,1283689.010000000000,900187.448000000090,11713280.859250000000
FS( 115 ),937209.500000000000,963190.784000000100,951410.483749999900,955871.188499999810,1104524.231999999800,952571.701000000120,928120.697750000170,987020.193000000090,833333.000000000000,949410.781999999890,1291972.194000000100,900187.448000000090,11754826.204000002000
