代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11635084.679250002000
真實報酬,1635084.679250001900

夏普值報酬,0.154808467925
夏普值風險,0.047458345838
夏普值,3.261986173183

預期報酬,13867.162606916178
風險,138506.410252321540
起點值,0.100119283878
找到最佳解世代,3731
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,5
2311(15),2325(18),2891(38),2912(40),3008(41),
Stock#,2311(15),2325(18),2891(38),2912(40),3008(41),
張數,96,75,172,12,2,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,15736.448000000000,19431.706249999999,3679.291000000000,82191.010999999999,488829.646499999970,
FS( 1 ),1997176.448000000100,1997181.706250000000,1997159.291000000000,1997271.010999999900,1997849.646500000000,9986638.102749999600
FS( 2 ),2008479.368000000200,2014564.006250000100,1995187.698000000100,2061553.402999999900,1987468.694000000100,10067253.169250000000
FS( 3 ),2016125.384000000100,2031737.675000000000,2000324.865000000000,2040765.796999999800,2046665.583499999900,10135619.304500001000
FS( 4 ),2000833.352000000200,2003363.787500000100,1995187.698000000100,2056296.767000000000,2042962.044499999800,10098643.649000000000
FS( 5 ),2000833.352000000200,2005603.831250000000,2005462.031999999700,2066690.570000000300,2046665.583499999900,10125255.368750000000
FS( 6 ),2004656.359999999900,2045924.618750000100,1995187.698000000100,2045902.963999999900,2061479.739500000100,10153151.380249999000
FS( 7 ),2004656.359999999900,2017550.731250000200,2000324.865000000000,2097871.978999999800,2052220.892000000000,10172624.827250000000
FS( 8 ),1973116.544000000000,2034724.399999999900,2005462.031999999700,2051159.600000000100,2018928.864000000100,10083391.439999999000
FS( 9 ),1954001.504000000200,2048911.343750000000,1988338.142000000000,2040765.796999999800,2061479.739500000100,10093496.526250001000
FS( 10 ),1997010.344000000000,2045924.618750000100,2000324.865000000000,2061553.402999999900,2155840.338000000000,10260653.568750000000
FS( 11 ),1988408.576000000100,2063098.287500000100,2032860.255999999800,2118659.585000000000,2259439.872500000100,10462466.577000000000
FS( 12 ),2012302.375999999900,2045924.618750000100,2037997.423000000200,2087478.175999999500,2244645.628000000000,10428348.221750000000
FS( 13 ),2004656.359999999900,2048911.343750000000,2055121.313000000100,2066690.570000000300,2237238.549999999800,10412618.136750001000
FS( 14 ),2016125.384000000100,2077285.231250000000,2060258.479999999700,2087478.175999999500,2303842.517500000100,10544989.788749998000
FS( 15 ),2019948.392000000000,2119846.062500000000,2065395.646999999900,2087478.175999999500,2270550.489500000100,10563218.767000001000
FS( 16 ),2000833.352000000200,2074298.506250000100,2032860.255999999800,2009584.388000000000,2209481.919000000200,10327058.421250001000
FS( 17 ),2004656.359999999900,2028750.950000000000,2027723.088999999900,1968009.175999999500,2255736.333499999700,10284875.908499999000
FS( 18 ),1984585.568000000200,2039951.168750000000,2049984.145999999900,2019978.190999999600,2276085.886500000000,10370584.960250000000
FS( 19 ),1988408.576000000100,2036964.443750000100,2032860.255999999800,1999190.585000000000,2339006.226499999900,10396430.087250000000
FS( 20 ),2000833.352000000200,2034724.399999999900,2082519.537000000000,2004447.221000000400,2320488.531500000000,10443013.041500002000
FS( 21 ),1976939.552000000100,2039951.168750000000,2072245.203000000200,1994053.418000000100,2305694.287000000000,10388883.628750000000
FS( 22 ),1997010.344000000000,2020537.456250000000,2104780.594000000500,2004447.221000000400,2289048.273000000000,10415823.888250001000
FS( 23 ),1980762.559999999800,2017550.731250000200,2072245.203000000200,1973265.811999999900,2263143.411499999900,10306967.717750000000
FS( 24 ),1961647.520000000300,2005603.831250000000,2060258.479999999700,1983659.615000000000,2320488.531500000000,10331657.977750000000
FS( 25 ),1946355.487999999700,2011577.281250000000,2044846.978999999800,2004447.221000000400,2322340.301000000000,10329567.270250000000
FS( 26 ),1881364.352000000200,1974243.218750000000,2005462.031999999700,1968009.175999999500,2305694.287000000000,10134773.065749999000
FS( 27 ),1896656.384000000100,2022777.499999999800,2005462.031999999700,1988796.781999999900,2281641.194999999800,10195333.892999999000
FS( 28 ),1931063.456000000000,2042937.893750000000,2055121.313000000100,1962872.008999999800,2403758.424499999700,10395753.096249999000
FS( 29 ),1954001.504000000200,2045924.618750000100,2072245.203000000200,1994053.418000000100,2339006.226499999900,10405230.970249999000
FS( 30 ),1892833.375999999900,2022777.499999999800,2032860.255999999800,1973265.811999999900,2248349.166999999900,10170086.111000000000
FS( 31 ),1885187.359999999900,2014564.006250000100,2065395.646999999900,2004447.221000000400,2300138.978499999700,10269733.212749999000
FS( 32 ),1927240.448000000100,2060111.562500000000,2065395.646999999900,2014841.024000000200,2339006.226499999900,10406594.908000000000
