代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12098881.006250000000
真實報酬,2098881.006249999600

夏普值報酬,0.201188100625
夏普值風險,0.059866539039
夏普值,3.360610181514

預期報酬,17460.271529374539
風險,205036.998424670140
起點值,0.085156687152
找到最佳解世代,4616
找到最佳解實驗#,2
找到最佳解次數,39

投資組合檔數,6
2301(12),2308(14),2882(33),2891(38),2912(40),3008(41),
Stock#,2301(12),2308(14),2882(33),2891(38),2912(40),3008(41),
張數,48,17,59,147,11,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,27052.876000000000,70985.390750000006,6994.333250000000,1726.837749999767,90653.377750000000,146202.422499999990,
FS( 1 ),1664332.875999999900,1664395.390750000000,1664304.333249999900,1664296.837749999900,1664423.377750000000,1664502.422500000100,9986259.237999999900
FS( 2 ),1664256.051999999900,1664452.957000000400,1645810.340750000000,1633524.041499999800,1662168.515249999900,1641137.930999999900,9911353.837500002200
FS( 3 ),1681937.464000000200,1664452.957000000400,1706311.433499999800,1642305.012999999800,1652640.862499999800,1654080.406000000000,10001732.136000000000
FS( 4 ),1726857.808000000200,1693055.826750000000,1698087.983999999900,1646695.498749999600,1647931.792749999600,1574533.963500000100,9987166.873749999300
FS( 5 ),1701530.379999999900,1664452.957000000400,1782672.035999999800,1697917.832499999800,1643113.209749999900,1559739.719000000000,10049430.134250000000
FS( 6 ),1708698.519999999800,1664452.957000000400,1821439.726499999900,1708162.299249999700,1671696.168000000300,1559739.719000000000,10134193.389750000000
FS( 7 ),1683848.967999999900,1664452.957000000400,1825551.451249999900,1708162.299249999700,1671696.168000000300,1556036.180000000200,10109752.023499999000
FS( 8 ),1672857.819999999800,1657344.551500000100,1765050.358499999900,1697917.832499999800,1686042.403750000100,1519020.701500000000,9998237.667749999100
FS( 9 ),1665689.679999999900,1764139.881749999900,1782672.035999999800,1703771.813499999900,1671696.168000000300,1515337.074000000000,10103310.653250001000
FS( 10 ),1687194.099999999900,1835223.936750000100,1769162.083249999900,1689136.860999999600,1647931.792749999600,1524576.009999999800,10153228.783749999000
FS( 11 ),1692928.611999999700,1785465.098250000000,1736855.674500000000,1665720.936999999500,1609821.181750000000,1587476.438500000200,10078271.941999998000
FS( 12 ),1698185.247999999900,1764139.881749999900,1691626.702249999900,1661330.451249999700,1585947.293249999600,1550480.871499999900,9951714.447999998900
FS( 13 ),1700096.752000000100,1792573.503750000100,1740967.399249999800,1651085.984499999300,1609821.181750000000,1535686.626999999900,10030235.448249999000
FS( 14 ),1737371.079999999800,1757031.476249999800,1786783.760749999900,1661330.451249999700,1595474.946000000000,1535686.626999999900,10073682.341250001000
FS( 15 ),1758875.499999999800,1764139.881749999900,1762700.801499999800,1661330.451249999700,1605002.598749999900,1535686.626999999900,10087739.860250000000
FS( 16 ),1741194.087999999800,1792573.503750000100,1756239.519749999700,1651085.984499999300,1609821.181750000000,1533834.857499999900,10084753.135249998000
FS( 17 ),1751707.360000000100,1799681.909250000000,1789133.317749999900,1670111.422749999900,1647931.792749999600,1524576.009999999800,10183145.812499998000
FS( 18 ),1742627.715999999500,1799681.909250000000,1789133.317749999900,1661330.451249999700,1671696.168000000300,1568978.654999999800,10233452.217249999000
FS( 19 ),1766043.640000000100,1813898.720250000000,1810866.720000000000,1680355.889499999800,1662168.515249999900,1593031.747000000000,10326369.231999999000
FS( 20 ),1762698.508000000100,1849440.747749999900,1786783.760749999900,1670111.422749999900,1652640.862499999800,1589328.208000000100,10311007.509750001000
FS( 21 ),1751707.360000000100,1884982.775250000400,1782672.035999999800,1665720.936999999500,1671696.168000000300,1594883.516499999900,10351666.792749999000
FS( 22 ),1737371.079999999800,1920694.050499999900,1748016.070249999900,1665720.936999999500,1681223.820750000000,1574533.963500000100,10327563.922000000000
FS( 23 ),1792804.696000000200,1927802.456000000000,1732743.949749999700,1670111.422749999900,1690751.473500000100,1557887.949500000100,10372105.947500000000
FS( 24 ),1852061.319999999800,1927802.456000000000,1748016.070249999900,1722797.251749999800,1704988.196000000000,1585624.669000000200,10541293.963000000000
FS( 25 ),1819565.752000000100,1892091.180749999600,1695738.426999999900,1708162.299249999700,1681223.820750000000,1563423.346500000000,10360208.826250000000
FS( 26 ),1816220.619999999900,1899368.834000000000,1689277.145249999800,1693527.346750000000,1681223.820750000000,1572682.194000000100,10352303.960750001000
FS( 27 ),1826733.891999999800,1906477.239500000100,1702199.708750000000,1697917.832499999800,1704988.196000000000,1585624.669000000200,10423945.537750000000
FS( 28 ),1866397.599999999900,1927802.456000000000,1693388.869999999900,1712552.784999999500,1747917.390000000100,1609677.760999999900,10557740.862000000000
FS( 29 ),1862574.591999999700,1942019.267000000000,1680466.306499999700,1703771.813499999900,1828847.681750000000,1574533.963500000100,10592217.624250000000
FS( 30 ),1855406.452000000000,1991778.105500000100,1656970.736499999900,1674501.908499999900,1843193.917500000000,1561571.577000000000,10583426.696999999000
FS( 31 ),1812397.611999999700,1991778.105500000100,1661082.461249999900,1684746.375249999800,1852721.570250000100,1543073.793500000100,10545803.917750001000
FS( 32 ),1841070.172000000000,1991778.105500000100,1632887.777249999800,1642305.012999999800,1852721.570250000100,1526427.779499999700,10487194.417500000000
FS( 33 ),1819565.752000000100,1991778.105500000100,1622314.770749999900,1637914.527249999800,1814610.959249999800,1482025.134500000200,10368213.249250000000
