代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11522673.049750002000
真實報酬,1522673.049750002100

夏普值報酬,0.143567304975
夏普值風險,0.052514070044
夏普值,2.733882650019

預期報酬,13610.059204841464
風險,169894.099690354310
起點值,0.080109075181
找到最佳解世代,3174
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2),2301(13),2412(27),3008(42),
Stock#,1216(2),2301(13),2412(27),3008(42),
張數,79,97,37,5,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,19029.648000000001,8404.528750000467,22654.806499999999,257909.567500000470,
FS( 1 ),2496469.648000000000,2496454.528750000100,2496474.806499999900,2496809.567499999900,9986208.550750000400
FS( 2 ),2448541.276249999600,2485444.907500000200,2493632.133500000000,2379031.883750000500,9806650.201000001300
FS( 3 ),2496518.035500000200,2516347.555500000200,2504314.653250000000,2414972.141250000300,9932152.385499998900
FS( 4 ),2432024.686999999900,2458405.090500000400,2477424.172499999900,2401531.878750000100,9769385.828749999400
FS( 5 ),2557865.367000000100,2489307.738500000900,2493632.133500000000,2385801.793750001100,9926607.032750003000
FS( 6 ),2517753.650249999900,2414948.241750001000,2469320.191999999800,2419502.007500000300,9821524.091500001000
FS( 7 ),2568876.426500000500,2462267.921500000600,2447586.789750000000,2459922.352500000500,9938653.490250002600
FS( 8 ),2512248.120499999700,2444885.182000000500,2463794.750749999700,2379031.883750000500,9799959.937000000800
FS( 9 ),2531124.222500000100,2458405.090500000400,2463794.750749999700,2347571.713750001000,9800895.777500001700
FS( 10 ),2477641.933499999800,2441988.058750000300,2501736.114000000100,2493622.566250000100,9914988.672499999400
FS( 11 ),2443035.746500000400,2384045.593750000900,2471898.731249999300,2522842.692500000400,9821822.764000000400
FS( 12 ),2443035.746500000400,2478684.953250000300,2491053.594250000500,2680143.542500000400,10092917.836500002000
FS( 13 ),2483147.463249999600,2408188.287500001000,2471898.731249999300,2707123.625000000500,10070358.107000001000
FS( 14 ),2483147.463249999600,2408188.287500001000,2485528.152999999900,2765514.098750000400,10142378.002500001000
FS( 15 ),2475282.420750000000,2397565.502250000400,2501736.114000000100,2783484.227500000500,10158068.264500001000
FS( 16 ),2472136.403750000100,2340588.745000000100,2499157.574750000100,2756553.923750000500,10068436.647250000000
FS( 17 ),2450900.789000000300,2306788.973750000800,2501736.114000000100,2792494.181250000400,10051920.058000002000
FS( 18 ),2435170.703999999900,2309686.097000000100,2496210.672749999900,2805984.222500000100,10047051.696249999000
FS( 19 ),2454046.805999999900,2347348.699250000100,2488106.692250000300,2761034.011250000400,10050536.208750000000
FS( 20 ),2552359.837249999900,2441988.058750000300,2488106.692250000300,2877864.737500001200,10360319.325750001000
FS( 21 ),2483147.463249999600,2550147.326750000500,2463794.750749999700,2796974.268750000700,10294063.809500001000
FS( 22 ),2421800.131750000600,2590707.052250000200,2469320.191999999800,2792494.181250000400,10274321.557250001000
FS( 23 ),2418654.114749999700,2485444.907500000200,2463794.750749999700,2662173.413750000300,10030067.186750000000
FS( 24 ),2410789.072250000200,2438125.227750000500,2455690.770250000100,2635193.331250000700,9939798.401500001500
FS( 25 ),2504383.077999999700,2428468.150249999900,2463794.750749999700,2734053.928750000000,10130699.907749999000
FS( 26 ),2494158.522750000000,2441988.058750000300,2482581.250999999700,2805984.222500000100,10224712.055000000000
FS( 27 ),2502023.565250000000,2485444.907500000200,2485528.152999999900,2792494.181250000400,10265490.807000000000
FS( 28 ),2502023.565250000000,2438125.227750000500,2469320.191999999800,2779004.140000000100,10188473.125000000000
FS( 29 ),2538989.265000000100,2502827.647000000300,2491053.594250000500,2832914.526250000100,10365785.032500003000
FS( 30 ),2525618.692749999900,2475787.830000000500,2477424.172499999900,2819474.263750000900,10298304.959000003000
FS( 31 ),2494158.522750000000,2482547.784250000500,2474477.270500000100,2814944.397499999500,10266127.975000000000
FS( 32 ),2528764.709749999900,2475787.830000000500,2471898.731249999300,2774524.052500000200,10250975.323500000000
FS( 33 ),2528764.709749999900,2512484.724500000500,2466373.289999999600,2846404.567500000400,10354027.291750001000
FS( 34 ),2563370.896749999800,2559804.404250000600,2482581.250999999700,3021675.546250000600,10627432.098250002000
FS( 35 ),2561011.384000000100,2559804.404250000600,2488106.692250000300,2994695.463750000100,10603617.944250003000
FS( 36 ),2550000.324500000100,2583947.098000000700,2504314.653250000000,3053135.716249999600,10691397.791999999000
FS( 37 ),2515394.137500000200,2563667.235250000800,2509840.094499999700,2976725.334999999500,10565626.802250000000
FS( 38 ),2477641.933499999800,2516347.555500000200,2499157.574750000100,3008185.505000000400,10501332.568750001000
FS( 39 ),2435170.703999999900,2482547.784250000500,2496210.672749999900,2949795.031250000500,10363724.192250000000
FS( 40 ),2458765.831499999900,2505724.770250000500,2517944.074999999300,2868904.562500000500,10351339.239250001000
FS( 41 ),2458765.831499999900,2505724.770250000500,2545202.918500000100,3008185.505000000400,10517879.025250001000
FS( 42 ),2454046.805999999900,2431365.273500000600,2539677.477250000000,2976725.334999999500,10401814.891750000000
FS( 43 ),2565730.409500000100,2529867.464000000600,2572093.399249999800,3035165.587500000400,10702856.860250000000
FS( 44 ),2544494.794750000400,2550147.326750000500,2569514.859999999900,2985735.288750000300,10649892.270250000000
FS( 45 ),2619212.698500000400,2590707.052250000200,2591248.262250000100,2972245.247499999600,10773413.260499999000
FS( 46 ),2616853.185750000200,2577187.143750000700,2599352.242749999700,2981255.201250000900,10774647.773500003000
FS( 47 ),2654605.389750000100,2600364.129750000800,2601930.781999999700,2963235.293750001100,10820135.595250001000
FS( 48 ),2686852.064000000200,2610986.915000000500,2604877.683999999900,2873384.650000000400,10776101.313000001000
FS( 49 ),2667975.961999999800,2593604.175500000800,2610403.125250000000,2841924.480000000400,10713907.742750002000
FS( 50 ),2710447.191499999700,2604226.960750000600,2615560.203749999900,2823954.351250000300,10754188.707250001000
FS( 51 ),2675841.004500000300,2610986.915000000500,2610403.125250000000,2864374.696250000500,10761605.741000002000
