代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10965705.205249999000
真實報酬,965705.205249998720

夏普值報酬,0.087870520525
夏普值風險,0.035544956772
夏普值,2.472095298626

預期報酬,7636.315921308738
風險,200147.335587809040
起點值,0.038153472785
找到最佳解世代,4367
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2),2412(24),2454(26),4904(45),
Stock#,1216(2),2412(24),2454(26),4904(45),
張數,95,35,10,74,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,13161.297500000001,24427.328750000466,172488.015000000010,18949.534000000000,
FS( 1 ),2496461.297499999900,2496477.328749999900,2496688.015000000100,2496469.534000000000,9986096.175249999400
FS( 2 ),2467502.566249999700,2485538.507499999800,2490087.057500000100,2485506.507999999900,9928634.639249999100
FS( 3 ),2520467.156250000500,2509930.094999999700,2453151.225000000100,2472245.449000000000,9955793.925250001300
FS( 4 ),2491147.472499999700,2546517.476249999800,2453151.225000000100,2472245.449000000000,9963061.622749999200
FS( 5 ),2500605.435000000100,2534321.682500000600,2419899.020000000000,2514238.802499999300,9969064.940000001300
FS( 6 ),2652878.631249999600,2546517.476249999800,2451558.305000000200,2532656.939999999500,10183611.352499999000
FS( 7 ),2629233.724999999600,2509930.094999999700,2344932.222500000100,2529710.038000000200,10013806.080499999000
FS( 8 ),2620721.558749999900,2534321.682500000600,2242188.882499999400,2498767.566999999300,9895999.690749999100
FS( 9 ),2644366.464999999900,2583104.857500000400,2123715.457500000000,2545917.998999999800,9897104.778999999200
FS( 10 ),2655716.020000000000,2570909.063749999700,2210629.154999999800,2542971.096999999600,9980225.335749998700
FS( 11 ),2714355.387499999700,2595300.651250000600,2250053.925000000300,2566546.313000000100,10126256.276750002000
FS( 12 ),2820284.567499999900,2656279.620000000600,2155275.185000000100,2563599.411000000300,10195438.783500001000
FS( 13 ),2782452.717500000300,2692867.001249999700,2222476.497500000100,2577597.195499999900,10275393.411750000000
FS( 14 ),2817447.178750000000,2705062.795000000400,2321237.537500000100,2621800.725500000200,10465548.236750001000
FS( 15 ),2828796.733749999700,2692867.001249999700,2313272.937500000000,2610749.842999999900,10445686.515500000000
FS( 16 ),2891219.286249999900,2579968.796250000100,2360662.307500000100,2602645.862499999800,10434496.252499999000
FS( 17 ),2835417.307500000100,2541290.707500000500,2309290.637500000200,2544444.548000000400,10230443.200500000000
FS( 18 ),2838254.696249999600,2584847.113750000500,2392321.592500000300,2558442.332499999600,10373865.734999999000
FS( 19 ),2843929.473749999900,2574742.027500000300,2360662.307500000100,2558442.332499999600,10337776.141249999000
FS( 20 ),2846766.862500000300,2590073.882499999800,2273748.610000000300,2666004.255500000000,10376593.610500000000
FS( 21 ),2790964.883749999600,2590073.882499999800,2214511.897500000400,2640955.588500000500,10236506.252250001000
FS( 22 ),2831634.122500000100,2590073.882499999800,2186934.470000000200,2632851.608000000000,10241494.083000001000
FS( 23 ),2793802.272500000000,2584847.113750000500,2214511.897500000400,2635061.784499999600,10228223.068250000000
FS( 24 ),2732325.516249999900,2582407.955000000500,2159257.484999999900,2618853.823499999900,10092844.779750001000
FS( 25 ),2650041.242500000200,2590073.882499999800,2048649.102500000000,2660110.451500000000,9948874.678999999500
FS( 26 ),2517629.767500000100,2541290.707500000500,1942023.020000000000,2522342.782999999800,9523286.278000000900
FS( 27 ),2541274.673750000100,2454177.895000000500,1997277.432499999600,2426568.467999999900,9419298.469250001000
FS( 28 ),2632071.113750000000,2454177.895000000500,2123715.457500000000,2404466.703000000700,9614431.169250000300
FS( 29 ),2790019.087499999900,2482402.446250000000,2194799.512500000200,2453827.311499999800,9921048.357749998600
FS( 30 ),2760699.403750000100,2482402.446250000000,2258018.524999999900,2467825.096000000400,9968945.471000000800
FS( 31 ),2715301.183749999900,2484841.605000000400,2202664.554999999700,2489926.861000000000,9892734.204749999600
FS( 32 ),2857170.621249999900,2551744.245000000600,2277730.910000000100,2539287.469499999700,10225933.245750001000
FS( 33 ),2909189.414999999600,2538851.548750000500,2246171.182500000100,2533393.665500000600,10227605.811750000000
FS( 34 ),2909189.414999999600,2538851.548750000500,2194799.512500000200,2506134.821999999700,10148975.298250001000
FS( 35 ),2831634.122500000100,2541290.707500000500,2178969.869999999600,2506134.821999999700,10058029.522000000000
FS( 36 ),2703005.832500000000,2538851.548750000500,2163239.785000000100,2486979.958999999800,9892077.125250000500
FS( 37 ),2618829.966250000100,2567076.100000000100,2297443.294999999900,2478875.978499999700,9962225.339749999300
FS( 38 ),2767319.977499999600,2628751.971249999500,2321237.537500000100,2470035.272500000000,10187344.758749999000
FS( 39 ),2683144.111250000100,2628751.971249999500,2384356.992500000200,2492137.037500000100,10188390.112499999000
FS( 40 ),2615992.577499999700,2628751.971249999500,2392321.592500000300,2585701.176000000400,10222767.317250000000
FS( 41 ),2654770.223749999900,2615859.275000000800,2483118.032499999700,2566546.313000000100,10320293.844250001000
FS( 42 ),2754078.830000000100,2615859.275000000800,2455441.047500000300,2566546.313000000100,10391925.465500001000
FS( 43 ),2747458.256249999600,2590073.882499999800,2463405.647500000900,2533393.665500000600,10334331.451750001000
FS( 44 ),2763536.792500000000,2587634.723750000400,2475252.990000000200,2572440.116999999600,10398864.623250000000
FS( 45 ),2792856.476249999800,2590073.882499999800,2463405.647500000900,2577597.195499999900,10423933.201750001000
FS( 46 ),2754078.830000000100,2577181.186250001200,2490983.075000000200,2550338.352000000000,10372581.443250000000
FS( 47 ),2657607.612500000300,2559410.172500000300,2423881.319999999400,2528236.587000000300,10169135.692000000000
FS( 48 ),2632071.113750000000,2544078.317500000400,2336967.622500000500,2495083.939499999900,10008200.993250001000
FS( 49 ),2645312.261250000000,2602966.578750000300,2404168.935000000500,2632851.608000000000,10285299.383000001000
FS( 50 ),2680306.722499999700,2579968.796250000100,2412033.977500000000,2610749.842999999900,10283059.339250000000
FS( 51 ),2715301.183749999900,2590073.882499999800,2404168.935000000500,2621800.725500000200,10331344.726750001000
FS( 52 ),2629233.724999999600,2579968.796250000100,2412033.977500000000,2522342.782999999800,10143579.281750001000
FS( 53 ),2580998.116250000000,2584847.113750000500,2380474.250000000000,2561389.234499999800,10107708.714500001000
FS( 54 ),2570594.357499999500,2602966.578750000300,2514777.317500000400,2624010.902000000200,10312349.155750001000
FS( 55 ),2613155.188749999300,2602966.578750000300,2629268.442500000400,2624010.902000000200,10469401.112000002000
FS( 56 ),2641529.076249999500,2590073.882499999800,2617421.100000000100,2547391.449999999700,10396415.508749999000
FS( 57 ),2648149.649999999900,2584847.113750000500,2751724.167500000000,2541497.646000000200,10526218.577250000000
FS( 58 ),2648149.649999999900,2564636.941250000100,2850485.207500000000,2541497.646000000200,10604769.444750000000
