代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12232011.671499999000
真實報酬,2232011.671499999200

夏普值報酬,0.214501167150
夏普值風險,0.077530518394
夏普值,2.766667521295

預期報酬,21943.905304117128
風險,254905.592622955710
起點值,0.086086401943
找到最佳解世代,3635
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2308(12),2357(21),2382(22),4904(45),9904(48),
Stock#,2308(12),2357(21),2382(22),4904(45),9904(48),
張數,37,13,45,45,107,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,9898.140250000000,142256.482500000010,54.132499999767,41062.486250000235,5892.440250000000,
FS( 1 ),1997168.140249999900,1997356.482499999900,1997154.132500000100,1997212.486250000100,1997162.440250000000,9986053.681749999500
FS( 2 ),1913596.832250000000,1944884.400500000000,1988316.965000000100,2022157.178750000200,2005395.314499999900,9874350.690999999600
FS( 3 ),1922805.901000000100,1940483.959000000000,1995037.096249999900,2022157.178750000200,1988351.070499999900,9868835.205500001100
FS( 4 ),1928699.705000000100,1900750.560749999900,1985180.903749999800,1981836.391250000300,1992612.131500000100,9789079.692250000300
FS( 5 ),1949696.381749999700,1918481.751500000000,1982044.842500000300,2011852.977500000700,2013917.436499999800,9875993.389750000100
FS( 6 ),1946381.116999999900,1927282.634499999700,1991453.026250000100,2032013.371250000300,2022439.558500000000,9919569.707499999600
FS( 7 ),1925752.802999999800,1962615.591249999800,1933659.897499999500,2032013.371250000300,2026700.619499999800,9880742.282499998800
FS( 8 ),1946381.116999999900,1997948.548000000000,1936795.958749999800,2008716.916250000200,2039483.802499999800,9929326.342499999300
FS( 9 ),1922805.901000000100,1997948.548000000000,1894683.136250000000,2015437.047500000300,2026700.619499999800,9857575.252249999000
FS( 10 ),1949696.381749999700,1993548.106499999800,1888411.013749999900,2008716.916250000200,2026700.619499999800,9867073.037750000100
FS( 11 ),1916912.097000000100,1958215.149749999900,1952924.273750000200,2001996.785000000400,1980894.213749999900,9810942.519249999900
FS( 12 ),1928699.705000000100,1989147.664999999800,1995037.096249999900,1984972.452500000400,2009656.375499999800,9907513.294250000300
FS( 13 ),1901809.224250000000,1953814.708249999900,1965916.527500000100,1874762.300000000300,1959588.908749999900,9655891.668749999300
FS( 14 ),1925752.802999999800,1931683.075999999900,1917531.582499999600,1858185.976250000300,1938283.603750000000,9571437.041500000300
FS( 15 ),2044733.971249999900,2042082.387749999800,1978908.781249999800,1911499.017500000300,2030961.680500000200,10008185.838250000000
FS( 16 ),2056889.942000000000,2042082.387749999800,1965916.527500000100,1961675.997500000100,2035222.741500000200,10061787.596249999000
FS( 17 ),2116196.344750000200,2046612.253999999700,1991453.026250000100,1948235.735000000300,2059723.842250000000,10162221.202250000000
FS( 18 ),2143086.825500000300,2042082.387749999800,1998173.157499999700,1931659.411250000600,2063984.903250000200,10178986.685250001000
FS( 19 ),2137193.021500000300,2046612.253999999700,2014301.472499999700,1938379.542500000200,2081029.147250000200,10217515.437750001000
FS( 20 ),2086727.324749999900,2046612.253999999700,2030429.787499999900,1948235.735000000300,2093812.330250000300,10205817.431499999000
FS( 21 ),2152295.894250000400,2046612.253999999700,2056414.294999999900,1954955.866250000200,2102334.452249999600,10312612.761750000000
FS( 22 ),2155242.796250000100,2046612.253999999700,2056414.294999999900,1945099.673750000300,2093812.330250000300,10297181.349250000000
FS( 23 ),2140139.923500000500,2042082.387749999800,2036701.909999999700,1941515.603750000200,2055462.781249999800,10215902.606249999000
FS( 24 ),2161136.600249999700,2055413.136999999600,2033565.848749999900,1941515.603750000200,2106595.513249999800,10298226.702999998000
