代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11783583.042000001000
真實報酬,1783583.042000001300

夏普值報酬,0.169658304200
夏普值風險,0.047809777810
夏普值,3.548611015823

預期報酬,13507.634029394394
風險,206192.658661291820
起點值,0.065509771866
找到最佳解世代,3539
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,4
2002(7),2881(30),2891(38),3045(42),
Stock#,2002(7),2881(30),2891(38),3045(42),
張數,113,75,193,31,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,16115.501249999999,16215.643749999999,8684.927749999999,62411.379000000001,
FS( 1 ),2496465.501250000200,2496465.643749999800,2496454.927749999800,2496531.379000000200,9985917.451749999100
FS( 2 ),2470864.955750000200,2457116.649999999900,2485446.545499999500,2470637.613750000000,9884065.764999998700
FS( 3 ),2480989.953499999800,2519837.875000000000,2525797.200249999300,2458292.483749999700,9984917.512499999300
FS( 4 ),2466364.956750000800,2491463.987499999800,2498896.763749999900,2438231.647500000000,9894957.355500001500
FS( 5 ),2466364.956750000800,2510131.018749999800,2539247.418499999700,2490698.450000000700,10006441.844000001000
FS( 6 ),2485489.952500000600,2510131.018749999800,2525797.200249999300,2470637.613750000000,9992055.785249998800
FS( 7 ),2480989.953499999800,2501170.843750000000,2512346.981999999800,2440700.673500000000,9935208.452749999200
FS( 8 ),2495614.950250000200,2475783.681249999900,2520032.821000000000,2448107.751499999800,9939539.203999999900
FS( 9 ),2485489.952500000600,2513864.424999999800,2539247.418499999700,2450885.405750000400,9989487.201750000900
FS( 10 ),2470864.955750000200,2501170.843750000000,2539247.418499999700,2483291.372000000400,9994574.589999999900
FS( 11 ),2461864.957750000500,2522824.599999999600,2560383.475749999800,2483291.372000000400,10028364.405499998000
FS( 12 ),2456239.959000000700,2572852.243749999900,2581519.532999999800,2485760.398000000500,10096372.133750001000
FS( 13 ),2437114.963250000000,2560158.662499999600,2566147.854999999500,2505512.606000000100,10068934.086749999000
FS( 14 ),2437114.963250000000,2522824.599999999600,2552697.636750000100,2530511.494250000500,10043148.694249999000
FS( 15 ),2461864.957750000500,2563145.387499999700,2587283.912249999600,2557979.408500000400,10170273.666000001000
FS( 16 ),2470864.955750000200,2604212.856249999300,2614184.348749999400,2555510.382500000300,10244772.543249998000
FS( 17 ),2451739.960000000000,2634826.787499999600,2594969.751249999700,2528042.468250000400,10209578.967000000000
FS( 18 ),2447239.961000000100,2641546.918749999300,2608419.969499999700,2538227.200500000300,10235434.049750000000
FS( 19 ),2461864.957750000500,2681867.706249999800,2648770.624249999900,2535758.174500000200,10328261.462750001000
FS( 20 ),2447239.961000000100,2703521.462499999900,2648770.624249999900,2528042.468250000400,10327574.516000001000
FS( 21 ),2407864.969750000200,2706508.187500000000,2621870.187749999600,2530511.494250000500,10266754.839250000000
FS( 22 ),2447239.961000000100,2703521.462499999900,2662220.842499999800,2540696.226499999900,10353678.492500000000
FS( 23 ),2426989.965500000400,2687841.156250000000,2627634.566999999800,2532980.520249999600,10275446.209000001000
FS( 24 ),2432614.964250000700,2703521.462499999900,2635320.405999999500,2508290.260250000300,10279747.093000000000
FS( 25 ),2437114.963250000000,2697548.012499999300,2643006.245000000100,2505512.606000000100,10283181.826749999000
FS( 26 ),2426989.965500000400,2687841.156250000000,2643006.245000000100,2515697.338250000500,10273534.705000002000
FS( 27 ),2437114.963250000000,2719201.768749999800,2669906.681499999500,2532980.520249999600,10359203.933750000000
FS( 28 ),2437114.963250000000,2716215.043749999300,2669906.681499999500,2530511.494250000500,10353748.182749998000
FS( 29 ),2432614.964250000700,2716215.043749999300,2669906.681499999500,2528042.468250000400,10346779.157749999000
FS( 30 ),2447239.961000000100,2697548.012499999300,2662220.842499999800,2525573.442250000300,10332582.258250000000
FS( 31 ),2432614.964250000700,2706508.187500000000,2662220.842499999800,2530511.494250000500,10331855.488499999000
FS( 32 ),2432614.964250000700,2713228.318749999600,2683356.899749999400,2530511.494250000500,10359711.677000001000
FS( 33 ),2476489.954500000000,2716215.043749999300,2683356.899749999400,2548103.304500000600,10424165.202499999000
FS( 34 ),2495614.950250000200,2731895.349999999600,2704492.956999999500,2570633.166750000300,10502636.423999999000
FS( 35 ),2495614.950250000200,2716215.043749999300,2683356.899749999400,2555510.382500000300,10450697.276249999000
FS( 36 ),2480989.953499999800,2732642.031250000000,2683356.899749999400,2553041.356500000700,10450030.241000000000
FS( 37 ),2485489.952500000600,2745335.612499999800,2704492.956999999500,2557979.408500000400,10493297.930500001000
FS( 38 ),2456239.959000000700,2784163.037499999600,2696807.117999999800,2543165.252499999900,10480375.367000001000
FS( 39 ),2470864.955750000200,2780429.631250000100,2710257.336249999700,2535758.174500000200,10497310.097750001000
FS( 40 ),2451739.960000000000,2764749.324999999700,2717943.175249999400,2527733.839999999900,10462166.300249999000
FS( 41 ),2456239.959000000700,2803576.750000000000,2731393.393499999800,2506438.490750000300,10497648.593250001000
FS( 42 ),2461864.957750000500,2793869.893749999800,2731393.393499999800,2490698.450000000700,10477826.695000002000
FS( 43 ),2461864.957750000500,2799843.343750000000,2744843.611749999700,2506438.490750000300,10512990.403999999000
FS( 44 ),2456239.959000000700,2777442.906249999500,2737157.772750000000,2477427.435250000100,10448268.073249999000
FS( 45 ),2447239.961000000100,2793869.893749999800,2737157.772750000000,2443169.699500000100,10421437.327000000000
FS( 46 ),2456239.959000000700,2793869.893749999800,2723707.554499999600,2469403.100750000200,10443220.508000001000
FS( 47 ),2466364.956750000800,2822990.462500000400,2752529.450749999800,2466934.074750000100,10508818.944750002000
FS( 48 ),2461864.957750000500,2899898.631249999600,2812094.702999999700,2474649.781000000400,10648508.072999999000
FS( 49 ),2456239.959000000700,2967846.625000000000,2881267.254000000200,2464156.420500000000,10769510.258500002000
FS( 50 ),2447239.961000000100,2961873.174999999800,2846680.978499999700,2466934.074750000100,10722728.189250000000
FS( 51 ),2441614.962249999900,3052221.606249999300,2881267.254000000200,2450885.405750000400,10825989.228250001000
FS( 52 ),2441614.962249999900,3152276.893749999800,3021533.815749999600,2443169.699500000100,11058595.371250000000
FS( 53 ),2447239.961000000100,3052221.606249999300,3021533.815749999600,2450885.405750000400,10971880.788750000000
