代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12352368.285000000000
真實報酬,2352368.285000000100

夏普值報酬,0.226536828500
夏普值風險,0.049366975452
夏普值,4.588833454478

預期報酬,15075.362316503195
風險,157232.078450384000
起點值,0.095879686035
找到最佳解世代,3217
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1101(0),1216(2),2301(13),2330(20),2412(27),3008(42),
Stock#,1101(0),1216(2),2301(13),2330(20),2412(27),3008(42),
張數,66,54,64,25,25,3,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,23567.917000000001,16778.255499999766,22726.720000000001,10309.049999999999,7555.131250000000,215631.217750000010,
FS( 1 ),1664327.916999999900,1664318.255500000000,1664326.720000000000,1664309.050000000000,1664305.131250000100,1664601.217750000100,9986192.291500000300
FS( 2 ),1632755.612499999800,1651651.785999999800,1625841.408000000100,1586802.062500000000,1651498.350000000100,1642001.476000000300,9790554.695000000300
FS( 3 ),1635383.930500000000,1715627.435499999700,1619469.727999999900,1621896.081250000000,1656974.012500000200,1701317.834499999900,9950673.022250000400
FS( 4 ),1681379.495500000000,1708638.498999999600,1628390.080000000100,1613682.587500000100,1669667.593750000000,1744476.010749999900,10046238.266500000000
FS( 5 ),1698463.562499999800,1714014.603999999600,1657062.639999999900,1654998.950000000000,1671658.743750000100,1736381.986000000000,10132584.486249998000
FS( 6 ),1698463.562499999800,1714014.603999999600,1625841.408000000100,1615673.737500000000,1660707.418750000200,1728287.961249999900,10042992.692000000000
FS( 7 ),1695835.244499999800,1739282.297499999600,1668531.663999999900,1667194.743749999900,1675392.150000000400,1760634.193000000000,10206874.292749999000
FS( 8 ),1693864.006000000100,1730142.918999999800,1650690.960000000000,1646785.456250000000,1666183.081250000000,1752570.035500000000,10140240.457999999000
FS( 9 ),1674151.620999999800,1708638.498999999600,1655151.135999999900,1658981.249999999800,1664191.931250000100,1749852.115749999900,10110970.552999999000
FS( 10 ),1674151.620999999800,1732293.360999999800,1650690.960000000000,1642554.262500000000,1662449.674999999800,1725599.908749999900,10087743.788249999000
