代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13270672.317750001000
真實報酬,3270672.317750001300

夏普值報酬,0.318367231775
夏普值風險,0.081041760060
夏普值,3.928434322512

預期報酬,27143.719812197181
風險,146400.244697758230
起點值,0.185407612318
找到最佳解世代,4210
找到最佳解實驗#,2
找到最佳解次數,10

投資組合檔數,6
1326(5),2301(13),2308(15),2881(33),2912(41),3673(47),
Stock#,1326(5),2301(13),2308(15),2881(33),2912(41),3673(47),
張數,29,60,19,67,13,4,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,31929.815750000002,13113.040000000001,59068.433250000002,21484.953000000001,58878.162499999999,251091.677000000000,
FS( 1 ),1664339.815750000100,1664313.040000000000,1664378.433250000000,1664324.953000000000,1664378.162500000100,1664651.676999999900,9986390.081499999400
FS( 2 ),1652208.216750000100,1668356.035000000100,1720832.444499999800,1697744.536250000100,1696618.949000000000,1671378.971999999800,10107143.153499998000
FS( 3 ),1657116.401500000200,1694639.215000000100,1704943.067499999900,1689740.113249999900,1719138.855500000100,1689936.490000000000,10155518.142750001000
FS( 4 ),1652208.216750000100,1699417.975000000100,1752611.198499999900,1727761.122499999800,1741658.762000000300,1732666.568999999900,10306327.843750000000
FS( 5 ),1633152.911250000100,1699417.975000000100,1776445.264000000200,1757777.708750000000,1764178.668499999900,1760502.845999999900,10391479.373500001000
FS( 6 ),1599950.485000000100,1690457.800000000000,1768500.575500000000,1733097.404500000200,1752918.715249999900,1793914.342999999900,10338843.323250001000
FS( 7 ),1588113.098250000000,1668356.035000000100,1760555.887000000100,1752441.426749999900,1752918.715249999900,1847755.038999999900,10370144.201249998000
FS( 8 ),1573677.260750000100,1663577.275000000100,1760555.887000000100,1752441.426749999900,1747353.451000000100,1805064.783000000100,10302674.083500000000
FS( 9 ),1497456.038750000100,1623555.160000000100,1720832.444499999800,1700412.677249999900,1719138.855500000100,1792042.662000000000,10053441.838000000000
FS( 10 ),1468873.080500000400,1679108.245000000100,1728777.132999999900,1717088.558500000000,1719138.855500000100,1821750.619999999900,10134740.492500000000
FS( 11 ),1452127.509000000100,1685679.040000000000,1728777.132999999900,1684403.831250000000,1713573.591250000300,1832901.059999999800,10097466.164500000000
FS( 12 ),1490238.119999999900,1679108.245000000100,1665219.625000000000,1684403.831250000000,1736093.497750000100,1795786.024000000000,10050853.343000000000
FS( 13 ),1550002.487250000000,1699417.975000000100,1649330.247999999900,1703080.818250000200,1736093.497750000100,1760502.845999999900,10098431.872250000000
FS( 14 ),1547404.036500000200,1692847.179999999900,1673164.313499999900,1714420.417500000000,1764178.668499999900,1766078.066000000100,10158096.682000000000
FS( 15 ),1523729.263000000000,1690457.800000000000,1681109.002000000100,1687071.972250000100,1758613.404250000100,1795786.024000000000,10136771.465500001000
FS( 16 ),1499765.772750000200,1690457.800000000000,1712887.756000000100,1697744.536250000100,1724833.544500000100,1786507.264999999900,10112200.674500000000
FS( 17 ),1588113.098250000000,1712559.564999999900,1736721.821499999800,1755109.567749999900,1736093.497750000100,1821750.619999999900,10350352.170250000000
FS( 18 ),1640370.830000000100,1712559.564999999900,1752611.198499999900,1779122.836749999800,1736093.497750000100,1871887.777000000000,10492649.705000000000
FS( 19 ),1652208.216750000100,1726298.500000000200,1768500.575500000000,1776454.695750000000,1758613.404250000100,1847755.038999999900,10529834.431250002000
FS( 20 ),1647588.748750000000,1721519.740000000000,1712887.756000000100,1776454.695750000000,1747353.451000000100,1862609.017999999900,10468417.409499999000
FS( 21 ),1676171.707000000400,1726298.500000000200,1760555.887000000100,1779122.836749999800,1769873.357500000200,1953604.572999999900,10665630.861250002000
FS( 22 ),1671263.522250000200,1789019.725000000100,1712887.756000000100,1814475.705000000100,1736093.497750000100,1973993.949000000000,10697738.155000001000
FS( 23 ),1654806.667500000000,1784240.965000000100,1752611.198499999900,1817143.846000000100,1758613.404250000100,1970290.409999999900,10737710.491250001000
FS( 24 ),1642680.564000000000,1771099.375000000200,1768500.575500000000,1823147.163250000000,1775438.621749999900,2064989.504000000000,10845859.803500000000
FS( 25 ),1664334.320250000100,1784240.965000000100,1776445.264000000200,1831151.586250000200,1786698.575000000200,2094697.462000000100,10937572.172500001000
FS( 26 ),1664334.320250000100,1795590.520000000000,1760555.887000000100,1836487.868250000300,1786698.575000000200,2094697.462000000100,10938368.632500000000
FS( 27 ),1671263.522250000200,1802161.314999999900,1768500.575500000000,1836487.868250000300,1792263.839250000200,2077971.801999999900,10948652.922250001000
FS( 28 ),1688009.093750000000,1775280.790000000000,1744666.510000000000,1819811.987000000200,1820478.434750000200,2087250.561000000000,10935501.376500001000
FS( 29 ),1678481.441000000100,1771099.375000000200,1760555.887000000100,1819811.987000000200,1826043.699000000000,2115126.660999999800,10971123.050000003000
FS( 30 ),1690607.544500000300,1786630.345000000000,1760555.887000000100,1852496.714249999700,1831738.387999999800,2115126.660999999800,11037159.539750000000
FS( 31 ),1711972.584000000000,1795590.520000000000,1776445.264000000200,1866504.454500000000,1831738.387999999800,2107679.759999999800,11089934.970500000000
FS( 32 ),1711972.584000000000,1784240.965000000100,1744666.510000000000,1855164.855250000000,1837303.652250000000,2064989.504000000000,10998342.070500001000
FS( 33 ),1719190.502750000000,1775280.790000000000,1760555.887000000100,1852496.714249999700,1837303.652250000000,1998126.686999999900,10942958.233250000000
FS( 34 ),1714282.318000000200,1757360.439999999900,1760555.887000000100,1857832.996249999900,1848563.605500000100,2096529.320000000100,11035128.566750001000
FS( 35 ),1719190.502750000000,1766320.615000000000,1760555.887000000100,1896521.040749999900,1859823.558750000100,2115126.660999999800,11117542.265250001000
