代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12354010.263250001000
真實報酬,2354010.263250000800

夏普值報酬,0.226701026325
夏普值風險,0.066180520075
夏普值,3.425494784105

預期報酬,18105.978413877587
風險,226663.398893984350
起點值,0.079880468140
找到最佳解世代,3889
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2),2412(27),4904(46),
Stock#,1216(2),2412(27),4904(46),
張數,119,49,73,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,21610.510750000467,49089.612750000000,24644.828500000000,
FS( 1 ),3328620.510749999900,3328659.612749999900,3328624.828499999800,9985905.951999999600
FS( 2 ),3338866.410750000300,3310732.693250000000,3314004.716999999700,9963604.821000000500
FS( 3 ),3305693.851750000400,3300000.394750000000,3270398.531999999700,9876093.778500000000
FS( 4 ),3298585.446250000000,3306830.039250000400,3216617.570500000400,9822034.056000001700
FS( 5 ),3265412.887250000100,3310732.693250000000,3199901.866250000000,9776048.446750000100
FS( 6 ),3325834.334000000300,3300000.394750000000,3281300.078249999800,9907135.807000000000
FS( 7 ),3305693.851750000400,3296097.740749999900,3417206.021499999800,10018998.614000000000
FS( 8 ),3290292.306500000400,3296097.740749999900,3390315.540749999700,9976706.587999999500
FS( 9 ),3345974.816250000600,3303415.216999999200,3395402.929000000000,10044793.962250000000
FS( 10 ),3402842.060250000100,3292682.918499999700,3412118.633249999500,10107644.612000000000
FS( 11 ),3374408.438250000600,3281950.620000000100,3553111.964749999300,10209472.023000000000
FS( 12 ),3390994.717750000300,3263900.845250000700,3547297.806749999500,10202194.369750001000
FS( 13 ),3422982.542500000400,3220971.651250000100,3498604.233499999200,10142559.427250000000
FS( 14 ),3411135.200000000200,3195604.400249999900,3465899.594749999700,10072640.195000000000
FS( 15 ),3406396.263000000300,3220971.651250000100,3493516.845249999800,10120885.759500001000
FS( 16 ),3419428.339750000700,3271218.321499999600,3601805.537999999700,10292453.199250001000
FS( 17 ),3414689.402750000400,3300000.394750000000,3536396.260499999900,10251087.058000000000
FS( 18 ),3446677.227500000000,3303415.216999999200,3476801.140999999800,10226894.585499998000
FS( 19 ),3560411.715500000400,3328782.467999999900,3476801.140999999800,10365996.324500000000
FS( 20 ),3684808.811750000300,3332197.290249999600,3471713.752750000000,10488720.854750000000
FS( 21 ),3736937.118750000400,3310732.693250000000,3531308.872250000000,10578979.684250001000
FS( 22 ),3681254.609000000200,3321464.991750000000,3542210.418499999700,10544931.019250000000
FS( 23 ),3753523.398250000600,3335612.112499999800,3547297.806749999500,10636434.317499999000
FS( 24 ),3656375.189750000400,3300000.394750000000,3471713.752750000000,10428090.337250000000
FS( 25 ),3845932.669750000400,3321464.991750000000,3536396.260499999900,10703794.922000000000
FS( 26 ),3785511.223000000200,3289268.096249999500,3525494.714250000200,10600275.033500001000
FS( 27 ),3862518.949250000500,3260486.023000000000,3531308.872250000000,10654314.844500002000
FS( 28 ),3777218.083250000100,3281950.620000000100,3542210.418499999700,10601380.121750001000
FS( 29 ),3805651.705250000100,3281950.620000000100,3661400.657500000200,10749003.982750000000
FS( 30 ),3725089.776250000600,3332197.290249999600,3731897.323249999900,10789185.389750000000
FS( 31 ),3672961.469250000100,3292682.918499999700,3742798.869499999600,10708444.257250000000
FS( 32 ),3672961.469250000100,3318050.169500000300,3780590.896499999800,10771603.535250001000
FS( 33 ),3733382.916000000200,3292682.918499999700,3720995.776999999300,10747062.611499999000
FS( 34 ),3733382.916000000200,3310732.693250000000,3699192.684499999500,10743309.293749999000
FS( 35 ),3721535.573500000400,3332197.290249999600,3699192.684499999500,10752926.548249999000
FS( 36 ),3716796.636500000500,3328782.467999999900,3705006.842500000300,10750586.947000001000
FS( 37 ),3684808.811750000300,3332197.290249999600,3775503.508249999500,10792510.610250000000
FS( 38 ),3661114.126750000300,3324879.814000000700,3775503.508249999500,10761498.449000001000
FS( 39 ),3689547.748750000700,3314147.515499999700,3797306.600749999800,10801002.865000000000
FS( 40 ),3837639.530000000700,3314147.515499999700,3710094.230749999600,10861882.276250001000
FS( 41 ),3733382.916000000200,3281950.620000000100,3569100.899249999800,10584435.435249999000
FS( 42 ),3640973.644500000900,3289268.096249999500,3628696.018749999800,10558938.759500001000
FS( 43 ),3636234.707500000500,3281950.620000000100,3661400.657500000200,10579586.985000001000
FS( 44 ),3624387.365000000200,3271218.321499999600,3710094.230749999600,10605700.917250000000
FS( 45 ),3765370.740750000300,3281950.620000000100,3650499.111250000100,10697821.472000001000
FS( 46 ),3749969.195500000400,3306830.039250000400,3606892.926250000000,10663693.161000000000
FS( 47 ),3761816.538000000200,3310732.693250000000,3623608.630500000000,10696158.861749999000
FS( 48 ),3761816.538000000200,3289268.096249999500,3628696.018749999800,10679781.653000001000
FS( 49 ),3817499.047749999900,3318050.169500000300,3639597.564999999900,10775147.782250000000
FS( 50 ),3797358.565500000500,3300000.394750000000,3645411.722999999800,10742771.683250001000
FS( 51 ),3749969.195500000400,3296097.740749999900,3601805.537999999700,10647873.474250000000
FS( 52 ),3802097.502500000400,3292682.918499999700,3514593.168000000100,10609374.589000000000
FS( 53 ),3802097.502500000400,3285365.442250000300,3465899.594749999700,10553363.539500000000
FS( 54 ),3854225.809500000000,3306830.039250000400,3606892.926250000000,10767949.775000000000
FS( 55 ),3850671.606750000300,3314147.515499999700,3601805.537999999700,10766625.660250001000
FS( 56 ),3834085.327250000600,3335612.112499999800,3542210.418499999700,10711908.858250000000
FS( 57 ),3781957.020250000100,3342929.588750000100,3498604.233499999200,10623491.842499999000
FS( 58 ),3725089.776250000600,3328782.467999999900,3542210.418499999700,10596083.662750000000
FS( 59 ),3661114.126750000300,3324879.814000000700,3525494.714250000200,10511489.655000001000
FS( 60 ),3696656.154250000100,3353661.887249999700,3574915.057250000100,10625234.098750001000
FS( 61 ),3696656.154250000100,3389761.436749999900,3564013.511000000400,10650432.102000000000
