代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11886318.287250001000
真實報酬,1886318.287250001000

夏普值報酬,0.179931828725
夏普值風險,0.048927610583
夏普值,3.677511053202

預期報酬,13848.093220027509
風險,135714.544918337810
起點值,0.102038386736
找到最佳解世代,3319
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2325(16),2330(17),2412(24),
FS( 30 ),3569376.034500000500,3434788.945500000400,3324405.971999999100,10328571.952000000000
FS( 31 ),3536760.997499999600,3374735.861500000600,3295016.597999999800,10206514.457000000000
FS( 32 ),3504145.960499999600,3350662.858000000500,3268852.886999999600,10123662.705499999000
FS( 33 ),3589307.446000000000,3434788.945500000400,3340534.286999999500,10364631.678500000000
FS( 34 ),3613768.723749999400,3398808.865000000200,3317596.238999999600,10330174.827749999000
FS( 35 ),3638230.001500000200,3483193.802000000600,3357021.009000000100,10478445.812500000000
FS( 36 ),3597461.205249999600,3495100.879000000700,3334082.961000000100,10426646.045250000000
FS( 37 ),3618298.590000000300,3495100.879000000700,3337308.624000000300,10450709.093000000000
FS( 38 ),3646383.760749999900,3459120.798500000500,3324405.971999999100,10429911.531250000000
FS( 39 ),3650007.653749999600,3495100.879000000700,3324405.971999999100,10469515.504749998000
FS( 40 ),3710707.861499999600,3531339.809000000400,3334082.961000000100,10576131.631500000000
FS( 41 ),3613768.723749999400,3446954.872000000900,3324405.971999999100,10385130.567749999000
FS( 42 ),3488744.415250000100,3446954.872000000900,3350569.682999999300,10286269.970249999000
FS( 43 ),3650007.653749999600,3531339.809000000400,3353795.345999999900,10535143.808750000000
FS( 44 ),3650007.653749999600,3531339.809000000400,3327631.634999999800,10508980.097750001000
FS( 45 ),3650007.653749999600,3531339.809000000400,3314370.575999999900,10495719.038750000000
FS( 46 ),3650007.653749999600,3483193.802000000600,3324405.971999999100,10457608.427749999000
FS( 47 ),3698930.209249999800,3555412.812500000500,3324405.971999999100,10578749.993749999000
FS( 48 ),3690776.449999999700,3531339.809000000400,3311144.913000000200,10533262.172000000000
FS( 49 ),3618298.590000000300,3483193.802000000600,3304693.586999999800,10406186.979000000000
FS( 50 ),3707083.968499999500,3495100.879000000700,3307919.250000000000,10510105.097500000000
FS( 51 ),3690776.449999999700,3459120.798500000500,3291432.527999999500,10441330.776500000000
FS( 52 ),3694400.342999999900,3446954.872000000900,3284981.202000000000,10426337.417000001000
FS( 53 ),4063131.455749999700,3422881.868500000300,3291432.527999999500,10777446.852249999000
FS( 54 ),3974346.077250000100,3555412.812500000500,3291432.527999999500,10821192.417749999000
FS( 55 ),4043200.044249999800,3591651.742500000600,3304693.586999999800,10939546.373749999000
FS( 56 ),4031422.391999999500,3519173.882500000300,3307919.250000000000,10858516.524499999000
FS( 57 ),4136515.289000000300,3507266.805500001200,3298242.260999999900,10942025.355500001000
FS( 58 ),4063131.455749999700,3519173.882500000300,3337308.624000000300,10919614.962250000000
FS( 59 ),4241608.185999999800,3507266.805500001200,3337308.624000000300,11086184.615500001000
FS( 60 ),4241608.185999999800,3519173.882500000300,3337308.624000000300,11098091.692500001000
FS( 61 ),4249761.945250000800,3543246.886000000400,3340534.286999999500,11133544.118250001000
FS( 62 ),4225300.667500000400,3555412.812500000500,3340534.286999999500,11121248.767000001000
FS( 63 ),4200839.389750000100,3519173.882500000300,3324405.971999999100,11044420.244250000000
FS( 64 ),4200839.389750000100,3531339.809000000400,3327631.634999999800,11059811.833750000000
FS( 65 ),4241608.185999999800,3543246.886000000400,3327631.634999999800,11112487.707000000000
FS( 66 ),4184531.871249999900,3459120.798500000500,3298242.260999999900,10941895.930750001000
FS( 67 ),4200839.389750000100,3422881.868500000300,3317596.238999999600,10941318.497250000000
FS( 68 ),4217146.908250000300,3362569.935000001000,3314370.575999999900,10894088.419250000000
FS( 69 ),4233454.426750000600,3302258.001500000700,3330857.298000000000,10866570.726250002000
FS( 70 ),4169130.325999999400,3326331.005000000800,3337308.624000000300,10832770.955000000000
FS( 71 ),4169130.325999999400,3302258.001500000700,3357021.009000000100,10828410.336500000000
FS( 72 ),4241608.185999999800,3302258.001500000700,3389636.045999999600,10933503.233500000000
FS( 73 ),4257915.704500000000,3314423.928000000300,3406122.768000000200,10978463.400500000000
FS( 74 ),4249761.945250000800,3266277.921000000600,3438737.804999999700,10954778.671250001000
FS( 75 ),4274223.223000000200,3398808.865000000200,3389636.045999999600,11062669.134000000000
FS( 76 ),4233454.426750000600,3398808.865000000200,3357021.009000000100,10989285.300750000000
FS( 77 ),4233454.426750000600,3422881.868500000300,3406122.768000000200,11062460.063250002000
FS( 78 ),4249761.945250000800,3338496.931500000400,3406122.768000000200,10994382.644750003000
FS( 79 ),4217146.908250000300,3350662.858000000500,3373149.324000000500,10940960.090250002000
FS( 80 ),4176378.112000000200,3434788.945500000400,3373149.324000000500,10984317.381500002000
FS( 81 ),4160976.566750000200,3459120.798500000500,3422251.082999999600,11042349.448249999000
FS( 82 ),4217146.908250000300,3410715.942000000300,3422251.082999999600,11050114.933249999000
FS( 83 ),4208993.149000000200,3459120.798500000500,3422251.082999999600,11090366.030500000000
FS( 84 ),4136515.289000000300,3471027.875500000500,3438737.804999999700,11046281.969500002000
FS( 85 ),4169130.325999999400,3543246.886000000400,3455224.527000000200,11167602.739000000000
FS( 86 ),4160976.566750000200,3519173.882500000300,3438737.804999999700,11118889.254250001000
FS( 87 ),4208993.149000000200,3567578.739000001000,3455224.527000000200,11231797.415000001000
FS( 88 ),4192685.630499999000,3531339.809000000400,3455224.527000000200,11179250.966499999000
FS( 89 ),4208993.149000000200,3615724.746000000700,3455224.527000000200,11279943.422000002000
FS( 90 ),4208993.149000000200,3591651.742500000600,3503967.878999999700,11304613.770500001000
FS( 91 ),4169130.325999999400,3651963.676000000900,3520454.601000000300,11341549.603000000000
FS( 92 ),4200839.389750000100,3663870.753000000000,3536941.322999999900,11401652.465750001000
FS( 93 ),4208993.149000000200,3736089.763500000800,3503967.878999999700,11449051.791500002000
FS( 94 ),4241608.185999999800,3736089.763500000800,3520454.601000000300,11498153.550500000000
FS( 95 ),4192685.630499999000,3736089.763500000800,3487839.563999999800,11416615.957999999000
FS( 96 ),4192685.630499999000,3700109.683000000700,3487839.563999999800,11380635.877499999000
FS( 97 ),3941731.040250000100,3663870.753000000000,3455224.527000000200,11060827.320250001000
FS( 98 ),4169130.325999999400,3724182.686500000300,3503967.878999999700,11397281.891500000000
FS( 99 ),4160976.566750000200,3687943.756500000600,3503967.878999999700,11352889.202250000000
FS( 100 ),4136515.289000000300,3760421.616500000500,3536941.322999999900,11433879.228500001000
FS( 101 ),4120207.770500000100,3784494.620000000100,3536941.322999999900,11441644.713500001000
FS( 102 ),4136515.289000000300,3808567.623500000700,3553069.638000000300,11498153.550500002000
FS( 103 ),4087592.733500000100,3772328.693500000500,3553069.638000000300,11412992.065000001000
FS( 104 ),3994277.488750000000,3760421.616500000500,3553069.638000000300,11307769.743250001000
FS( 105 ),4071285.215000000300,3760421.616500000500,3520454.601000000300,11352162.432500001000
FS( 106 ),3958038.558750000300,3784494.620000000100,3536941.322999999900,11279475.501750000000
FS( 107 ),3933577.280999999500,3820474.700500000700,3553069.638000000300,11307122.619500000000
FS( 108 ),4095746.492749999300,3832640.627000000800,3553069.638000000300,11481457.757750001000
FS( 109 ),4071285.215000000300,3856713.630500000900,3553069.638000000300,11481069.483500002000
FS( 110 ),4112054.011249999500,3820474.700500000700,3585684.674999999800,11518214.386750001000
FS( 111 ),4128361.529749999800,3856713.630500000900,3602171.396999999400,11587247.557250001000
FS( 112 ),4026892.525750000000,3917025.564000000700,3618658.118999999500,11562577.208750000000
FS( 113 ),3994277.488750000000,3941098.567500000800,3634786.433999999900,11570163.490250001000
FS( 114 ),3974346.077250000100,3953264.494000000400,3618658.118999999500,11546269.690250000000
FS( 115 ),3946260.906500000000,3917025.564000000700,3651273.156000000000,11514560.626500001000
FS( 116 ),3921799.628749999700,3941098.567500000800,3651273.156000000000,11514172.352250000000
FS( 117 ),3994277.488750000000,3917025.564000000700,3683888.193000000000,11595192.245750001000
FS( 118 ),4274223.223000000200,3904859.637500000700,3700374.915000000000,11879458.775500000000
FS( 119 ),4266069.463750001000,3928932.641000000300,3667759.877999999600,11862762.982750002000
FS( 120 ),4266069.463750001000,3928932.641000000300,3651273.156000000000,11846276.260750001000
FS( 121 ),4169130.325999999400,3989244.574500000100,3700374.915000000000,11858750.815499999000
FS( 122 ),4217146.908250000300,4001410.501000001100,3667759.877999999600,11886318.287250001000
