代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12283955.308000000000
真實報酬,2283955.308000000200

夏普值報酬,0.219695530800
夏普值風險,0.063516298862
夏普值,3.458884329469

預期報酬,19259.476785410821
風險,139284.512910026970
起點值,0.138274359317
找到最佳解世代,4639
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1303(4),2002(8),2330(17),2448(25),2498(27),
Stock#,1303(4),2002(8),2330(17),2448(25),2498(27),
張數,38,88,39,23,3,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,5581.998500000000,22466.024000000001,31599.020000000000,6052.668250000000,210924.194750000000,
FS( 1 ),1997161.998500000000,1997186.024000000000,1997199.020000000000,1997162.668250000100,1997454.194750000000,9986163.905500000300
FS( 2 ),1994024.034500000100,1988447.888000000000,1982677.126250000000,1980337.627750000200,1987129.552250000200,9932616.228749999800
FS( 3 ),1988349.257000000000,2004217.796000000300,2000926.016000000100,1903857.556249999900,2003974.681249999900,9901325.306500000900
FS( 4 ),1999698.812000000200,2004217.796000000300,2000926.016000000100,1919886.313750000000,2030466.932000000000,9955195.869750000500
FS( 5 ),2062121.364499999700,2019987.703999999900,2010244.598000000000,1968201.568500000100,2040084.186499999800,10100639.421499999000
FS( 6 ),2093143.481500000200,2016483.280000000000,1982677.126250000000,1927900.692500000100,2073774.444500000200,10093979.024750000000
FS( 7 ),2115842.591500000100,2038385.930000000200,2004032.209999999700,1911871.935000000300,2081002.318999999900,10151134.985500000000
FS( 8 ),2084820.474500000000,2054155.838000000000,2010244.598000000000,1911871.935000000300,2088230.193499999800,10149323.039000001000
FS( 9 ),2065147.912499999900,2038385.930000000200,1994713.628000000300,1934083.213250000300,2049701.440999999600,10082032.124749999000
FS( 10 ),2028072.699500000100,2023492.128000000000,1973358.544249999800,1907979.236750000200,2049701.440999999600,9982604.049499999700
FS( 11 ),2019749.692500000100,2007722.220000000000,2000926.016000000100,1919886.313750000000,2085810.946250000000,10034095.188500000000
FS( 12 ),2059473.135000000000,2019987.703999999900,2019563.180000000400,1950111.970750000100,2129118.458750000200,10178254.448500000000
FS( 13 ),2022397.922000000000,2013854.962000000100,1997819.822000000200,1970262.408749999900,2112273.329750000000,10116608.444499999000
FS( 14 ),1999698.812000000200,2013854.962000000100,1982677.126250000000,1942097.591999999900,2143574.207750000100,10081902.699999999000
FS( 15 ),1994024.034500000100,2019987.703999999900,1994713.628000000300,1984459.308250000000,2201337.469249999600,10194522.143999999000
FS( 16 ),1994024.034500000100,2023492.128000000000,1997819.822000000200,2020638.503750000100,2319253.372249999500,10355227.860500000000
FS( 17 ),1980026.249999999800,2016483.280000000000,1985783.320249999900,2040788.941750000000,2287982.361499999600,10311064.153500000000
FS( 18 ),1985701.027500000100,2016483.280000000000,1979570.932250000100,2002548.906000000000,2201337.469249999600,10185641.614999998000
FS( 19 ),1963001.917500000200,2019987.703999999900,2016456.985999999800,2060939.379750000100,2244644.981749999800,10305030.969000001000
FS( 20 ),1951652.362499999800,1985819.570000000100,2016456.985999999800,2111315.474750000100,2222991.225499999700,10288235.618749999000
FS( 21 ),1931979.800500000100,1991952.311999999900,2013350.792000000100,2101240.255750000000,2244644.981749999800,10283168.142000001000
FS( 22 ),1928953.252499999900,1991952.311999999900,1985783.320249999900,2091165.036750000200,2244644.981749999800,10242498.903250000000
FS( 23 ),1971324.924500000000,1991952.311999999900,2022669.374000000100,2060939.379750000100,2280754.486999999700,10327640.477249999000
FS( 24 ),1974351.472499999900,2000713.372000000000,2071980.203749999600,2030713.722750000200,2357782.124749999000,10435540.895749999000
FS( 25 ),1980026.249999999800,2000713.372000000000,2136433.729250000300,2081089.817750000400,2336128.368499998900,10534391.537500000000
FS( 26 ),2008400.137500000000,2013854.962000000100,2142646.117250000100,2050864.160750000000,2331289.873999999800,10547055.251499999000
FS( 27 ),2014074.915000000000,2016483.280000000000,2127503.421499999700,2018577.663500000300,2295210.236000000000,10471849.515999999000
FS( 28 ),2008400.137500000000,2019987.703999999900,2127503.421499999700,1994534.527250000300,2319253.372249999500,10469679.162500000000
FS( 29 ),2025424.470000000000,2038385.930000000200,2188850.753000000000,2020638.503750000100,2307246.737749999900,10580546.394500000000
FS( 30 ),2011048.366999999900,2035757.612000000000,2179920.445250000300,2008502.444500000200,2369818.626500000200,10605047.495250002000
FS( 31 ),1994024.034500000100,2023492.128000000000,2170601.863250000400,2040788.941750000000,2377016.633750000000,10605923.601250000000
FS( 32 ),1999698.812000000200,2032253.188000000100,2158177.087250000300,2081089.817750000400,2398700.257249999800,10669919.162250001000
FS( 33 ),2042448.802500000000,2041890.354000000100,2188850.753000000000,2040788.941750000000,2384244.508250000000,10698223.359500000000
FS( 34 ),2028072.699500000100,2041890.354000000100,2226125.081000000200,2040788.941750000000,2360171.504749999800,10697048.581000000000
FS( 35 ),2028072.699500000100,2057660.262000000100,2278542.104749999900,2000488.065750000300,2309636.117749999700,10674399.249749999000
FS( 36 ),2016723.144499999900,2076058.488000000400,2226125.081000000200,2018577.663500000300,2292790.988750000000,10630275.365750000000
FS( 37 ),2031099.247499999800,2091828.395999999900,2229231.274999999900,2014684.965250000100,2324091.866749999600,10690935.750499999000
FS( 38 ),2022397.922000000000,2089200.078000000000,2226125.081000000200,2101240.255750000000,2410736.758999999600,10849700.095750000000
FS( 39 ),2031099.247499999800,2079562.912000000200,2219912.693000000000,2081089.817750000400,2410736.758999999600,10822401.429250000000
FS( 40 ),2028072.699500000100,2083067.335999999700,2213700.305000000200,2060939.379750000100,2377016.633750000000,10762796.354000000000
FS( 41 ),2045097.031999999900,2091828.395999999900,2210594.111000000000,2071014.598750000400,2377016.633750000000,10795550.771499999000
FS( 42 ),2042448.802500000000,2089200.078000000000,2216806.499000000300,2081089.817750000400,2360171.504749999800,10789716.702000001000
FS( 43 ),2039422.254499999800,2085695.654000000100,2207487.916999999900,2131465.912749999700,2328900.493999999900,10792972.232250001000
