代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13419477.939999999000
真實報酬,3419477.939999999500

夏普值報酬,0.333247794000
夏普值風險,0.090610408127
夏普值,3.677809215180

預期報酬,28528.055479886225
風險,213592.493602253380
起點值,0.133563005885
找到最佳解世代,3794
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1326(5),2354(20),3045(41),8046(47),
Stock#,1326(5),2354(20),3045(41),8046(47),
張數,70,47,70,31,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,28983.812500000000,48751.942000000468,8654.885000000466,31677.645750000000,
FS( 1 ),2496483.812500000000,2496511.941999999800,2496454.884999999800,2496487.645750000100,9985938.285250000700
FS( 2 ),2547589.447500000200,2443099.861250000500,2461054.782499999700,2474161.616250000000,9925905.707499999600
FS( 3 ),2552467.765000000600,2403326.640000000100,2456176.464999999400,2565515.578250000300,9977486.448250001300
FS( 4 ),2581040.767499999100,2349515.811250000700,2480568.052500000200,2576934.823500000400,9988059.454749999600
FS( 5 ),2590797.402499999900,2306935.068500000100,2470811.417500000400,2519838.597250000600,9888382.485750000900
FS( 6 ),2719724.364999999800,2417832.167750000000,2461054.782499999700,2542677.087749999900,10141288.402999999000
FS( 7 ),2705786.314999999900,2380866.468000000300,2465933.100000000100,2508419.352000000000,10061005.234999999000
FS( 8 ),2753175.685000000100,2434677.296750000200,2539107.862500000700,2565515.578250000300,10292476.422500001000
FS( 9 ),2796383.640000000600,2403326.640000000100,2559318.035000000100,2599773.313999999800,10358801.629000001000
FS( 10 ),2729481.000000000000,2366828.860500000000,2534229.545000000400,2611192.559250000400,10241731.964750001000
FS( 11 ),2676516.410000000100,2349515.811250000700,2485446.369999999600,2565515.578250000300,10076994.169500001000
FS( 12 ),2629127.040000000500,2360745.897250000400,2509837.957500000500,2588354.068750000100,10088064.963500002000
