代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13818980.461749999000
真實報酬,3818980.461749998900

夏普值報酬,0.373198046175
夏普值風險,0.099514625818
夏普值,3.750182881227

預期報酬,33766.961886875622
風險,211607.383325060040
起點值,0.159573646989
找到最佳解世代,4782
找到最佳解實驗#,1
找到最佳解次數,39

投資組合檔數,3
2317(16),2354(19),3008(41),
FS( 65 ),3828219.171000000100,3866628.764999999200,4529857.543750000200,12224706.479750000000
FS( 66 ),3849962.529000000100,3876843.364499999700,4573403.994249999500,12300210.887750000000
FS( 67 ),3867564.294999999900,3866628.764999999200,4616940.489000000100,12351134.548999999000
FS( 68 ),3936418.261999999600,3906411.941999998900,4791126.291000000200,12633957.494999997000
FS( 69 ),3932276.669999999900,3926303.530499999400,4757256.829500000000,12615838.029999999000
FS( 70 ),3936418.261999999600,3940819.013999999500,4795964.785500000200,12673203.061499998000
FS( 71 ),3914674.904000000100,3920927.425499999000,4728225.862500000700,12563829.192000000000
FS( 72 ),3772307.679000000500,3960710.602499999600,4776610.807500000100,12509630.089000002000
FS( 73 ),3815276.696000000500,4177905.244499999100,4713710.378999999700,12706893.319499999000
FS( 74 ),3772307.679000000500,4138122.067499999900,4752418.335000000000,12662849.081500001000
FS( 75 ),3720537.779000000100,4138122.067499999900,4752418.335000000000,12611079.181499999000
FS( 76 ),3750564.321000000500,4177905.244499999100,4696805.515499999700,12625276.081000000000
FS( 77 ),3733480.254000000200,4197259.222500000100,4652522.339499999800,12583262.816000000000
FS( 78 ),3737621.846000000400,4182743.738999999100,4647594.243249999400,12567960.828249998000
FS( 79 ),3755223.611999999700,4173066.750000000500,4682041.138250000800,12610332.500250001000
FS( 80 ),3794051.037000000000,4296179.554499999600,4677122.997750000100,12767354.589249998000
FS( 81 ),3871705.886999999600,4409615.369999999200,4627911.725500000600,12909233.982500000000
FS( 82 ),3871705.886999999600,4419292.359000000200,4682041.138250000800,12973040.384250000000
FS( 83 ),3906391.719999999700,4444022.441999999800,4657440.480000000400,13007855.642000001000
FS( 84 ),3893449.244999999600,4429506.958499999700,4627911.725500000600,12950868.929000000000
FS( 85 ),3849962.529000000100,4409615.369999999200,4603311.067250000300,12862889.966249999000
FS( 86 ),3824077.579000000400,4316071.142999999200,4746016.787750000100,12886166.509749999000
FS( 87 ),3893449.244999999600,4323060.079499999100,4677122.997750000100,12893633.322249997000
FS( 88 ),3943148.348999999900,4405852.096500000000,4741098.647250000400,13090100.092750000000
FS( 89 ),4022873.994999999600,4524664.016999999100,4691887.375000000000,13239426.386999998000
FS( 90 ),4007860.723999999900,4488106.502999999600,4760781.165000000000,13256749.392000001000
FS( 91 ),3958161.619999999600,4488106.502999999600,4726334.269999999600,13172603.392999999000
FS( 92 ),3918298.796999999800,4457462.704499999100,4647594.243249999400,13023356.744749999000
FS( 93 ),3933312.068000000000,4380046.792499999500,4495042.286000000300,12808402.146499999000
FS( 94 ),3908462.515999999800,4219838.863499999000,4372019.083249999200,12500321.462749999000
FS( 95 ),3893449.244999999600,4178442.854999999500,4539335.417750000000,12611228.517749999000
FS( 96 ),3903285.525999999600,4328436.184499999500,4637757.962249999900,12869480.672750000000
FS( 97 ),4052900.537000000000,4622509.127999999600,4839521.191750000200,13514931.856750000000
FS( 98 ),4042546.557000000000,4638099.832499999600,4859203.709499999900,13539851.098999999000
FS( 99 ),4032710.275999999600,4648314.431999999100,4878886.227250000500,13559911.935249999000
FS( 100 ),4013037.713999999700,4648314.431999999100,4814910.577750000200,13476263.723749999000
FS( 101 ),4022873.994999999600,4648314.431999999100,4869049.946250000000,13540239.373250000000
FS( 102 ),3977834.182000000000,4602079.928999999500,4805074.296749999700,13384989.407749999000
FS( 103 ),4022873.994999999600,4746697.153499999100,4883804.367750000200,13653376.516249999000
FS( 104 ),3983011.171999999800,4756911.752999999600,4819838.674000000600,13559762.598999999000
FS( 105 ),3992847.452999999700,4725730.343999999600,4878886.227250000500,13597465.024249999000
FS( 106 ),4007860.723999999900,4818736.960500000000,4947780.017249999600,13774378.701749999000
FS( 107 ),4013037.713999999700,4844542.264499998700,4908414.981750000300,13765995.960249998000
FS( 108 ),4042546.557000000000,4839166.159499999100,4844439.332250000000,13726153.048749998000
FS( 109 ),4032710.275999999600,4798307.761499999100,4809992.437249999500,13641011.474749997000
FS( 110 ),4087586.369999999600,4854756.864000000100,4721416.129499999800,13663760.363499999000
FS( 111 ),4112435.921999999800,4798307.761499999100,4839521.191750000200,13750265.875250001000
FS( 112 ),4122272.202999999700,4715515.744499999100,4770627.401750000200,13608416.349249998000
FS( 113 ),4092763.360000000300,4715515.744499999100,4706651.752249999900,13514931.856750000000
FS( 114 ),4127449.192999999500,4767126.352500000000,4736180.506750000600,13630757.052250000000
FS( 115 ),4137285.473999999900,4813360.855499998700,4741098.647250000400,13691745.976749999000
FS( 116 ),4152298.744999999600,4947763.480499998700,4750944.883999999600,13851008.109499998000
FS( 117 ),4207174.838999999700,4947763.480499998700,4716488.033250000300,13871427.352750000000
FS( 118 ),4247037.662000000500,4993997.983500000100,4750944.883999999600,13991981.529500000000
FS( 119 ),4241860.672000000300,4916582.071499999600,4809992.437249999500,13968436.180749999000
FS( 120 ),4316927.027000000700,4911743.576999998700,4755863.024499999400,13984534.628499998000
FS( 121 ),4311750.037000000500,4824113.065499999600,4819838.674000000600,13955702.776500000000
FS( 122 ),4301913.756000000100,4772502.457499999600,4755863.024499999400,13830280.238000000000
FS( 123 ),4271887.213999999700,4741321.048499999600,4775545.542249999900,13788754.804749999000
FS( 124 ),4296736.765999999800,4746697.153499999100,4775545.542249999900,13818980.461749999000
