代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11375325.957750000000
真實報酬,1375325.957750000100

夏普值報酬,0.128832595775
夏普值風險,0.044062918000
夏普值,2.923832592628

預期報酬,12727.131127183005
風險,251540.304051768180
起點值,0.050596786766
找到最佳解世代,3177
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2308(12),2603(28),2912(40),
Stock#,2308(12),2603(28),2912(40),
張數,49,246,54,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,57431.482999999535,210.058500000466,55729.060500000000,
FS( 1 ),3328671.483000000000,3328590.058499999800,3328669.060500000100,9985931.602000000000
FS( 2 ),3270779.220249999300,3365293.381500000100,3348055.762500000200,9984129.364250000600
FS( 3 ),3252729.445499999400,3335904.007500000300,3326551.342500000300,9915185.795499999100
FS( 4 ),3267364.397999999600,3326107.549500000200,3296982.765000000100,9890455.712500000400
FS( 5 ),3314196.245999999800,3458359.732500000400,3296982.765000000100,10069539.743500000000
FS( 6 ),3314196.245999999800,3416724.786000000300,3288380.997000000000,10019303.028999999000
FS( 7 ),3459082.275749999600,3416724.786000000300,3275478.344999999700,10151286.406750001000
FS( 8 ),3408347.773749999200,3365293.381500000100,3250210.651500000600,10023852.806750000000
FS( 9 ),3455667.453499998900,3416724.786000000300,3250210.651500000600,10122603.890999999000
FS( 10 ),3426397.548499999600,3426521.243999999900,3263113.303500000400,10116033.096000001000
FS( 11 ),3441032.500999999700,3406928.328000000200,3254511.535500000200,10102473.364500001000
FS( 12 ),3408347.773749999200,3406928.328000000200,3228706.231500000200,10043983.333249999000
FS( 13 ),3444447.323249999400,3365293.381500000100,3228706.231500000200,10038447.936249999000
FS( 14 ),3466399.751999999900,3375089.839499999800,3211502.695500000400,10052993.287000000000
FS( 15 ),3563966.101999999500,3406928.328000000200,3233007.115499999800,10203902.545499999000
FS( 16 ),3658117.629749999800,3436317.701999999600,3266876.577000000000,10361312.908749999000
FS( 17 ),3632750.378750000100,3436317.701999999600,3271177.461000000600,10340246.541750001000
FS( 18 ),3603968.305499999800,3436317.701999999600,3275478.344999999700,10315765.352499999000
FS( 19 ),3625432.902499999400,3448563.274500000300,3279779.228999999800,10353776.405999999000
FS( 20 ),3622018.080249999600,3477952.648500000100,3288380.997000000000,10388352.725749999000
FS( 21 ),3622018.080249999600,3529384.053000000300,3284080.112999999900,10435483.246250000000
FS( 22 ),3640067.854999999500,3580815.457500000000,3284080.112999999900,10504964.425500000000
FS( 23 ),3676167.404499999700,3642043.320000000300,3301283.649000000200,10619495.373500001000
FS( 24 ),3694217.179249999600,3703271.182500000100,3296982.765000000100,10694472.126750000000
FS( 25 ),3668849.928249999900,3835523.365500000300,3309885.417000000400,10814259.710750001000
