代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10882026.592999998000
真實報酬,882026.592999998480

夏普值報酬,0.079502659300
夏普值風險,0.043378618272
夏普值,1.832761449456

預期報酬,12057.956461178879
風險,152351.264535529540
起點值,0.079145758967
找到最佳解世代,2911
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2325(16),2330(17),2412(24),
Stock#,2325(16),2330(17),2412(24),
張數,86,25,36,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,18476.050499999532,127771.575000000000,28149.815999999533,
FS( 1 ),3328616.050499999900,3328771.575000000200,3328629.816000000100,9986018.441500000700
FS( 2 ),3329380.182000000000,3361150.281250000000,3297896.876999999900,9988428.340250000400
FS( 3 ),3425273.965999999500,3476885.875000000000,3297896.876999999900,10200057.718000000000
FS( 4 ),3409862.464999999400,3430591.637499999700,3297896.876999999900,10138351.979499999000
FS( 5 ),3394450.963999999700,3372599.393750000300,3265281.839999998900,10032333.197749998000
FS( 6 ),3417568.215499999900,3418893.631249999600,3271733.165999999700,10108196.012750000000
FS( 7 ),3355922.211499999300,3361150.281250000000,3248795.117999999800,9965868.610749999100
FS( 8 ),3310543.902999999900,3314607.150000000400,3248795.117999999800,9873947.171000000100
FS( 9 ),3386745.213499999600,3337754.268750000300,3265281.839999998900,9989782.322249997400
FS( 10 ),3355922.211499999300,3280010.918750000200,3235892.465999999500,9871826.596249999500
FS( 11 ),3325099.209499998900,3256863.800000000300,3209728.754999999400,9791692.764499997700
FS( 12 ),3405581.492499999700,3337754.268750000300,3281410.154999999300,10024746.916250000000
FS( 13 ),3428698.743999999000,3303158.037500000100,3258472.106999999400,9990329.888499997600
FS( 14 ),3451815.995499999700,3384297.400000000400,3297896.876999999900,10134011.272500001000
FS( 15 ),3413287.242999999300,3395746.512500000700,3274958.828999999900,10083993.584500000000
FS( 16 ),3432979.716499999600,3395746.512500000700,3278184.492000000100,10106911.721000001000
FS( 17 ),3459521.745999998900,3361150.281250000000,3265281.839999998900,10085954.867249999000
FS( 18 ),3462946.523999999300,3395746.512500000700,3265281.839999998900,10123975.876499999000
FS( 19 ),3520311.555499999300,3430591.637499999700,3274958.828999999900,10225863.022000000000
FS( 20 ),3428698.743999999000,3349452.275000000400,3265281.839999998900,10043433.858999997000
FS( 21 ),3310543.902999999900,3349452.275000000400,3291445.550999999000,9951442.728999998400
FS( 22 ),3462946.523999999300,3430591.637499999700,3294671.213999999700,10188210.375499999000
FS( 23 ),3462946.523999999300,3430591.637499999700,3268507.502999999600,10162046.664499998000
FS( 24 ),3462946.523999999300,3430591.637499999700,3255246.443999999700,10148785.605500000000
FS( 25 ),3462946.523999999300,3384297.400000000400,3265281.839999998900,10112526.763999999000
FS( 26 ),3509181.026999999800,3453738.756250000100,3265281.839999998900,10228202.623250000000
FS( 27 ),3501475.276499999700,3430591.637499999700,3252020.781000000000,10184088.694999998000
FS( 28 ),3432979.716499999600,3384297.400000000400,3245569.454999999600,10062847.571500000000
FS( 29 ),3516886.777499999400,3395746.512500000700,3248795.117999999800,10161429.408000000000
FS( 30 ),3501475.276499999700,3361150.281250000000,3232308.395999999300,10094934.953749999000
FS( 31 ),3504900.054499999600,3349452.275000000400,3225857.069999999800,10080210.399499999000
FS( 32 ),3853371.215999999500,3326305.156250000000,3232308.395999999300,10411985.768250000000
FS( 33 ),3769464.154999999800,3453738.756250000100,3232308.395999999300,10455512.307249999000
FS( 34 ),3834534.936999999500,3488583.881250000100,3245569.454999999600,10568689.273249999000
FS( 35 ),3823404.408499999000,3418893.631249999600,3248795.117999999800,10491094.157749999000
FS( 36 ),3922722.970499999800,3407444.518750000700,3239118.128999999700,10569286.618250001000
FS( 37 ),3853371.215999999500,3418893.631249999600,3278184.492000000100,10550450.339250000000
FS( 38 ),4022041.532499998800,3407444.518750000700,3278184.492000000100,10707671.543250000000
FS( 39 ),4022041.532499998800,3418893.631249999600,3278184.492000000100,10719120.655749999000
FS( 40 ),4029747.282999999800,3442040.750000000000,3281410.154999999300,10753199.187999999000
FS( 41 ),4006630.031499998600,3453738.756250000100,3281410.154999999300,10741779.942749998000
FS( 42 ),3983512.779999999800,3418893.631249999600,3265281.839999998900,10667689.251249999000
FS( 43 ),3983512.779999999800,3430591.637499999700,3268507.502999999600,10682612.920499999000
FS( 44 ),4022041.532499998800,3442040.750000000000,3268507.502999999600,10732590.785499997000
FS( 45 ),3968101.278999999600,3361150.281250000000,3239118.128999999700,10568370.689250000000
FS( 46 ),3983512.779999999800,3326305.156250000000,3258472.106999999400,10568291.043249998000
FS( 47 ),3998924.281000000000,3268312.912500000100,3255246.443999999700,10522484.637499999000
FS( 48 ),4014335.782000000100,3210320.668750000200,3271733.165999999700,10496390.616750000000
FS( 49 ),3953545.972499999200,3233467.787500000100,3278184.492000000100,10465199.252000000000
FS( 50 ),3953545.972499999200,3210320.668750000200,3297896.876999999900,10461764.518250000000
FS( 51 ),4022041.532499998800,3210320.668750000200,3330511.913999999400,10562875.115249999000
FS( 52 ),4037453.033499999000,3222018.675000000300,3346998.635999999900,10606471.344500000000
FS( 53 ),4029747.282999999800,3175724.437500000000,3379613.672999999500,10585086.393500000000
FS( 54 ),4052864.534499999100,3303158.037500000100,3330511.913999999400,10686535.485999998000
FS( 55 ),4014335.782000000100,3303158.037500000100,3297896.876999999900,10615391.696500000000
FS( 56 ),4014335.782000000100,3326305.156250000000,3346998.635999999900,10687640.574250000000
FS( 57 ),4029747.282999999800,3245165.793750000200,3346998.635999999900,10621912.712749999000
FS( 58 ),3998924.281000000000,3256863.800000000300,3314025.192000000300,10569814.273000000000
FS( 59 ),3960395.528499999500,3337754.268750000300,3314025.192000000300,10612175.989250001000
FS( 60 ),3945840.221999999100,3361150.281250000000,3363126.950999999400,10670118.454249999000
FS( 61 ),3998924.281000000000,3314607.150000000400,3363126.950999999400,10676659.381999999000
FS( 62 ),3991218.530499999400,3361150.281250000000,3363126.950999999400,10715496.762750000000
FS( 63 ),3922722.970499999800,3372599.393750000300,3379613.672999999500,10674937.037250001000
FS( 64 ),3953545.972499999200,3442040.750000000000,3396100.395000000000,10791688.117500000000
FS( 65 ),3945840.221999999100,3418893.631249999600,3379613.672999999500,10744348.526249997000
FS( 66 ),3991218.530499999400,3465436.762500000200,3396100.395000000000,10852756.687999999000
FS( 67 ),3975807.029499999700,3430591.637499999700,3396100.395000000000,10802500.061999999000
FS( 68 ),3991218.530499999400,3511731.000000000000,3396100.395000000000,10899050.925500000000
FS( 69 ),3991218.530499999400,3488583.881250000100,3444843.746999999500,10924647.158749999000
FS( 70 ),3953545.972499999200,3546576.125000000500,3461330.469000000000,10961453.566500001000
FS( 71 ),3983512.779999999800,3558025.237500000300,3477817.190999999600,11019356.208500000000
FS( 72 ),3991218.530499999400,3627466.593750000500,3444843.746999999500,11063529.871250000000
FS( 73 ),4022041.532499998800,3627466.593750000500,3461330.469000000000,11110839.595249999000
FS( 74 ),3975807.029499999700,3627466.593750000500,3428715.431999999600,11031990.055250000000
FS( 75 ),3975807.029499999700,3592870.362500000300,3428715.431999999600,10997393.823999999000
FS( 76 ),3738641.152999999900,3558025.237500000300,3396100.395000000000,10692767.785499999000
FS( 77 ),3953545.972499999200,3616017.481250000200,3444843.746999999500,11014408.200749999000
FS( 78 ),3945840.221999999100,3581172.356250000200,3444843.746999999500,10971857.325250000000
FS( 79 ),3922722.970499999800,3650862.606250000700,3477817.190999999600,11051403.767750001000
FS( 80 ),3907311.469500000100,3674009.724999999600,3477817.190999999600,11059139.385499999000
FS( 81 ),3922722.970499999800,3697156.843750000000,3493945.506000000100,11113826.320250001000
FS( 82 ),3876488.467499999800,3662311.718750000000,3493945.506000000100,11032746.692249998000
FS( 83 ),3788300.433999999400,3650862.606250000700,3493945.506000000100,10933109.546250001000
FS( 84 ),3861076.966499999600,3650862.606250000700,3461330.469000000000,10973271.041750001000
FS( 85 ),3754052.653999999600,3674009.724999999600,3477817.190999999600,10905880.569999998000
FS( 86 ),3730935.402499999400,3708605.956250000300,3493945.506000000100,10933487.864750000000
FS( 87 ),3884194.217999999400,3720303.962500000400,3493945.506000000100,11098444.686500000000
FS( 88 ),3861076.966499999600,3743451.081250000700,3493945.506000000100,11098474.553750001000
FS( 89 ),3899605.718999998600,3708605.956250000300,3526560.542999999600,11134773.218249999000
FS( 90 ),3915017.219999998800,3743451.081250000700,3543047.264999999200,11201516.566249998000
FS( 91 ),3819123.435999999300,3801443.325000000200,3559533.986999999300,11180101.748000000000
FS( 92 ),3788300.433999999400,3824590.443750000100,3575662.301999999700,11188554.179749999000
FS( 93 ),3769464.154999999800,3836288.450000000200,3559533.986999999300,11165287.592000000000
FS( 94 ),3742922.125499999600,3801443.325000000200,3592149.023999999700,11136515.474500000000
FS( 95 ),3719804.873999998900,3824590.443750000100,3592149.023999999700,11136545.341750000000
FS( 96 ),3788300.433999999400,3801443.325000000200,3624764.060999999800,11214508.820000000000
FS( 97 ),4052864.534499999100,3789745.318750000100,3641250.782999999800,11483861.636249999000
FS( 98 ),4045158.783999999100,3812892.437500000000,3608635.745999999300,11466687.967499997000
FS( 99 ),4045158.783999999100,3812892.437500000000,3592149.023999999700,11450201.245499998000
FS( 100 ),3953545.972499999200,3870884.681249999900,3641250.782999999800,11465682.436749998000
FS( 101 ),3998924.281000000000,3882582.687500000500,3608635.745999999300,11490143.714499999000
FS( 102 ),3938134.471499999100,3801443.325000000200,3608635.745999999300,11348214.542499999000
FS( 103 ),3945840.221999999100,3685458.837500000400,3526560.542999999600,11157860.602499999000
FS( 104 ),3891899.968500000000,3708605.956250000300,3559533.986999999300,11160040.911750000000
FS( 105 ),3891899.968500000000,3778296.206249999800,3575662.301999999700,11245859.476749999000
FS( 106 ),3861076.966499999600,3801443.325000000200,3608635.745999999300,11271157.037500000000
FS( 107 ),3861076.966499999600,3801443.325000000200,3608635.745999999300,11271157.037500000000
FS( 108 ),3930428.720999999000,3870884.681249999900,3624764.060999999800,11426078.463250000000
FS( 109 ),3938134.471499999100,3870884.681249999900,3608635.745999999300,11417655.898749998000
FS( 110 ),3922722.970499999800,3824590.443750000100,3641250.782999999800,11388565.197249999000
FS( 111 ),3884194.217999999400,3789745.318750000100,3657379.097999999800,11331319.634749999000
FS( 112 ),3834534.936999999500,3778296.206249999800,3608635.745999999300,11221467.889249999000
FS( 113 ),3876488.467499999800,3697156.843750000000,3592149.023999999700,11165795.335250000000
FS( 114 ),3845665.465499999900,3766598.199999999700,3624764.060999999800,11237028.726500001000
FS( 115 ),3830253.964499999800,3755149.087500000400,3641250.782999999800,11226654.835000001000
FS( 116 ),3861076.966499999600,3778296.206249999800,3673865.819999999800,11313239.992750000000
FS( 117 ),3845665.465499999900,3789745.318750000100,3624764.060999999800,11260175.845249999000
FS( 118 ),3845665.465499999900,3755149.087500000400,3624764.060999999800,11225579.614000000000
FS( 119 ),3842240.687499999100,3674009.724999999600,3592149.023999999700,11108400.436499998000
FS( 120 ),3685557.093999998600,3604319.475000000100,3592149.023999999700,10882026.592999998000
