代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12033087.608750001000
真實報酬,2033087.608750000600

夏普值報酬,0.194608760875
夏普值風險,0.041687437417
夏普值,4.668283131186

預期報酬,12487.678220932359
風險,147515.491805571630
起點值,0.084653334156
找到最佳解世代,3528
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1102(1),2105(10),2382(25),3045(43),4904(46),
Stock#,1102(1),2105(10),2382(25),3045(43),4904(46),
張數,81,46,43,31,47,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,6994.007750000000,25630.527000000002,35975.247250000000,14725.008750000001,10478.966750000000,
FS( 1 ),1997164.007750000100,1997190.527000000000,1997205.247250000000,1997175.008750000000,1997168.966749999900,9985903.757500000300
FS( 2 ),2008517.899250000000,1974269.474500000000,2117812.174000000100,1976983.422250000100,1985102.421750000000,10062685.391750000000
FS( 3 ),2036742.450500000300,1968773.900500000000,2105825.451000000400,2029141.596500000000,2002415.470999999900,10142898.869500000000
FS( 4 ),2039161.697750000100,1948623.462500000100,2133223.675000000300,2022351.775000000100,1992121.225499999700,10135481.835750001000
FS( 5 ),2039161.697750000100,1917939.841000000000,2077999.129750000100,2058461.280250000300,2044528.293499999900,10138090.242250001000
FS( 6 ),2039161.697750000100,1923435.414999999800,2114815.493249999800,2040252.213499999600,2009434.274749999900,10127099.094249999000
FS( 7 ),2051257.934000000100,1948623.462500000100,2241532.279250000100,2044881.637249999900,2016453.078499999800,10302748.391500000000
FS( 8 ),2039161.697750000100,1951829.214000000200,2226120.778249999500,2022351.775000000100,2013177.636749999800,10252641.101749999000
FS( 9 ),2053677.181249999700,1937632.314500000100,2226120.778249999500,1995192.489000000100,1995396.667249999900,10208019.430250000000
FS( 10 ),2073837.574999999700,1931678.775999999800,2253519.002249999900,2015561.953500000100,1978083.617999999800,10252680.924750000000
FS( 11 ),2056902.844250000100,1928930.989000000300,2195297.776250000100,1988402.667500000000,1960770.568750000100,10130304.845750000000
FS( 12 ),2081901.732500000200,1926183.202000000000,2207284.499250000300,2004142.708249999700,2040784.931499999900,10260297.073500000000
FS( 13 ),2073837.574999999700,1923435.414999999800,2182882.955999999800,2010932.529750000200,2100210.803249999900,10291299.278999999000
FS( 14 ),2087546.642750000300,1911986.302499999800,2170468.135749999900,1986242.269750000000,2030490.686000000000,10186734.036750000000
FS( 15 ),2098836.463250000500,1937632.314500000100,2179458.178000000300,1976983.422250000100,2020196.440500000000,10213106.818500001000
FS( 16 ),2090772.305750000100,1971521.687500000200,2145638.495249999700,1999513.284500000300,2016453.078499999800,10223898.851500001000
FS( 17 ),2113351.946750000100,1957324.787999999900,2182882.955999999800,2022351.775000000100,2016453.078499999800,10292364.544250000000
FS( 18 ),2096417.216000000200,1945875.675499999900,2164046.677000000100,2024512.172750000400,2037509.489749999700,10268361.231000001000
