代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12765256.897750000000
真實報酬,2765256.897749999500

夏普值報酬,0.267825689775
夏普值風險,0.070925027263
夏普值,3.776180286560

預期報酬,21352.031206186581
風險,125232.954936599690
起點值,0.170498501908
找到最佳解世代,3812
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,9
1301(3),1303(4),1722(7),2105(9),2308(12),2347(18),2412(24),2498(27),2883(32),
FS( 19 ),1131900.923000000000,1179244.406250000000,1199246.604000000100,1140841.900500000000,1095777.108999999900,1121124.925000000000,1108090.205000000100,1137466.563000000100,1035231.985000000100,10148925.620749999000
FS( 20 ),1135186.320500000100,1181235.556249999900,1230467.836000000100,1150996.765500000000,1146312.495999999800,1129587.312500000000,1109882.240000000000,1129442.228500000000,1048453.221000000300,10261564.976250000000
FS( 21 ),1155993.838000000000,1190444.625000000000,1228078.456000000200,1137456.945500000400,1137113.383000000100,1101213.425000000000,1114860.115000000000,1129442.228500000000,1056716.493500000100,10251320.509500001000
FS( 22 ),1155993.838000000000,1186711.218750000000,1210078.460000000200,1106992.350500000200,1178569.125999999900,1106191.300000000000,1123422.060000000100,1066860.384000000100,1079853.656499999800,10214673.393750001000
FS( 23 ),1159060.209000000000,1190444.625000000000,1228078.456000000200,1101914.917999999800,1178569.125999999900,1117889.306249999900,1143731.789999999800,1084501.973000000000,1064979.766000000100,10269171.169250000000
FS( 24 ),1171763.746000000000,1207369.399999999900,1246237.743999999900,1130687.035500000000,1187768.239000000100,1112911.431249999900,1143731.789999999800,1074884.718500000000,1064979.766000000100,10340334.870250002000
FS( 25 ),1170230.560500000100,1203635.993749999900,1216131.556000000100,1156074.197999999900,1183108.948000000100,1126102.800000000000,1148709.664999999800,1114986.479499999900,1068285.075000000000,10387266.275749998000
FS( 26 ),1168697.375000000000,1211102.806249999900,1222025.360000000100,1176722.423500000000,1173909.835000000000,1152734.431249999900,1153886.655000000000,1129442.228500000000,1071590.384000000100,10460112.498499999000
FS( 27 ),1171763.746000000000,1220311.875000000000,1205140.408000000100,1163182.603500000000,1173909.835000000000,1142778.681249999900,1148709.664999999800,1172749.740999999900,1064979.766000000100,10463527.320750000000
FS( 28 ),1170230.560500000100,1226036.431249999900,1211193.504000000200,1156074.197999999900,1196967.352000000000,1141036.425000000000,1155479.575000000000,1164725.406499999800,1063327.111500000100,10485071.563750001000
FS( 29 ),1167164.189500000100,1227778.687500000000,1216131.556000000100,1135764.467999999900,1178569.125999999900,1144520.937500000000,1164041.520000000000,1182386.906999999900,1060021.802500000000,10476380.194000000000
FS( 30 ),1179867.726500000100,1244454.568749999900,1184751.032000000100,1139149.423000000000,1183108.948000000100,1157712.306249999900,1162249.485000000100,1203234.247500000100,1068285.075000000000,10522813.811999999000
FS( 31 ),1219730.549500000000,1283779.781250000000,1195582.888000000000,1164875.081000000000,1210706.287000000000,1174388.187500000000,1179174.260000000000,1277046.178000000100,1098032.856000000100,10803317.068250000000
FS( 32 ),1218197.364000000100,1278055.224999999900,1212467.840000000100,1171644.990999999900,1201507.173999999900,1170903.675000000000,1182559.214999999600,1339628.022500000200,1096380.201500000000,10871344.708000001000
FS( 33 ),1227834.530000000000,1280046.375000000000,1222025.360000000100,1171644.990999999900,1219905.400000000100,1175881.550000000000,1184351.250000000000,1299506.350000000100,1098032.856000000100,10879229.662000000000
FS( 34 ),1216664.178499999900,1281788.631249999900,1213582.884000000100,1173337.468500000000,1219905.400000000100,1169410.312500000000,1174196.385000000000,1302732.013000000000,1093074.892500000100,10844693.165250001000
FS( 35 ),1218197.364000000100,1287513.187500000000,1212467.840000000100,1198724.631000000100,1219905.400000000100,1189321.812500000000,1179174.260000000000,1325192.185000000100,1099685.510500000100,10930183.190500002000
FS( 36 ),1224549.132500000100,1294980.000000000000,1217246.600000000100,1207187.018500000000,1233763.804000000000,1204255.437500000000,1180966.294999999900,1299506.350000000100,1101338.165000000000,10963793.802499998000
FS( 37 ),1224549.132500000100,1300455.662499999900,1211193.504000000200,1195339.675999999700,1242962.916999999900,1194299.687500000000,1180966.294999999900,1278659.009500000200,1101338.165000000000,10929765.048999999000
FS( 38 ),1237471.696000000000,1302446.812500000000,1213582.884000000100,1178414.900999999600,1256701.852000000000,1204255.437500000000,1180966.294999999900,1309143.516000000100,1112906.746499999900,10995891.140500000000
FS( 39 ),1243823.464500000000,1300455.662499999900,1225689.076000000100,1164875.081000000000,1256701.852000000000,1191064.068750000100,1187736.205000000100,1289889.095500000100,1117864.710000000200,10978100.215250000000
FS( 40 ),1258279.213500000100,1307922.474999999900,1219635.980000000200,1164875.081000000000,1242962.916999999900,1196041.943750000100,1199483.990000000000,1286683.344000000000,1121170.018999999900,10997055.963250000000
FS( 41 ),1259812.399000000000,1309913.625000000000,1223299.696000000200,1156074.197999999900,1261361.142999999900,1199277.562500000000,1199483.990000000000,1278659.009500000200,1112906.746499999900,11000789.369500002000
FS( 42 ),1248642.047500000300,1298713.406250000000,1233016.508000000100,1154381.720500000300,1252162.030000000000,1201019.818750000100,1199483.990000000000,1278659.009500000200,1119517.364500000100,10985596.895000003000
FS( 43 ),1247108.862000000000,1309913.625000000000,1205140.408000000100,1169952.513499999700,1261361.142999999900,1215953.443750000100,1199483.990000000000,1265816.092000000200,1114559.401000000100,10989290.478250001000
FS( 44 ),1251708.418499999900,1311655.881249999900,1223299.696000000200,1169952.513499999700,1265900.965000000100,1202513.181249999900,1199483.990000000000,1262610.340499999900,1117864.710000000200,11004990.695999999000
FS( 45 ),1263097.796499999900,1292988.849999999900,1306450.120000000100,1180107.378500000100,1270560.256000000100,1184343.937500000000,1194506.115000000000,1248174.503000000000,1117864.710000000200,11058094.666500000000
FS( 46 ),1261345.584499999900,1272579.562500000000,1354715.596000000100,1169952.513499999700,1270560.256000000100,1194299.687500000000,1196099.035000000400,1248174.503000000000,1112906.746499999900,11080634.484500000000
FS( 47 ),1259812.399000000000,1272579.562500000000,1342609.404000000100,1180107.378500000100,1242962.916999999900,1201019.818750000100,1197891.070000000100,1281864.760999999900,1131085.946000000200,11109934.256750001000
FS( 48 ),1263097.796499999900,1268846.156250000000,1318556.312000000200,1186877.288499999600,1247502.739000000100,1244078.437500000000,1206253.899999999900,1294707.678499999900,1150917.800000000000,11180839.108250001000
FS( 49 ),1259812.399000000000,1261379.343750000000,1318556.312000000200,1183492.333500000400,1242962.916999999900,1219189.062500000000,1230147.700000000000,1270634.675000000000,1141001.873000000100,11127177.615750000000
FS( 50 ),1239004.881499999900,1233503.243749999900,1318556.312000000200,1176722.423500000000,1242962.916999999900,1242336.181249999900,1216607.879999999900,1275453.257999999900,1131085.946000000200,11076234.042999998000
FS( 51 ),1231119.927500000000,1196169.181249999900,1270290.836000000100,1186877.288499999600,1242962.916999999900,1250798.568750000100,1208045.935000000100,1249767.423000000000,1119517.364500000100,10955550.441500001000
FS( 52 ),1263097.796499999900,1226036.431249999900,1264237.740000000000,1193647.198499999900,1229104.513000000300,1214211.187500000000,1204660.980000000000,1201641.327499999900,1126127.982500000200,10922766.156750001000
FS( 53 ),1331653.090999999800,1278055.224999999900,1294503.220000000000,1215649.406000000000,1247502.739000000100,1225909.193750000100,1208045.935000000100,1225714.331000000200,1137696.564000000000,11164730.704750000000
FS( 54 ),1331653.090999999800,1291246.593750000000,1294503.220000000000,1254914.883999999800,1256701.852000000000,1237358.306249999900,1216607.879999999900,1203234.247500000100,1136043.909500000100,11222264.984000001000
FS( 55 ),1299675.222000000100,1276312.968750000000,1270290.836000000100,1212264.450999999700,1238303.625999999900,1196041.943750000100,1223377.789999999800,1129442.228500000000,1114559.401000000100,10960269.466999998000
FS( 56 ),1291790.267999999900,1265112.750000000000,1294503.220000000000,1212264.450999999700,1196967.352000000000,1204255.437500000000,1219992.835000000200,1153495.320499999900,1109601.437500000000,10947984.071500000000
FS( 57 ),1323768.136999999900,1292988.849999999900,1276343.932000000000,1212264.450999999700,1233763.804000000000,1227402.556249999900,1219992.835000000200,1204847.079000000100,1102990.819500000000,11094363.463749999000
FS( 58 ),1350927.423000000000,1291246.593750000000,1282397.027999999900,1217341.883500000200,1215365.578000000200,1225909.193750000100,1219992.835000000200,1238537.337000000100,1098032.856000000100,11139751.728000000000
FS( 59 ),1371734.940500000000,1306180.218750000000,1336715.600000000100,1208879.496000000300,1219905.400000000100,1225909.193750000100,1219992.835000000200,1214464.333499999900,1101338.165000000000,11205121.182500001000
FS( 60 ),1410064.578000000000,1322856.099999999900,1342609.404000000100,1213956.928499999900,1256701.852000000000,1229144.812500000000,1233532.655000000000,1204847.079000000100,1114559.401000000100,11328273.810000001000
FS( 61 ),1459564.566999999800,1339531.981250000000,1342609.404000000100,1220726.838499999600,1233763.804000000000,1252291.931249999900,1228355.664999999800,1212871.413500000000,1122822.673500000000,11412539.277999999000
FS( 62 ),1482124.296499999900,1339531.981250000000,1330662.504000000200,1213956.928499999900,1215365.578000000200,1267474.450000000000,1221585.754999999900,1212871.413500000000,1122822.673500000000,11406396.580249999000
FS( 63 ),1464383.149999999900,1330322.912499999900,1330662.504000000200,1180107.378500000100,1229104.513000000300,1272452.325000000000,1228355.664999999800,1264223.172000000000,1122822.673500000000,11422435.293500001000
FS( 64 ),1424520.327000000000,1306180.218750000000,1288450.124000000100,1159459.152999999900,1224564.691000000300,1257518.700000000000,1226762.745000000100,1236944.417000000100,1117864.710000000200,11242266.085750002000
FS( 65 ),1451679.612999999900,1339531.981250000000,1312503.216000000000,1159459.152999999900,1247502.739000000100,1273945.687500000000,1233532.655000000000,1313962.098999999900,1129433.291500000100,11461551.435249999000
FS( 66 ),1443575.632499999800,1343265.387500000000,1288450.124000000100,1147611.810499999900,1242962.916999999900,1275687.943750000100,1231740.620000000100,1312349.267500000100,1129433.291500000100,11415077.994250000000
FS( 67 ),1451679.612999999900,1339531.981250000000,1288450.124000000100,1145919.333000000300,1256701.852000000000,1270710.068750000100,1243687.520000000000,1323579.353500000000,1119517.364500000100,11439778.210000001000
FS( 68 ),1469201.733000000000,1346998.793750000000,1300397.024000000000,1156074.197999999900,1256701.852000000000,1260754.318750000100,1247072.475000000100,1341240.854000000100,1126127.982500000200,11504570.231000001000
FS( 69 ),1505998.185000000300,1388066.262500000000,1384821.784000000200,1152689.243000000000,1265900.965000000100,1249056.312500000000,1262205.214999999600,1347652.357000000100,1131085.946000000200,11687477.270000001000
FS( 70 ),1531624.285500000200,1408475.549999999800,1439140.356000000100,1134071.990500000100,1270560.256000000100,1244078.437500000000,1280922.024999999900,1370112.529000000100,1131085.946000000200,11810072.375500003000
FS( 71 ),1533157.470999999900,1423409.174999999800,1427034.164000000100,1137456.945500000400,1252162.030000000000,1235864.943750000100,1312979.539999999600,1374931.112000000000,1126127.982500000200,11823124.363750000000
FS( 72 ),1523520.304999999900,1402999.887500000000,1402981.072000000200,1140841.900500000000,1265900.965000000100,1250798.568750000100,1306209.630000000100,1379749.695000000100,1127780.637000000100,11800783.660750000000
FS( 73 ),1496361.019000000100,1390057.412499999900,1409034.168000000300,1150996.765500000000,1256701.852000000000,1259012.062500000000,1287691.935000000100,1354063.860000000100,1131085.946000000200,11735006.020500001000
FS( 74 ),1453212.798500000300,1365665.825000000000,1372874.884000000100,1144226.855499999800,1256701.852000000000,1249056.312500000000,1270767.160000000400,1354063.860000000100,1109601.437500000000,11576171.984999999000
FS( 75 ),1429338.910000000100,1360190.162499999900,1324609.408000000100,1113762.260499999900,1256701.852000000000,1252291.931249999900,1274152.115000000000,1378136.863500000200,1098032.856000000100,11487217.358750001000
FS( 76 ),1467668.547500000300,1386324.006249999900,1342609.404000000100,1127302.080499999900,1265900.965000000100,1250798.568750000100,1277537.070000000100,1407008.538500000000,1107948.782999999800,11633098.963500001000
FS( 77 ),1448394.215500000200,1361932.418750000000,1336715.600000000100,1117147.215499999900,1256701.852000000000,1235864.943750000100,1274152.115000000000,1395778.452499999900,1093074.892500000100,11519762.705500001000
FS( 78 ),1470734.918499999900,1346998.793750000000,1348662.500000000000,1130687.035500000000,1265900.965000000100,1244078.437500000000,1267382.205000000100,1416645.704500000000,1102990.819500000000,11594082.379250001000
FS( 79 ),1469201.733000000000,1343265.387500000000,1330662.504000000200,1132379.513000000000,1279759.369000000200,1244078.437500000000,1287691.935000000100,1455154.545500000000,1093074.892500000100,11635269.317000000000
FS( 80 ),1459564.566999999800,1343265.387500000000,1372874.884000000100,1130687.035500000000,1302697.416999999900,1270710.068750000100,1284306.980000000000,1533765.147500000200,1098032.856000000100,11795905.343250001000
FS( 81 ),1461316.778999999600,1334056.318749999900,1330662.504000000200,1122224.648000000000,1270560.256000000100,1275687.943750000100,1282514.945000000100,1512917.807000000000,1093074.892500000100,11683017.094000001000
FS( 82 ),1467668.547500000300,1337789.724999999900,1342609.404000000100,1123917.125500000100,1275100.078000000200,1268967.812500000000,1274152.115000000000,1455154.545500000000,1084811.620000000100,11630171.973000001000
FS( 83 ),1470734.918499999900,1322856.099999999900,1336715.600000000100,1108684.828000000000,1284299.191000000300,1272452.325000000000,1268975.125000000000,1484026.220500000100,1088116.929000000200,11636862.237000000000
FS( 84 ),1470734.918499999900,1315389.287499999900,1336715.600000000100,1106992.350500000200,1316436.352000000000,1270710.068750000100,1252050.350000000100,1469590.382999999900,1081506.311000000000,11620126.621250000000
FS( 85 ),1483657.482000000100,1302446.812500000000,1384821.784000000200,1108684.828000000000,1316436.352000000000,1280665.818750000100,1260612.294999999900,1484026.220500000100,1098032.856000000100,11719385.448750000000
FS( 86 ),1470734.918499999900,1300455.662499999900,1354715.596000000100,1106992.350500000200,1307237.239000000100,1280665.818750000100,1267382.205000000100,1484026.220500000100,1084811.620000000100,11657022.630750000000
FS( 87 ),1521987.119500000000,1328331.762500000000,1402981.072000000200,1134071.990500000100,1357892.095000000200,1285643.693750000100,1270767.160000000400,1508099.223999999900,1119517.364500000100,11929292.481750000000
FS( 88 ),1523520.304999999900,1330322.912499999900,1415087.264000000200,1139149.423000000000,1371631.030000000000,1298835.062500000000,1272360.080000000100,1559450.982499999900,1127780.637000000100,12038138.696500000000
FS( 89 ),1520453.933999999900,1334056.318749999900,1396927.976000000300,1125609.603000000100,1353232.804000000000,1302319.575000000000,1263997.250000000000,1545015.145000000000,1122822.673500000000,11964436.279249998000
FS( 90 ),1539509.239500000100,1352723.349999999900,1415087.264000000200,1135764.467999999900,1330294.756000000100,1292363.825000000000,1258820.260000000000,1541789.482000000100,1134391.254999999900,12000744.899500001000
FS( 91 ),1544327.822500000200,1356456.756249999900,1409034.168000000300,1135764.467999999900,1339493.869000000200,1305555.193750000100,1258820.260000000000,1517736.389999999900,1131085.946000000200,11998275.873500003000
FS( 92 ),1550679.590999999500,1352723.349999999900,1378768.688000000100,1137456.945500000400,1353232.804000000000,1302319.575000000000,1262205.214999999600,1533765.147500000200,1122822.673500000000,11993974.989499999000
FS( 93 ),1542794.636999999900,1363923.568749999900,1342609.404000000100,1137456.945500000400,1339493.869000000200,1315510.943750000100,1265590.169999999900,1525760.724500000000,1127780.637000000100,11960921.899500001000
FS( 94 ),1507531.370500000000,1354465.606250000000,1330662.504000000200,1130687.035500000000,1330294.756000000100,1335422.443750000100,1258820.260000000000,1567475.317000000000,1119517.364500000100,11934877.657499999000
FS( 95 ),1517168.536499999900,1343265.387500000000,1318556.312000000200,1132379.513000000000,1316436.352000000000,1375245.443750000100,1252050.350000000100,1572273.988500000200,1119517.364500000100,11946894.247749999000
FS( 96 ),1526805.702500000100,1346998.793750000000,1348662.500000000000,1128994.558000000200,1316436.352000000000,1360311.818750000100,1241895.485000000100,1586729.737500000000,1116212.055500000000,11973048.003000000000
FS( 97 ),1555498.173999999900,1375123.787499999900,1354715.596000000100,1123917.125500000100,1334834.578000000200,1340400.318750000100,1233532.655000000000,1577092.571500000100,1145959.836500000200,12041075.642749999000
FS( 98 ),1555498.173999999900,1365665.825000000000,1342609.404000000100,1123917.125500000100,1325635.465000000100,1325466.693750000100,1248665.395000000000,1561043.902499999900,1203802.743999999900,12052305.728749998000
FS( 99 ),1576305.691499999700,1365665.825000000000,1366821.788000000200,1139149.423000000000,1307237.239000000100,1330444.568750000100,1275745.035000000400,1527353.644499999900,1213718.671000000100,12102442.885750001000
FS( 100 ),1565135.340000000100,1358199.012500000000,1354715.596000000100,1130687.035500000000,1302697.416999999900,1343884.831250000000,1267382.205000000100,1516123.558500000000,1193886.817000000000,12032712.812749999000
FS( 101 ),1557250.386000000400,1367656.974999999900,1348662.500000000000,1130687.035500000000,1307237.239000000100,1340400.318750000100,1270767.160000000400,1536990.810499999900,1241813.797500000300,12101467.222250000000
FS( 102 ),1558783.571499999800,1361932.418750000000,1354715.596000000100,1127302.080499999900,1316436.352000000000,1332186.825000000000,1274152.115000000000,1594754.072000000200,1241813.797500000300,12162077.828250002000
FS( 103 ),1566668.525500000000,1367656.974999999900,1354715.596000000100,1125609.603000000100,1344033.691000000300,1330444.568750000100,1277537.070000000100,1594754.072000000200,1241813.797500000300,12203234.898750003000
FS( 104 ),1560316.757000000000,1365665.825000000000,1348662.500000000000,1122224.648000000000,1334834.578000000200,1317253.200000000000,1280922.024999999900,1572273.988500000200,1273214.233000000000,12175368.754500002000
FS( 105 ),1560316.757000000000,1376866.043750000000,1360768.692000000000,1115454.738000000100,1344033.691000000300,1308790.812500000000,1284306.980000000000,1572273.988500000200,1359152.266999999800,12281964.969750000000
FS( 106 ),1566668.525500000000,1375123.787499999900,1348662.500000000000,1108684.828000000000,1353232.804000000000,1307297.450000000000,1280922.024999999900,1561043.902499999900,1402121.284000000200,12303758.106500000000
FS( 107 ),1565135.340000000100,1373132.637500000000,1330662.504000000200,1110377.305500000000,1367091.208000000100,1320488.818750000100,1274152.115000000000,1540196.561999999900,1493017.281499999800,12374254.772250000000
FS( 108 ),1573239.320499999900,1371390.381249999900,1348662.500000000000,1105299.872999999900,1376290.320999999800,1308790.812500000000,1268975.125000000000,1569068.237000000000,1499627.899500000300,12421345.469749998000
FS( 109 ),1579591.088999999900,1390057.412499999900,1342609.404000000100,1105299.872999999900,1371631.030000000000,1320488.818750000100,1268975.125000000000,1572273.988500000200,1578955.315499999800,12529883.056250002000
FS( 110 ),1571487.108499999900,1388066.262500000000,1427034.164000000100,1113762.260499999900,1344033.691000000300,1297341.700000000000,1260612.294999999900,1605984.158000000100,1683072.549000000100,12691395.188500000000
FS( 111 ),1566668.525500000000,1384332.856250000000,1427034.164000000100,1125609.603000000100,1307237.239000000100,1300577.318750000100,1255435.304999999900,1602758.495000000100,1628534.950500000000,12598189.456999999000
FS( 112 ),1550679.590999999500,1367656.974999999900,1402981.072000000200,1108684.828000000000,1298038.125999999900,1308790.812500000000,1250457.429999999900,1565862.485500000000,1567386.734000000200,12420539.054000001000
FS( 113 ),1541261.451500000000,1375123.787499999900,1415087.264000000200,1110377.305500000000,1325635.465000000100,1283901.437500000000,1252050.350000000100,1583523.986000000000,1578955.315499999800,12465917.362500001000
FS( 114 ),1488476.065000000200,1363923.568749999900,1372874.884000000100,1108684.828000000000,1353232.804000000000,1307297.450000000000,1252050.350000000100,1556245.231000000100,1506238.517500000100,12309024.698250001000
FS( 115 ),1485190.667500000000,1367656.974999999900,1366821.788000000200,1105299.872999999900,1330294.756000000100,1323724.437500000000,1252050.350000000100,1556245.231000000100,1603745.132999999900,12391030.211000001000
FS( 116 ),1494827.833499999900,1386324.006249999900,1366821.788000000200,1112069.783000000300,1339493.869000000200,1310533.068750000100,1252050.350000000100,1562656.734000000200,1597134.515000000100,12421912.947500002000
FS( 117 ),1501179.602000000000,1388066.262500000000,1402981.072000000200,1113762.260499999900,1321095.642999999900,1305555.193750000100,1252050.350000000100,1535377.979000000100,1671503.967500000000,12491573.330249999000
FS( 118 ),1518701.722000000100,1388066.262500000000,1409034.168000000300,1113762.260499999900,1321095.642999999900,1308790.812500000000,1252050.350000000100,1516123.558500000000,1635145.568499999800,12462771.345500000000
FS( 119 ),1523520.304999999900,1393541.924999999800,1409034.168000000300,1125609.603000000100,1339493.869000000200,1307297.450000000000,1252050.350000000100,1488844.803499999900,1635145.568499999800,12474539.041999999000
FS( 120 ),1526805.702500000100,1401008.737499999800,1378768.688000000100,1120532.170500000200,1330294.756000000100,1298835.062500000000,1252050.350000000100,1535377.979000000100,1585565.933500000300,12429240.379500002000
FS( 121 ),1547613.220000000000,1429133.731250000000,1366821.788000000200,1117147.215499999900,1348692.982000000100,1295599.443750000100,1252050.350000000100,1532172.227500000000,1578955.315499999800,12468187.273500001000
FS( 122 ),1566668.525500000000,1488619.337499999900,1378768.688000000100,1113762.260499999900,1362431.916999999900,1303812.937500000000,1252050.350000000100,1556245.231000000100,1597134.515000000100,12619494.762000000000
FS( 123 ),1550679.590999999500,1488619.337499999900,1354715.596000000100,1106992.350500000200,1330294.756000000100,1277430.200000000000,1252050.350000000100,1562656.734000000200,1597134.515000000100,12520574.430000000000
FS( 124 ),1569953.923000000200,1477419.118749999900,1372874.884000000100,1093452.530499999900,1321095.642999999900,1278923.562500000000,1252050.350000000100,1553019.568000000200,1585565.933500000300,12504356.513250001000
FS( 125 ),1557250.386000000400,1488619.337499999900,1372874.884000000100,1096837.485500000000,1298038.125999999900,1297341.700000000000,1252050.350000000100,1564269.565500000000,1578955.315499999800,12506238.150000002000
FS( 126 ),1552431.803000000100,1501810.706249999800,1384821.784000000200,1096837.485500000000,1302697.416999999900,1297341.700000000000,1256629.995000000100,1615601.412500000100,1640103.532000000100,12648276.835250000000
FS( 127 ),1560316.757000000000,1505544.112499999800,1366821.788000000200,1096837.485500000000,1307237.239000000100,1303812.937500000000,1249660.970000000000,1652517.333499999900,1621924.332499999800,12664673.955500001000
FS( 128 ),1573239.320499999900,1507286.368749999900,1360768.692000000000,1096837.485500000000,1330294.756000000100,1305555.193750000100,1249660.970000000000,1692619.094499999900,1615313.714500000000,12731576.595500002000
FS( 129 ),1608283.560500000400,1535411.362499999800,1348662.500000000000,1093452.530499999900,1298038.125999999900,1285643.693750000100,1256629.995000000100,1699030.597500000100,1640103.532000000100,12765256.897750000000
