代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12024322.834750002000
真實報酬,2024322.834750002300

夏普值報酬,0.193732283475
夏普值風險,0.054034827940
夏普值,3.585322482966

預期報酬,14021.389534137043
風險,179583.519393261810
起點值,0.078077262220
找到最佳解世代,3568
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,2
2002(7),2354(20),
Stock#,2002(7),2354(20),
張數,231,86,
分配資金,5000000.000000000000,5000000.000000000000,
剩餘資金,976.528249999999,41063.570999999996,
FS( 1 ),4992886.528250000400,4992943.571000000500,9985830.099250000000
FS( 2 ),4929401.318000000000,4963325.751499999300,9892727.069499999300
FS( 3 ),4940900.209250001200,5034389.894999999600,9975290.104250000800
FS( 4 ),4950099.322250000200,5012985.032500000700,9963084.354749999900
FS( 5 ),4929401.318000000000,4999285.920499999100,9928687.238499999000
FS( 6 ),4950099.322250000200,5034389.894999999600,9984489.217250000700
FS( 7 ),4950099.322250000200,4999285.920499999100,9949385.242750000200
FS( 8 ),4940900.209250001200,5027540.338999999700,9968440.548250000900
FS( 9 ),4970797.326500000400,5020690.782999998000,9991488.109499998400
FS( 10 ),4940900.209250001200,5006135.476500000800,9947035.685750002000
FS( 11 ),4940900.209250001200,5006135.476500000800,9947035.685750002000
FS( 12 ),5030591.561000000700,5042095.645499998700,10072687.206499999000
FS( 13 ),5069687.791250000700,5020690.782999998000,10090378.574249998000
FS( 14 ),5069687.791250000700,5042095.645499998700,10111783.436749998000
FS( 15 ),5039790.674000000600,5055794.757500000300,10095585.431500001000
FS( 16 ),5048989.787000000500,5070350.063999999300,10119339.851000000000
FS( 17 ),4989195.552500000200,5034389.894999999600,10023585.447500000000
FS( 18 ),5019092.669750000400,5219327.906999999700,10238420.576749999000
FS( 19 ),4979996.439500000300,5169668.626000000200,10149665.065500000000
FS( 20 ),4989195.552500000200,5191073.488499999000,10180269.040999999000
FS( 21 ),5000694.443750000600,5298097.800999999000,10298792.244750001000
FS( 22 ),5000694.443750000600,5390566.807000000000,10391261.250750002000
FS( 23 ),4989195.552500000200,5404265.918999999800,10393461.471500000000
FS( 24 ),4970797.326500000400,5340907.526000000500,10311704.852500001000
FS( 25 ),4989195.552500000200,5276692.938500000200,10265888.491000000000
FS( 26 ),5009893.556750000500,5291248.245000001000,10301141.801750001000
FS( 27 ),5000694.443750000600,5362312.388499999400,10363006.832249999000
FS( 28 ),4989195.552500000200,5376011.500499999200,10365207.052999999000
FS( 29 ),4970797.326500000400,5304947.357000000800,10275744.683500001000
FS( 30 ),4959298.435250000100,5340907.526000000500,10300205.961250000000
FS( 31 ),4959298.435250000100,5511290.231499999800,10470588.666749999000
FS( 32 ),4970797.326500000400,5411971.669500000800,10382768.996000001000
FS( 33 ),4989195.552500000200,5411971.669500000800,10401167.222000001000
FS( 34 ),4970797.326500000400,5411971.669500000800,10382768.996000001000
FS( 35 ),5048989.787000000500,5454781.394500000400,10503771.181500001000
FS( 36 ),5060488.678250000800,5447075.643999999400,10507564.322250001000
FS( 37 ),5069687.791250000700,5489885.368999999000,10559573.160250001000
FS( 38 ),5090385.795500000900,5454781.394500000400,10545167.190000001000
FS( 39 ),5138681.138749999900,5411971.669500000800,10550652.808250001000
FS( 40 ),5189276.260250000300,5376011.500499999200,10565287.760749999000
FS( 41 ),5219173.377500000400,5383717.251000000200,10602890.628500000000
FS( 42 ),5159379.143000000200,5362312.388499999400,10521691.531500001000
FS( 43 ),5159379.143000000200,5304947.357000000800,10464326.500000000000
FS( 44 ),5177777.369000000900,5311796.912999998800,10489574.282000000000
FS( 45 ),5117983.134500000600,5191073.488499999000,10309056.623000000000
FS( 46 ),5099584.908500000800,5162819.070000000300,10262403.978500001000
FS( 47 ),5138681.138749999900,5191073.488499999000,10329754.627249999000
FS( 48 ),5099584.908500000800,5162819.070000000300,10262403.978500001000
FS( 49 ),5129482.025750000000,5148263.763499999400,10277745.789249999000
FS( 50 ),5168578.256000000100,5191073.488499999000,10359651.744500000000
FS( 51 ),5198475.373250000200,5383717.251000000200,10582192.624250000000
FS( 52 ),5230672.268749999800,5418821.225499998800,10649493.494250000000
FS( 53 ),5251370.273000000000,5454781.394500000400,10706151.667500000000
FS( 54 ),5251370.273000000000,5539544.650000000400,10790914.923000000000
FS( 55 ),5313464.285750000700,5511290.231499999800,10824754.517250001000
FS( 56 ),5366359.185499999700,5496734.925000000700,10863094.110500000000
FS( 57 ),5354860.294250000300,5483035.812999999200,10837896.107249999000
FS( 58 ),5396256.302749999800,5525845.537999998800,10922101.840749998000
FS( 59 ),5396256.302749999800,5525845.537999998800,10922101.840749998000
FS( 60 ),5396256.302749999800,5504440.675499999900,10900696.978250001000
FS( 61 ),5416954.307000000000,5518139.787499999600,10935094.094500000000
FS( 62 ),5416954.307000000000,5701365.410499999300,11118319.717499999000
FS( 63 ),5375558.298500000500,5716776.911500001300,11092335.210000001000
FS( 64 ),5407755.194000001100,5746743.719000000500,11154498.913000003000
FS( 65 ),5407755.194000001100,5709071.161000000300,11116826.355000000000
FS( 66 ),5416954.307000000000,5716776.911500001300,11133731.218500001000
FS( 67 ),5416954.307000000000,5679104.353499999300,11096058.660499999000
FS( 68 ),5428453.198250000400,5655987.102000000000,11084440.300250001000
FS( 69 ),5449151.202500000600,5724482.661999998600,11173633.864499999000
FS( 70 ),5428453.198250000400,5655987.102000000000,11084440.300250001000
FS( 71 ),5458350.315500000500,5618314.543999999800,11076664.859500000000
FS( 72 ),5437652.311250001200,5572936.235500000400,11010588.546750002000
FS( 73 ),5437652.311250001200,5588347.736500000600,11026000.047750002000
FS( 74 ),5387057.189750000800,5512146.425999999000,10899203.615750000000
FS( 75 ),5458350.315500000500,5565230.484999999400,11023580.800500000000
FS( 76 ),5543442.110750000900,5686810.104000000300,11230252.214750001000
FS( 77 ),5520444.328250000300,5686810.104000000300,11207254.432250001000
FS( 78 ),5499746.324000001000,5663692.852499999100,11163439.176500000000
FS( 79 ),5428453.198250000400,5686810.104000000300,11115263.302250002000
FS( 80 ),5490547.211000000100,5792122.027499999900,11282669.238499999000
FS( 81 ),5449151.202500000600,5701365.410499999300,11150516.613000000000
FS( 82 ),5416954.307000000000,5701365.410499999300,11118319.717499999000
FS( 83 ),5334162.290000001000,5732188.412499999600,11066350.702500001000
FS( 84 ),5416954.307000000000,5732188.412499999600,11149142.719500000000
FS( 85 ),5375558.298500000500,5777566.721000000800,11153125.019500002000
FS( 86 ),5292766.281500000500,5777566.721000000800,11070333.002500001000
FS( 87 ),5313464.285750000700,5815239.279000001000,11128703.564750001000
FS( 88 ),5301965.394500000400,5868323.337999999500,11170288.732500000000
FS( 89 ),5366359.185499999700,5860617.587500000400,11226976.773000000000
FS( 90 ),5343361.403000000900,5837500.336000001100,11180861.739000002000
FS( 91 ),5396256.302749999800,5830650.780000001200,11226907.082750000000
FS( 92 ),5313464.285750000700,5648281.351499998900,10961745.637249999000
FS( 93 ),5334162.290000001000,5784416.277000000700,11118578.567000002000
FS( 94 ),5366359.185499999700,5679104.353499999300,11045463.538999999000
FS( 95 ),5366359.185499999700,5679104.353499999300,11045463.538999999000
FS( 96 ),5251370.273000000000,5497591.119500000000,10748961.392500000000
FS( 97 ),5292766.281500000500,5686810.104000000300,10979576.385500001000
FS( 98 ),5366359.185499999700,5679104.353499999300,11045463.538999999000
FS( 99 ),5387057.189750000800,5716776.911500001300,11103834.101250002000
FS( 100 ),5375558.298500000500,5746743.719000000500,11122302.017500002000
FS( 101 ),5366359.185499999700,5701365.410499999300,11067724.595999999000
FS( 102 ),5396256.302749999800,5701365.410499999300,11097621.713250000000
FS( 103 ),5396256.302749999800,5868323.337999999500,11264579.640749998000
FS( 104 ),5416954.307000000000,5868323.337999999500,11285277.645000000000
FS( 105 ),5428453.198250000400,6072097.629000000700,11500550.827250000000
FS( 106 ),5458350.315500000500,6170559.996500000400,11628910.312000001000
FS( 107 ),5449151.202500000600,6208232.554500000600,11657383.757000001000
FS( 108 ),5407755.194000001100,6208232.554500000600,11615987.748500001000
FS( 109 ),5437652.311250001200,6215938.305000001600,11653590.616250003000
FS( 110 ),5437652.311250001200,6079803.379499999800,11517455.690750001000
FS( 111 ),5387057.189750000800,6201382.998500000700,11588440.188250002000
FS( 112 ),5449151.202500000600,6239055.556499999000,11688206.759000000000
FS( 113 ),5416954.307000000000,6284433.865000000200,11701388.172000000000
FS( 114 ),5387057.189750000800,6246761.307000001900,11633818.496750003000
FS( 115 ),5375558.298500000500,6382896.232499999900,11758454.530999999000
FS( 116 ),5387057.189750000800,6322106.423000000400,11709163.612750001000
FS( 117 ),5375558.298500000500,6345223.674499999700,11720781.973000001000
FS( 118 ),5387057.189750000800,6359778.980999998700,11746836.170750000000
FS( 119 ),5407755.194000001100,6473652.849499998600,11881408.043499999000
FS( 120 ),5416954.307000000000,6586670.523500001100,12003624.830500001000
