代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13252879.056499999000
真實報酬,3252879.056499999000

夏普值報酬,0.316587905650
夏普值風險,0.090053764170
夏普值,3.515543282043

預期報酬,27011.922076504859
風險,239927.568864941770
起點值,0.112583652659
找到最佳解世代,3427
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1101(0),2412(24),2912(40),3045(41),3673(44),
Stock#,1101(0),2412(24),2912(40),3045(41),3673(44),
張數,93,32,19,38,4,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,11620.591249999767,30156.968000000001,86256.796499999997,9006.871999999999,158379.424999999990,
FS( 1 ),1997170.591250000100,1997196.968000000100,1997276.796499999900,1997166.872000000000,1997379.425000000000,9986190.652750000400
FS( 2 ),1985606.878249999800,1997413.168000000100,2074131.354749999900,2000097.137500000000,1989241.850000000100,10046490.388499999000
FS( 3 ),1968940.952749999700,1975112.288000000200,2027598.179249999800,1979667.938499999900,1986653.355000000000,9937972.713500000500
FS( 4 ),1959682.105250000000,1961731.760000000200,2004331.591500000100,1927838.304000000000,1986653.355000000000,9840237.115749999900
FS( 5 ),1966163.298499999800,1979572.464000000200,2004331.591500000100,1919515.297000000000,2036352.459000000000,9905935.110000001300
FS( 6 ),1992088.071499999800,1963961.848000000200,1981065.003749999900,1913462.200999999900,2054631.216000000000,9905208.340250000400
FS( 7 ),1992088.071499999800,1977342.376000000200,1965553.945249999600,1916488.749000000100,2052042.721000000100,9903515.862749999400
FS( 8 ),1981903.339250000000,1968422.024000000200,1965553.945249999600,1884709.994999999900,2025879.010000000200,9826468.313500000200
FS( 9 ),1994865.725750000200,1984032.640000000100,1973309.474499999800,1925190.074499999900,2088640.058000000000,9966037.972750000700
FS( 10 ),2018012.844500000100,1984032.640000000100,1996576.062250000000,1936539.629500000300,2133122.348999999900,10068283.525249999000
FS( 11 ),1979125.684999999800,1979572.464000000200,1981065.003749999900,1942214.407000000100,2093896.693999999900,9975874.253750000100
FS( 12 ),1949497.372999999900,1984032.640000000100,1973309.474499999800,1922163.526499999900,2059887.852000000200,9888890.866000000400
FS( 13 ),1936534.986499999900,1988492.816000000100,1973309.474499999800,1953942.280499999900,2190666.583999999800,10042946.141500000000
FS( 14 ),1939312.640749999800,1992952.992000000100,2004331.591500000100,1922163.526499999900,2297909.922999999500,10156670.673749998000
FS( 15 ),1943016.179749999900,2004103.432000000300,2043109.237750000100,1942214.407000000100,2337135.578000000200,10269578.834500000000
FS( 16 ),1955978.566249999900,1986262.728000000100,2012087.120750000000,1948267.502999999800,2344980.708999999800,10247576.627000000000
FS( 17 ),2044863.502249999700,2006333.520000000300,2043109.237750000100,1979667.938499999900,2347569.203999999900,10421543.402500000000
FS( 18 ),2067084.736249999800,2013023.784000000000,2058620.296249999900,1965291.835500000000,2329290.446999999700,10433311.098999999000
FS( 19 ),2057825.888750000200,2001873.344000000300,2081886.883999999800,1971344.931499999900,2297909.922999999500,10410840.971249999000
FS( 20 ),2073565.929500000100,2013023.784000000000,2128609.218750000000,1977019.709000000300,2250799.314000000200,10443017.955250002000
FS( 21 ),2083750.661749999500,1997413.168000000100,2113098.160250000200,1973993.160999999800,2237737.370000000100,10405992.521000002000
FS( 22 ),2070788.275249999700,1992952.992000000100,2105342.631000000100,1950915.732499999900,2248210.818999999700,10368210.449749999000
FS( 23 ),2041159.963250000000,1997413.168000000100,2081886.883999999800,1942214.407000000100,2245582.501000000200,10308256.923250001000
FS( 24 ),2093935.393999999600,1999643.256000000100,2128609.218750000000,1953942.280499999900,2208945.340999999500,10385075.490249999000
FS( 25 ),2037456.424249999700,1992952.992000000100,2167386.865000000200,1965291.835500000000,2067732.983000000000,10230821.099750001000
FS( 26 ),2051344.695499999700,1995183.080000000100,2128609.218750000000,1950915.732499999900,2106958.637999999800,10233011.364750000000
FS( 27 ),2073565.929500000100,1981802.552000000100,2081886.883999999800,1968318.383500000000,2038940.954000000100,10144514.703000000000
FS( 28 ),2116156.627999999600,1977342.376000000200,2128609.218750000000,1953942.280499999900,2127865.713000000000,10303916.216249999000
FS( 29 ),2123563.705999999300,1984032.640000000100,2097397.942499999900,1956968.828500000100,2080794.927000000100,10242758.044000000000
FS( 30 ),2139303.746749999500,1999643.256000000100,2105342.631000000100,1962643.605999999900,2174976.322000000200,10381909.561749998000
FS( 31 ),2205041.563999999800,2013023.784000000000,2120853.689500000300,1971344.931499999900,2198511.714999999400,10508775.683999998000
FS( 32 ),2198560.370750000200,2017483.960000000200,2097397.942499999900,1968318.383500000000,2167131.191000000100,10448891.847750001000
FS( 33 ),2208745.102999999700,2013023.784000000000,2105342.631000000100,1985721.034500000100,2172348.003999999700,10485180.556499999000
FS( 34 ),2241151.069249999700,2026404.311999999900,2089642.413249999800,2000097.137500000000,2193255.078999999900,10550550.011000000000
FS( 35 ),2339294.852749999600,2033094.576000000100,2144120.277250000300,2002745.367000000100,2211573.659000000000,10730828.732000001000
FS( 36 ),2372626.703749999400,2059855.632000000200,2151875.806500000400,2011446.692499999900,2250799.314000000200,10846604.148750000000
FS( 37 ),2339294.852749999600,2071006.072000000200,2113098.160250000200,2000097.137500000000,2274334.706999999900,10797830.929500001000
FS( 38 ),2392070.283499999900,2066545.895999999900,2144120.277250000300,2008420.144500000200,2303126.736000000000,10914283.337250000000
FS( 39 ),2402255.015749999800,2075466.248000000100,2159631.335750000100,2017121.470000000000,2321445.315999999600,10975919.385500001000
FS( 40 ),2398551.476749999400,2071006.072000000200,2151875.806500000400,2020148.017999999900,2344980.708999999800,10986562.082249999000
FS( 41 ),2460585.754999999900,2071006.072000000200,2190653.452750000200,2020148.017999999900,2292653.287000000000,11035046.584750000000
FS( 42 ),2477251.680499999300,2068775.984000000200,2252697.686750000300,2034524.120999999800,2329290.446999999700,11162539.919250000000
FS( 43 ),2415217.402249999800,2059855.632000000200,2182897.923500000500,2008420.144500000200,2242954.183000000200,10909345.285250001000
FS( 44 ),2430957.442999999000,2044245.016000000100,2167386.865000000200,2040198.898499999900,2282219.660999999800,10965007.883499999000
FS( 45 ),2483732.873749999800,2055395.456000000200,2167386.865000000200,2077652.430000000200,2329290.446999999700,11113458.071750000000
FS( 46 ),2454104.561749998900,2055395.456000000200,2175142.394249999900,2109431.184000000400,2423432.018999999900,11217505.614999998000
FS( 47 ),2457808.100749999300,2066545.895999999900,2213920.040500000100,2132130.293999999800,2407741.756999999800,11278146.088249998000
FS( 48 ),2473548.141499999900,2073236.159999999900,2260642.375250000000,2109431.184000000400,2381578.045999999600,11298435.906750001000
FS( 49 ),2644836.820249999900,2077696.335999999900,2213920.040500000100,2149532.944999999800,2433905.467999999900,11519891.609750001000
FS( 50 ),2657799.206749999900,2079926.424000000100,2237186.628250000100,2178285.151000000100,2488821.384999999800,11642018.795000000000
FS( 51 ),2611504.969249999600,2079926.424000000100,2338197.667750000000,2143858.167500000000,2517613.413999999900,11691100.642499998000
FS( 52 ),2634652.088000000000,2064315.808000000000,2431453.178000000300,2132130.293999999800,2499294.833999999800,11761846.202000000000
FS( 53 ),2657799.206749999900,2075466.248000000100,2361464.255500000400,2146506.396999999900,2426060.336999999800,11667296.444249999000
FS( 54 ),2805014.881999999300,2071006.072000000200,2485741.882749999900,2149532.944999999800,2444378.916999999900,11955674.698749999000
FS( 55 ),2736499.410499999300,2062085.720000000200,2431453.178000000300,2146506.396999999900,2457440.861000000000,11833985.566499999000
FS( 56 ),2762424.183499999800,2059855.632000000200,2524519.529000000600,2135156.842000000200,2397268.307999999700,11879224.494500002000
FS( 57 ),2638355.626999999900,2064315.808000000000,2555730.805250000700,2129482.064499999900,2363299.288999999900,11751183.593750000000
FS( 58 ),2690205.172999999500,2059855.632000000200,2470230.824250000100,2109431.184000000400,2460069.179000000000,11789791.992249999000
FS( 59 ),2624467.355749999600,2064315.808000000000,2439208.707250000000,2129482.064499999900,2619600.116999999600,11877074.052499998000
FS( 60 ),2549470.690999999600,2064315.808000000000,2439208.707250000000,2109431.184000000400,2658825.771999999400,11821252.162250001000
FS( 61 ),2624467.355749999600,2077696.335999999900,2524519.529000000600,2132130.293999999800,2569901.012999999800,11928714.527750000000
FS( 62 ),2608727.314999999500,2082156.512000000100,2493497.412000000500,2123807.287000000000,2507139.964999999900,11815328.491000000000
FS( 63 ),2611504.969249999600,2097767.128000000500,2509008.470500000800,2120780.739000000100,2480976.254000000200,11820037.560750000000
FS( 64 ),2615208.508250000000,2120068.007999999900,2617775.039250000400,2155207.722499999700,2530675.358000000000,12038934.636000000000
FS( 65 ),2608727.314999999500,2091076.864000000100,2532275.058250000200,2143858.167500000000,2522830.227000000000,11898767.631750001000
FS( 66 ),2617986.162499999600,2093306.952000000300,2493497.412000000500,2146506.396999999900,2512356.777999999900,11863653.701500002000
FS( 67 ),2595764.928499999500,2086616.688000000100,2477986.353500000200,2138183.390000000100,2478347.935999999800,11776899.296000000000
FS( 68 ),2555951.884249999700,2106687.480000000000,2586752.922250000300,2181311.699000000000,2507139.964999999900,11937843.950500000000
FS( 69 ),2542989.497749999600,2104457.392000000000,2547786.116750000000,2181311.699000000000,2616971.798999999600,11993516.504499998000
FS( 70 ),2545767.152000000200,2095537.040000000300,2524519.529000000600,2166935.595999999900,2541148.806999999600,11873908.124000002000
FS( 71 ),2500398.799249999200,2097767.128000000500,2509008.470500000800,2169583.825499999800,2517613.413999999900,11794371.637249999000
FS( 72 ),2517064.724749999600,2097767.128000000500,2641041.627000000300,2183959.928499999900,2475759.440999999600,11915592.849250000000
FS( 73 ),2568914.270750000100,2108917.568000000000,2648797.156250000000,2172610.373499999800,2454812.543000000100,11954051.911499999000
FS( 74 ),2595764.928499999500,2106687.480000000000,2625530.568500000500,2166935.595999999900,2512356.777999999900,12007275.351000000000
