代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12625530.523499999000
真實報酬,2625530.523499999200

夏普值報酬,0.253853052350
夏普值風險,0.074449885706
夏普值,3.409717153266

預期報酬,20043.189928571621
風險,269028.985160830660
起點值,0.074501972033
找到最佳解世代,3138
找到最佳解實驗#,1
找到最佳解次數,32

投資組合檔數,3
2308(12),2912(39),8046(47),
Stock#,2308(12),2912(39),8046(47),
張數,47,55,33,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,33938.052499999998,12657.771250000000,55068.120000000003,
FS( 1 ),3328638.052500000200,3328607.771250000200,3328668.120000000100,9985914.943750001500
FS( 2 ),3373016.956500000300,3318315.222500000600,3393360.519750000000,10084693.698750000000
FS( 3 ),3365998.152750000400,3318315.222500000600,3379890.390000000100,10064204.765250001000
FS( 4 ),3428699.466250000500,3322695.752500000400,3287570.720250000200,10038966.939000001000
FS( 5 ),3390330.005750000500,3322695.752500000400,3287570.720250000200,10000597.478500001000
FS( 6 ),3359447.269249999400,3322695.752500000400,3445926.879749999800,10128070.901500000000
FS( 7 ),3355703.907249999700,3318315.222500000600,3445926.879749999800,10119947.009500001000
FS( 8 ),3348685.103500000200,3266296.428750000400,3353607.210000000400,9968589.742250001100
FS( 9 ),3324353.250499999600,3318315.222500000600,3353607.210000000400,9996276.683000000200
FS( 10 ),3401092.171500000200,3322695.752500000400,3379890.390000000100,10103679.314000001000
FS( 11 ),3348685.103500000200,3279438.018749999800,3300712.310250000100,9928836.432500001000
FS( 12 ),3369741.514750000100,3318315.222500000600,3274429.130249999900,9962486.867499999700
FS( 13 ),3435718.270000000000,3327076.282500000200,3498821.779499999700,10261617.332000000000
FS( 14 ),3460050.123000000100,3318315.222500000600,3472538.599500000000,10250904.945000000000
FS( 15 ),3522283.516250000300,3322695.752500000400,3406502.109750000300,10251482.378500002000
FS( 16 ),3504970.467000000600,3340217.872500001000,3353607.210000000400,10198796.549500002000
FS( 17 ),3592003.633500000000,3335837.342500000300,3340465.620000000100,10268307.596000001000
FS( 18 ),3539596.565500000500,3370334.016250000300,3366748.799999999800,10276680.381750001000
FS( 19 ),3504970.467000000600,3361572.956249999800,3340465.620000000100,10207010.043250002000
FS( 20 ),3504970.467000000600,3387856.136250000000,3327324.029999999800,10220151.633250000000
FS( 21 ),3539596.565500000500,3431113.870000000100,3366748.799999999800,10337460.235500000000
FS( 22 ),3556909.614750000200,3453016.520000000000,3379890.390000000100,10389817.524750000000
FS( 23 ),3522283.516250000300,3453016.520000000000,3379890.390000000100,10355191.426250001000
FS( 24 ),3504970.467000000600,3461777.580000000500,3419643.699749999700,10386392.746750001000
FS( 25 ),3484381.975999999800,3444255.460000000400,3459068.469750000200,10387706.905750001000
FS( 26 ),3494676.221500000500,3453016.520000000000,3538246.549500000200,10485940.291000001000
FS( 27 ),3494676.221500000500,3470538.640000000100,3498821.779499999700,10464037.641000001000
FS( 28 ),3494676.221500000500,3426733.340000000300,3432785.289750000000,10354195.851250000000
FS( 29 ),3556909.614750000200,3466158.110000000300,3459068.469750000200,10482137.194500001000
FS( 30 ),3592003.633500000000,3487513.193750000100,3432785.289750000000,10512303.117000001000
FS( 31 ),3626629.732000000300,3496274.253750000600,3419643.699749999700,10542548.685500000000
FS( 32 ),3626629.732000000300,3713658.055000000600,3551716.679250000500,10892005.466250001000
FS( 33 ),3609316.682750000200,3639736.611250000100,3591141.449250000100,10840195.743249999000
FS( 34 ),3592003.633500000000,3704896.995000000600,3577999.859250000200,10874901.487750001000
FS( 35 ),3522283.516250000300,3652878.201249999900,3472538.599500000000,10647701.317000000000
FS( 36 ),3643942.781250000500,3700516.464999999900,3511963.369500000000,10856423.615750000000
FS( 37 ),3609316.682750000200,3674233.285000001100,3670319.529000000100,10953870.496750001000
FS( 38 ),3574222.664000000300,3644117.141249999900,3591141.449250000100,10809482.254500000000
FS( 39 ),3539596.565500000500,3661639.261250000000,3617424.629250000200,10818661.456000000000
FS( 40 ),3609316.682750000200,3700516.464999999900,3644036.348999999900,10953870.496749999000
FS( 41 ),3661255.830500000200,3774437.908750000400,3657177.939000000200,11092872.678250000000
FS( 42 ),3661255.830500000200,3895997.616250000400,3644036.348999999900,11201290.795750000000
FS( 43 ),3661255.830500000200,3882856.026250000600,3577999.859250000200,11122112.716000000000
FS( 44 ),3661255.830500000200,3922280.796250000600,3538246.549500000200,11121784.176250001000
FS( 45 ),3609316.682750000200,3791960.028750000500,3644036.348999999900,11045314.060500000000
FS( 46 ),3539596.565500000500,3756915.788749999400,3894712.178250000300,11191225.532500001000
FS( 47 ),3435718.270000000000,3722419.115000000200,3749497.608750000100,10907635.993750000000
FS( 48 ),3401092.171500000200,3731180.174999999800,3696602.709000000300,10828876.055500001000
FS( 49 ),3453031.319249999700,3648497.671250000600,3854958.868499999900,10956488.859000001000
FS( 50 ),3407643.055000000200,3726799.645000000000,3749497.608750000100,10883941.308750000000
FS( 51 ),3504970.467000000600,3748154.728750000200,3670319.529000000100,10923445.724750001000
FS( 52 ),3487657.417750000500,3718038.585000000400,3749497.608750000100,10955194.611500001000
FS( 53 ),3522283.516250000300,3731180.174999999800,3749497.608750000100,11002962.300000001000
FS( 54 ),3556909.614750000200,3731180.174999999800,3723214.428750000400,11011305.218500001000
FS( 55 ),3522283.516250000300,3817695.642500000100,3670319.529000000100,11010299.687750001000
FS( 56 ),3539596.565500000500,3900378.146250000200,3696602.709000000300,11136578.420750001000
FS( 57 ),3504970.467000000600,3904758.676250000000,3775780.788750000300,11185510.932000000000
FS( 58 ),3504970.467000000600,3878475.496249999900,3644036.348999999900,11027483.312249999000
FS( 59 ),3435718.270000000000,3839598.292500000000,3591141.449250000100,10866459.011750000000
FS( 60 ),3477363.172250000300,3974299.589999999900,3617424.629250000200,11069088.391500000000
FS( 61 ),3456306.760999999900,4039459.973750000800,3577999.859250000200,11073767.594000001000
FS( 62 ),3522283.516250000300,3943635.880000000800,3683461.118999999900,11149381.515250001000
