代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12212337.103000000000
真實報酬,2212337.103000000100

夏普值報酬,0.212533710300
夏普值風險,0.052952399749
夏普值,4.013674758967

預期報酬,17578.149631673292
風險,171471.524217223630
起點值,0.102513520609
找到最佳解世代,4087
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,3
1101(0),2301(13),2330(20),
Stock#,1101(0),2301(13),2330(20),
張數,130,123,46,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,25325.797500000001,22381.608000000000,14770.778000000000,
FS( 1 ),3328625.797499999900,3328621.608000000000,3328610.777999999900,9985859.183499999300
FS( 2 ),3364484.347499999700,3323787.953999999900,3317610.752000000300,10005884.053500000000
FS( 3 ),3314008.694999999800,3277254.778499999500,3239298.822499999300,9830563.295999998200
FS( 4 ),3308831.705000000100,3263784.648749999700,3203577.591499999600,9776194.945249998900
FS( 5 ),3435667.960000000000,3323787.953999999900,3309825.355500000500,10069282.269500000000
FS( 6 ),3571563.947499999800,3323787.953999999900,3297918.278499999500,10193271.180000000000
FS( 7 ),3552150.234999999900,3323787.953999999900,3333639.509500000200,10209578.698500000000
FS( 8 ),3576740.937500000500,3323787.953999999900,3337303.225499999700,10237833.116999999000
FS( 9 ),3602625.887500000200,3342156.312749999600,3356995.699000000000,10301778.899250001000
FS( 10 ),3733344.884999999800,3378893.030249999800,3416073.119499999600,10528312.034750000000
FS( 11 ),3733344.884999999800,3387464.930999999900,3416073.119499999600,10536883.935500000000
FS( 12 ),3653101.539999999600,3360524.671500000200,3384473.568999999700,10398100.780500000000
FS( 13 ),3658278.530000000300,3415629.747749999600,3396380.646000000600,10470289.923750002000
FS( 14 ),3587094.917500000000,3369096.572249999700,3368902.775999999600,10325095.265749998000
FS( 15 ),3653101.539999999600,3387464.930999999900,3384473.568999999700,10425041.039999999000
FS( 16 ),3693223.212499999900,3419303.419499999800,3400502.326500000000,10513029.958500000000
FS( 17 ),3663455.519999999600,3442570.007250000300,3392716.930000000200,10498743.457249999000
FS( 18 ),3642747.560000000100,3432773.549250000200,3411951.439000000200,10487473.548250001000
FS( 19 ),3668632.509999999800,3410731.518750000300,3459121.782499999700,10538486.811250001000
FS( 20 ),3693223.212499999900,3492776.854499999900,3545677.073000000300,10731678.140000001000
FS( 21 ),3658278.530000000300,3479306.724750000100,3510413.806499999900,10648000.061250001000
FS( 22 ),3637570.569999999800,3460938.365999999500,3537891.676500000100,10636401.612499999000
FS( 23 ),3622039.599999999600,3415629.747749999600,3545677.073000000300,10583347.420750000000
FS( 24 ),3682869.232499999900,3387464.930999999900,3577276.623499999800,10647611.787000000000
FS( 25 ),3693223.212499999900,3429099.877499999900,3592847.416499999400,10715171.506499998000
FS( 26 ),3693223.212499999900,3437671.778250000400,3518199.202999999700,10649095.193750000000
FS( 27 ),3733344.884999999800,3487878.625499999600,3439887.273500000100,10661111.783999998000
FS( 28 ),3658278.530000000300,3460938.365999999500,3376688.172499999400,10495906.068499999000
FS( 29 ),3602625.887500000200,3506246.984250000200,3408287.723000000200,10517161.594750002000
FS( 30 ),3682869.232499999900,3451141.907999999800,3411951.439000000200,10545963.579500001000
FS( 31 ),3728167.894999999600,3460938.365999999500,3455458.066499999700,10644565.327499999000
FS( 32 ),3754052.844999999300,3502573.312500000500,3451336.385999999900,10707963.543499999000
FS( 33 ),3743698.864999999800,3460938.365999999500,3478814.256000000100,10683452.487000000000
FS( 34 ),3825236.457499999600,3460938.365999999500,3423858.515999999800,10710034.339499999000
FS( 35 ),3844650.169999999900,3442570.007250000300,3396380.646000000600,10683601.823249999000
FS( 36 ),3825236.457499999600,3460938.365999999500,3384473.568999999700,10670649.392499998000
FS( 37 ),3830413.447499999800,3487878.625499999600,3373024.456499999900,10691317.529499998000
FS( 38 ),3860181.139999999700,3442570.007250000300,3349210.302500000200,10651962.449750001000
FS( 39 ),3708754.182500000100,3424201.648500000100,3447672.669999999900,10580629.501000000000
FS( 40 ),3759229.835000000000,3415629.747749999600,3478814.256000000100,10653674.838750001000
FS( 41 ),3804528.497500000100,3424201.648500000100,3475150.540000000000,10703881.686000001000
FS( 42 ),3809705.487499999800,3432773.549250000200,3502628.409999999200,10745108.446750000000
FS( 43 ),3724285.152499999400,3392363.160000000100,3522320.883500000500,10638970.196000000000
FS( 44 ),3799351.507499999800,3415629.747749999600,3549798.753499999600,10764781.008749999000
FS( 45 ),3875712.109999999900,3469510.266750000000,3565369.546499999700,10910592.923249999000
FS( 46 ),3900302.812500000500,3479306.724750000100,3569491.227000000400,10949101.764250001000
FS( 47 ),3915833.782499999300,3479306.724750000100,3592847.416499999400,10987988.923749998000
FS( 48 ),3865358.130000000400,3460938.365999999500,3573154.943000000400,10899452.438999999000
FS( 49 ),3830413.447499999800,3415629.747749999600,3585062.020000000000,10831106.215249998000
FS( 50 ),3830413.447499999800,3405833.289750000000,3604754.493500000300,10841002.230750000000
