代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11154072.260000000000
真實報酬,1154072.259999999800

夏普值報酬,0.106707226000
夏普值風險,0.031738228208
夏普值,3.362104062665

預期報酬,9240.235092765284
風險,67447.979481506802
起點值,0.136997952552
找到最佳解世代,3402
找到最佳解實驗#,1
找到最佳解次數,37

投資組合檔數,9
2227(11),2303(13),2801(28),2882(31),2886(35),2892(39),2912(40),3008(41),3481(43),
FS( 8 ),1079830.841500000100,1090190.500749999900,1108309.205249999600,1122256.896999999900,1172955.809500000000,1114820.239499999900,1144387.262000000100,1111111.000000000000,1104623.467000000200,10048486.222500000000
FS( 9 ),1071587.480499999800,1067013.514749999900,1098134.428749999500,1183584.317000000000,1172955.809500000000,1101738.384000000100,1121210.276000000100,1111111.000000000000,1094568.159500000100,10021904.370000001000
FS( 10 ),1068839.693499999800,1062184.976000000000,1098134.428749999500,1242681.649000000000,1191234.566499999700,1104645.463000000200,1101935.944000000100,1111111.000000000000,1074457.544500000100,10055226.265250001000
FS( 11 ),1074335.267499999800,1062184.976000000000,1101041.507749999900,1214526.788000000200,1191234.566499999700,1101738.384000000100,1119298.772000000100,1111111.000000000000,1079485.198250000100,10054957.459999999000
FS( 12 ),1074335.267499999800,1062184.976000000000,1104675.356499999800,1229301.121000000000,1181019.967000000200,1104645.463000000200,1121210.276000000100,1111111.000000000000,1079485.198250000100,10067969.625250001000
FS( 13 ),1082578.628499999900,1067013.514749999900,1108309.205249999600,1213132.983000000000,1178331.914500000000,1114820.239499999900,1126984.611000000000,1111111.000000000000,1094568.159500000100,10096851.256000001000
FS( 14 ),1082578.628499999900,1062184.976000000000,1098134.428749999500,1217035.637000000300,1163278.820500000100,1108279.311749999900,1109621.783000000100,1111111.000000000000,1094568.159500000100,10046793.745000001000
FS( 15 ),1079830.841500000100,1071842.053499999900,1104675.356499999800,1234597.580000000100,1183170.408999999800,1111913.160500000000,1103847.448000000100,1111111.000000000000,1114678.774500000100,10115667.623499999000
FS( 16 ),1088133.936999999900,1071842.053499999900,1111216.284249999600,1229301.121000000000,1191234.566499999700,1121361.167249999900,1126984.611000000000,1111111.000000000000,1099595.813250000100,10150781.553749999000
FS( 17 ),1085386.149999999700,1076670.592250000200,1121391.060749999700,1245190.498000000100,1170805.367499999900,1124995.016000000100,1136661.600000000100,1111111.000000000000,1099595.813250000100,10171808.097749999000
FS( 18 ),1085386.149999999700,1067013.514749999900,1121391.060749999700,1258571.026000000100,1188546.514000000000,1128628.864750000200,1125073.107000000100,1111111.000000000000,1089540.505750000000,10175262.743000001000
FS( 19 ),1088133.936999999900,1067013.514749999900,1125024.909499999800,1309584.289000000300,1181019.967000000200,1128628.864750000200,1130847.442000000000,1111111.000000000000,1079485.198250000100,10220850.122250000000
FS( 20 ),1088133.936999999900,1067013.514749999900,1141740.613749999600,1309584.289000000300,1188546.514000000000,1131535.943750000100,1121210.276000000100,1111111.000000000000,1079485.198250000100,10238362.286499999000
FS( 21 ),1090881.723999999900,1067013.514749999900,1135199.685999999500,1278641.818000000200,1178331.914500000000,1124995.016000000100,1121210.276000000100,1111111.000000000000,1094568.159500000100,10201954.108750001000
FS( 22 ),1101872.871999999500,1058322.144999999800,1162090.166749999600,1268048.900000000400,1165429.262499999700,1131535.943750000100,1119298.772000000100,1111111.000000000000,1099595.813250000100,10217305.875249999000
FS( 23 ),1096377.298000000000,1067013.514749999900,1151915.390249999700,1305402.874000000100,1172955.809500000000,1131535.943750000100,1125073.107000000100,1111111.000000000000,1094568.159500000100,10255954.096749999000
FS( 24 ),1085386.149999999700,1062184.976000000000,1145374.462499999700,1297318.805000000200,1181019.967000000200,1138803.641249999900,1115435.940999999900,1111111.000000000000,1079485.198250000100,10216121.140999999000
FS( 25 ),1079830.841500000100,1053493.606250000000,1135199.685999999500,1305402.874000000100,1168117.314999999700,1138803.641249999900,1103847.448000000100,1111111.000000000000,1099595.813250000100,10195403.225250000000
FS( 26 ),1082578.628499999900,1071842.053499999900,1145374.462499999700,1324079.861000000000,1191234.566499999700,1145344.569000000100,1107710.279000000100,1111111.000000000000,1099595.813250000100,10278872.233250000000
FS( 27 ),1088133.936999999900,1067013.514749999900,1145374.462499999700,1321571.012000000300,1191234.566499999700,1151885.496749999900,1111573.110000000100,1111111.000000000000,1134789.389500000000,10322687.489000000000
FS( 28 ),1093629.510999999900,1071842.053499999900,1165724.015499999700,1325473.666000000000,1203599.608000000000,1168601.201000000100,1117347.445000000100,1111111.000000000000,1139817.043250000100,10397146.543250000000
FS( 29 ),1093629.510999999900,1067013.514749999900,1158456.317999999700,1334951.540000000000,1216502.260000000000,1168601.201000000100,1111573.110000000100,1111111.000000000000,1124734.081999999900,10386573.536750002000
FS( 30 ),1085386.149999999700,1062184.976000000000,1155549.238999999800,1334951.540000000000,1216502.260000000000,1164967.352250000200,1094210.282000000100,1111111.000000000000,1129761.735750000200,10354625.535000000000
FS( 31 ),1082578.628499999900,1062184.976000000000,1165724.015499999700,1341641.804000000000,1213814.207500000000,1178775.977500000000,1092258.955000000100,1111111.000000000000,1124734.081999999900,10372824.646000000000
FS( 32 ),1085386.149999999700,1053493.606250000000,1155549.238999999800,1314880.748000000100,1198761.113500000000,1168601.201000000100,1101935.944000000100,1111111.000000000000,1129761.735750000200,10319481.737500001000
FS( 33 ),1082578.628499999900,1062184.976000000000,1155549.238999999800,1345544.458000000100,1198761.113500000000,1162060.273249999900,1090347.451000000100,1111111.000000000000,1153894.473750000100,10362032.613000000000
FS( 34 ),1088133.936999999900,1062184.976000000000,1158456.317999999700,1350840.917000000100,1216502.260000000000,1158426.424500000200,1084533.293000000100,1111111.000000000000,1153894.473750000100,10384084.599250000000
FS( 35 ),1082578.628499999900,1062184.976000000000,1151915.390249999700,1324079.861000000000,1198761.113500000000,1151885.496749999900,1082621.788999999900,1111111.000000000000,1144844.697000000200,10309983.952000000000
FS( 36 ),1077083.054500000300,1062184.976000000000,1158456.317999999700,1324079.861000000000,1193385.008500000000,1148251.648000000000,1082621.788999999900,1111111.000000000000,1158922.127499999900,10316096.782500001000
FS( 37 ),1085386.149999999700,1062184.976000000000,1158456.317999999700,1312093.138000000000,1185858.461500000000,1145344.569000000100,1082621.788999999900,1111111.000000000000,1179032.742500000200,10322090.143999999000
FS( 38 ),1082578.628499999900,1062184.976000000000,1145374.462499999700,1265261.290000000000,1178331.914500000000,1135169.792500000200,1082621.788999999900,1111111.000000000000,1174005.088750000100,10236639.941750001000
FS( 39 ),1079830.841500000100,1062184.976000000000,1138106.764999999700,1270557.749000000100,1172955.809500000000,1131535.943750000100,1076847.453999999900,1111111.000000000000,1163949.781250000000,10207081.319999998000
FS( 40 ),1082578.628499999900,1062184.976000000000,1151915.390249999700,1298712.610000000100,1178331.914500000000,1141710.720250000000,1078758.958000000100,1111111.000000000000,1158922.127499999900,10264227.324999999000
FS( 41 ),1077083.054500000300,1062184.976000000000,1151915.390249999700,1286725.887000000300,1170805.367499999900,1141710.720250000000,1074896.127000000100,1111111.000000000000,1149872.350750000000,10226305.873250000000
FS( 42 ),1082578.628499999900,1067013.514749999900,1158456.317999999700,1314880.748000000100,1178331.914500000000,1155519.345500000100,1082621.788999999900,1111111.000000000000,1163949.781250000000,10314464.039499998000
FS( 43 ),1077083.054500000300,1062184.976000000000,1158456.317999999700,1294809.956000000200,1168117.314999999700,1148251.648000000000,1074896.127000000100,1111111.000000000000,1153894.473750000100,10248805.868250001000
FS( 44 ),1082578.628499999900,1071842.053499999900,1168631.094499999700,1302894.025000000400,1178331.914500000000,1158426.424500000200,1086484.619999999900,1111111.000000000000,1158922.127499999900,10319222.887999998000
FS( 45 ),1090881.723999999900,1071842.053499999900,1165724.015499999700,1297318.805000000200,1183170.408999999800,1155519.345500000100,1094210.282000000100,1111111.000000000000,1209198.665000000000,10378977.299500000000
FS( 46 ),1093629.510999999900,1067013.514749999900,1158456.317999999700,1294809.956000000200,1200911.555500000000,1162060.273249999900,1076847.453999999900,1111111.000000000000,1214226.318750000100,10379066.901249999000
FS( 47 ),1096377.298000000000,1071842.053499999900,1165724.015499999700,1308190.483999999900,1211126.154999999800,1172235.049750000200,1086484.619999999900,1111111.000000000000,1254447.548750000100,10477539.224499999000
FS( 48 ),1096377.298000000000,1090190.500749999900,1168631.094499999700,1317389.596999999800,1213814.207500000000,1172235.049750000200,1071033.296000000100,1111111.000000000000,1294668.778750000100,10535451.822250001000
FS( 49 ),1088133.936999999900,1090190.500749999900,1165724.015499999700,1324079.861000000000,1196073.061000000000,1168601.201000000100,1072984.623000000100,1111111.000000000000,1284613.471249999900,10501512.670499999000
FS( 50 ),1085386.149999999700,1095019.039500000000,1168631.094499999700,1329655.081000000200,1208975.712999999800,1172235.049750000200,1076847.453999999900,1111111.000000000000,1279585.817500000100,10527447.399249999000
FS( 51 ),1077083.054500000300,1095019.039500000000,1175898.791999999700,1324079.861000000000,1213814.207500000000,1175142.128749999900,1076847.453999999900,1111111.000000000000,1274558.163750000100,10523554.700999999000
FS( 52 ),1085386.149999999700,1109504.655750000200,1192614.496249999600,1316274.553000000100,1224028.807000000000,1178775.977500000000,1094210.282000000100,1111111.000000000000,1284613.471249999900,10596520.392749999000
FS( 53 ),1090881.723999999900,1109504.655750000200,1192614.496249999600,1308190.483999999900,1224028.807000000000,1178775.977500000000,1086484.619999999900,1111111.000000000000,1299696.432500000100,10601289.197000001000
FS( 54 ),1082578.628499999900,1095019.039500000000,1188980.647499999500,1278641.818000000200,1208975.712999999800,1172235.049750000200,1078758.958000000100,1111111.000000000000,1279585.817500000100,10495887.671750000000
FS( 55 ),1085386.149999999700,1095019.039500000000,1182439.719749999700,1283938.277000000200,1203599.608000000000,1175142.128749999900,1101935.944000000100,1111111.000000000000,1284613.471249999900,10523186.338249998000
FS( 56 ),1090881.723999999900,1095019.039500000000,1182439.719749999700,1269442.705000000100,1193385.008500000000,1172235.049750000200,1084533.293000000100,1111111.000000000000,1318801.516750000000,10517850.056250000000
FS( 57 ),1085386.149999999700,1090190.500749999900,1178805.870999999800,1266655.094999999700,1198761.113500000000,1164967.352250000200,1080670.462000000100,1111111.000000000000,1313773.863000000100,10490322.407500001000
FS( 58 ),1079830.841500000100,1090190.500749999900,1182439.719749999700,1274739.164000000300,1193385.008500000000,1164967.352250000200,1072984.623000000100,1111111.000000000000,1308746.209250000100,10478395.419000000000
FS( 59 ),1082578.628499999900,1086327.669750000100,1186073.568499999800,1281429.428000000100,1206287.660500000000,1175142.128749999900,1088396.124000000100,1111111.000000000000,1308746.209250000100,10526093.417250000000
FS( 60 ),1090881.723999999900,1067013.514749999900,1182439.719749999700,1283938.277000000200,1193385.008500000000,1175142.128749999900,1096121.786000000100,1111111.000000000000,1318801.516750000000,10518835.675500000000
FS( 61 ),1090881.723999999900,1062184.976000000000,1182439.719749999700,1268048.900000000400,1193385.008500000000,1175142.128749999900,1084533.293000000100,1111111.000000000000,1419354.591749999900,10587082.341750000000
FS( 62 ),1085386.149999999700,1071842.053499999900,1188980.647499999500,1261358.635999999900,1188546.514000000000,1178775.977500000000,1088396.124000000100,1111111.000000000000,1394216.323000000100,10568614.425500000000
FS( 63 ),1088133.936999999900,1076670.592250000200,1195521.575249999800,1302894.025000000400,1208975.712999999800,1191857.833000000100,1080670.462000000100,1111111.000000000000,1389188.669250000000,10645024.806750000000
FS( 64 ),1093629.510999999900,1081499.130999999800,1205696.351749999900,1297318.805000000200,1213814.207500000000,1202032.609500000000,1086484.619999999900,1111111.000000000000,1353995.093000000100,10645582.328750001000
FS( 65 ),1101872.871999999500,1076670.592250000200,1205696.351749999900,1293416.151000000100,1208975.712999999800,1199125.530500000100,1080670.462000000100,1111111.000000000000,1303718.555500000200,10581258.228000000000
FS( 66 ),1118419.328500000100,1081499.130999999800,1205696.351749999900,1289513.497000000000,1200911.555500000000,1202032.609500000000,1078758.958000000100,1111111.000000000000,1333884.478000000100,10621827.909250000000
FS( 67 ),1140461.358999999900,1090190.500749999900,1215871.128250000100,1305402.874000000100,1213814.207500000000,1208573.537250000300,1072984.623000000100,1111111.000000000000,1299696.432500000100,10658106.662250001000
FS( 68 ),1151452.507000000000,1099847.578249999800,1219504.976999999300,1304009.069000000100,1224028.807000000000,1212207.385999999900,1069121.792000000100,1111111.000000000000,1234336.933750000100,10625621.049999999000
FS( 69 ),1145956.933000000000,1099847.578249999800,1223138.825749999600,1313486.943000000200,1221340.754500000000,1212207.385999999900,1061396.130000000100,1111111.000000000000,1229309.280000000300,10617795.830499999000
FS( 70 ),1154200.294000000000,1104676.117000000100,1236220.681249999700,1321571.012000000300,1239081.900999999800,1218748.313750000200,1067170.465000000100,1111111.000000000000,1249419.895000000000,10702200.679000000000
FS( 71 ),1162503.389499999800,1109504.655750000200,1256570.234249999700,1325473.666000000000,1224028.807000000000,1222382.162500000100,1072984.623000000100,1111111.000000000000,1254447.548750000100,10739007.086749999000
FS( 72 ),1173494.537499999900,1104676.117000000100,1253663.155249999600,1330770.125000000200,1208975.712999999800,1218748.313750000200,1067170.465000000100,1111111.000000000000,1239364.587500000100,10707975.014000000000
FS( 73 ),1167998.963500000100,1104676.117000000100,1263837.931749999800,1324079.861000000000,1221340.754500000000,1218748.313750000200,1067170.465000000100,1111111.000000000000,1234336.933750000100,10713301.340250000000
FS( 74 ),1156948.080999999800,1104676.117000000100,1260204.082999999900,1324079.861000000000,1224028.807000000000,1218748.313750000200,1074896.127000000100,1111111.000000000000,1219253.972499999900,10693947.362250000000
FS( 75 ),1154200.294000000000,1104676.117000000100,1260204.082999999900,1329655.081000000200,1231555.353999999800,1218748.313750000200,1069121.792000000100,1111111.000000000000,1239364.587500000100,10718637.622250000000
FS( 76 ),1151452.507000000000,1086327.669750000100,1256570.234249999700,1318783.402000000200,1236931.458999999800,1218748.313750000200,1063307.634000000100,1111111.000000000000,1249419.895000000000,10692653.114750000000
FS( 77 ),1148704.720000000000,1104676.117000000100,1246395.457749999800,1313486.943000000200,1234243.406500000000,1208573.537250000300,1063307.634000000100,1111111.000000000000,1234336.933750000100,10664836.749250000000
FS( 78 ),1148704.720000000000,1197384.061000000200,1250029.306499999900,1304009.069000000100,1224028.807000000000,1222382.162500000100,1065258.961000000100,1111111.000000000000,1249419.895000000000,10772328.982000001000
FS( 79 ),1148704.720000000000,1165515.705250000100,1243488.378749999700,1293416.151000000100,1231555.353999999800,1222382.162500000100,1057533.299000000100,1111111.000000000000,1219253.972499999900,10692961.743000001000
FS( 80 ),1145956.933000000000,1155858.627749999800,1250029.306499999900,1317389.596999999800,1221340.754500000000,1226016.011250000000,1063307.634000000100,1111111.000000000000,1234336.933750000100,10725347.797749998000
FS( 81 ),1137713.571999999700,1142338.719250000100,1246395.457749999800,1308190.483999999900,1213814.207500000000,1226016.011250000000,1059444.803000000100,1111111.000000000000,1224281.626250000000,10669306.881000003000
FS( 82 ),1126662.689499999900,1137510.180500000000,1246395.457749999800,1324079.861000000000,1226716.859499999800,1226016.011250000000,1059444.803000000100,1111111.000000000000,1224281.626250000000,10682219.488750001000
FS( 83 ),1129410.476500000100,1169378.536250000100,1239854.529999999600,1324079.861000000000,1228867.301499999800,1226016.011250000000,1063307.634000000100,1111111.000000000000,1244392.241250000000,10736418.591750000000
FS( 84 ),1129410.476500000100,1151030.088999999900,1243488.378749999700,1346938.263000000000,1224028.807000000000,1226016.011250000000,1063307.634000000100,1111111.000000000000,1244392.241250000000,10739723.900750000000
FS( 85 ),1118419.328500000100,1137510.180500000000,1229679.753499999400,1344150.652999999900,1213814.207500000000,1232556.938999999800,1059444.803000000100,1111111.000000000000,1224281.626250000000,10670969.491249999000
FS( 86 ),1118419.328500000100,1137510.180500000000,1233313.602249999800,1350840.917000000100,1221340.754500000000,1228923.090250000400,1055621.794999999900,1111111.000000000000,1209198.665000000000,10666280.333000001000
FS( 87 ),1118419.328500000100,1146201.550249999900,1239854.529999999600,1372305.514000000400,1216502.260000000000,1239097.866750000000,1088396.124000000100,1111111.000000000000,1194115.703749999900,10726004.877249999000
FS( 88 ),1134965.784999999900,1146201.550249999900,1239854.529999999600,1377601.973000000200,1218652.702000000000,1252179.722250000100,1109621.783000000100,1111111.000000000000,1214226.318750000100,10804416.364249999000
FS( 89 ),1126662.689499999900,1151030.088999999900,1239854.529999999600,1383177.193000000200,1221340.754500000000,1252179.722250000100,1111573.110000000100,1111111.000000000000,1214226.318750000100,10811156.406999998000
FS( 90 ),1129410.476500000100,1165515.705250000100,1243488.378749999700,1377601.973000000200,1226716.859499999800,1259447.419750000100,1134710.273000000000,1111111.000000000000,1229309.280000000300,10877312.365750004000
FS( 91 ),1129410.476500000100,1165515.705250000100,1246395.457749999800,1377601.973000000200,1236931.458999999800,1249272.643250000200,1128935.938000000100,1111111.000000000000,1229309.280000000300,10874484.932750002000
FS( 92 ),1137713.571999999700,1155858.627749999800,1253663.155249999600,1380389.583000000100,1241769.953500000100,1245638.794500000100,1140524.431000000100,1111111.000000000000,1229309.280000000300,10895979.397000000000
FS( 93 ),1126662.689499999900,1155858.627749999800,1260204.082999999900,1367009.055000000200,1246608.447999999900,1249272.643250000200,1157887.259000000100,1111111.000000000000,1234336.933750000100,10908951.739249999000
FS( 94 ),1129410.476500000100,1146201.550249999900,1256570.234249999700,1353628.527000000200,1241769.953500000100,1242731.715499999900,1142435.935000000100,1111111.000000000000,1219253.972499999900,10843114.364500001000
FS( 95 ),1121167.115499999800,1165515.705250000100,1253663.155249999600,1367009.055000000200,1236931.458999999800,1249272.643250000200,1140524.431000000100,1111111.000000000000,1219253.972499999900,10864449.536750000000
FS( 96 ),1134965.784999999900,1151030.088999999900,1256570.234249999700,1356416.137000000300,1234243.406500000000,1242731.715499999900,1148250.092999999900,1111111.000000000000,1199143.357500000200,10834462.817749999000
FS( 97 ),1132158.263500000100,1151030.088999999900,1260204.082999999900,1350840.917000000100,1231555.353999999800,1245638.794500000100,1144387.262000000100,1111111.000000000000,1199143.357500000200,10826070.120500000000
FS( 98 ),1156948.080999999800,1137510.180500000000,1260204.082999999900,1343035.608999999900,1234243.406500000000,1245638.794500000100,1152073.101000000000,1111111.000000000000,1209198.665000000000,10849963.920499999000
FS( 99 ),1156948.080999999800,1137510.180500000000,1263837.931749999800,1340247.999000000100,1256823.047499999900,1252179.722250000100,1154024.428000000100,1111111.000000000000,1289641.125000000000,10962324.514999999000
FS( 100 ),1156948.080999999800,1146201.550249999900,1263837.931749999800,1324079.861000000000,1264887.204999999800,1252179.722250000100,1155935.932000000000,1111111.000000000000,1249419.895000000000,10924602.178249998000
FS( 101 ),1165251.176500000100,1146201.550249999900,1260204.082999999900,1316274.553000000100,1254672.605499999800,1245638.794500000100,1159798.763000000000,1111111.000000000000,1254447.548750000100,10913601.074500000000
FS( 102 ),1170746.750499999800,1151030.088999999900,1266745.010749999700,1324079.861000000000,1251984.553000000100,1259447.419750000100,1196475.746000000000,1111111.000000000000,1264502.856250000200,10996124.286249999000
FS( 103 ),1154200.294000000000,1146201.550249999900,1266745.010749999700,1325473.666000000000,1236931.458999999800,1259447.419750000100,1184887.253000000000,1111111.000000000000,1259475.202499999900,10944473.855250001000
FS( 104 ),1154200.294000000000,1142338.719250000100,1273285.938499999700,1302894.025000000400,1226716.859499999800,1259447.419750000100,1190701.411000000100,1111111.000000000000,1303718.555500000200,10964415.222500000000
FS( 105 ),1151452.507000000000,1142338.719250000100,1273285.938499999700,1317389.596999999800,1244458.006000000100,1259447.419750000100,1184887.253000000000,1111111.000000000000,1384161.015500000000,11068532.456000000000
FS( 106 ),1132158.263500000100,1142338.719250000100,1273285.938499999700,1297318.805000000200,1234243.406500000000,1262354.498750000000,1198387.250000000000,1111111.000000000000,1338912.131750000200,10990111.013250003000
FS( 107 ),1129410.476500000100,1127853.102999999900,1276919.787249999800,1296203.760999999900,1234243.406500000000,1262354.498750000000,1190701.411000000100,1111111.000000000000,1424382.245500000200,11053180.689500000000
FS( 108 ),1134965.784999999900,1137510.180500000000,1253663.155249999600,1296203.760999999900,1234243.406500000000,1265988.347499999900,1181024.422000000000,1111111.000000000000,1419354.591749999900,11034065.649499999000
FS( 109 ),1148704.720000000000,1127853.102999999900,1209330.200499999800,1283938.277000000200,1228867.301499999800,1245638.794500000100,1179112.918000000100,1111111.000000000000,1419354.591749999900,10953911.906250000000
FS( 110 ),1178990.111499999900,1132681.641750000200,1209330.200499999800,1277248.013000000000,1228867.301499999800,1239097.866750000000,1179112.918000000100,1111111.000000000000,1468625.598500000100,11025065.651500000000
FS( 111 ),1231377.267999999900,1137510.180500000000,1192614.496249999600,1268048.900000000400,1231555.353999999800,1239097.866750000000,1177161.591000000000,1111111.000000000000,1478680.905999999700,11067158.562500000000
FS( 112 ),1236872.842000000200,1123024.564249999800,1165724.015499999700,1249371.913000000200,1224028.807000000000,1222382.162500000100,1175250.087000000100,1111111.000000000000,1454548.168000000100,10962314.559249999000
FS( 113 ),1236872.842000000200,1114333.194500000000,1168631.094499999700,1263867.485000000100,1228867.301499999800,1222382.162500000100,1194564.242000000100,1111111.000000000000,1409299.284250000000,10949929.606250001000
FS( 114 ),1242368.416000000000,1118196.025500000000,1182439.719749999700,1276132.969000000300,1236931.458999999800,1232556.938999999800,1190701.411000000100,1111111.000000000000,1399243.976750000100,10989682.915999999000
FS( 115 ),1239620.629000000000,1118196.025500000000,1182439.719749999700,1278641.818000000200,1231555.353999999800,1242731.715499999900,1188750.084000000000,1111111.000000000000,1364050.400500000200,10957097.746250000000
FS( 116 ),1256167.085499999800,1127853.102999999900,1202789.272749999800,1310699.333000000100,1246608.447999999900,1255813.571000000200,1208064.239000000100,1111111.000000000000,1463597.944750000500,11182704.997000001000
FS( 117 ),1258914.872499999800,1137510.180500000000,1199155.423999999600,1313486.943000000200,1256823.047499999900,1262354.498750000000,1231201.402000000200,1111111.000000000000,1449520.514250000000,11220078.882500000000
FS( 118 ),1280956.902999999900,1137510.180500000000,1192614.496249999600,1312093.138000000000,1254672.605499999800,1245638.794500000100,1200338.577000000000,1111111.000000000000,1414326.938000000100,11149263.632750001000
FS( 119 ),1311242.294499999800,1132681.641750000200,1192614.496249999600,1308190.483999999900,1241769.953500000100,1239097.866750000000,1208064.239000000100,1111111.000000000000,1409299.284250000000,11154072.260000000000
