代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12048191.711250000000
真實報酬,2048191.711249999700

夏普值報酬,0.196119171125
夏普值風險,0.058210389225
夏普值,3.369143785766

預期報酬,17271.955308061675
風險,162811.165782982450
起點值,0.106085815583
找到最佳解世代,3285
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2301(10),2330(17),2382(22),3045(41),4904(45),4938(46),
Stock#,2301(10),2330(17),2382(22),3045(41),4904(45),4938(46),
張數,81,27,37,26,43,66,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,8666.713000000000,14344.792750000001,775.484000000000,1596.652500000000,32921.226500000230,16958.511999999766,
FS( 1 ),1664306.713000000000,1664314.792750000000,1664295.483999999900,1664296.652500000100,1664341.226500000100,1664318.512000000100,9985877.380750000500
FS( 2 ),1648109.932749999900,1659164.117499999900,1670195.466999999900,1655127.258500000200,1695650.945500000400,1747048.835499999800,10075300.556750000000
FS( 3 ),1619885.381500000100,1650293.544250000000,1678299.447500000000,1655127.258500000200,1753015.977000000400,1721422.735000000100,10078048.343750000000
FS( 4 ),1631175.202000000000,1674754.822000000200,1659512.947250000200,1736406.001500000000,1750019.296250000400,1739820.960999999900,10191693.230000000000
FS( 5 ),1656980.506000000100,1683625.395249999800,1643673.348999999900,1743912.637000000100,1794541.410250000200,1706309.906500000000,10229047.204000002000
FS( 6 ),1656980.506000000100,1672604.379999999900,1619729.770250000100,1738217.948000000300,1848909.761000000600,1662285.579999999600,10198731.945250001000
FS( 7 ),1645690.685500000100,1663733.806750000200,1646251.888249999800,1738217.948000000300,1797966.188250000100,1667542.215999999800,10159406.732750000000
FS( 8 ),1645690.685500000100,1630401.955750000000,1595786.191500000000,1732523.259000000300,1785123.270750000400,1567009.052499999800,9956538.415000001000
FS( 9 ),1648109.932749999900,1648143.102250000000,1622308.309500000000,1719321.934500000000,1743597.837500000100,1634031.161499999900,10015516.277999999000
FS( 10 ),1676334.483999999900,1703785.788999999900,1680877.986749999900,1730711.312500000200,1769283.672500000600,1639287.797500000100,10200285.042250000000
FS( 11 ),1704559.035250000000,1705936.230999999900,1667616.927750000000,1798788.731000000400,1800962.869000000200,1641916.115499999800,10319783.909500001000
FS( 12 ),1752943.980249999800,1692495.968500000000,1654355.868749999900,1834768.811499999800,1836066.843500000200,1639287.797500000100,10409923.269999998000
FS( 13 ),1766653.048000000200,1699216.099750000100,1646251.888249999800,1846158.189500000300,1909699.570500000400,1634031.161499999900,10502013.957500000000
FS( 14 ),1817457.240250000000,1665884.248749999800,1630412.290000000000,1817684.744499999800,1852334.539000000300,1611033.379000000000,10394810.441500001000
FS( 15 ),1792458.352000000200,1645723.855000000000,1606468.711250000200,1776009.975000000100,1791544.729500000100,1546639.588000000000,10158849.210749999000
FS( 16 ),1809393.082749999800,1661314.559500000200,1558581.553750000000,1766691.392999999900,1823652.023250000100,1564380.734500000000,10184017.346750000000
FS( 17 ),1685205.057250000100,1648143.102250000000,1481593.739000000100,1742100.690499999800,1823652.023250000100,1455962.616999999600,9836661.229249998900
FS( 18 ),1741654.159749999600,1634702.839750000000,1431128.042249999900,1732523.259000000300,1881017.054750000600,1415223.687999999800,9836253.043500000600
FS( 19 ),1741654.159749999600,1608091.120000000100,1455071.620999999800,1710003.352500000000,1874595.596000000600,1417852.006000000100,9807271.855250001000
FS( 20 ),1744073.406999999900,1652443.986249999800,1521376.916000000200,1728899.366000000200,1919545.807250000300,1515756.851499999600,10082100.333999999000
FS( 21 ),1781168.531500000000,1652443.986249999800,1558581.553750000000,1779892.717500000000,1893859.972250000300,1513128.533499999900,10179079.294750001000
FS( 22 ),1831972.723749999900,1674754.822000000200,1566685.534249999800,1821567.487000000200,1855331.219750000400,1615632.935499999700,10365948.722250000000
FS( 23 ),1877132.005750000200,1719376.493499999900,1635569.368500000300,1827262.176000000000,1893859.972250000300,1716166.098999999900,10669370.115000000000
FS( 24 ),1843262.544250000000,1705936.230999999900,1635569.368500000300,1798788.731000000400,1925967.266000000500,1644544.433499999800,10554072.574250001000
FS( 25 ),1837617.634000000100,1712656.362250000000,1641094.809750000000,1794905.988500000000,1925967.266000000500,1620889.571499999800,10533135.631999999000
FS( 26 ),1831972.723749999900,1692495.968500000000,1632990.829250000000,1804483.420000000200,1887438.513500000400,1605776.742999999800,10455162.197999999000
FS( 27 ),1885196.163250000000,1714806.804250000000,1630412.290000000000,1810178.109000000200,1916121.029250000600,1664913.897999999800,10621632.293750001000
FS( 28 ),1890841.073499999900,1712656.362250000000,1638147.907750000000,1793094.041999999900,1935385.405500000100,1703681.588500000100,10673810.379500002000
FS( 29 ),1868261.432499999900,1663733.806750000200,1590629.112999999700,1768503.339500000200,1935385.405500000100,1708281.144999999800,10534798.242249999000
FS( 30 ),1834391.971000000100,1683625.395249999800,1593207.652249999800,1762808.650500000200,1913124.348500000500,1721422.735000000100,10508584.752500001000
FS( 31 ),1815037.992999999800,1688195.084500000100,1558581.553750000000,1779892.717500000000,1919545.807250000300,1675427.169999999900,10436684.325999999000
FS( 32 ),1826327.813499999900,1672604.379999999900,1553424.475250000100,1793094.041999999900,1913124.348500000500,1670170.534000000000,10428749.593250001000
FS( 33 ),1755363.227500000000,1627982.708500000200,1606468.711250000200,1779892.717500000000,1906702.889750000600,1682655.044500000100,10359069.299000002000
FS( 34 ),1798103.262250000100,1632552.397750000000,1641094.809750000000,1789470.149000000000,1890435.194250000200,1672798.851999999700,10424458.665000001000
FS( 35 ),1820682.903250000000,1627982.708500000200,1617151.231000000100,1789470.149000000000,1785123.270750000400,1644544.433499999800,10284958.696000000000
FS( 36 ),1823102.150500000000,1634702.839750000000,1577368.054000000000,1796976.784500000100,1769283.672500000600,1628774.525500000000,10230212.026750000000
FS( 37 ),1911001.467250000000,1705936.230999999900,1627833.750749999900,1789470.149000000000,1820227.245250000400,1710909.463000000000,10565382.306250000000
FS( 38 ),1924710.535000000400,1683625.395249999800,1617151.231000000100,1789470.149000000000,1868174.137250000100,1721422.735000000100,10604558.182500001000
FS( 39 ),1969869.817000000000,1692495.968500000000,1638147.907750000000,1770315.286000000100,1855331.219750000400,1703681.588500000100,10629845.787500001000
FS( 40 ),1913420.714500000000,1683625.395249999800,1643673.348999999900,1747795.379500000000,1839491.621500000600,1693168.316500000000,10521178.776250001000
FS( 41 ),1922291.287750000100,1694915.215750000200,1656934.407999999800,1755302.015000000100,1845913.080250000300,1713537.781000000000,10588897.787750000000
FS( 42 ),1922291.287750000100,1699216.099750000100,1670195.466999999900,1768503.339500000200,1855331.219750000400,1716166.098999999900,10631707.512750000000
FS( 43 ),1922291.287750000100,1701366.541749999900,1691560.506500000100,1787399.352999999900,1861752.678500000400,1713537.781000000000,10677912.148499999000
FS( 44 ),1933581.108250000000,1701366.541749999900,1691560.506500000100,1787399.352999999900,1852334.539000000300,1713537.781000000000,10679783.829500001000
FS( 45 ),1922291.287750000100,1683625.395249999800,1675352.545499999800,1785587.406500000000,1848909.761000000600,1685283.362499999800,10601053.758499999000
FS( 46 ),1956160.749249999900,1699216.099750000100,1672774.006249999900,1789470.149000000000,1848909.761000000600,1731936.007000000000,10698470.772250000000
FS( 47 ),1986804.547749999900,1701366.541749999900,1704821.565499999800,1787399.352999999900,1855331.219750000400,1850210.316999999600,10885937.544749999000
FS( 48 ),2040834.402999999900,1705936.230999999900,1725818.242250000100,1796976.784500000100,1852334.539000000300,1873208.099499999800,10995112.299250001000
FS( 49 ),2046479.313249999900,1697065.657750000000,1736500.761999999600,1760996.704000000100,1836066.843500000200,1896862.961499999700,10973976.241999999000
FS( 50 ),2063414.044000000000,1697065.657750000000,1736500.761999999600,1768503.339500000200,1836066.843500000200,1894234.643500000000,10995789.290250000000
FS( 51 ),2119863.146499999800,1716957.246250000100,1736500.761999999600,1779892.717500000000,1829645.384750000400,1883721.371499999900,11066584.628500000000
FS( 52 ),2119863.146499999800,1716957.246250000100,1752340.360249999900,1783775.460000000000,1775705.131250000300,1883721.371499999900,11032366.715750000000
FS( 53 ),2122282.393750000300,1728247.066750000000,1757865.801500000100,1783775.460000000000,1759437.435749999900,1832469.170499999800,10984081.328249998000
FS( 54 ),2122282.393750000300,1739268.082000000200,1757865.801500000100,1798788.731000000400,1781698.492750000400,1844953.681000000100,11044861.182000002000
FS( 55 ),2060188.381000000300,1690345.526499999900,1744604.742500000200,1789470.149000000000,1829645.384750000400,1819327.580499999700,10933585.764250001000
FS( 56 ),2054543.470750000300,1697065.657750000000,1725818.242250000100,1779892.717500000000,1788119.951500000400,1819327.580499999700,10864771.620250002000
FS( 57 ),2063414.044000000000,1721526.935499999900,1733922.222750000000,1736406.001500000000,1800962.869000000200,1847581.998999999800,10903818.071750000000
FS( 58 ),2069058.954250000400,1766148.607000000300,1704821.565499999800,1685412.650000000100,1845913.080250000300,1953371.798499999800,11024730.655500000000
FS( 59 ),2125508.056750000000,1761578.917750000000,1678299.447500000000,1694731.231999999800,1855331.219750000400,1860723.588999999700,10976176.462750001000
FS( 60 ),2091638.595250000000,1728247.066750000000,1680877.986749999900,1656939.205000000100,1842488.302250000400,1870579.781500000000,10870774.937500000000
FS( 61 ),2153732.608000000000,1723677.377499999900,1792123.537250000300,1647361.773500000100,1839491.621500000600,1886349.689499999900,11042740.607250001000
FS( 62 ),2125508.056750000000,1710505.920250000000,1781809.380249999900,1691107.338999999900,1855331.219750000400,1896862.961499999700,11061128.877499999000
FS( 63 ),2074703.864500000400,1716957.246250000100,1805384.596249999900,1685412.650000000100,1845913.080250000300,1906719.153999999900,11035094.591250001000
FS( 64 ),2029544.582500000000,1737117.639999999900,1757865.801500000100,1715698.041500000300,1893859.972250000300,1901462.517999999700,11035552.555749999000
FS( 65 ),2097283.505500000000,1737117.639999999900,1789544.998000000100,1700425.920999999900,1861752.678500000400,1956000.116500000000,11142128.859500000000
FS( 66 ),2094057.842499999800,1739268.082000000200,1898580.372000000000,1704308.663500000000,1868174.137250000100,1973741.263000000000,11278134.360250000000
FS( 67 ),2097283.505500000000,1750557.902500000100,1885319.312999999600,1685412.650000000100,1865177.456500000100,2017765.589499999800,11301520.416999999000
FS( 68 ),2074703.864500000400,1726096.624750000000,1885319.312999999600,1662633.894000000100,1848909.761000000600,1968484.626999999900,11166152.084250001000
FS( 69 ),2085993.685000000100,1719376.493499999900,1908894.528999999900,1679717.961000000100,1833070.162750000100,1948115.162499999900,11175171.993750000000
FS( 70 ),2054543.470750000300,1734967.198000000100,1858797.194999999800,1656939.205000000100,1817230.564500000300,1922489.061999999900,11044970.695250001000
FS( 71 ),2071478.201500000000,1761578.917750000000,1869111.351999999700,1670140.529499999900,1890435.194250000200,1986882.852999999900,11249631.048000000000
