代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12083849.298250001000
真實報酬,2083849.298250000900

夏普值報酬,0.199684929825
夏普值風險,0.056551479397
夏普值,3.531029284345

預期報酬,18052.651057148170
風險,169633.540318446900
起點值,0.106421471976
找到最佳解世代,3674
找到最佳解實驗#,2
找到最佳解次數,37

投資組合檔數,5
2311(15),2891(38),2912(40),3008(41),4904(46),
Stock#,2311(15),2891(38),2912(40),3008(41),4904(46),
張數,102,175,13,2,37,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,10208.582000000000,7414.606250000234,109189.428999999770,563275.581000000010,32129.775249999999,
FS( 1 ),1997168.581999999900,1997164.606250000000,1997309.429000000000,1997955.581000000000,1997199.775249999900,9986797.973499998500
FS( 2 ),2008686.014000000000,1993586.731250000200,2000214.451249999900,1974961.108000000000,2002870.487749999900,9980318.792249999900
FS( 3 ),2012747.959999999700,2056307.956250000300,2017039.668749999700,2002697.827500000100,1985925.801250000000,10074719.213749999000
FS( 4 ),1976190.446000000000,2038885.393750000300,1988954.497999999900,1980496.504999999900,2023130.439000000000,10007657.281749999000
FS( 5 ),1972128.500000000000,2021462.831250000300,1988954.497999999900,1989755.352500000000,2023130.439000000000,9995431.620750000700
FS( 6 ),1972128.500000000000,2026689.600000000100,2017039.668749999700,2002697.827500000100,2002870.487749999900,10021426.083999999000
FS( 7 ),1988376.284000000000,2044112.162500000100,2067774.170749999800,2026750.919500000100,1997345.046499999900,10124358.583249999000
FS( 8 ),1992438.229999999700,2033658.625000000500,2163419.060999999800,1991607.122000000000,2002870.487749999900,10183993.525750000000
FS( 9 ),2049305.473999999700,1998813.500000000200,2180373.703249999300,1978644.735500000000,2002870.487749999900,10210007.900500000000
FS( 10 ),2053367.420000000200,2011009.293750000200,2191633.656499999600,1960146.952000000000,2017236.635000000000,10233393.957249999000
FS( 11 ),2077739.095999999900,1960483.862500000500,2191633.656499999600,1943500.937999999800,2037496.586249999900,10210854.139250001000
FS( 12 ),2057429.366000000200,1955257.093750000200,2146593.843499999500,1899098.293000000100,2054809.635499999600,10113188.231749998000
FS( 13 ),2127497.934500000400,1977906.425000000300,2135333.890249999700,1887987.676000000000,2074701.223999999900,10203427.149750000000
FS( 14 ),2131559.880500000000,1983133.193750000100,2124073.936999999900,1873193.431499999900,2094961.175249999900,10206921.618000001000
FS( 15 ),2106172.717999999900,1988359.962499999900,2135333.890249999700,1850992.108999999900,2074701.223999999900,10155559.903750001000
FS( 16 ),2143745.718500000000,1998813.500000000200,2191633.656499999600,1869489.892499999800,2072122.684750000000,10275805.452250000000
FS( 17 ),2143745.718500000000,1983133.193750000100,2191633.656499999600,1836197.864499999900,2094961.175249999900,10249671.608500000000
FS( 18 ),2119374.042500000000,1983133.193750000100,2169113.750000000000,1925003.154499999900,2126640.371749999900,10323264.512499999000
FS( 19 ),2081801.041999999900,1993586.731250000200,2157853.796749999700,2019363.753000000000,2112274.224500000000,10364879.547500001000
FS( 20 ),2085862.988000000100,2005782.525000000100,2157853.796749999700,2054507.550499999900,2097908.077250000100,10401914.937500000000
FS( 21 ),2106172.717999999900,2026689.600000000100,2174679.014250000000,2065618.167500000000,2143585.058249999800,10516744.557999998000
FS( 22 ),2127497.934500000400,2033658.625000000500,2253498.686999999900,2061914.628500000100,2138059.616999999600,10614629.491999999000
