代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12010931.196249997000
真實報酬,2010931.196249997200

夏普值報酬,0.192393119625
夏普值風險,0.069145783602
夏普值,2.782427352797

預期報酬,22863.115340515618
風險,283073.492448011650
起點值,0.080767418888
找到最佳解世代,3762
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1326(5),2354(20),3045(41),8046(47),
Stock#,1326(5),2354(20),3045(41),8046(47),
張數,62,47,68,27,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,38817.805999999997,3096.976250000000,22634.777999999998,67618.789000000470,
FS( 1 ),2496497.805999999900,2496446.976249999800,2496474.777999999900,2496538.788999999900,9985958.349250000000
FS( 2 ),2473277.441999999300,2462953.730499999600,2461833.350999999800,2475038.608000000500,9873103.131500000100
FS( 3 ),2439328.334499999900,2462953.730499999600,2457094.413999999900,2529068.463250000500,9888444.942250000300
FS( 4 ),2468956.646500000300,2513957.037749999700,2495682.900999999600,2690889.223750000800,10169485.809000000000
FS( 5 ),2460315.055499999800,2522379.602250000000,2480789.098999999900,2626107.158500000400,10089590.915250000000
FS( 6 ),2519571.679499999600,2530802.166749999900,2500421.838000000000,2723145.853750000700,10273941.537999999000
FS( 7 ),2519571.679499999600,2570575.387999999800,2485528.035999999800,2658363.788500000300,10234038.891999999000
FS( 8 ),2630060.592999999400,2556537.780499999900,2490266.973000000700,2680137.013750000400,10357002.360250000000
FS( 9 ),2689317.216999999700,2516764.559249999900,2490266.973000000700,2701641.433750000300,10397990.183000000000
FS( 10 ),2684996.421500000200,2562152.823499999900,2500421.838000000000,2712393.643750000300,10459964.726750001000
FS( 11 ),2676972.086999999800,2587888.437250000000,2495682.900999999600,2658363.788500000300,10418907.213749999000
FS( 12 ),2727587.120000000100,2564960.344999999700,2524116.523000000500,2690889.223750000800,10507553.211750001000
FS( 13 ),2718945.528999999600,2539224.731249999700,2690656.308999999400,2723145.853750000700,10671972.423000000000
FS( 14 ),2659688.904999999800,2567767.866500000000,2671700.560999999800,2658363.788500000300,10557521.120999999000
FS( 15 ),2697958.808000000200,2604733.566250000100,2652744.813000000100,2604602.738500000000,10560039.925750000000
FS( 16 ),2706600.398999999700,2573382.909500000100,2633789.064999999900,2561325.093250000400,10475097.466750000000
FS( 17 ),2625739.797499999400,2556537.780499999900,2723828.867999999800,2572077.303250000300,10478183.749250000000
FS( 18 ),2583149.098999999900,2550922.737499999800,2738045.679000000000,2518047.447999999900,10390164.963500001000
FS( 19 ),2583149.098999999900,2545307.694499999800,2847718.220999999900,2518047.447999999900,10494222.462499999000
FS( 20 ),2604753.076500000000,2511149.516250000300,2861935.032000000100,2421008.752750000500,10398846.377499999000
FS( 21 ),2617098.206500000300,2553730.258999999600,2861935.032000000100,2475038.608000000500,10507802.105500001000
FS( 22 ),2659688.904999999800,2590695.958750000200,2857196.094999999700,2475038.608000000500,10582619.566749999000
FS( 23 ),2697958.808000000200,2593503.480250000000,2828762.473000000700,2550572.883250000400,10670797.644500000000
FS( 24 ),2621419.002000000300,2545307.694499999800,2809806.724999999600,2421008.752750000500,10397542.174249999000
FS( 25 ),2630060.592999999400,2527994.645250000100,2786112.040000000000,2399504.332750000500,10343671.611000000000
FS( 26 ),2668330.496000000300,2573382.909500000100,2847718.220999999900,2550572.883250000400,10640004.509750001000
FS( 27 ),2710921.194499999800,2564960.344999999700,2871412.906000000000,2539820.673250000500,10687115.118750000000
FS( 28 ),2723266.324499999600,2539224.731249999700,2866673.969000000000,2529068.463250000500,10658233.488000000000
FS( 29 ),2744870.302000000100,2533609.688249999700,2891045.645000000000,2431760.962749999900,10601286.598000001000
FS( 30 ),2748573.840999999500,2641699.265999999800,2866673.969000000000,2421008.752750000500,10677955.828749999000
FS( 31 ),2697958.808000000200,2698317.616250000400,2852457.157999999400,2453265.382750000300,10701998.965000002000
FS( 32 ),2740549.506500000100,2840097.451999999600,2847718.220999999900,2399504.332750000500,10827869.512249999000
FS( 33 ),2795485.334999999500,2953802.072749999800,2881567.771000000200,2399504.332750000500,11030359.511499999000
FS( 34 ),2723266.324499999600,2939296.544999999900,2842979.283999999500,2421008.752750000500,10926550.906250000000
FS( 35 ),2693638.012500000200,3010420.422999999500,2876828.833999999300,2410256.542750000500,10991143.812249999000
FS( 36 ),2706600.398999999700,2981877.287749999700,2876828.833999999300,2421008.752750000500,10986315.273499999000
FS( 37 ),2752894.636500000000,2967839.680250000200,2857196.094999999700,2377731.107500000400,10955661.519250000000
FS( 38 ),2651047.313999999800,2981877.287749999700,2861935.032000000100,2291444.622250000500,10786304.255999999000
FS( 39 ),2689317.216999999700,3180743.393999999900,2805067.788000000200,2356226.687500000500,11031355.086500000000
FS( 40 ),2791164.539500000000,3308485.622249999500,2824023.535999999800,2323970.057500000100,11247643.755249999000
FS( 41 ),2748573.840999999500,3279942.486999999700,2842979.283999999500,2280692.412250000500,11152188.024250001000
FS( 42 ),2672651.291499999800,3251399.351749999900,2857196.094999999700,2302196.832250000000,11083443.570499998000
FS( 43 ),2655368.109499999800,3208818.609000000200,2809806.724999999600,2291444.622250000500,10965438.065749999000
FS( 44 ),2646726.518499999800,3138162.651249999600,2809806.724999999600,2291444.622250000500,10886140.516999999000
FS( 45 ),2643022.979499999400,3109619.515999999800,2800328.850999999800,2259187.992250000100,10812159.338749997000
FS( 46 ),2630060.592999999400,3109619.515999999800,2847718.220999999900,2190105.043000000100,10777503.372999998000
FS( 47 ),2702279.603499999300,3166237.866250000000,2876828.833999999300,2183384.911750000000,10928731.215499999000
FS( 48 ),2676972.086999999800,3123657.123499999800,2866673.969000000000,2194405.927000000600,10861709.106500002000
FS( 49 ),2736228.710999999700,3138162.651249999600,2871412.906000000000,2183384.911750000000,10929189.180000000000
FS( 50 ),2774498.614000000100,3152200.258750000000,2891045.645000000000,2237414.767000000500,11055159.284750002000
FS( 51 ),2812151.260499999900,3322523.229749999900,2871412.906000000000,2205158.137000000100,11211245.533250000000
FS( 52 ),2838076.033500000400,3293980.094499999700,2947912.889000000000,2218060.789000000300,11298029.806000002000
FS( 53 ),2901653.452999999700,3336560.837249999400,2924218.203999999900,2222361.673000000000,11384794.167250000000
FS( 54 ),2875728.679999999700,3322523.229749999900,2919479.267000000000,2237414.767000000500,11355145.943750001000
FS( 55 ),2999179.980000000000,3365103.972499999700,2928957.140999999800,2291444.622250000500,11584685.715750000000
FS( 56 ),2956589.281500000000,3279942.486999999700,2919479.267000000000,2366978.897500000400,11522989.933000002000
FS( 57 ),2922640.174000000100,3322523.229749999900,2962129.699999999700,2356226.687500000500,11563519.791250000000
FS( 58 ),2884370.271000000200,3322523.229749999900,2895784.581999999900,2377731.107500000400,11480409.190250000000
FS( 59 ),2867704.345499999800,3336560.837249999400,2900523.518999999900,2356226.687500000500,11461015.389249999000
FS( 60 ),2859062.754499999300,3322523.229749999900,2905262.456000000200,2334722.267500000500,11421570.707750000000
FS( 61 ),2922640.174000000100,3293980.094499999700,2905262.456000000200,2356226.687500000500,11478109.412000000000
FS( 62 ),2947947.690499999600,3265904.879500000300,2905262.456000000200,2366978.897500000400,11486093.923500001000
FS( 63 ),2922640.174000000100,3251399.351749999900,2905262.456000000200,2507295.238000000400,11586597.219750000000
FS( 64 ),2825113.646999999900,3152200.258750000000,2881567.771000000200,2507295.238000000400,11366176.914750000000
FS( 65 ),2854741.959000000300,3194781.001499999800,2905262.456000000200,2539820.673250000500,11494606.089750001000
FS( 66 ),2922640.174000000100,3152200.258750000000,2924218.203999999900,2529068.463250000500,11528127.100000000000
FS( 67 ),2913998.583000000100,3152200.258750000000,2938435.015000000100,2582829.513250000300,11587463.370000001000
FS( 68 ),2905974.248499999800,3152200.258750000000,2905262.456000000200,2572077.303250000300,11535514.266500000000
FS( 69 ),2913998.583000000100,3166237.866250000000,2857196.094999999700,2485790.818000000000,11423223.362250000000
FS( 70 ),2943626.895000000000,3223324.136749999100,2876828.833999999300,2496543.028000000400,11540322.893749999000
FS( 71 ),2913998.583000000100,3237361.744250000500,2857196.094999999700,2442513.172750000400,11451069.594999999000
FS( 72 ),2905974.248499999800,3208818.609000000200,2876828.833999999300,2604602.738500000000,11596224.430000000000
FS( 73 ),2875728.679999999700,3351066.365000000200,2857196.094999999700,2680137.013750000400,11764128.153750001000
FS( 74 ),2922640.174000000100,3365103.972499999700,2876828.833999999300,2712393.643750000300,11876966.624250000000
FS( 75 ),2922640.174000000100,3336560.837249999400,2900523.518999999900,2701641.433750000300,11861365.964000000000
FS( 76 ),2943626.895000000000,3322523.229749999900,2924218.203999999900,2680137.013750000400,11870505.342499999000
FS( 77 ),2913998.583000000100,3308485.622249999500,2905262.456000000200,2658363.788500000300,11786110.449749999000
FS( 78 ),2947947.690499999600,3322523.229749999900,2928957.140999999800,2615354.948499999900,11814783.009749999000
FS( 79 ),2922640.174000000100,3279942.486999999700,2943173.952000000000,2572077.303250000300,11717833.916250000000
FS( 80 ),2952268.485999999600,3308485.622249999500,2933696.077999999700,2658363.788500000300,11852813.974749999000
FS( 81 ),2973872.463500000100,3293980.094499999700,2928957.140999999800,2723145.853750000700,11919955.552750003000
FS( 82 ),2965230.872499999600,3407684.715250000400,2924218.203999999900,2723145.853750000700,12020279.645500001000
FS( 83 ),2999179.980000000000,3407684.715250000400,2952651.825999999900,2690889.223750000800,12050405.745000001000
FS( 84 ),2999179.980000000000,3393647.107750000000,2971607.573999999600,2680137.013750000400,12044571.675500000000
FS( 85 ),2999179.980000000000,3435759.930250000200,2966868.637000000100,2701641.433750000300,12103449.981000001000
FS( 86 ),2990538.389000000000,3421722.322749999800,2971607.573999999600,2701641.433750000300,12085509.719500000000
FS( 87 ),2973872.463500000100,3435759.930250000200,2995302.258999999100,2723145.853750000700,12128080.506500002000
