代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13352697.587250002000
真實報酬,3352697.587250001700

夏普值報酬,0.326569758725
夏普值風險,0.078914990471
夏普值,4.138247458150

預期報酬,24005.534743893684
風險,174677.193641923190
起點值,0.137427984978
找到最佳解世代,3610
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,4
1326(5),2498(27),2891(37),3045(40),
Stock#,1326(5),2498(27),2891(37),3045(40),
張數,44,4,249,51,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,55401.404000000002,217872.595999999990,3958.201750000000,6632.006500000000,
FS( 1 ),2496521.404000000100,2496752.595999999900,2496448.201750000000,2496452.006500000100,9986174.208250001100
FS( 2 ),2501489.356000000100,2457796.876999999900,2515166.714500000700,2481880.350250000100,9956333.297749999900
FS( 3 ),2485719.448000000300,2457796.876999999900,2515166.714500000700,2477818.404250000100,9936501.443750001500
FS( 4 ),2485719.448000000300,2525177.392999999700,2510208.751000000200,2481880.350250000100,10002985.942250000000
FS( 5 ),2520763.688000000100,2550863.227999999700,2510208.751000000200,2493558.445000000300,10075394.112000000000
FS( 6 ),2514192.893000000600,2502717.220999999900,2510208.751000000200,2520468.837249999900,10047587.702250000000
FS( 7 ),2495356.614000000100,2512354.386999999600,2497813.842250000200,2508790.742500000200,10014315.585750001000
FS( 8 ),2469511.487000000200,2460982.716999999700,2502771.805750000300,2508790.742500000200,9942056.752250000800
FS( 9 ),2485719.448000000300,2364730.525999999600,2502771.805750000300,2532146.932000000500,9885368.711750000700
FS( 10 ),2600489.333999999800,2412876.533000000300,2552351.440750000100,2559057.324250000100,10124774.632000001000
FS( 11 ),2651741.535000000100,2367916.365999999900,2559788.386000000400,2581905.770500000100,10161352.057500001000
FS( 12 ),2661378.700999999900,2220332.327999999700,2547393.477250000000,2566673.473000000200,9995777.979249998900
FS( 13 ),2645608.793000000500,2268438.511999999600,2552351.440750000100,2562611.527000000200,10029010.272750000000
FS( 14 ),2658312.330000000100,2371142.029000000100,2522603.659750000100,2551441.175500000400,10103499.194250001000
FS( 15 ),2680653.033000000300,2438522.544999999900,2527561.623249999700,2562611.527000000200,10209348.728250001000
FS( 16 ),2693356.569999999800,2390376.537999999700,2515166.714500000700,2566673.473000000200,10165573.295499999000
FS( 17 ),2814697.250999999700,2371142.029000000100,2510208.751000000200,2585967.716499999600,10282015.747499999000
FS( 18 ),2894860.949999999700,2387190.697999999900,2502771.805750000300,2605261.960000000000,10390085.413750000000
FS( 19 ),2891794.578999999900,2387190.697999999900,2445755.225499999700,2624556.203499999800,10349296.706000000000
FS( 20 ),2946113.151000000100,2489894.214999999900,2440797.262000000100,2655528.541750000300,10532333.169750001000
FS( 21 ),2862883.081000000200,2435336.705000000100,2403612.535749999800,2636234.298250000000,10338066.620000001000
FS( 22 ),2901431.745000000100,2589372.068999999700,2428402.353249999700,2651466.595750000300,10570672.763000000000
FS( 23 ),2901431.745000000100,2586146.406000000000,2433360.316750000200,2651466.595750000300,10572405.063500002000
FS( 24 ),2888290.155000000300,2608606.577999999700,2428402.353249999700,2643850.447000000200,10569149.533250000000
FS( 25 ),2897927.321000000000,2643929.578999999900,2477981.988249999900,2632172.352250000500,10652011.240500001000
FS( 26 ),3038542.333999999300,2656752.585000000000,2497813.842250000200,2643850.447000000200,10836959.208250001000
FS( 27 ),3086728.164000000300,2701672.929000000000,2497813.842250000200,2636234.298250000000,10922449.233500000000
FS( 28 ),3093298.958999999300,2711310.094999999700,2477981.988249999900,2643850.447000000200,10926441.489250001000
FS( 29 ),3099431.700999999900,2720947.260999999900,2465587.079499999500,2667206.636500000000,10953172.677999999000
FS( 30 ),3016201.631000000100,2669575.591000000000,2477981.988249999900,2651466.595750000300,10815225.806000000000
FS( 31 ),2946113.151000000100,2669575.591000000000,2445755.225499999700,2655528.541750000300,10716972.509250000000
FS( 32 ),2923772.448000000800,2717721.598000000200,2416007.444499999800,2612878.108750000100,10670379.599250002000
FS( 33 ),2997365.352000000000,2775464.947999999900,2408570.499249999400,2636234.298250000000,10817635.097500000000
FS( 34 ),2961883.058999999400,2753004.775999999600,2378822.718250000400,2628618.149500000300,10722328.702750001000
FS( 35 ),2965387.483000000500,2794739.279999999800,2391217.627000000800,2628618.149500000300,10779962.539500002000
FS( 36 ),2933409.614000000100,2871756.961999999800,2391217.627000000800,2698178.974750000100,10894563.177749999000
FS( 37 ),2933409.614000000100,3028978.166000000200,2396175.590500000400,2663144.690500000000,11021708.061000001000
FS( 38 ),2907564.487000000200,2987283.484999999900,2358990.864250000100,2628618.149500000300,10882456.985750001000
FS( 39 ),2920268.024000000700,2871756.961999999800,2358990.864250000100,2628618.149500000300,10779633.999749999000
FS( 40 ),2917201.652999999900,2929500.311999999900,2396175.590500000400,2621002.000750000600,10863879.556250002000
FS( 41 ),2910630.858000000500,2900628.636999999600,2346595.955499999700,2624556.203499999800,10782411.653999999000
FS( 42 ),2910630.858000000500,2929500.311999999900,2334201.046750000200,2640296.244250000500,10814628.460999999000
FS( 43 ),2942608.727000000000,2929500.311999999900,2309411.229250000300,2643850.447000000200,10825370.715250000000
FS( 44 ),2961883.058999999400,2977646.318999999700,2396175.590500000400,2647912.393000000200,10983617.361499999000
FS( 45 ),2978091.020000000000,3080349.835999999700,2403612.535749999800,2632172.352250000500,11094225.744000001000
FS( 46 ),3006564.465000000300,3051478.160999999800,2440797.262000000100,2621002.000750000600,11119841.888750002000
FS( 47 ),3032409.591999999700,3045026.835000000000,2477981.988249999900,2632172.352250000500,11187590.767500000000
FS( 48 ),3035475.963000000000,2996920.650999999600,2453192.170750000500,2621002.000750000600,11106590.785500001000
FS( 49 ),3035475.963000000000,3028978.166000000200,2465587.079499999500,2647912.393000000200,11177953.601500001000
FS( 50 ),3057816.666000000200,3012969.319999999800,2485418.933499999800,2659590.487750000300,11215795.407249998000
FS( 51 ),3042046.758000000400,3096398.504999999900,2477981.988249999900,2636234.298250000000,11252661.549500000000
FS( 52 ),3051683.924000000600,3105995.848000000200,2453192.170750000500,2612878.108750000100,11223750.051500002000
FS( 53 ),3080157.368999999900,3134907.345999999900,2458150.134250000100,2628618.149500000300,11301832.998750001000
FS( 54 ),3173024.605000000000,3115633.014000000000,2453192.170750000500,2616940.054750000100,11358789.844500002000
FS( 55 ),3166453.809999999600,3083535.675999999500,2477981.988249999900,2624556.203499999800,11352527.677749999000
FS( 56 ),3169958.233999999200,3016155.159999999700,2559788.386000000400,2643850.447000000200,11389752.227000000000
FS( 57 ),3125276.828000000200,2993694.987999999900,2592015.148749999700,2647912.393000000200,11358899.357749999000
FS( 58 ),3112135.238000000400,3035429.491999999600,2604410.057500000100,2643850.447000000200,11395825.234500002000
FS( 59 ),3112135.238000000400,3150956.015000000100,2584578.203499999800,2640296.244250000500,11487965.700750001000
FS( 60 ),3144113.107000000300,3150956.015000000100,2584578.203499999800,2643850.447000000200,11523497.772500001000
FS( 61 ),3150683.901999999800,3105995.848000000200,2539956.532000000100,2643850.447000000200,11440486.729000000000
FS( 62 ),3153750.273000000500,3105995.848000000200,2609368.020999999700,2651466.595750000300,11520580.737750001000
FS( 63 ),3169958.233999999200,3083535.675999999500,2609368.020999999700,2663144.690500000000,11526006.621499998000
FS( 64 ),3169958.233999999200,3041840.994999999600,2698611.363999999600,2670760.839250000200,11581171.432249999000
FS( 65 ),3185728.142000000000,3099584.344999999700,2666384.601250000300,2705795.123500000200,11657492.211750001000
FS( 66 ),3195365.308000000200,3105995.848000000200,2691174.418750000200,2698178.974750000100,11690714.549500000000
FS( 67 ),3179595.399999999900,3173416.186999999900,2748190.999000000300,2686500.880000000400,11787703.466000000000
FS( 68 ),3169958.233999999200,3166964.861000000000,2661426.637750000200,2670760.839250000200,11669110.571999999000
FS( 69 ),3077090.998000000600,3093172.841999999700,2592015.148749999700,2636234.298250000000,11398513.287000000000
FS( 70 ),3083661.793000000100,3128495.842999999900,2711006.272750000000,2647912.393000000200,11571076.301750001000
FS( 71 ),3013135.259999999300,3073938.333000000100,2641594.783749999900,2632172.352250000500,11360840.729000000000
FS( 72 ),3089794.534999999700,3073938.333000000100,2661426.637750000200,2624556.203499999800,11449715.709249999000
FS( 73 ),3096365.330000000100,3086761.339000000200,2698611.363999999600,2651466.595750000300,11533204.628750000000
FS( 74 ),3093298.958999999300,3032203.828999999900,2740754.053749999500,2632172.352250000500,11498429.193999998000
FS( 75 ),3125276.828000000200,2993694.987999999900,2929156.666750000300,2624556.203499999800,11672684.686250001000
FS( 76 ),3160321.068000000000,2939137.477999999700,2944030.557250000100,2624556.203499999800,11668045.306750000000
FS( 77 ),3163387.439000000200,3032203.828999999900,2891971.940500000000,2616940.054750000100,11704503.263250001000
FS( 78 ),3160321.068000000000,3025792.325999999900,2956425.466000000000,2643850.447000000200,11786389.307000000000
FS( 79 ),3185728.142000000000,3073938.333000000100,2956425.466000000000,2659590.487750000300,11875682.428750001000
FS( 80 ),3153750.273000000500,3086761.339000000200,2998568.155750000400,2651466.595750000300,11890546.363500001000
FS( 81 ),3150683.901999999800,3067487.007000000200,2961383.429499999600,2647912.393000000200,11827466.731500000000
FS( 82 ),3125276.828000000200,3089987.001999999900,2993610.192250000300,2670760.839250000200,11879634.861500001000
FS( 83 ),3157254.697000000600,3192650.696000000000,3063021.681249999900,2651466.595750000300,12064393.670000002000
FS( 84 ),3189232.566000000100,3266482.537999999700,3018400.009750000200,2659590.487750000300,12133705.601500001000
FS( 85 ),3227343.177000000100,3346686.059999999600,3038231.863750000000,2651466.595750000300,12263727.696500000000
FS( 86 ),3444617.465000000300,3359509.066000000100,3117559.279750000200,2651466.595750000300,12573152.406500001000
FS( 87 ),3444617.465000000300,3394832.066999999800,3043189.827249999600,2663144.690500000000,12545784.049750000000
FS( 88 ),3396869.688000000100,3404469.233000000000,2968820.374750000400,2678884.731250000200,12449044.026999999000
FS( 89 ),3317144.041999999900,3263256.875000000000,2874619.068250000000,2651466.595750000300,12106486.581000000000
FS( 90 ),3317144.041999999900,3195876.358999999700,2735796.090249999900,2581905.770500000100,11830722.261750000000
FS( 91 ),3285166.173000000900,3234385.200000000200,2874619.068250000000,2570735.419000000200,11964905.860250002000
FS( 92 ),3396869.688000000100,3340274.557000000000,2891971.940500000000,2562611.527000000200,12191727.712500000000
FS( 93 ),3381099.780000000300,3327451.550999999500,2891971.940500000000,2566673.473000000200,12167196.744500000000
FS( 94 ),3412639.595999999900,3311402.882000000200,2810165.542750000500,2524023.040000000000,12058231.060750000000
FS( 95 ),3412639.595999999900,3404469.233000000000,3006005.101000000300,2578351.567749999900,12401465.497749999000
FS( 96 ),3492803.294999999900,3426929.404999999800,2973778.338250000000,2593583.865250000700,12487094.903500000000
FS( 97 ),3444617.465000000300,3394832.066999999800,2924198.703249999800,2601200.014000000400,12364848.249250000000
FS( 98 ),3253188.304000000000,3404469.233000000000,2924198.703249999800,2574289.621750000400,12156145.862000002000
FS( 99 ),3268958.212000000300,3417292.239000000100,2961383.429499999600,2616940.054750000100,12264573.935249999000
FS( 100 ),3285166.173000000900,3635522.279000000100,2916761.757999999900,2574289.621750000400,12411739.831750002000
FS( 101 ),3317144.041999999900,3715725.800999999500,2973778.338250000000,2601200.014000000400,12607848.195249999000
FS( 102 ),3214639.640000000100,3747823.139000000000,2993610.192250000300,2609323.906000000000,12565396.877250001000
FS( 103 ),3285166.173000000900,3747823.139000000000,2986173.247000000000,2651466.595750000300,12670629.154750001000
FS( 104 ),3396869.688000000100,3795969.145999999700,3018400.009750000200,2632172.352250000500,12843411.196000000000
FS( 105 ),3300936.081000000200,3699677.132000000200,3018400.009750000200,2640296.244250000500,12659309.467000000000
FS( 106 ),3381099.780000000300,3747823.139000000000,3030794.918500000100,2647912.393000000200,12807630.230500001000
FS( 107 ),3332913.949999999700,3828066.483999999700,3087811.498749999800,2643850.447000000200,12892642.379750000000
FS( 108 ),3224276.806000000300,3731774.469999999700,3063021.681249999900,2612878.108750000100,12631951.066000002000
FS( 109 ),3217706.010999999500,3539230.265000000100,3075416.589999999900,2601200.014000000400,12433552.880000001000
FS( 110 ),3381099.780000000300,3507132.926999999700,3023357.973249999800,2616940.054750000100,12528530.734999999000
FS( 111 ),3364891.819000000100,3314588.722000000100,2867182.123000000600,2632172.352250000500,12178835.016250001000
FS( 112 ),3349121.910999999400,3523181.595999999900,2924198.703249999800,2612878.108750000100,12409380.319000000000
FS( 113 ),3381099.780000000300,3459026.742999999800,3006005.101000000300,2636234.298250000000,12482365.922249999000
FS( 114 ),3460825.426000000000,3555278.933999999900,2973778.338250000000,2616940.054750000100,12606822.752999999000
FS( 115 ),3508573.203000000200,3555278.933999999900,2998568.155750000400,2621002.000750000600,12683422.293500002000
FS( 116 ),3460825.426000000000,3555278.933999999900,3030794.918500000100,2628618.149500000300,12675517.427999999000
FS( 117 ),3524781.164000000300,3459026.742999999800,3080374.553499999900,2640296.244250000500,12704478.704750001000
FS( 118 ),3492803.294999999900,3587376.271999999900,3080374.553499999900,2636234.298250000000,12796788.418749999000
FS( 119 ),3508573.203000000200,3619473.609999999900,3117559.279750000200,2659590.487750000300,12905196.580499999000
FS( 120 ),3508573.203000000200,3603424.941000000100,3092769.462250000300,2678884.731250000200,12883652.337500002000
FS( 121 ),3604506.809999999600,3683628.463000000000,3100206.407500000200,2682438.934000000400,13070780.614500001000
FS( 122 ),3652692.640000000100,3731774.469999999700,3144828.078999999900,2694117.028750000100,13223412.217750000000
FS( 123 ),3620714.771000000200,3908270.006000000100,3144828.078999999900,2678884.731250000200,13352697.587250002000
