代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12498780.753999999000
真實報酬,2498780.753999998800

夏普值報酬,0.241178075400
夏普值風險,0.066863869897
夏普值,3.607001445938

預期報酬,19587.050377525335
風險,165817.301266376510
起點值,0.118124286356
找到最佳解世代,3528
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1101(0),1326(5),2317(16),2330(18),2881(30),2882(31),
Stock#,1101(0),1326(5),2317(16),2330(18),2881(30),2882(31),
張數,60,22,24,11,46,48,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,8306.200000000001,39871.116000000002,50125.707999999766,35685.159500000002,34563.563499999997,9267.567999999999,
FS( 1 ),1664306.200000000000,1664351.115999999900,1664365.708000000100,1664345.159500000100,1664343.563499999900,1664307.568000000000,9986023.315000001300
FS( 2 ),1662354.504999999900,1665047.746000000000,1631178.453999999900,1657138.339000000200,1648888.426000000000,1656984.015999999800,9921595.485999999600
FS( 3 ),1701181.929999999900,1659134.030500000100,1645275.796000000100,1672470.194000000400,1651178.248500000000,1654594.635999999700,9983838.834999999000
FS( 4 ),1695805.825000000000,1659134.030500000100,1649098.803999999800,1667432.584500000100,1636523.384499999900,1644081.364000000100,9952079.992499999700
FS( 5 ),1659965.125000000000,1661105.268999999600,1649098.803999999800,1677617.316750000200,1657131.786999999800,1639780.479999999700,9944702.781749999200
FS( 6 ),1734035.905000000000,1708414.993000000000,1667019.153999999900,1687802.049000000100,1663543.290000000000,1654594.635999999700,10115414.026999999000
FS( 7 ),1750761.564999999900,1690673.846500000000,1671081.099999999900,1723503.368500000300,1655299.928999999800,1644081.364000000100,10135405.173000000000
FS( 8 ),1745385.460000000000,1639421.645499999900,1617320.049999999800,1687802.049000000100,1634233.561999999900,1639780.479999999700,9963947.246499998500
FS( 9 ),1734035.905000000000,1639421.645499999900,1643125.353999999800,1687802.049000000100,1678198.153999999900,1650293.752000000300,10032880.859500002000
FS( 10 ),1783615.539999999600,1667018.984500000000,1649098.803999999800,1697986.781249999800,1690563.195499999900,1656984.015999999800,10145271.321249999000
FS( 11 ),1698195.204999999800,1627594.214499999800,1621143.058000000000,1672470.194000000400,1653010.106500000000,1604895.532000000100,9877312.310000000500
FS( 12 ),1767487.224999999900,1623651.737500000300,1631178.453999999900,1697986.781249999800,1667664.970499999800,1626399.952000000300,10014373.120250000000
FS( 13 ),1783615.539999999600,1641392.884000000100,1655072.254000000000,1697986.781249999800,1684151.692499999900,1639780.479999999700,10102003.631749999000
FS( 14 ),1800341.200000000000,1641392.884000000100,1659134.200000000000,1723503.368500000300,1688273.372999999900,1652683.132000000000,10165332.157499999000
FS( 15 ),1814080.135000000000,1657162.791999999900,1675143.046000000100,1728540.978000000100,1698806.556499999900,1652683.132000000000,10226420.639500000000
FS( 16 ),1769876.604999999700,1655191.553499999900,1703098.792000000100,1708171.513500000100,1690563.195499999900,1641691.983999999700,10168597.643500000000
FS( 17 ),1745385.460000000000,1609853.068000000000,1675143.046000000100,1657138.339000000200,1624158.342999999900,1587691.995999999800,9899374.252000000300
FS( 18 ),1745385.460000000000,1617738.022000000100,1685178.442000000000,1683640.545500000000,1646140.638999999700,1594382.260000000000,9972469.368499999900
FS( 19 ),1764500.500000000000,1639421.645499999900,1694974.899999999900,1699629.480000000000,1650262.319500000000,1582913.235999999800,10031706.080999998000
FS( 20 ),1745385.460000000000,1637450.406999999700,1694974.899999999900,1720765.537250000300,1669954.793000000100,1587691.995999999800,10056227.093249999000
FS( 21 ),1775850.054999999900,1639421.645499999900,1694974.899999999900,1757890.529000000100,1687815.408500000100,1614930.928000000300,10170887.466000002000
FS( 22 ),1808704.030000000000,1663076.507499999800,1699036.846000000100,1795015.520750000100,1685525.586000000100,1617320.307999999700,10268682.798249999000
FS( 23 ),1863659.770000000000,1663076.507499999800,1710983.746000000000,1795015.520750000100,1674534.438000000100,1622099.068000000000,10329373.050250001000
FS( 24 ),1880385.429999999900,1661105.268999999600,1705010.296000000100,1773769.950250000500,1658963.644999999800,1614930.928000000300,10294169.518250000000
FS( 25 ),1833195.175000000000,1644678.281499999600,1675143.046000000100,1747267.743749999700,1619578.698000000100,1573833.591999999900,10093700.536249999000
FS( 26 ),1888748.260000000000,1644678.281499999600,1687089.946000000200,1779026.586249999900,1617288.875500000100,1573833.591999999900,10190669.541250000000
FS( 27 ),1943704.000000000000,1673370.752999999800,1694974.899999999900,1837397.148500000100,1636981.349000000200,1576222.972000000100,10362655.122499999000
FS( 28 ),1926978.339999999600,1735355.252499999900,1710983.746000000000,1847910.420500000000,1665833.112499999800,1587691.995999999800,10474756.867500000000
FS( 29 ),1938327.895000000300,1735355.252499999900,1715045.692000000000,1821408.214000000200,1698806.556499999900,1619709.688000000100,10528657.298000000000
FS( 30 ),1940717.274999999900,1735355.252499999900,1715045.692000000000,1826774.363250000400,1707507.882000000000,1645037.115999999900,10570441.580750000000
FS( 31 ),1952066.829999999800,1739516.755999999600,1734877.546000000100,1832030.999250000100,1746892.828999999900,1683745.071999999900,10689134.032250000000
FS( 32 ),1965805.765000000100,1749811.001499999800,1764744.796000000100,1832030.999250000100,1766585.302500000000,1704293.740000000000,10783275.604250001000
FS( 33 ),1971181.869999999900,1758134.008500000000,1768806.742000000100,1842653.784500000100,1801848.568999999900,1720541.524000000000,10863170.498000000000
FS( 34 ),1955053.554999999900,1760105.247000000000,1764744.796000000100,1837397.148500000100,1790857.421000000100,1699992.856000000100,10808155.023500001000
FS( 35 ),1965805.765000000100,1766237.988999999800,1792700.542000000100,1858533.205749999700,1793147.243499999600,1706683.120000000100,10883111.865249999000
FS( 36 ),1929965.064999999900,1764266.750500000300,1796762.487999999700,1847910.420500000000,1793147.243499999600,1692824.715999999800,10824880.683499999000
FS( 37 ),1963416.384999999800,1768428.254000000000,1796762.487999999700,1853276.569750000000,1783987.953499999800,1679444.188000000100,10845319.838250000000
FS( 38 ),1943106.655000000000,1768428.254000000000,1800585.496000000000,1869155.990999999900,1790857.421000000100,1677054.807999999700,10849192.625000000000
FS( 39 ),1960429.660000000100,1772589.757499999800,1824718.233999999900,1890292.048250000000,1786277.775999999800,1667975.163999999900,10902286.639750000000
FS( 40 ),1963416.384999999800,1782884.002999999800,1824718.233999999900,1906280.982750000200,1794979.101499999600,1677054.807999999700,10949337.514249999000
FS( 41 ),1951469.485000000300,1753972.505000000100,1802735.937999999600,1863899.355000000000,1775286.627999999800,1654116.760000000000,10801484.671000000000
FS( 42 ),1951469.485000000300,1760105.247000000000,1820656.287999999700,1911537.618749999700,1790857.421000000100,1665585.783999999800,10900215.843749998000
FS( 43 ),1980142.044999999900,1770399.492499999900,1814682.837999999800,1900914.833499999900,1782156.095499999800,1656506.140000000100,10904805.444499999000
FS( 44 ),2008814.605000000000,1770399.492499999900,1794612.046000000100,1863899.355000000000,1775286.627999999800,1651727.379999999700,10864743.506500000000
FS( 45 ),1986115.494999999900,1772589.757499999800,1804647.442000000000,1885035.412250000300,1779866.273000000000,1665585.783999999800,10893844.163749998000
FS( 46 ),2008814.605000000000,1764266.750500000300,1812771.334000000000,1911537.618749999700,1810549.894499999900,1683745.071999999900,10991689.274750000000
FS( 47 ),2014788.054999999900,1772589.757499999800,1844550.087999999800,1922160.404000000100,1863215.811999999900,1718152.144000000100,11135460.260499999000
FS( 48 ),2014788.054999999900,1780693.738000000100,1842638.584000000000,1927417.040000000000,1863215.811999999900,1743479.571999999900,11172236.801000001000
FS( 49 ),2017774.780000000000,1778722.499499999900,1844550.087999999800,1938039.825250000500,1878786.605000000000,1752559.215999999800,11210437.013750000000
FS( 50 ),2014788.054999999900,1793178.248500000000,1834514.692000000000,1906280.982750000200,1858636.166999999700,1734399.928000000300,11141802.073249999000
FS( 51 ),2014788.054999999900,1799310.990499999800,1768806.742000000100,1916794.254750000100,1865505.634499999900,1750647.711999999800,11115857.388750000000
FS( 52 ),2014788.054999999900,1799310.990499999800,1788638.596000000100,1932783.189250000100,1856804.308999999900,1745868.952000000300,11138198.091750000000
FS( 53 ),2006425.225000000100,1793178.248500000000,1768806.742000000100,1895658.197500000000,1860925.989499999900,1743479.571999999900,11068477.974500000000
FS( 54 ),1968792.489999999800,1778722.499499999900,1744912.942000000000,1911537.618749999700,1865505.634499999900,1759727.356000000100,11029202.540750001000
FS( 55 ),2020761.504999999700,1776532.234500000000,1758771.346000000100,1900914.833499999900,1871917.137500000000,1754948.595999999900,11083849.652500000000
FS( 56 ),2115142.015000000600,1758134.008500000000,1750886.392000000200,1885035.412250000300,1843523.338499999800,1729621.168000000100,11082346.334250001000
FS( 57 ),2164124.305000000200,1745649.497999999900,1752797.896000000200,1869155.990999999900,1821541.042500000000,1706683.120000000100,11059955.852500003000
FS( 58 ),2161137.580000000100,1774560.996000000000,1760921.787999999700,1879778.776249999900,1869627.314999999900,1743479.571999999900,11189510.027250001000
FS( 59 ),2161137.580000000100,1762076.485500000000,1778842.137999999600,1874412.627000000100,1858636.166999999700,1743479.571999999900,11178588.569500001000
FS( 60 ),2175473.860000000300,1753972.505000000100,1814682.837999999800,1911537.618749999700,1878786.605000000000,1786966.288000000200,11321423.714749999000
FS( 61 ),2164124.305000000200,1753972.505000000100,1814682.837999999800,1911537.618749999700,1878786.605000000000,1817072.476000000000,11340180.347749999000
FS( 62 ),2118128.740000000200,1755943.743499999600,1830691.683999999900,1906280.982750000200,1922293.232499999900,1826152.120000000100,11359494.502750002000
FS( 63 ),2086469.455000000100,1751782.239999999800,1824718.233999999900,1885035.412250000300,1990529.943000000000,1874417.595999999900,11412956.880249999000
FS( 64 ),2086469.455000000100,1739516.755999999600,1804647.442000000000,1900914.833499999900,2006100.736000000000,1849090.168000000100,11386743.390500000000
FS( 65 ),2029124.335000000000,1698120.747499999800,1792700.542000000100,1874412.627000000100,1973127.291999999700,1814683.095999999900,11182172.639500000000
FS( 66 ),2057796.895000000500,1729222.510499999900,1824718.233999999900,1885035.412250000300,1990529.943000000000,1819461.856000000100,11306768.850750001000
FS( 67 ),2094832.285000000400,1741487.994499999600,1847656.281999999900,1906280.982750000200,2010222.416499999800,1844311.407999999600,11444795.368750000000
FS( 68 ),2158150.855000000000,1764266.750500000300,1884452.733999999900,1932783.189250000100,2054187.008500000200,1865337.952000000300,11659182.489250001000
FS( 69 ),2158150.855000000000,1801282.229000000100,1877523.531999999900,1985678.089000000200,2056476.830999999800,1881107.860000000100,11760223.396000000000
FS( 70 ),2100805.735000000300,1803472.493999999700,1854585.483999999900,1975164.817000000000,2087160.452499999900,1901656.528000000400,11722849.510500001000
FS( 71 ),2057796.895000000500,1778722.499499999900,1836187.257999999900,1938039.825250000500,2051897.186000000000,1865337.952000000300,11527985.615750000000
FS( 72 ),2043460.614999999800,1762076.485500000000,1843116.460000000000,1922160.404000000100,2003810.913500000000,1832842.383999999600,11407471.262000000000
FS( 73 ),1997465.049999999800,1720899.503499999900,1831647.435999999800,1890292.048250000000,2006100.736000000000,1830930.879999999700,11277339.653749999000
